date,starting_cash,starting_nav,assigned_stock_value,n_assigned_stocks,assignments_today,open_put_exposure,covered_call_exposure,gross_exposure,borrowed,uncovered_usable_shares,covered_call_opportunities,covered_call_lots_ordered,covered_call_lots_sold,covered_call_premium,cash_after_calls,margin_utilization_after_calls,breach,new_put_capacity,new_put_lots_decided,new_put_lots_attempted,new_put_lots_executed,new_put_lots_rejected,rejection_reason
2019-12-31,20000000.0,20000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20000000.0,0.0,False,20000000.0,7,0,0,0,
2020-01-01,20002728.95890411,20002728.95890411,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20002728.95890411,0.0455414833096094,False,19090120.439860925,0,7,7,0,
2020-01-02,20069410.249872487,20031085.249872487,0.0,0,0,4620000.0,0.0,4620000.0,0.0,0,0,0,0,0.0,20069410.249872487,0.04574564925311938,False,19114750.249872487,0,0,0,0,
2020-01-03,20072200.447744075,20032300.447744075,0.0,0,0,4620000.0,0.0,4620000.0,0.0,0,0,0,0,0.0,20072200.447744075,0.04572714962964511,False,19116280.447744075,0,0,0,0,
2020-01-06,20080572.205100685,20023872.205100685,0.0,0,0,4620000.0,0.0,4620000.0,0.0,0,0,0,0,0.0,20080572.205100685,0.04557859691930704,False,19111212.205100685,0,0,0,0,
2020-01-07,20083363.95478986,20036638.95478986,0.0,0,0,4620000.0,0.0,4620000.0,0.0,0,0,0,0,0.0,20083363.95478986,0.04564912319195866,False,19121983.95478986,0,0,0,0,
2020-01-08,20086156.092608724,20038381.092608724,0.0,0,0,4620000.0,0.0,4620000.0,0.0,0,0,0,0,0.0,20086156.092608724,0.04563467456646478,False,19123936.092608724,0,0,0,0,
2020-01-09,20088948.618611243,20058498.618611243,0.0,0,0,4620000.0,0.0,4620000.0,0.0,0,0,0,0,0.0,20088948.618611243,0.04576165033350596,False,19140588.618611243,0,0,0,0,
2020-01-10,20091741.532851383,20067066.532851383,0.0,0,0,4620000.0,0.0,4620000.0,0.0,0,0,0,0,0.0,20091741.532851383,0.04579966875055791,False,19148001.532851383,0,0,0,0,
2020-01-13,20100121.4404466,20080696.4404466,0.0,0,0,4620000.0,0.0,4620000.0,0.0,0,0,0,0,0.0,20100121.4404466,0.04582087094084553,False,19160581.4404466,0,0,0,0,
2020-01-14,20102915.90801508,20089790.90801508,0.0,0,0,4620000.0,0.0,4620000.0,0.0,0,0,0,0,0.0,20102915.90801508,0.04586284666767764,False,19168415.90801508,0,0,0,0,
2020-01-15,20105710.76409111,20092585.76409111,0.0,0,0,4620000.0,0.0,4620000.0,0.0,0,0,0,0,0.0,20105710.76409111,0.045856467197300944,False,19171210.76409111,0,0,0,0,
2020-01-16,20108506.008728713,20097481.008728713,0.0,0,0,4620000.0,0.0,4620000.0,0.0,0,0,0,0,0.0,20108506.008728713,0.04586619584810888,False,19175686.008728713,0,0,0,0,
2020-01-17,20111301.6419819,20102376.6419819,0.0,0,0,4620000.0,0.0,4620000.0,0.0,0,0,0,0,0.0,20111301.6419819,0.04587591887389284,False,19180161.6419819,0,0,0,0,
2020-01-20,20119689.7077503,20111814.7077503,0.0,0,0,4620000.0,0.0,4620000.0,0.0,0,0,0,0,0.0,20119689.7077503,0.045864831861469654,False,19189389.7077503,0,0,0,0,
2020-01-21,20122486.895844053,20108311.895844053,0.0,0,0,4620000.0,0.0,4620000.0,0.0,0,0,0,0,0.0,20122486.895844053,0.04581016073210922,False,19187146.895844053,0,0,0,0,
2020-01-22,20125284.472823586,20113734.472823586,0.0,0,0,4620000.0,0.0,4620000.0,0.0,0,0,0,0,0.0,20125284.472823586,0.04582391207586685,False,19192044.472823586,0,0,0,0,
2020-01-23,20128082.438742965,20123357.438742965,0.0,0,0,4620000.0,0.0,4620000.0,0.0,0,0,0,0,0.0,20128082.438742965,0.04586983075810534,False,19200302.438742965,0,0,0,0,
2020-01-24,20130880.793656264,20127730.793656264,0.0,0,0,4620000.0,0.0,4620000.0,0.0,0,0,0,0,0.0,20130880.793656264,0.04587551420804089,False,19204360.793656264,0,0,0,0,
2020-01-27,20139277.025540162,20128252.025540162,0.0,0,0,4620000.0,0.0,4620000.0,0.0,0,0,0,0,0.0,20139277.025540162,0.04579607801166046,False,19206457.025540162,0,0,0,0,
2020-01-28,20142076.936807726,20110576.936807726,0.0,0,0,4620000.0,0.0,4620000.0,0.0,0,0,0,0,0.0,20142076.936807726,0.045632703769943266,False,19192876.936807726,0,0,0,0,
2020-01-29,20144877.237339668,20139102.237339668,0.0,0,0,4620000.0,0.0,4620000.0,0.0,0,0,0,0,0.0,20144877.237339668,0.04582354213828679,False,19216257.237339668,0,0,0,0,
2020-01-30,20147677.927190103,20147677.927190103,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20147677.927190103,0.0,False,20147677.927190103,0,0,0,0,
2020-01-31,20150479.006413158,20150479.006413158,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20150479.006413158,0.0,False,20150479.006413158,0,0,0,0,
2020-02-03,20158883.412362587,20158883.412362587,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20158883.412362587,0.0,False,20158883.412362587,0,0,0,0,
2020-02-04,20161693.229331363,20161693.229331363,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20161693.229331363,0.0,False,20161693.229331363,0,0,0,0,
2020-02-05,20164503.437942438,20164503.437942438,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20164503.437942438,0.0,False,20164503.437942438,0,0,0,0,
2020-02-06,20167314.038250398,20167314.038250398,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20167314.038250398,0.0,False,20167314.038250398,0,0,0,0,
2020-02-07,20170125.030309837,20170125.030309837,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20170125.030309837,0.0,False,20170125.030309837,0,0,0,0,
2020-02-10,20178559.181906417,20178559.181906417,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20178559.181906417,0.0,False,20178559.181906417,0,0,0,0,
2020-02-11,20181371.741354033,20181371.741354033,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20181371.741354033,0.0,False,20181371.741354033,0,0,0,0,
2020-02-12,20184184.6928262,20184184.6928262,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20184184.6928262,0.0,False,20184184.6928262,0,0,0,0,
2020-02-13,20186998.036377564,20186998.036377564,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20186998.036377564,0.0,False,20186998.036377564,0,0,0,0,
2020-02-14,20189811.77206277,20189811.77206277,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20189811.77206277,0.0,False,20189811.77206277,0,0,0,0,
2020-02-17,20198254.155683897,20198254.155683897,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20198254.155683897,0.0,False,20198254.155683897,0,0,0,0,
2020-02-18,20201069.460287105,20201069.460287105,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20201069.460287105,0.0,False,20201069.460287105,0,0,0,0,
2020-02-19,20203885.157297496,20203885.157297496,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20203885.157297496,0.0,False,20203885.157297496,0,0,0,0,
2020-02-20,20206701.246769764,20206701.246769764,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20206701.246769764,0.0,False,20206701.246769764,0,0,0,0,
2020-02-24,20217967.174725153,20217967.174725153,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20217967.174725153,0.0,False,20217967.174725153,0,0,0,0,
2020-02-25,20220785.226999164,20220785.226999164,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20220785.226999164,0.0,False,20220785.226999164,0,0,0,0,
2020-02-26,20223603.67206334,20223603.67206334,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20223603.67206334,0.0,False,20223603.67206334,0,0,0,0,
2020-02-27,20226422.509972423,20226422.509972423,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20226422.509972423,0.0,False,20226422.509972423,0,0,0,0,
2020-02-28,20229241.740781177,20229241.740781177,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20229241.740781177,0.0,False,20229241.740781177,0,0,0,0,
2020-03-02,20237700.612070728,20237700.612070728,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20237700.612070728,0.0,False,20237700.612070728,0,0,0,0,
2020-03-03,20240464.04236643,20240464.04236643,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20240464.04236643,0.0,False,20240464.04236643,0,0,0,0,
2020-03-04,20243227.85000475,20243227.85000475,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20243227.85000475,0.0,False,20243227.85000475,0,0,0,0,
2020-03-05,20245992.03503722,20245992.03503722,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20245992.03503722,0.0,False,20245992.03503722,0,0,0,0,
2020-03-06,20248756.597515367,20248756.597515367,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20248756.597515367,0.0,False,20248756.597515367,0,0,0,0,
2020-03-09,20257051.417441472,20257051.417441472,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20257051.417441472,0.0,False,20257051.417441472,0,0,0,0,
2020-03-11,20262583.562684804,20262583.562684804,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20262583.562684804,0.0,False,20262583.562684804,0,0,0,0,
2020-03-12,20265350.390713327,20265350.390713327,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20265350.390713327,0.0,False,20265350.390713327,0,0,0,0,
2020-03-13,20268117.596548423,20268117.596548423,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20268117.596548423,0.0,False,20268117.596548423,0,0,0,0,
2020-03-16,20276420.347628213,20276420.347628213,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20276420.347628213,0.0,False,20276420.347628213,0,0,0,0,
2020-03-17,20279189.065050762,20279189.065050762,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20279189.065050762,0.0,False,20279189.065050762,0,0,0,0,
2020-03-18,20281958.160537884,20281958.160537884,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20281958.160537884,0.0,False,20281958.160537884,0,0,0,0,
2020-03-19,20284727.6341412,20284727.6341412,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20284727.6341412,0.0,False,20284727.6341412,0,0,0,0,
2020-03-20,20287497.48591234,20287497.48591234,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20287497.48591234,0.0,False,20287497.48591234,0,0,0,0,
2020-03-23,20295808.17588417,20295808.17588417,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20295808.17588417,0.0,False,20295808.17588417,0,0,0,0,
2020-03-24,20298579.54068811,20298579.54068811,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20298579.54068811,0.0,False,20298579.54068811,0,0,0,0,
2020-03-25,20301351.283918116,20301351.283918116,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20301351.283918116,0.0,False,20301351.283918116,0,0,0,0,
2020-03-26,20304123.405625865,20304123.405625865,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20304123.405625865,0.0,False,20304123.405625865,0,0,0,0,
2020-03-27,20306895.905863035,20306895.905863035,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20306895.905863035,0.0,False,20306895.905863035,0,0,0,0,
2020-03-30,20315214.542317875,20315214.542317875,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20315214.542317875,0.0,False,20315214.542317875,0,0,0,0,
2020-03-31,20317988.557034567,20317988.557034567,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20317988.557034567,0.0,False,20317988.557034567,0,0,0,0,
2020-04-01,20320762.950539168,20320762.950539168,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20320762.950539168,0.0,False,20320762.950539168,0,0,0,0,
2020-04-03,20325366.132244036,20325366.132244036,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20325366.132244036,0.0,False,20325366.132244036,0,0,0,0,
2020-04-07,20334574.5811347,20334574.5811347,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20334574.5811347,0.0,False,20334574.5811347,0,0,0,0,
2020-04-08,20336877.736334037,20336877.736334037,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20336877.736334037,0.0,False,20336877.736334037,0,0,0,0,
2020-04-09,20339181.152395673,20339181.152395673,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20339181.152395673,0.0,False,20339181.152395673,0,0,0,0,
2020-04-13,20348395.860209603,20348395.860209603,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20348395.860209603,0.0,False,20348395.860209603,0,0,0,0,
2020-04-15,20353005.30148772,20353005.30148772,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20353005.30148772,0.0,False,20353005.30148772,0,0,0,0,
2020-04-16,20355310.544205993,20355310.544205993,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20355310.544205993,0.0,False,20355310.544205993,0,0,0,0,
2020-04-17,20357616.048023,20357616.048023,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20357616.048023,0.0,False,20357616.048023,0,0,0,0,
2020-04-20,20364533.342858955,20364533.342858955,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20364533.342858955,0.0,False,20364533.342858955,0,0,0,0,
2020-04-21,20366839.891277935,20366839.891277935,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20366839.891277935,0.0,False,20366839.891277935,0,0,0,0,
2020-04-22,20369146.70094354,20369146.70094354,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20369146.70094354,0.0,False,20369146.70094354,0,0,0,0,
2020-04-23,20371453.771885358,20371453.771885358,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20371453.771885358,0.0,False,20371453.771885358,0,0,0,0,
2020-04-24,20373761.104132984,20373761.104132984,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20373761.104132984,0.0,False,20373761.104132984,0,0,0,0,
2020-04-27,20380683.884882074,20380683.884882074,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20380683.884882074,0.0,False,20380683.884882074,0,0,0,0,
2020-04-28,20382992.262560114,20382992.262560114,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20382992.262560114,0.0,False,20382992.262560114,0,0,0,0,
2020-04-29,20385300.90169197,20385300.90169197,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20385300.90169197,0.0,False,20385300.90169197,0,0,0,0,
2020-04-30,20387609.802307248,20387609.802307248,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20387609.802307248,0.0,False,20387609.802307248,108,0,0,0,
2020-05-04,20396846.45082053,20396846.45082053,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20396846.45082053,0.44683723247882823,False,11237513.84348704,0,108,108,0,
2020-05-05,23447579.724734128,20414500.224734128,0.0,0,0,48517900.0,0.0,48517900.0,0.0,0,0,0,0,0.0,23447579.724734128,0.44561287319579607,False,11317536.124734128,0,0,0,0,
2020-05-06,23449778.812208563,20684547.812208563,0.0,0,0,48517900.0,0.0,48517900.0,0.0,0,0,0,0,0.0,23449778.812208563,0.4423850056126978,False,11534014.012208562,0,0,0,0,
2020-05-07,23451978.105929688,20462201.355929688,0.0,0,0,48517900.0,0.0,48517900.0,0.0,0,0,0,0,0.0,23451978.105929688,0.44499731439507634,False,11356576.705929687,0,0,0,0,
2020-05-08,23454177.605916847,20571211.355916847,0.0,0,0,48517900.0,0.0,48517900.0,0.0,0,0,0,0,0.0,23454177.605916847,0.44367765184498126,False,11444224.605916847,0,0,0,0,
2020-05-11,23460776.724734463,21019678.474734463,0.0,0,0,48517900.0,0.0,48517900.0,0.0,0,0,0,0,0.0,23460776.724734463,0.43841585688747864,False,11804318.124734463,0,0,0,0,
2020-05-12,23462977.04992118,21146215.79992118,0.0,0,0,48517900.0,0.0,48517900.0,0.0,0,0,0,0,0.0,23462977.04992118,0.4369683841982943,False,11905988.049921181,0,0,0,0,
2020-05-13,23465177.581470672,21633157.331470672,0.0,0,0,48520394.884,0.0,48520394.884,0.0,0,0,0,0,0.0,23465177.581470672,0.43163717545825303,False,12295482.404670672,0,0,0,0,
2020-05-14,23467378.31940229,21005289.81940229,0.0,0,0,48520394.884,0.0,48520394.884,0.0,0,0,0,0,0.0,23467378.31940229,0.43854007042984566,False,11793628.54260229,0,0,0,0,
2020-05-15,23469579.263735387,21267117.263735387,0.0,0,0,48520394.884,0.0,48520394.884,0.0,0,0,0,0,0.0,23469579.263735387,0.4355826162014085,False,12003530.686935388,0,0,0,0,
2020-05-18,23476182.715997204,20680567.215997204,0.0,0,0,48520394.884,0.0,48520394.884,0.0,0,0,0,0,0.0,23476182.715997204,0.4422004377967946,False,11535611.339197204,0,0,0,0,
2020-05-19,23478384.486071743,21271192.236071743,0.0,0,0,48520394.884,0.0,48520394.884,0.0,0,0,0,0,0.0,23478384.486071743,0.43545469496967776,False,12008551.709271744,0,0,0,0,
2020-05-20,23480586.46264457,21814586.21264457,0.0,0,0,48520394.884,0.0,48520394.884,0.0,0,0,0,0,0.0,23480586.46264457,0.42956940991015813,False,12443707.28584457,0,0,0,0,
2020-05-21,23482788.645735044,22025446.645735044,0.0,0,0,48520394.884,0.0,48520394.884,0.0,0,0,0,0,0.0,23482788.645735044,0.4273516323276303,False,12612836.068935044,0,0,0,0,
2020-05-22,23484991.03536254,21953277.78536254,0.0,0,0,48520394.884,0.0,48520394.884,0.0,0,0,0,0,0.0,23484991.03536254,0.4280789601754134,False,12555541.458562542,0,0,0,0,
2020-05-26,23493801.420098092,22325488.170098092,0.0,0,0,48520394.884,0.0,48520394.884,0.0,0,0,0,0,0.0,23493801.420098092,0.424197502632185,False,12855071.843298092,0,0,0,0,
2020-05-27,23496004.842585035,22837334.342585035,0.0,0,0,48520394.884,0.0,48520394.884,0.0,0,0,0,0,0.0,23496004.842585035,0.4191533360769843,False,13264989.465785034,0,0,0,0,
2020-05-28,18564055.273205236,23263945.273205236,4699890.0,1,1,0.0,0.0,4699890.0,0.0,35100,0,0,0,0.0,18564055.273205236,0.04040492654883609,False,18564055.273205236,155,0,0,0,
2020-05-29,18565796.347631905,23525426.347631905,4959630.0,1,0,0.0,0.0,4959630.0,0.0,35100,1,13,0,0.0,18565796.347631905,0.5506282603463164,False,8084829.614454683,0,155,155,0,
2020-06-01,20399267.58264515,24295345.08264515,5214105.0,1,0,61543500.0,0.0,66757605.0,0.0,0,0,0,13,200199.87000000002,20599225.51666893,0.5371290934202397,False,8290525.516668931,0,0,0,0,
2020-06-02,20601094.134495404,24440659.634495404,5033340.0,1,0,61543500.0,5265000.0,66576840.0,0.0,0,0,0,0,0.0,20601094.134495404,0.5350351952671418,False,8292394.134495404,0,0,0,0,
2020-06-03,20602962.921829835,24553318.921829835,4973670.0,1,0,61543500.0,5265000.0,66517170.0,0.0,0,0,0,0,0.0,20602962.921829835,0.5334827133432524,False,8294262.921829835,0,0,0,0,
2020-06-04,20604831.878687594,24528791.878687594,4922775.0,1,0,61543500.0,5265000.0,66466275.0,0.0,0,0,0,0,0.0,20604831.878687594,0.5338009333992753,False,8296131.878687594,0,0,0,0,
2020-06-05,20606701.005084064,24902818.005084064,5084235.0,1,0,61543500.0,5265000.0,66627735.0,0.0,0,0,0,0,0.0,20606701.005084064,0.5287724223544374,False,8298001.005084064,0,0,0,0,
2020-06-08,20612308.892935738,24877166.392935738,5149170.0,1,0,61543500.0,5265000.0,66692670.0,0.0,0,0,0,0,0.0,20612308.892935738,0.5290663451018064,False,8303608.892935738,0,0,0,0,
2020-06-09,20614178.697594702,24782673.697594702,5064930.0,1,0,61543500.0,5265000.0,66608430.0,0.0,0,0,0,0,0.0,20614178.697594702,0.5303059371384753,False,8305478.697594702,0,0,0,0,
2020-06-10,20616048.67186928,24792576.67186928,4938570.0,1,0,61543500.0,5265000.0,66482070.0,0.0,0,0,0,0,0.0,20616048.67186928,0.5301589170807628,False,8307348.671869282,0,0,0,0,
2020-06-11,20617918.815774865,24445610.315774865,4833270.0,1,0,61543500.0,5265000.0,66376770.0,0.0,0,0,0,0,0.0,20617918.815774865,0.5348296946205976,False,8309218.815774865,0,0,0,0,
2020-06-12,20619789.12932684,24611862.12932684,4726215.0,1,0,61543500.0,5265000.0,66269715.0,0.0,0,0,0,0,0.0,20619789.12932684,0.5325527394524899,False,8311089.129326839,0,0,0,0,
2020-06-15,20625400.578968093,24337913.578968093,4636710.0,1,0,61543500.0,5265000.0,66180210.0,0.0,0,0,0,0,0.0,20625400.578968093,0.5362498538608649,False,8316700.578968093,0,0,0,0,
2020-06-16,20627271.571213353,24521214.571213353,4603365.0,1,0,61543500.0,5265000.0,66146865.0,0.0,0,0,0,0,0.0,20627271.571213353,0.533721058636469,False,8318571.571213353,0,0,0,0,
2020-06-17,20629142.733181957,24538401.733181957,4543695.0,1,0,61543500.0,5265000.0,66087195.0,0.0,0,0,0,0,0.0,20629142.733181957,0.5334720631905848,False,8320442.733181957,0,0,0,0,
2020-06-18,20631014.064889304,25121593.564889304,4829760.0,1,0,61543500.0,5265000.0,66373260.0,0.0,0,0,0,0,0.0,20631014.064889304,0.5257156902043922,False,8322314.064889304,0,0,0,0,
2020-06-19,20632885.566350788,25240058.066350788,4817475.0,1,0,61543500.0,5265000.0,66360975.0,0.0,0,0,0,0,0.0,20632885.566350788,0.5241721102709339,False,8324185.566350788,0,0,0,0,
2020-06-22,20638500.580043856,25519855.080043856,5042115.0,1,0,61543500.0,5265000.0,66585615.0,0.0,0,0,0,0,0.0,20638500.580043856,0.5205739162049023,False,8329800.580043856,0,0,0,0,
2020-06-23,20640372.76062969,25593423.76062969,5049135.0,1,0,61543500.0,5265000.0,66592635.0,0.0,0,0,0,0,0.0,20640372.76062969,0.5196377915040151,False,8331672.760629691,0,0,0,0,
2020-06-24,20642245.111046672,25566329.611046672,4968405.0,1,0,61543500.0,5265000.0,66511905.0,0.0,0,0,0,0,0.0,20642245.111046672,0.519961883549219,False,8333545.111046672,0,0,0,0,
2020-06-25,20644117.631310202,25572157.631310202,4928040.0,1,0,0.0,0.0,4928040.0,0.0,35100,0,0,0,0.0,20644117.631310202,0.03854223074212693,False,20644117.631310202,54,0,0,0,
2020-06-26,20645990.321435686,25633700.321435686,4987710.0,1,0,0.0,0.0,4987710.0,0.0,35100,1,9,0,0.0,20645990.321435686,0.3030237695380191,False,15109413.481360104,0,54,54,0,
2020-06-29,22188590.22019358,25440667.97019358,4733235.0,1,0,35365700.0,0.0,40098935.0,0.0,1800,0,0,9,74925.0,22263409.90773783,0.3030166313180026,False,15190269.907737829,0,0,0,0,
2020-06-30,22265429.488745768,25347575.988745768,4663035.0,1,0,35365700.0,4995000.0,40028735.0,0.0,1800,0,0,0,0.0,22265429.488745768,0.30336507535924306,False,15192289.488745768,0,0,0,0,
