date,symbol,event,a,b,share_multiplier,reason,shares,lots,strike,reasons,assigned_lots,assigned_shares,assigned_market_value,cash_before,cash_after,nav,margin_utilization,total_assigned_stock_exposure,sector,sector_exposure,top_sector,top_sector_exposure,cash_liquidity,margin_liquidity,remaining_liquidity,entry_day,put_retries,pending_calls,position,cancelled_orders,action,pnl,per_share
2023-01-04,HCLTECH,covered_call_fill_failed,,,,participation_or_margin,,14.0,1250.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-04,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-04,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-04,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-05,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-05,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-05,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-06,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-06,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-06,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-09,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-09,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-09,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-10,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-10,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-10,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-11,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-11,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-12,HCLTECH,covered_call_leftover_shares,,,,"covered 2100, uncovered 7700",9800.0,3.0,1250.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-12,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-12,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-13,HCLTECH,covered_call_topup,,,,"added 700, covered 2800, uncovered 7000",9800.0,1.0,1250.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-13,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-13,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-16,HCLTECH,covered_call_topup,,,,"added 700, covered 3500, uncovered 6300",9800.0,1.0,1250.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-16,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-16,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-17,DRREDDY,covered_call_topup,,,,"added 1250, covered 1500, uncovered 375",1875.0,10.0,4650.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-17,HCLTECH,covered_call_fill_failed,,,,participation_or_margin,,9.0,1250.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-17,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-17,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-18,DRREDDY,covered_call_topup,,,,"added 375, covered 1875, uncovered 0",1875.0,3.0,4650.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-18,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-18,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-19,HCLTECH,dividend,,,,,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2023-01-19,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-19,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-20,HCLTECH,covered_call_fill_failed,,,,slippage_below_tick,,9.0,1250.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-20,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-20,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-23,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-23,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-24,WIPRO,dividend,,,,,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2023-01-24,HCLTECH,covered_call_fill_failed,,,,slippage_below_tick,,9.0,1250.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-24,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-24,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-25,HCLTECH,covered_call_fill_failed,,,,topup_call_gone,,9.0,1250.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-25,DRREDDY,covered_call_not_available,,,,calls_skipped_distance_cap,1875.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-25,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-25,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-25,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-25,,SKIP_NEW_PUT,,,,uncovered_assigned_shares_calls_pending,,,,,,,,,,,,,,,,,,,,True,0.0,2.0,,,,,
2023-01-27,INFY,covered_call_leftover_shares,,,,"covered 7600, uncovered 200",7800.0,19.0,1640.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-27,DRREDDY,covered_call_not_available,,,,calls_skipped_distance_cap,1875.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-27,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-27,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-30,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-30,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-31,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-31,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-01,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-01,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-02,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-02,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-03,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-03,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-06,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-06,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-07,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-07,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-08,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-08,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-09,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-09,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-10,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-10,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-13,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-13,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-14,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-14,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-16,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-16,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-17,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-17,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-20,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-20,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-21,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-21,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-23,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-23,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-23,,SKIP_NEW_PUT,,,,uncovered_assigned_shares_calls_pending,,,,,,,,,,,,,,,,,,,,True,0.0,4.0,,,,,
2023-02-24,HCLTECH,covered_call_leftover_shares,,,,"covered 6300, uncovered 3500",9800.0,9.0,1250.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-24,INFY,covered_call_leftover_shares,,,,"covered 7600, uncovered 200",7800.0,19.0,1640.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-24,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-24,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-27,HCLTECH,covered_call_topup,,,,"added 1400, covered 7700, uncovered 2100",9800.0,2.0,1250.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-27,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-27,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-28,HCLTECH,covered_call_topup,,,,"added 2100, covered 9800, uncovered 0",9800.0,3.0,1250.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-28,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-28,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-02,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-02,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-03,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-03,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-06,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-06,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-08,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-08,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-09,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-09,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-10,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-10,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-13,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-13,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-14,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-14,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-15,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-15,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-16,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-16,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-17,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-17,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-20,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-20,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-21,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-21,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-22,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-22,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-23,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-23,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-24,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-24,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-27,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-27,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-28,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-28,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-29,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-29,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-29,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-29,,SKIP_NEW_PUT,,,,uncovered_assigned_shares_calls_pending,,,,,,,,,,,,,,,,,,,,True,0.0,3.0,,,,,
2023-03-31,INFY,covered_call_leftover_shares,,,,"covered 7600, uncovered 200",7800.0,19.0,1540.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-31,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-31,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-31,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-05,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-05,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-05,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-06,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-11,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-11,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-11,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-12,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-12,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-12,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-13,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-13,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-13,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-17,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-17,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-17,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-18,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-18,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-18,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-19,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-19,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-19,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-20,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-20,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-20,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-21,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-21,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-24,HCLTECH,covered_call_fill_failed,,,,slippage_below_tick,,14.0,1250.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-24,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-24,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-24,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-25,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
