date,symbol,kind,amount
2020-01-01,,cash_interest,2728.9589041095887
2020-01-01,TATASTEEL,premium,63984.9
2020-01-01,TATASTEEL,option_sale_costs,-93.41904318200001
2020-01-02,,cash_interest,2789.8100115636785
2020-01-03,,cash_interest,2790.1978715884366
2020-01-06,,cash_interest,8371.757356609094
2020-01-07,,cash_interest,2791.7496891721485
2020-01-08,,cash_interest,2792.1378188652366
2020-01-09,,cash_interest,2792.5260025189855
2020-01-10,,cash_interest,2792.914240140897
2020-01-13,,cash_interest,8379.907595215425
2020-01-14,,cash_interest,2794.46756848072
2020-01-15,,cash_interest,2794.856076033494
2020-01-16,,cash_interest,2795.2446375994614
2020-01-17,,cash_interest,2795.633253186133
2020-01-20,,cash_interest,8388.065768403054
2020-01-21,,cash_interest,2797.1880937528467
2020-01-22,,cash_interest,2797.5769795331685
2020-01-23,,cash_interest,2797.965919379268
2020-01-24,,cash_interest,2798.3549132986623
2020-01-27,,cash_interest,8396.231883896606
2020-01-28,,cash_interest,2799.911267564481
2020-01-29,,cash_interest,2800.3005319405697
2020-01-30,,cash_interest,2800.6898504350725
2020-01-31,,cash_interest,2801.0792230555116
2020-02-03,,cash_interest,8404.40594942824
2020-02-04,,cash_interest,2809.8169687779364
2020-02-05,,cash_interest,2810.2086110746113
2020-02-06,,cash_interest,2810.600307959785
2020-02-07,,cash_interest,2810.992059441066
2020-02-10,,cash_interest,8434.15159657819
2020-02-11,,cash_interest,2812.5594476150386
2020-02-12,,cash_interest,2812.951472168182
2020-02-13,,cash_interest,2813.3435513631043
2020-02-14,,cash_interest,2813.735685207421
2020-02-17,,cash_interest,8442.38362112625
2020-02-18,,cash_interest,2815.3046032066254
2020-02-19,,cash_interest,2815.697010389333
2020-02-20,,cash_interest,2816.0894722671515
2020-02-24,,cash_interest,11265.927955390815
2020-02-25,,cash_interest,2818.0522740113483
2020-02-26,,cash_interest,2818.4450641741987
2020-02-27,,cash_interest,2818.837909085541
2020-02-28,,cash_interest,2819.230808753006
2020-03-02,,cash_interest,8458.871289552677
2020-03-03,,cash_interest,2763.430295700707
2020-03-04,,cash_interest,2763.8076383220646
2020-03-05,,cash_interest,2764.1850324690395
2020-03-06,,cash_interest,2764.562478148668
2020-03-09,,cash_interest,8294.819926103963
2020-03-11,,cash_interest,5532.145243332259
2020-03-12,,cash_interest,2766.8280285208257
2020-03-13,,cash_interest,2767.205835097945
2020-03-16,,cash_interest,8302.751079792104
2020-03-17,,cash_interest,2768.717422550348
2020-03-18,,cash_interest,2769.0954871216336
2020-03-19,,cash_interest,2769.4736033171184
2020-03-20,,cash_interest,2769.851771143852
2020-03-23,,cash_interest,8310.689971826652
2020-03-24,,cash_interest,2771.36480394003
2020-03-25,,cash_interest,2771.743230007618
2020-03-26,,cash_interest,2772.1217077487668
2020-03-27,,cash_interest,2772.500237170533
2020-03-30,,cash_interest,8318.63645483992
2020-03-31,,cash_interest,2774.014716692489
2020-04-01,,cash_interest,2774.3935046020333
2020-04-03,,cash_interest,4603.181704867067
2020-04-07,,cash_interest,9208.448890664116
2020-04-08,,cash_interest,2303.1551993388757
2020-04-09,,cash_interest,2303.4160616377685
2020-04-13,,cash_interest,9214.707813930845
2020-04-15,,cash_interest,4609.441278120139
