trade_date,symbol,bhavcopy_symbol,isin,company
2020-10-21,HDFC,HDFC,INE001A01036,
2020-10-21,HDFCBANK,HDFCBANK,INE040A01034,HDFC Bank Ltd.
2020-10-21,HDFCLIFE,HDFCLIFE,INE795G01014,HDFC Life Insurance Company Ltd.
2020-10-21,HEROMOTOCO,HEROMOTOCO,INE158A01026,
2020-10-21,HINDALCO,HINDALCO,INE038A01020,Hindalco Industries Ltd.
2020-10-21,HINDUNILVR,HINDUNILVR,INE030A01027,Hindustan Unilever Ltd.
2020-10-21,ICICIBANK,ICICIBANK,INE090A01021,ICICI Bank Ltd.
2020-10-21,INDUSINDBK,INDUSINDBK,INE095A01012,
2020-10-21,INFY,INFY,INE009A01021,Infosys Ltd.
2020-10-21,IOC,IOC,INE242A01010,
2020-10-21,ITC,ITC,INE154A01025,ITC Ltd.
2020-10-21,JSWSTEEL,JSWSTEEL,INE019A01038,JSW Steel Ltd.
2020-10-21,KOTAKBANK,KOTAKBANK,INE237A01028,Kotak Mahindra Bank Ltd.
2020-10-21,LT,LT,INE018A01030,Larsen & Toubro Ltd.
2020-10-21,M&M,M&M,INE101A01026,Mahindra & Mahindra Ltd.
2020-10-21,MARUTI,MARUTI,INE585B01010,Maruti Suzuki India Ltd.
2020-10-21,NESTLEIND,NESTLEIND,INE239A01016,Nestle India Ltd.
2020-10-21,NTPC,NTPC,INE733E01010,NTPC Ltd.
2020-10-21,ONGC,ONGC,INE213A01029,Oil & Natural Gas Corporation Ltd.
2020-10-21,POWERGRID,POWERGRID,INE752E01010,Power Grid Corporation of India Ltd.
2020-10-21,RELIANCE,RELIANCE,INE002A01018,Reliance Industries Ltd.
2020-10-21,SBILIFE,SBILIFE,INE123W01016,SBI Life Insurance Company Ltd.
2020-10-21,SBIN,SBIN,INE062A01020,State Bank of India
2020-10-21,SHREECEM,SHREECEM,INE070A01015,
2020-10-21,SUNPHARMA,SUNPHARMA,INE044A01036,Sun Pharmaceutical Industries Ltd.
2020-10-21,TATASTEEL,TATASTEEL,INE081A01012,Tata Steel Ltd.
2020-10-21,TCS,TCS,INE467B01029,Tata Consultancy Services Ltd.
2020-10-21,TECHM,TECHM,INE669C01036,Tech Mahindra Ltd.
2020-10-21,TITAN,TITAN,INE280A01028,Titan Company Ltd.
2020-10-21,TMPV,TATAMOTORS,INE155A01022,Tata Motors Passenger Vehicles Ltd.
2020-10-21,ULTRACEMCO,ULTRACEMCO,INE481G01011,UltraTech Cement Ltd.
2020-10-21,UPL,UPL,INE628A01036,
2020-10-21,WIPRO,WIPRO,INE075A01022,Wipro Ltd.
2020-10-22,ADANIPORTS,ADANIPORTS,INE742F01042,Adani Ports and Special Economic Zone Ltd.
2020-10-22,ASIANPAINT,ASIANPAINT,INE021A01026,Asian Paints Ltd.
2020-10-22,AXISBANK,AXISBANK,INE238A01034,Axis Bank Ltd.
2020-10-22,BAJAJ-AUTO,BAJAJ-AUTO,INE917I01010,Bajaj Auto Ltd.
2020-10-22,BAJAJFINSV,BAJAJFINSV,INE918I01018,Bajaj Finserv Ltd.
2020-10-22,BAJFINANCE,BAJFINANCE,INE296A01024,Bajaj Finance Ltd.
2020-10-22,BHARTIARTL,BHARTIARTL,INE397D01024,Bharti Airtel Ltd.
2020-10-22,BPCL,BPCL,INE029A01011,
2020-10-22,BRITANNIA,BRITANNIA,INE216A01030,
2020-10-22,CIPLA,CIPLA,INE059A01026,Cipla Ltd.
2020-10-22,COALINDIA,COALINDIA,INE522F01014,Coal India Ltd.
2020-10-22,DIVISLAB,DIVISLAB,INE361B01024,
2020-10-22,DRREDDY,DRREDDY,INE089A01023,Dr. Reddy's Laboratories Ltd.
2020-10-22,EICHERMOT,EICHERMOT,INE066A01021,Eicher Motors Ltd.
2020-10-22,GAIL,GAIL,INE129A01019,
2020-10-22,GRASIM,GRASIM,INE047A01021,Grasim Industries Ltd.
2020-10-22,HCLTECH,HCLTECH,INE860A01027,HCL Technologies Ltd.
2020-10-22,HDFC,HDFC,INE001A01036,
2020-10-22,HDFCBANK,HDFCBANK,INE040A01034,HDFC Bank Ltd.
2020-10-22,HDFCLIFE,HDFCLIFE,INE795G01014,HDFC Life Insurance Company Ltd.
2020-10-22,HEROMOTOCO,HEROMOTOCO,INE158A01026,
2020-10-22,HINDALCO,HINDALCO,INE038A01020,Hindalco Industries Ltd.
2020-10-22,HINDUNILVR,HINDUNILVR,INE030A01027,Hindustan Unilever Ltd.
2020-10-22,ICICIBANK,ICICIBANK,INE090A01021,ICICI Bank Ltd.
2020-10-22,INDUSINDBK,INDUSINDBK,INE095A01012,
2020-10-22,INFY,INFY,INE009A01021,Infosys Ltd.
2020-10-22,IOC,IOC,INE242A01010,
2020-10-22,ITC,ITC,INE154A01025,ITC Ltd.
2020-10-22,JSWSTEEL,JSWSTEEL,INE019A01038,JSW Steel Ltd.
2020-10-22,KOTAKBANK,KOTAKBANK,INE237A01028,Kotak Mahindra Bank Ltd.
2020-10-22,LT,LT,INE018A01030,Larsen & Toubro Ltd.
2020-10-22,M&M,M&M,INE101A01026,Mahindra & Mahindra Ltd.
2020-10-22,MARUTI,MARUTI,INE585B01010,Maruti Suzuki India Ltd.
2020-10-22,NESTLEIND,NESTLEIND,INE239A01016,Nestle India Ltd.
2020-10-22,NTPC,NTPC,INE733E01010,NTPC Ltd.
2020-10-22,ONGC,ONGC,INE213A01029,Oil & Natural Gas Corporation Ltd.
2020-10-22,POWERGRID,POWERGRID,INE752E01010,Power Grid Corporation of India Ltd.
2020-10-22,RELIANCE,RELIANCE,INE002A01018,Reliance Industries Ltd.
2020-10-22,SBILIFE,SBILIFE,INE123W01016,SBI Life Insurance Company Ltd.
2020-10-22,SBIN,SBIN,INE062A01020,State Bank of India
2020-10-22,SHREECEM,SHREECEM,INE070A01015,
2020-10-22,SUNPHARMA,SUNPHARMA,INE044A01036,Sun Pharmaceutical Industries Ltd.
2020-10-22,TATASTEEL,TATASTEEL,INE081A01012,Tata Steel Ltd.
2020-10-22,TCS,TCS,INE467B01029,Tata Consultancy Services Ltd.
2020-10-22,TECHM,TECHM,INE669C01036,Tech Mahindra Ltd.
2020-10-22,TITAN,TITAN,INE280A01028,Titan Company Ltd.
2020-10-22,TMPV,TATAMOTORS,INE155A01022,Tata Motors Passenger Vehicles Ltd.
2020-10-22,ULTRACEMCO,ULTRACEMCO,INE481G01011,UltraTech Cement Ltd.
2020-10-22,UPL,UPL,INE628A01036,
2020-10-22,WIPRO,WIPRO,INE075A01022,Wipro Ltd.
2020-10-23,ADANIPORTS,ADANIPORTS,INE742F01042,Adani Ports and Special Economic Zone Ltd.
2020-10-23,ASIANPAINT,ASIANPAINT,INE021A01026,Asian Paints Ltd.
2020-10-23,AXISBANK,AXISBANK,INE238A01034,Axis Bank Ltd.
2020-10-23,BAJAJ-AUTO,BAJAJ-AUTO,INE917I01010,Bajaj Auto Ltd.
2020-10-23,BAJAJFINSV,BAJAJFINSV,INE918I01018,Bajaj Finserv Ltd.
2020-10-23,BAJFINANCE,BAJFINANCE,INE296A01024,Bajaj Finance Ltd.
2020-10-23,BHARTIARTL,BHARTIARTL,INE397D01024,Bharti Airtel Ltd.
2020-10-23,BPCL,BPCL,INE029A01011,
2020-10-23,BRITANNIA,BRITANNIA,INE216A01030,
2020-10-23,CIPLA,CIPLA,INE059A01026,Cipla Ltd.
2020-10-23,COALINDIA,COALINDIA,INE522F01014,Coal India Ltd.
2020-10-23,DIVISLAB,DIVISLAB,INE361B01024,
2020-10-23,DRREDDY,DRREDDY,INE089A01023,Dr. Reddy's Laboratories Ltd.
2020-10-23,EICHERMOT,EICHERMOT,INE066A01021,Eicher Motors Ltd.
2020-10-23,GAIL,GAIL,INE129A01019,
2020-10-23,GRASIM,GRASIM,INE047A01021,Grasim Industries Ltd.
2020-10-23,HCLTECH,HCLTECH,INE860A01027,HCL Technologies Ltd.
2020-10-23,HDFC,HDFC,INE001A01036,
2020-10-23,HDFCBANK,HDFCBANK,INE040A01034,HDFC Bank Ltd.
2020-10-23,HDFCLIFE,HDFCLIFE,INE795G01014,HDFC Life Insurance Company Ltd.
2020-10-23,HEROMOTOCO,HEROMOTOCO,INE158A01026,
2020-10-23,HINDALCO,HINDALCO,INE038A01020,Hindalco Industries Ltd.
2020-10-23,HINDUNILVR,HINDUNILVR,INE030A01027,Hindustan Unilever Ltd.
2020-10-23,ICICIBANK,ICICIBANK,INE090A01021,ICICI Bank Ltd.
2020-10-23,INDUSINDBK,INDUSINDBK,INE095A01012,
2020-10-23,INFY,INFY,INE009A01021,Infosys Ltd.
2020-10-23,IOC,IOC,INE242A01010,
2020-10-23,ITC,ITC,INE154A01025,ITC Ltd.
2020-10-23,JSWSTEEL,JSWSTEEL,INE019A01038,JSW Steel Ltd.
2020-10-23,KOTAKBANK,KOTAKBANK,INE237A01028,Kotak Mahindra Bank Ltd.
2020-10-23,LT,LT,INE018A01030,Larsen & Toubro Ltd.
2020-10-23,M&M,M&M,INE101A01026,Mahindra & Mahindra Ltd.
2020-10-23,MARUTI,MARUTI,INE585B01010,Maruti Suzuki India Ltd.
2020-10-23,NESTLEIND,NESTLEIND,INE239A01016,Nestle India Ltd.
2020-10-23,NTPC,NTPC,INE733E01010,NTPC Ltd.
2020-10-23,ONGC,ONGC,INE213A01029,Oil & Natural Gas Corporation Ltd.
2020-10-23,POWERGRID,POWERGRID,INE752E01010,Power Grid Corporation of India Ltd.
2020-10-23,RELIANCE,RELIANCE,INE002A01018,Reliance Industries Ltd.
2020-10-23,SBILIFE,SBILIFE,INE123W01016,SBI Life Insurance Company Ltd.
2020-10-23,SBIN,SBIN,INE062A01020,State Bank of India
2020-10-23,SHREECEM,SHREECEM,INE070A01015,
2020-10-23,SUNPHARMA,SUNPHARMA,INE044A01036,Sun Pharmaceutical Industries Ltd.
2020-10-23,TATASTEEL,TATASTEEL,INE081A01012,Tata Steel Ltd.
2020-10-23,TCS,TCS,INE467B01029,Tata Consultancy Services Ltd.
2020-10-23,TECHM,TECHM,INE669C01036,Tech Mahindra Ltd.
2020-10-23,TITAN,TITAN,INE280A01028,Titan Company Ltd.
2020-10-23,TMPV,TATAMOTORS,INE155A01022,Tata Motors Passenger Vehicles Ltd.
2020-10-23,ULTRACEMCO,ULTRACEMCO,INE481G01011,UltraTech Cement Ltd.
2020-10-23,UPL,UPL,INE628A01036,
2020-10-23,WIPRO,WIPRO,INE075A01022,Wipro Ltd.
2020-10-26,ADANIPORTS,ADANIPORTS,INE742F01042,Adani Ports and Special Economic Zone Ltd.
2020-10-26,ASIANPAINT,ASIANPAINT,INE021A01026,Asian Paints Ltd.
2020-10-26,AXISBANK,AXISBANK,INE238A01034,Axis Bank Ltd.
2020-10-26,BAJAJ-AUTO,BAJAJ-AUTO,INE917I01010,Bajaj Auto Ltd.
2020-10-26,BAJAJFINSV,BAJAJFINSV,INE918I01018,Bajaj Finserv Ltd.
2020-10-26,BAJFINANCE,BAJFINANCE,INE296A01024,Bajaj Finance Ltd.
2020-10-26,BHARTIARTL,BHARTIARTL,INE397D01024,Bharti Airtel Ltd.
2020-10-26,BPCL,BPCL,INE029A01011,
2020-10-26,BRITANNIA,BRITANNIA,INE216A01030,
2020-10-26,CIPLA,CIPLA,INE059A01026,Cipla Ltd.
2020-10-26,COALINDIA,COALINDIA,INE522F01014,Coal India Ltd.
2020-10-26,DIVISLAB,DIVISLAB,INE361B01024,
2020-10-26,DRREDDY,DRREDDY,INE089A01023,Dr. Reddy's Laboratories Ltd.
2020-10-26,EICHERMOT,EICHERMOT,INE066A01021,Eicher Motors Ltd.
2020-10-26,GAIL,GAIL,INE129A01019,
2020-10-26,GRASIM,GRASIM,INE047A01021,Grasim Industries Ltd.
2020-10-26,HCLTECH,HCLTECH,INE860A01027,HCL Technologies Ltd.
2020-10-26,HDFC,HDFC,INE001A01036,
2020-10-26,HDFCBANK,HDFCBANK,INE040A01034,HDFC Bank Ltd.
2020-10-26,HDFCLIFE,HDFCLIFE,INE795G01014,HDFC Life Insurance Company Ltd.
2020-10-26,HEROMOTOCO,HEROMOTOCO,INE158A01026,
2020-10-26,HINDALCO,HINDALCO,INE038A01020,Hindalco Industries Ltd.
2020-10-26,HINDUNILVR,HINDUNILVR,INE030A01027,Hindustan Unilever Ltd.
2020-10-26,ICICIBANK,ICICIBANK,INE090A01021,ICICI Bank Ltd.
2020-10-26,INDUSINDBK,INDUSINDBK,INE095A01012,
2020-10-26,INFY,INFY,INE009A01021,Infosys Ltd.
2020-10-26,IOC,IOC,INE242A01010,
2020-10-26,ITC,ITC,INE154A01025,ITC Ltd.
2020-10-26,JSWSTEEL,JSWSTEEL,INE019A01038,JSW Steel Ltd.
2020-10-26,KOTAKBANK,KOTAKBANK,INE237A01028,Kotak Mahindra Bank Ltd.
2020-10-26,LT,LT,INE018A01030,Larsen & Toubro Ltd.
2020-10-26,M&M,M&M,INE101A01026,Mahindra & Mahindra Ltd.
2020-10-26,MARUTI,MARUTI,INE585B01010,Maruti Suzuki India Ltd.
2020-10-26,NESTLEIND,NESTLEIND,INE239A01016,Nestle India Ltd.
2020-10-26,NTPC,NTPC,INE733E01010,NTPC Ltd.
2020-10-26,ONGC,ONGC,INE213A01029,Oil & Natural Gas Corporation Ltd.
2020-10-26,POWERGRID,POWERGRID,INE752E01010,Power Grid Corporation of India Ltd.
2020-10-26,RELIANCE,RELIANCE,INE002A01018,Reliance Industries Ltd.
2020-10-26,SBILIFE,SBILIFE,INE123W01016,SBI Life Insurance Company Ltd.
2020-10-26,SBIN,SBIN,INE062A01020,State Bank of India
2020-10-26,SHREECEM,SHREECEM,INE070A01015,
2020-10-26,SUNPHARMA,SUNPHARMA,INE044A01036,Sun Pharmaceutical Industries Ltd.
2020-10-26,TATASTEEL,TATASTEEL,INE081A01012,Tata Steel Ltd.
2020-10-26,TCS,TCS,INE467B01029,Tata Consultancy Services Ltd.
2020-10-26,TECHM,TECHM,INE669C01036,Tech Mahindra Ltd.
2020-10-26,TITAN,TITAN,INE280A01028,Titan Company Ltd.
2020-10-26,TMPV,TATAMOTORS,INE155A01022,Tata Motors Passenger Vehicles Ltd.
2020-10-26,ULTRACEMCO,ULTRACEMCO,INE481G01011,UltraTech Cement Ltd.
2020-10-26,UPL,UPL,INE628A01036,
2020-10-26,WIPRO,WIPRO,INE075A01022,Wipro Ltd.
2020-10-27,ADANIPORTS,ADANIPORTS,INE742F01042,Adani Ports and Special Economic Zone Ltd.
2020-10-27,ASIANPAINT,ASIANPAINT,INE021A01026,Asian Paints Ltd.
2020-10-27,AXISBANK,AXISBANK,INE238A01034,Axis Bank Ltd.
2020-10-27,BAJAJ-AUTO,BAJAJ-AUTO,INE917I01010,Bajaj Auto Ltd.
2020-10-27,BAJAJFINSV,BAJAJFINSV,INE918I01018,Bajaj Finserv Ltd.
2020-10-27,BAJFINANCE,BAJFINANCE,INE296A01024,Bajaj Finance Ltd.
2020-10-27,BHARTIARTL,BHARTIARTL,INE397D01024,Bharti Airtel Ltd.
2020-10-27,BPCL,BPCL,INE029A01011,
2020-10-27,BRITANNIA,BRITANNIA,INE216A01030,
2020-10-27,CIPLA,CIPLA,INE059A01026,Cipla Ltd.
2020-10-27,COALINDIA,COALINDIA,INE522F01014,Coal India Ltd.
2020-10-27,DIVISLAB,DIVISLAB,INE361B01024,
2020-10-27,DRREDDY,DRREDDY,INE089A01023,Dr. Reddy's Laboratories Ltd.
2020-10-27,EICHERMOT,EICHERMOT,INE066A01021,Eicher Motors Ltd.
2020-10-27,GAIL,GAIL,INE129A01019,
2020-10-27,GRASIM,GRASIM,INE047A01021,Grasim Industries Ltd.
2020-10-27,HCLTECH,HCLTECH,INE860A01027,HCL Technologies Ltd.
2020-10-27,HDFC,HDFC,INE001A01036,
2020-10-27,HDFCBANK,HDFCBANK,INE040A01034,HDFC Bank Ltd.
2020-10-27,HDFCLIFE,HDFCLIFE,INE795G01014,HDFC Life Insurance Company Ltd.
2020-10-27,HEROMOTOCO,HEROMOTOCO,INE158A01026,
2020-10-27,HINDALCO,HINDALCO,INE038A01020,Hindalco Industries Ltd.
2020-10-27,HINDUNILVR,HINDUNILVR,INE030A01027,Hindustan Unilever Ltd.
2020-10-27,ICICIBANK,ICICIBANK,INE090A01021,ICICI Bank Ltd.
2020-10-27,INDUSINDBK,INDUSINDBK,INE095A01012,
2020-10-27,INFY,INFY,INE009A01021,Infosys Ltd.
2020-10-27,IOC,IOC,INE242A01010,
2020-10-27,ITC,ITC,INE154A01025,ITC Ltd.
2020-10-27,JSWSTEEL,JSWSTEEL,INE019A01038,JSW Steel Ltd.
2020-10-27,KOTAKBANK,KOTAKBANK,INE237A01028,Kotak Mahindra Bank Ltd.
2020-10-27,LT,LT,INE018A01030,Larsen & Toubro Ltd.
2020-10-27,M&M,M&M,INE101A01026,Mahindra & Mahindra Ltd.
2020-10-27,MARUTI,MARUTI,INE585B01010,Maruti Suzuki India Ltd.
2020-10-27,NESTLEIND,NESTLEIND,INE239A01016,Nestle India Ltd.
2020-10-27,NTPC,NTPC,INE733E01010,NTPC Ltd.
2020-10-27,ONGC,ONGC,INE213A01029,Oil & Natural Gas Corporation Ltd.
2020-10-27,POWERGRID,POWERGRID,INE752E01010,Power Grid Corporation of India Ltd.
2020-10-27,RELIANCE,RELIANCE,INE002A01018,Reliance Industries Ltd.
2020-10-27,SBILIFE,SBILIFE,INE123W01016,SBI Life Insurance Company Ltd.
2020-10-27,SBIN,SBIN,INE062A01020,State Bank of India
2020-10-27,SHREECEM,SHREECEM,INE070A01015,
2020-10-27,SUNPHARMA,SUNPHARMA,INE044A01036,Sun Pharmaceutical Industries Ltd.
2020-10-27,TATASTEEL,TATASTEEL,INE081A01012,Tata Steel Ltd.
2020-10-27,TCS,TCS,INE467B01029,Tata Consultancy Services Ltd.
2020-10-27,TECHM,TECHM,INE669C01036,Tech Mahindra Ltd.
2020-10-27,TITAN,TITAN,INE280A01028,Titan Company Ltd.
2020-10-27,TMPV,TATAMOTORS,INE155A01022,Tata Motors Passenger Vehicles Ltd.
2020-10-27,ULTRACEMCO,ULTRACEMCO,INE481G01011,UltraTech Cement Ltd.
2020-10-27,UPL,UPL,INE628A01036,
2020-10-27,WIPRO,WIPRO,INE075A01022,Wipro Ltd.
2020-10-28,ADANIPORTS,ADANIPORTS,INE742F01042,Adani Ports and Special Economic Zone Ltd.
2020-10-28,ASIANPAINT,ASIANPAINT,INE021A01026,Asian Paints Ltd.
2020-10-28,AXISBANK,AXISBANK,INE238A01034,Axis Bank Ltd.
2020-10-28,BAJAJ-AUTO,BAJAJ-AUTO,INE917I01010,Bajaj Auto Ltd.
2020-10-28,BAJAJFINSV,BAJAJFINSV,INE918I01018,Bajaj Finserv Ltd.
2020-10-28,BAJFINANCE,BAJFINANCE,INE296A01024,Bajaj Finance Ltd.
2020-10-28,BHARTIARTL,BHARTIARTL,INE397D01024,Bharti Airtel Ltd.
2020-10-28,BPCL,BPCL,INE029A01011,
2020-10-28,BRITANNIA,BRITANNIA,INE216A01030,
2020-10-28,CIPLA,CIPLA,INE059A01026,Cipla Ltd.
2020-10-28,COALINDIA,COALINDIA,INE522F01014,Coal India Ltd.
2020-10-28,DIVISLAB,DIVISLAB,INE361B01024,
2020-10-28,DRREDDY,DRREDDY,INE089A01023,Dr. Reddy's Laboratories Ltd.
2020-10-28,EICHERMOT,EICHERMOT,INE066A01021,Eicher Motors Ltd.
2020-10-28,GAIL,GAIL,INE129A01019,
2020-10-28,GRASIM,GRASIM,INE047A01021,Grasim Industries Ltd.
2020-10-28,HCLTECH,HCLTECH,INE860A01027,HCL Technologies Ltd.
2020-10-28,HDFC,HDFC,INE001A01036,
2020-10-28,HDFCBANK,HDFCBANK,INE040A01034,HDFC Bank Ltd.
2020-10-28,HDFCLIFE,HDFCLIFE,INE795G01014,HDFC Life Insurance Company Ltd.
2020-10-28,HEROMOTOCO,HEROMOTOCO,INE158A01026,
2020-10-28,HINDALCO,HINDALCO,INE038A01020,Hindalco Industries Ltd.
2020-10-28,HINDUNILVR,HINDUNILVR,INE030A01027,Hindustan Unilever Ltd.
2020-10-28,ICICIBANK,ICICIBANK,INE090A01021,ICICI Bank Ltd.
2020-10-28,INDUSINDBK,INDUSINDBK,INE095A01012,
2020-10-28,INFY,INFY,INE009A01021,Infosys Ltd.
2020-10-28,IOC,IOC,INE242A01010,
2020-10-28,ITC,ITC,INE154A01025,ITC Ltd.
2020-10-28,JSWSTEEL,JSWSTEEL,INE019A01038,JSW Steel Ltd.
2020-10-28,KOTAKBANK,KOTAKBANK,INE237A01028,Kotak Mahindra Bank Ltd.
2020-10-28,LT,LT,INE018A01030,Larsen & Toubro Ltd.
2020-10-28,M&M,M&M,INE101A01026,Mahindra & Mahindra Ltd.
2020-10-28,MARUTI,MARUTI,INE585B01010,Maruti Suzuki India Ltd.
2020-10-28,NESTLEIND,NESTLEIND,INE239A01016,Nestle India Ltd.
2020-10-28,NTPC,NTPC,INE733E01010,NTPC Ltd.
2020-10-28,ONGC,ONGC,INE213A01029,Oil & Natural Gas Corporation Ltd.
2020-10-28,POWERGRID,POWERGRID,INE752E01010,Power Grid Corporation of India Ltd.
2020-10-28,RELIANCE,RELIANCE,INE002A01018,Reliance Industries Ltd.
2020-10-28,SBILIFE,SBILIFE,INE123W01016,SBI Life Insurance Company Ltd.
2020-10-28,SBIN,SBIN,INE062A01020,State Bank of India
2020-10-28,SHREECEM,SHREECEM,INE070A01015,
2020-10-28,SUNPHARMA,SUNPHARMA,INE044A01036,Sun Pharmaceutical Industries Ltd.
2020-10-28,TATASTEEL,TATASTEEL,INE081A01012,Tata Steel Ltd.
2020-10-28,TCS,TCS,INE467B01029,Tata Consultancy Services Ltd.
2020-10-28,TECHM,TECHM,INE669C01036,Tech Mahindra Ltd.
2020-10-28,TITAN,TITAN,INE280A01028,Titan Company Ltd.
2020-10-28,TMPV,TATAMOTORS,INE155A01022,Tata Motors Passenger Vehicles Ltd.
2020-10-28,ULTRACEMCO,ULTRACEMCO,INE481G01011,UltraTech Cement Ltd.
2020-10-28,UPL,UPL,INE628A01036,
2020-10-28,WIPRO,WIPRO,INE075A01022,Wipro Ltd.
2020-10-29,ADANIPORTS,ADANIPORTS,INE742F01042,Adani Ports and Special Economic Zone Ltd.
2020-10-29,ASIANPAINT,ASIANPAINT,INE021A01026,Asian Paints Ltd.
2020-10-29,AXISBANK,AXISBANK,INE238A01034,Axis Bank Ltd.
2020-10-29,BAJAJ-AUTO,BAJAJ-AUTO,INE917I01010,Bajaj Auto Ltd.
2020-10-29,BAJAJFINSV,BAJAJFINSV,INE918I01018,Bajaj Finserv Ltd.
2020-10-29,BAJFINANCE,BAJFINANCE,INE296A01024,Bajaj Finance Ltd.
2020-10-29,BHARTIARTL,BHARTIARTL,INE397D01024,Bharti Airtel Ltd.
2020-10-29,BPCL,BPCL,INE029A01011,
2020-10-29,BRITANNIA,BRITANNIA,INE216A01030,
2020-10-29,CIPLA,CIPLA,INE059A01026,Cipla Ltd.
2020-10-29,COALINDIA,COALINDIA,INE522F01014,Coal India Ltd.
2020-10-29,DIVISLAB,DIVISLAB,INE361B01024,
2020-10-29,DRREDDY,DRREDDY,INE089A01023,Dr. Reddy's Laboratories Ltd.
2020-10-29,EICHERMOT,EICHERMOT,INE066A01021,Eicher Motors Ltd.
2020-10-29,GAIL,GAIL,INE129A01019,
2020-10-29,GRASIM,GRASIM,INE047A01021,Grasim Industries Ltd.
2020-10-29,HCLTECH,HCLTECH,INE860A01027,HCL Technologies Ltd.
2020-10-29,HDFC,HDFC,INE001A01036,
2020-10-29,HDFCBANK,HDFCBANK,INE040A01034,HDFC Bank Ltd.
2020-10-29,HDFCLIFE,HDFCLIFE,INE795G01014,HDFC Life Insurance Company Ltd.
2020-10-29,HEROMOTOCO,HEROMOTOCO,INE158A01026,
2020-10-29,HINDALCO,HINDALCO,INE038A01020,Hindalco Industries Ltd.
2020-10-29,HINDUNILVR,HINDUNILVR,INE030A01027,Hindustan Unilever Ltd.
2020-10-29,ICICIBANK,ICICIBANK,INE090A01021,ICICI Bank Ltd.
2020-10-29,INDUSINDBK,INDUSINDBK,INE095A01012,
2020-10-29,INFY,INFY,INE009A01021,Infosys Ltd.
2020-10-29,IOC,IOC,INE242A01010,
2020-10-29,ITC,ITC,INE154A01025,ITC Ltd.
2020-10-29,JSWSTEEL,JSWSTEEL,INE019A01038,JSW Steel Ltd.
2020-10-29,KOTAKBANK,KOTAKBANK,INE237A01028,Kotak Mahindra Bank Ltd.
2020-10-29,LT,LT,INE018A01030,Larsen & Toubro Ltd.
2020-10-29,M&M,M&M,INE101A01026,Mahindra & Mahindra Ltd.
2020-10-29,MARUTI,MARUTI,INE585B01010,Maruti Suzuki India Ltd.
2020-10-29,NESTLEIND,NESTLEIND,INE239A01016,Nestle India Ltd.
2020-10-29,NTPC,NTPC,INE733E01010,NTPC Ltd.
2020-10-29,ONGC,ONGC,INE213A01029,Oil & Natural Gas Corporation Ltd.
2020-10-29,POWERGRID,POWERGRID,INE752E01010,Power Grid Corporation of India Ltd.
2020-10-29,RELIANCE,RELIANCE,INE002A01018,Reliance Industries Ltd.
2020-10-29,SBILIFE,SBILIFE,INE123W01016,SBI Life Insurance Company Ltd.
2020-10-29,SBIN,SBIN,INE062A01020,State Bank of India
2020-10-29,SHREECEM,SHREECEM,INE070A01015,
2020-10-29,SUNPHARMA,SUNPHARMA,INE044A01036,Sun Pharmaceutical Industries Ltd.
2020-10-29,TATASTEEL,TATASTEEL,INE081A01012,Tata Steel Ltd.
2020-10-29,TCS,TCS,INE467B01029,Tata Consultancy Services Ltd.
2020-10-29,TECHM,TECHM,INE669C01036,Tech Mahindra Ltd.
2020-10-29,TITAN,TITAN,INE280A01028,Titan Company Ltd.
2020-10-29,TMPV,TATAMOTORS,INE155A01022,Tata Motors Passenger Vehicles Ltd.
2020-10-29,ULTRACEMCO,ULTRACEMCO,INE481G01011,UltraTech Cement Ltd.
2020-10-29,UPL,UPL,INE628A01036,
2020-10-29,WIPRO,WIPRO,INE075A01022,Wipro Ltd.
2020-10-30,ADANIPORTS,ADANIPORTS,INE742F01042,Adani Ports and Special Economic Zone Ltd.
2020-10-30,ASIANPAINT,ASIANPAINT,INE021A01026,Asian Paints Ltd.
2020-10-30,AXISBANK,AXISBANK,INE238A01034,Axis Bank Ltd.
2020-10-30,BAJAJ-AUTO,BAJAJ-AUTO,INE917I01010,Bajaj Auto Ltd.
2020-10-30,BAJAJFINSV,BAJAJFINSV,INE918I01018,Bajaj Finserv Ltd.
2020-10-30,BAJFINANCE,BAJFINANCE,INE296A01024,Bajaj Finance Ltd.
2020-10-30,BHARTIARTL,BHARTIARTL,INE397D01024,Bharti Airtel Ltd.
2020-10-30,BPCL,BPCL,INE029A01011,
2020-10-30,BRITANNIA,BRITANNIA,INE216A01030,
2020-10-30,CIPLA,CIPLA,INE059A01026,Cipla Ltd.
2020-10-30,COALINDIA,COALINDIA,INE522F01014,Coal India Ltd.
2020-10-30,DIVISLAB,DIVISLAB,INE361B01024,
2020-10-30,DRREDDY,DRREDDY,INE089A01023,Dr. Reddy's Laboratories Ltd.
2020-10-30,EICHERMOT,EICHERMOT,INE066A01021,Eicher Motors Ltd.
2020-10-30,GAIL,GAIL,INE129A01019,
2020-10-30,GRASIM,GRASIM,INE047A01021,Grasim Industries Ltd.
2020-10-30,HCLTECH,HCLTECH,INE860A01027,HCL Technologies Ltd.
2020-10-30,HDFC,HDFC,INE001A01036,
2020-10-30,HDFCBANK,HDFCBANK,INE040A01034,HDFC Bank Ltd.
2020-10-30,HDFCLIFE,HDFCLIFE,INE795G01014,HDFC Life Insurance Company Ltd.
2020-10-30,HEROMOTOCO,HEROMOTOCO,INE158A01026,
