symbol,ex_date,dividend_per_share,status,traded_on_ex_date,isin,subject,raw_file
LT,2021-07-28,18.0,OK,True,INE018A01030,Annual General Meeting/Dividend - Rs 18 Per Share,data/raw/corporate_actions/nse_api/LT/2020-09-30_2021-09-29.json
ICICIBANK,2021-07-29,2.0,OK,True,INE090A01013,Dividend - Rs 2 Per Share,data/raw/corporate_actions/nse_api/ICICIBANK/2020-09-30_2021-09-29.json
LTIM,2021-07-30,10.0,OK,False,INE214T01019,Special Dividend - Rs 10 Per Share,data/raw/corporate_actions/nse_api/LTM/2020-09-30_2021-09-29.json
ULTRACEMCO,2021-08-02,37.0,OK,True,INE481G01011,Annual General Meeting/Dividend - Rs 37 Per Share,data/raw/corporate_actions/nse_api/ULTRACEMCO/2020-09-30_2021-09-29.json
IOC,2021-08-05,1.5,OK,True,INE242A01010,Dividend - Rs 1.50 Per Share,data/raw/corporate_actions/nse_api/IOC/2020-09-30_2021-09-29.json
MARUTI,2021-08-05,45.0,OK,True,INE585B01010,Dividend - Rs 45 Per Share,data/raw/corporate_actions/nse_api/MARUTI/2020-09-30_2021-09-29.json
CIPLA,2021-08-09,5.0,OK,True,INE059A01026,Annual General Meeting/Dividend - Rs 5 Per Share,data/raw/corporate_actions/nse_api/CIPLA/2020-09-30_2021-09-29.json
EICHERMOT,2021-08-09,17.0,OK,True,INE066A01013,Annual General Meeting/Dividend - Rs 17 Per Share,data/raw/corporate_actions/nse_api/EICHERMOT/2020-09-30_2021-09-29.json
KOTAKBANK,2021-08-11,0.9,OK,True,INE237A01010,Dividend - Rs 0.90 Per Share,data/raw/corporate_actions/nse_api/KOTAKBANK/2020-09-30_2021-09-29.json
GRASIM,2021-08-12,9.0,OK,True,INE047A01013,Annual General Meeting/Dividend - Rs 5 Per Share/ Special Dividend - Rs 4 Per Share,data/raw/corporate_actions/nse_api/GRASIM/2020-09-30_2021-09-29.json
HINDALCO,2021-08-12,3.0,OK,True,INE038A01020,Annual General Meeting/Dividend - Rs 3 Per Share,data/raw/corporate_actions/nse_api/HINDALCO/2020-09-30_2021-09-29.json
DIVISLAB,2021-08-17,20.0,OK,True,INE361B01024,Dividend - Rs 20 Per Share,data/raw/corporate_actions/nse_api/DIVISLAB/2020-09-30_2021-09-29.json
INDUSINDBK,2021-08-17,5.0,OK,True,INE095A01012,Dividend - Rs 5 Per Share,data/raw/corporate_actions/nse_api/INDUSINDBK/2020-09-30_2021-09-29.json
APOLLOHOSP,2021-08-18,3.0,OK,True,INE437A01016,Annual General Meeting/Dividend - Rs 3 Per Share,data/raw/corporate_actions/nse_api/APOLLOHOSP/2020-09-30_2021-09-29.json
SUNPHARMA,2021-08-23,2.0,OK,True,INE044A01028,Annual General Meeting/Dividend - Rs 2 Per Share,data/raw/corporate_actions/nse_api/SUNPHARMA/2020-09-30_2021-09-29.json
COALINDIA,2021-09-02,3.5,OK,True,INE522F01014,Dividend - Rs 3.50 Per Share,data/raw/corporate_actions/nse_api/COALINDIA/2020-09-30_2021-09-29.json
ZEEL,2021-09-02,2.5,OK,True,INE256A01028,Annual General Meeting/Dividend - Rs 2.50 Per Share,data/raw/corporate_actions/nse_api/ZEEL/2020-09-30_2021-09-29.json
NTPC,2021-09-08,3.15,OK,True,INE733E01010,Dividend - Rs 3.15 Per Share,data/raw/corporate_actions/nse_api/NTPC/2020-09-30_2021-09-29.json
ONGC,2021-09-08,1.85,OK,True,INE213A01011,Dividend - Rs 1.85 Per Share,data/raw/corporate_actions/nse_api/ONGC/2020-09-30_2021-09-29.json
POWERGRID,2021-09-08,3.0,OK,True,INE752E01010,Annual General Meeting/Dividend - Rs 3 Per Share,data/raw/corporate_actions/nse_api/POWERGRID/2020-09-30_2021-09-29.json
VEDL,2021-09-08,18.5,OK,True,INE205A01025,Interim Dividend - Rs 18.50 Per Share,data/raw/corporate_actions/nse_api/VEDL/2020-09-30_2021-09-29.json
BEL,2021-09-14,1.2,OK,True,INE263A01016,Annual General Meeting/Dividend - Rs 1.20 Per Share,data/raw/corporate_actions/nse_api/BEL/2020-09-30_2021-09-29.json
BPCL,2021-09-16,58.0,OK,True,INE029A01011,Annual General Meeting/Dividend - Rs 23 Per Share/Special Dividend - Rs 35 Per Share,data/raw/corporate_actions/nse_api/BPCL/2020-09-30_2021-09-29.json
TCS,2021-10-14,7.0,OK,True,INE467B01029,Interim Dividend - Rs 7 Per Share,data/raw/corporate_actions/nse_api/TCS/2021-09-30_2022-09-29.json
HCLTECH,2021-10-21,10.0,OK,True,INE860A01027,Interm Dividend - Rs 10 Per Share,data/raw/corporate_actions/nse_api/HCLTECH/2021-09-30_2022-09-29.json
LTIM,2021-10-25,15.0,OK,False,INE214T01019,Interim Dividend - Rs 15 Per Share,data/raw/corporate_actions/nse_api/LTM/2021-09-30_2022-09-29.json
HINDUNILVR,2021-10-26,15.0,OK,True,INE030A01027,Interim Dividend - Rs 15 Per Share,data/raw/corporate_actions/nse_api/HINDUNILVR/2021-09-30_2022-09-29.json
INFY,2021-10-26,15.0,OK,True,INE009A01021,Interim Dividend - Rs 15 Per Sh,data/raw/corporate_actions/nse_api/INFY/2021-09-30_2022-09-29.json
NESTLEIND,2021-10-26,110.0,OK,True,INE239A01016,Interim Dividend - Rs 110 Per Share,data/raw/corporate_actions/nse_api/NESTLEIND/2021-09-30_2022-09-29.json
ASIANPAINT,2021-10-28,3.65,OK,True,INE021A01018,Interim Dividend - Rs 3.65 Per Share,data/raw/corporate_actions/nse_api/ASIANPAINT/2021-09-30_2022-09-29.json
TECHM,2021-11-02,15.0,OK,True,INE669C01028,Special Dividend - Rs 15 Per Share,data/raw/corporate_actions/nse_api/TECHM/2021-09-30_2022-09-29.json
SHRIRAMFIN,2021-11-09,8.0,OK,False,INE721A01013,Interim Dividend - Rs 8 Per Share,data/raw/corporate_actions/nse_api/SHRIRAMFIN/2021-09-30_2022-09-29.json
BPCL,2021-11-11,5.0,OK,True,INE029A01011,Interim Dividend - Rs 5 Per Share,data/raw/corporate_actions/nse_api/BPCL/2021-09-30_2022-09-29.json
IOC,2021-11-11,5.0,OK,True,INE242A01010,Interim Dividend - Rs 5 Per Share,data/raw/corporate_actions/nse_api/IOC/2021-09-30_2022-09-29.json
ONGC,2021-11-22,5.5,OK,True,INE213A01011,Interim Dividend - Rs 5.50 Per Share,data/raw/corporate_actions/nse_api/ONGC/2021-09-30_2022-09-29.json
COALINDIA,2021-12-06,9.0,OK,True,INE522F01014,Interim Dividend - Rs 9 Per Sh,data/raw/corporate_actions/nse_api/COALINDIA/2021-09-30_2022-09-29.json
VEDL,2021-12-17,13.5,OK,True,INE205A01025,Interim Dividend - Rs 13.50 Per Share,data/raw/corporate_actions/nse_api/VEDL/2021-09-30_2022-09-29.json
POWERGRID,2021-12-22,7.0,OK,True,INE752E01010,Interim Dividend - Rs 4 Per Share/ Special Dividend - Rs 3 Per Share,data/raw/corporate_actions/nse_api/POWERGRID/2021-09-30_2022-09-29.json
GAIL,2021-12-30,4.0,OK,True,INE129A01019,Interim Dividend - Rs 4 Per Share,data/raw/corporate_actions/nse_api/GAIL/2021-09-30_2022-09-29.json
TCS,2022-01-19,7.0,OK,True,INE467B01029,Interim Dividend - Rs 7 Per Share,data/raw/corporate_actions/nse_api/TCS/2021-09-30_2022-09-29.json
HCLTECH,2022-01-20,10.0,OK,True,INE860A01027,Interim Dividend - Rs 10 Per Share,data/raw/corporate_actions/nse_api/HCLTECH/2021-09-30_2022-09-29.json
WIPRO,2022-01-21,1.0,OK,True,INE075A01022,Interim Dividend - Re 1 Per Share,data/raw/corporate_actions/nse_api/WIPRO/2021-09-30_2022-09-29.json
NTPC,2022-02-03,4.0,OK,True,INE733E01010,Interim Dividend - Rs 4 Per Share,data/raw/corporate_actions/nse_api/NTPC/2021-09-30_2022-09-29.json
BEL,2022-02-09,1.5,OK,True,INE263A01016,Interim Dividend - Rs 1.50 Per Share,data/raw/corporate_actions/nse_api/BEL/2021-09-30_2022-09-29.json
IOC,2022-02-09,4.0,OK,True,INE242A01010,Interim Dividend - Rs 4 Per Share,data/raw/corporate_actions/nse_api/IOC/2021-09-30_2022-09-29.json
SUNPHARMA,2022-02-09,7.0,OK,True,INE044A01028,Interim Dividend - Rs 7 Per Share,data/raw/corporate_actions/nse_api/SUNPHARMA/2021-09-30_2022-09-29.json
BPCL,2022-02-10,5.0,OK,True,INE029A01011,Interim Dividend - Rs 5 Per Share,data/raw/corporate_actions/nse_api/BPCL/2021-09-30_2022-09-29.json
SHREECEM,2022-02-10,45.0,OK,True,INE070A01015,Interim Dividend - Rs 45 Per Share,data/raw/corporate_actions/nse_api/SHREECEM/2021-09-30_2022-09-29.json
ITC,2022-02-14,5.25,OK,True,INE154A01025,Interim Dividend - Rs 5.25 Per Share,data/raw/corporate_actions/nse_api/ITC/2021-09-30_2022-09-29.json
POWERGRID,2022-02-16,5.5,OK,True,INE752E01010,Interim Dividend - Rs 5.50 Per Share,data/raw/corporate_actions/nse_api/POWERGRID/2021-09-30_2022-09-29.json
COALINDIA,2022-02-21,5.0,OK,True,INE522F01014,Interim Dividend - Rs 5 Per Share,data/raw/corporate_actions/nse_api/COALINDIA/2021-09-30_2022-09-29.json
HEROMOTOCO,2022-02-21,60.0,OK,True,INE158A01026,Interim Dividend - Rs 60 Per Share,data/raw/corporate_actions/nse_api/HEROMOTOCO/2021-09-30_2022-09-29.json
ONGC,2022-02-21,1.75,OK,True,INE213A01011,Interim Dividend - Rs 1.75 Per Share,data/raw/corporate_actions/nse_api/ONGC/2021-09-30_2022-09-29.json
TRENT,2022-02-22,0.6,OK,True,INE849A01012,Interim Dividend - Rs 0.60 Per Share,data/raw/corporate_actions/nse_api/TRENT/2021-09-30_2022-09-29.json
VEDL,2022-03-09,0.0,UNPARSED,True,INE205A01025,Interim Dividend,data/raw/corporate_actions/nse_api/VEDL/2021-09-30_2022-09-29.json
SHRIRAMFIN,2022-03-11,12.0,OK,False,INE721A01013,Interim Dividend - Rs 12 Per Share,data/raw/corporate_actions/nse_api/SHRIRAMFIN/2021-09-30_2022-09-29.json
GAIL,2022-03-21,5.0,OK,True,INE129A01019,Interim Dividend - Rs 5 Per Share,data/raw/corporate_actions/nse_api/GAIL/2021-09-30_2022-09-29.json
BEL,2022-03-24,1.5,OK,True,INE263A01016,Interim Dividend - Rs 1.50 Per Share,data/raw/corporate_actions/nse_api/BEL/2021-09-30_2022-09-29.json
SBILIFE,2022-03-29,2.0,OK,True,INE123W01016,Interim Dividend - Rs 2 Per Share,data/raw/corporate_actions/nse_api/SBILIFE/2021-09-30_2022-09-29.json
WIPRO,2022-04-05,5.0,OK,True,INE075A01022,Interim Dividend - Rs 5 Per Share,data/raw/corporate_actions/nse_api/WIPRO/2021-09-30_2022-09-29.json
NESTLEIND,2022-04-21,90.0,OK,True,INE239A01016,Interim Dividend - Rs 25 Per Sh/Dividend - Rs 65 Per Share,data/raw/corporate_actions/nse_api/NESTLEIND/2021-09-30_2022-09-29.json
HCLTECH,2022-04-28,18.0,OK,True,INE860A01027,Interim Dividend Rs 18 Per Share,data/raw/corporate_actions/nse_api/HCLTECH/2021-09-30_2022-09-29.json
VEDL,2022-05-06,31.5,OK,True,INE205A01025,Interim Dividend - Rs 31.5 Per Share,data/raw/corporate_actions/nse_api/VEDL/2021-09-30_2022-09-29.json
HDFCBANK,2022-05-12,15.5,OK,True,INE040A01018,Dividend - Rs 15.50 Per Share,data/raw/corporate_actions/nse_api/HDFCBANK/2021-09-30_2022-09-29.json
INDUSTOWER,2022-05-13,11.0,OK,False,INE121J01017,Interim Dividend - Rs 11 Per Share,data/raw/corporate_actions/nse_api/INDUSTOWER/2021-09-30_2022-09-29.json
TRENT,2022-05-20,1.1,OK,True,INE849A01012,Dividend- Rs 1.1 Per Share,data/raw/corporate_actions/nse_api/TRENT/2021-09-30_2022-09-29.json
SBIN,2022-05-25,7.1,OK,True,INE062A01012,Dividend - Rs 7.10 Per Share,data/raw/corporate_actions/nse_api/SBIN/2021-09-30_2022-09-29.json
TCS,2022-05-25,22.0,OK,True,INE467B01029,Dividend - Rs 22 Per Share,data/raw/corporate_actions/nse_api/TCS/2021-09-30_2022-09-29.json
ITC,2022-05-26,6.25,OK,True,INE154A01025,Dividend - Rs 6.25 Per Share,data/raw/corporate_actions/nse_api/ITC/2021-09-30_2022-09-29.json
HDFC,2022-05-31,30.0,OK,True,INE001A01028,Dividend - Rs 30 Per Share,data/raw/corporate_actions/nse_api/HDFC/2021-09-30_2022-09-29.json
HDFCLIFE,2022-05-31,1.7,OK,True,INE795G01014,Dividend - Rs 1.70 Per Share,data/raw/corporate_actions/nse_api/HDFCLIFE/2021-09-30_2022-09-29.json
INFY,2022-05-31,16.0,OK,True,INE009A01021,Annual General Meeting/Dividend - Rs 16 Per Share,data/raw/corporate_actions/nse_api/INFY/2021-09-30_2022-09-29.json
ASIANPAINT,2022-06-09,15.5,OK,True,INE021A01018,Dividend - Rs 15.50 Per Share,data/raw/corporate_actions/nse_api/ASIANPAINT/2021-09-30_2022-09-29.json
TATACONSUM,2022-06-09,6.05,OK,True,INE192A01025,Annual General Meeting/Dividend - Rs 6.05 Per Share,data/raw/corporate_actions/nse_api/TATACONSUM/2021-09-30_2022-09-29.json
HINDUNILVR,2022-06-15,19.0,OK,True,INE030A01027,Annual General Meeting/Dividend - Rs 19 Per Share,data/raw/corporate_actions/nse_api/HINDUNILVR/2021-09-30_2022-09-29.json
TATASTEEL,2022-06-15,51.0,OK,True,INE081A01012,Annual General Meeting/Dividend - Rs 51 Per Share,data/raw/corporate_actions/nse_api/TATASTEEL/2021-09-30_2022-09-29.json
BRITANNIA,2022-06-20,56.5,OK,True,INE216A01014,Annual General Meeting/Dividend - Rs 56.50 Per Share,data/raw/corporate_actions/nse_api/BRITANNIA/2021-09-30_2022-09-29.json
BAJAJ-AUTO,2022-06-30,140.0,OK,True,INE917I01010,Dividend - Rs 140 Per Share,data/raw/corporate_actions/nse_api/BAJAJ-AUTO/2021-09-30_2022-09-29.json
BAJAJFINSV,2022-06-30,4.0,OK,True,INE918I01018,Dividend - Rs 4 Per Share,data/raw/corporate_actions/nse_api/BAJAJFINSV/2021-09-30_2022-09-29.json
BAJFINANCE,2022-06-30,20.0,OK,True,INE296A01016,Dividend - Rs 20 Per Share,data/raw/corporate_actions/nse_api/BAJFINANCE/2021-09-30_2022-09-29.json
LTIM,2022-06-30,30.0,OK,False,INE214T01019,Dividend- Rs 30 Per Share,data/raw/corporate_actions/nse_api/LTM/2021-09-30_2022-09-29.json
JSWSTEEL,2022-07-04,17.35,OK,True,INE019A01020,Annual General Meeting/Dividend - Rs 17.35 Per Share,data/raw/corporate_actions/nse_api/JSWSTEEL/2021-09-30_2022-09-29.json
AXISBANK,2022-07-07,1.0,OK,True,INE238A01026,Dividend - Rs 1 Per Share,data/raw/corporate_actions/nse_api/AXISBANK/2021-09-30_2022-09-29.json
TITAN,2022-07-08,7.5,OK,True,INE280A01010,Annual General Meeting/Dividend - Rs 7.50 Per Share,data/raw/corporate_actions/nse_api/TITAN/2021-09-30_2022-09-29.json
DRREDDY,2022-07-11,30.0,OK,True,INE089A01023,Annual General Meeting/Dividend - Rs 30 Per Share,data/raw/corporate_actions/nse_api/DRREDDY/2021-09-30_2022-09-29.json
SHREECEM,2022-07-13,45.0,OK,True,INE070A01015,Dividend - Rs 45 Per Share,data/raw/corporate_actions/nse_api/SHREECEM/2021-09-30_2022-09-29.json
ADANIENT,2022-07-14,1.0,OK,True,INE423A01024,Dividend - Re 1 Per Share,data/raw/corporate_actions/nse_api/ADANIENT/2021-09-30_2022-09-29.json
ADANIPORTS,2022-07-14,5.0,OK,True,INE742F01042,Dividend - Rs 5 Per Share,data/raw/corporate_actions/nse_api/ADANIPORTS/2021-09-30_2022-09-29.json
M&M,2022-07-14,11.55,OK,True,INE101A01026,Annual General Meeting/Dividend - Rs 11.55 Per Share,data/raw/corporate_actions/nse_api/M&M/2021-09-30_2022-09-29.json
TCS,2022-07-14,8.0,OK,True,INE467B01029,Interim Dividend- Rs 8 Per Share,data/raw/corporate_actions/nse_api/TCS/2021-09-30_2022-09-29.json
HCLTECH,2022-07-19,10.0,OK,True,INE860A01027,Interim Dividend- Rs 10 Per Share,data/raw/corporate_actions/nse_api/HCLTECH/2021-09-30_2022-09-29.json
LT,2022-07-21,22.0,OK,True,INE018A01030,Dividend - Rs 22 Per Share,data/raw/corporate_actions/nse_api/LT/2021-09-30_2022-09-29.json
TECHM,2022-07-21,30.0,OK,True,INE669C01028,Annual General Meeting/Special Dividend - Rs 15 Per Share/Dividend - Rs 15 Per Share,data/raw/corporate_actions/nse_api/TECHM/2021-09-30_2022-09-29.json
VEDL,2022-07-26,19.5,OK,True,INE205A01025,Interim Dividend- Rs 19.50 Per Share,data/raw/corporate_actions/nse_api/VEDL/2021-09-30_2022-09-29.json
HEROMOTOCO,2022-07-27,35.0,OK,True,INE158A01026,Annual General Meeting/Dividend - Rs 35 Per Share,data/raw/corporate_actions/nse_api/HEROMOTOCO/2021-09-30_2022-09-29.json
UPL,2022-07-27,10.0,OK,True,INE628A01036,Dividend - Rs 10 Per Share,data/raw/corporate_actions/nse_api/UPL/2021-09-30_2022-09-29.json
BHARTIARTL,2022-08-01,3.0,OK,True,INE397D01024,Dividend - Rs 3 Per Share,data/raw/corporate_actions/nse_api/BHARTIARTL/2021-09-30_2022-09-29.json
GAIL,2022-08-01,1.0,OK,True,INE129A01019,Dividend - Rs 1 Per Share,data/raw/corporate_actions/nse_api/GAIL/2021-09-30_2022-09-29.json
ULTRACEMCO,2022-08-02,38.0,OK,True,INE481G01011,Annual General Meeting/Dividend - Rs 38 Per Share,data/raw/corporate_actions/nse_api/ULTRACEMCO/2021-09-30_2022-09-29.json
MARUTI,2022-08-03,60.0,OK,True,INE585B01010,Dividend - Rs 60 Per Share,data/raw/corporate_actions/nse_api/MARUTI/2021-09-30_2022-09-29.json
BEL,2022-08-08,1.5,OK,True,INE263A01016,Annual General Meeting/Dividend - Rs 1.50 Per Share,data/raw/corporate_actions/nse_api/BEL/2021-09-30_2022-09-29.json
CIPLA,2022-08-08,5.0,OK,True,INE059A01026,Dividend - Rs 5 Per Share,data/raw/corporate_actions/nse_api/CIPLA/2021-09-30_2022-09-29.json
ICICIBANK,2022-08-08,5.0,OK,True,INE090A01013,Dividend - Rs 5 Per Share,data/raw/corporate_actions/nse_api/ICICIBANK/2021-09-30_2022-09-29.json
NTPC,2022-08-10,3.0,OK,True,INE733E01010,Dividend - Rs 3 Per Share,data/raw/corporate_actions/nse_api/NTPC/2021-09-30_2022-09-29.json
COALINDIA,2022-08-11,3.0,OK,True,INE522F01014,Dividend - Rs 3 Per Share,data/raw/corporate_actions/nse_api/COALINDIA/2021-09-30_2022-09-29.json
DIVISLAB,2022-08-11,30.0,OK,True,INE361B01024,Dividend - Rs 30 Per Share,data/raw/corporate_actions/nse_api/DIVISLAB/2021-09-30_2022-09-29.json
GRASIM,2022-08-11,10.0,OK,True,INE047A01013,Annual General Meeting/Dividend - Rs 5 Per Share/Special Dividend - Rs 5 Per Share,data/raw/corporate_actions/nse_api/GRASIM/2021-09-30_2022-09-29.json
HINDALCO,2022-08-11,4.0,OK,True,INE038A01020,Annual General Meeting/Dividend - Rs 4 Per Share,data/raw/corporate_actions/nse_api/HINDALCO/2021-09-30_2022-09-29.json
INDUSINDBK,2022-08-11,8.5,OK,True,INE095A01012,Annual General Meeting/Dividend - Rs 8.50 Per Share,data/raw/corporate_actions/nse_api/INDUSINDBK/2021-09-30_2022-09-29.json
IOC,2022-08-11,2.4,OK,True,INE242A01010,Dividend - Rs 2.40 Per Share,data/raw/corporate_actions/nse_api/IOC/2021-09-30_2022-09-29.json
KOTAKBANK,2022-08-11,1.1,OK,True,INE237A01010,Dividend - Rs 1.10 Per Share,data/raw/corporate_actions/nse_api/KOTAKBANK/2021-09-30_2022-09-29.json
EICHERMOT,2022-08-12,21.0,OK,True,INE066A01013,Annual General Meeting/Dividend - Rs 21 Per Share,data/raw/corporate_actions/nse_api/EICHERMOT/2021-09-30_2022-09-29.json
APOLLOHOSP,2022-08-18,11.75,OK,True,INE437A01016,Annual General Meeting/Dividend - Rs 11.75 Per Share,data/raw/corporate_actions/nse_api/APOLLOHOSP/2021-09-30_2022-09-29.json
ONGC,2022-08-18,3.25,OK,True,INE213A01011,Dividend - Rs 3.25 Per Share,data/raw/corporate_actions/nse_api/ONGC/2021-09-30_2022-09-29.json
RELIANCE,2022-08-18,8.0,OK,True,INE002A01018,Dividend - Rs 8 Per Share,data/raw/corporate_actions/nse_api/RELIANCE/2021-09-30_2022-09-29.json
BPCL,2022-08-19,6.0,OK,True,INE029A01011,Annual General Meeting/Dividend - Rs 6 Per Share,data/raw/corporate_actions/nse_api/BPCL/2021-09-30_2022-09-29.json
POWERGRID,2022-08-19,2.25,OK,True,INE752E01010,Annual General Meeting/Dividend - Rs 2.25 Per Share,data/raw/corporate_actions/nse_api/POWERGRID/2021-09-30_2022-09-29.json
SUNPHARMA,2022-08-19,3.0,OK,True,INE044A01028,Dividend - Rs 3 Per Share,data/raw/corporate_actions/nse_api/SUNPHARMA/2021-09-30_2022-09-29.json
ZEEL,2022-09-15,3.0,OK,True,INE256A01028,Annual General Meeting/Dividend - Rs 3 Per Share,data/raw/corporate_actions/nse_api/ZEEL/2021-09-30_2022-09-29.json
TCS,2022-10-17,8.0,OK,True,INE467B01029,Interim Dividend - Rs 8 Per Share,data/raw/corporate_actions/nse_api/TCS/2022-09-30_2023-09-29.json
HCLTECH,2022-10-19,10.0,OK,True,INE860A01027,Interim Dividend - Rs 10 Per Share,data/raw/corporate_actions/nse_api/HCLTECH/2022-09-30_2023-09-29.json
INFY,2022-10-27,16.5,OK,True,INE009A01021,Interim Dividend - Rs 16.50 Per Share,data/raw/corporate_actions/nse_api/INFY/2022-09-30_2023-09-29.json
ASIANPAINT,2022-10-31,4.4,OK,True,INE021A01018,Interim Dividend - Rs 4.40 Per Share,data/raw/corporate_actions/nse_api/ASIANPAINT/2022-09-30_2023-09-29.json
NESTLEIND,2022-10-31,120.0,OK,True,INE239A01016,Interim Dividend - Rs 120 Per Share,data/raw/corporate_actions/nse_api/NESTLEIND/2022-09-30_2023-09-29.json
HINDUNILVR,2022-11-01,17.0,OK,True,INE030A01027,Interim Dividend - Rs 17 Per Share,data/raw/corporate_actions/nse_api/HINDUNILVR/2022-09-30_2023-09-29.json
TECHM,2022-11-09,18.0,OK,True,INE669C01028,Special Dividend - Rs 18 Per Share,data/raw/corporate_actions/nse_api/TECHM/2022-09-30_2023-09-29.json
POWERGRID,2022-11-14,5.0,OK,True,INE752E01010,Interim Dividend - Rs 5 Per Share,data/raw/corporate_actions/nse_api/POWERGRID/2022-09-30_2023-09-29.json
COALINDIA,2022-11-15,15.0,OK,True,INE522F01014,Interim Dividend - Rs 15 Per Share,data/raw/corporate_actions/nse_api/COALINDIA/2022-09-30_2023-09-29.json
ONGC,2022-11-21,6.75,OK,True,INE213A01011,Interim Dividend - Rs 6.75 Per Share,data/raw/corporate_actions/nse_api/ONGC/2022-09-30_2023-09-29.json
VEDL,2022-11-29,17.5,OK,True,INE205A01025,Interim Dividend - Rs 17.50 Per Share,data/raw/corporate_actions/nse_api/VEDL/2022-09-30_2023-09-29.json
SHRIRAMFIN,2023-01-03,15.0,OK,True,INE721A01013,Interim Dividend - Rs 15 Per Share,data/raw/corporate_actions/nse_api/SHRIRAMFIN/2022-09-30_2023-09-29.json
TCS,2023-01-16,75.0,OK,True,INE467B01029,Interim Dividend - Rs 8 Per Share Special Dividend - Rs 67 Per Share,data/raw/corporate_actions/nse_api/TCS/2022-09-30_2023-09-29.json
HCLTECH,2023-01-19,10.0,OK,True,INE860A01027,Interim Dividend - Rs 10 Per Share,data/raw/corporate_actions/nse_api/HCLTECH/2022-09-30_2023-09-29.json
WIPRO,2023-01-24,1.0,OK,True,INE075A01022,Interim Dividend - Re 1 Per Share,data/raw/corporate_actions/nse_api/WIPRO/2022-09-30_2023-09-29.json
LTIM,2023-01-31,20.0,OK,False,INE214T01019,Interim Dividend - Rs 20 Per Share,data/raw/corporate_actions/nse_api/LTM/2022-09-30_2023-09-29.json
NTPC,2023-02-03,4.25,OK,True,INE733E01010,Interim Dividend - Rs 4.25 Per Share,data/raw/corporate_actions/nse_api/NTPC/2022-09-30_2023-09-29.json
VEDL,2023-02-03,12.5,OK,True,INE205A01025,Interim Dividend - Rs 12.50 Per Share,data/raw/corporate_actions/nse_api/VEDL/2022-09-30_2023-09-29.json
COALINDIA,2023-02-08,5.25,OK,True,INE522F01014,Interim Dividend - Rs 5.25 Per Share,data/raw/corporate_actions/nse_api/COALINDIA/2022-09-30_2023-09-29.json
POWERGRID,2023-02-08,5.0,OK,True,INE752E01010,Interim Dividend - Rs 5 Per Share,data/raw/corporate_actions/nse_api/POWERGRID/2022-09-30_2023-09-29.json
SUNPHARMA,2023-02-08,7.5,OK,True,INE044A01028,Interim Dividend - Rs 7.50 Per Share,data/raw/corporate_actions/nse_api/SUNPHARMA/2022-09-30_2023-09-29.json
BEL,2023-02-10,0.6,OK,True,INE263A01016,Interim Dividend - Re 0.60 Per Share,data/raw/corporate_actions/nse_api/BEL/2022-09-30_2023-09-29.json
ITC,2023-02-15,6.0,OK,True,INE154A01025,Interim Dividend - Rs 6 Per Share,data/raw/corporate_actions/nse_api/ITC/2022-09-30_2023-09-29.json
SHREECEM,2023-02-16,45.0,OK,True,INE070A01015,Interim Dividend - Rs 45 Per Share,data/raw/corporate_actions/nse_api/SHREECEM/2022-09-30_2023-09-29.json
HEROMOTOCO,2023-02-17,65.0,OK,True,INE158A01026,Interim Dividend - Rs 65 Per Share,data/raw/corporate_actions/nse_api/HEROMOTOCO/2022-09-30_2023-09-29.json
APOLLOHOSP,2023-02-24,6.0,OK,True,INE437A01016,Interim Dividend - Rs 6 Per Share,data/raw/corporate_actions/nse_api/APOLLOHOSP/2022-09-30_2023-09-29.json
ONGC,2023-02-24,4.0,OK,True,INE213A01011,Interim Dividend - Rs 4 Per Share,data/raw/corporate_actions/nse_api/ONGC/2022-09-30_2023-09-29.json
SBILIFE,2023-03-16,2.5,OK,True,INE123W01016,Interim Dividend - Rs 2.50 Per Share,data/raw/corporate_actions/nse_api/SBILIFE/2022-09-30_2023-09-29.json
GAIL,2023-03-21,4.0,OK,True,INE129A01019,Interim Dividend - Rs 4 Per Share,data/raw/corporate_actions/nse_api/GAIL/2022-09-30_2023-09-29.json
BEL,2023-03-24,0.6,OK,True,INE263A01016,Interim Dividend - Rs 0.60 Per Share,data/raw/corporate_actions/nse_api/BEL/2022-09-30_2023-09-29.json
VEDL,2023-04-06,20.5,OK,True,INE205A01025,Interim Dividend - Rs 20.50 Per Share,data/raw/corporate_actions/nse_api/VEDL/2022-09-30_2023-09-29.json
BRITANNIA,2023-04-13,72.0,OK,True,INE216A01014,Interim Dividend - Rs 72 Per Share,data/raw/corporate_actions/nse_api/BRITANNIA/2022-09-30_2023-09-29.json
NESTLEIND,2023-04-21,102.0,OK,True,INE239A01016,Final Dividend - Rs 75 Per Share || Interim Dividend - Rs 27 Per Share,data/raw/corporate_actions/nse_api/NESTLEIND/2022-09-30_2023-09-29.json
HCLTECH,2023-04-28,18.0,OK,True,INE860A01027,Interim Dividend - Rs 18 Per Share,data/raw/corporate_actions/nse_api/HCLTECH/2022-09-30_2023-09-29.json
HDFC,2023-05-16,44.0,OK,True,INE001A01028,Interim Dividend - Rs 44 Per Share,data/raw/corporate_actions/nse_api/HDFC/2022-09-30_2023-09-29.json
HDFCBANK,2023-05-16,19.0,OK,True,INE040A01018,Dividend - Rs 19 Per Share,data/raw/corporate_actions/nse_api/HDFCBANK/2022-09-30_2023-09-29.json
