symbol,ex_date,dividend_per_share,status,traded_on_ex_date,isin,subject,raw_file
TATACONSUM,2023-05-19,8.45,OK,True,INE192A01025,Annual General Meeting/Dividend - Rs 8.45 Per Share,data/raw/corporate_actions/nse_api/TATACONSUM/2022-09-30_2023-09-29.json
TRENT,2023-05-25,2.2,OK,True,INE849A01012,Dividend - Rs 2.20 Per Share,data/raw/corporate_actions/nse_api/TRENT/2022-09-30_2023-09-29.json
ITC,2023-05-30,9.5,OK,True,INE154A01025,Dividend - Rs 6.75 Per Share /Special Dividend - Rs 2.75 Per Share,data/raw/corporate_actions/nse_api/ITC/2022-09-30_2023-09-29.json
VEDL,2023-05-30,18.5,OK,True,INE205A01025,Interim Dividend - Rs 18.50 Per Share,data/raw/corporate_actions/nse_api/VEDL/2022-09-30_2023-09-29.json
SBIN,2023-05-31,11.3,OK,True,INE062A01012,Dividend - Rs 11.30 Per Share,data/raw/corporate_actions/nse_api/SBIN/2022-09-30_2023-09-29.json
SHREECEM,2023-06-01,55.0,OK,True,INE070A01015,Interim Dividend - Rs 55 Per Share,data/raw/corporate_actions/nse_api/SHREECEM/2022-09-30_2023-09-29.json
INDUSINDBK,2023-06-02,14.0,OK,True,INE095A01012,Dividend - Rs 14 Per Share,data/raw/corporate_actions/nse_api/INDUSINDBK/2022-09-30_2023-09-29.json
INFY,2023-06-02,17.5,OK,True,INE009A01021,Annual General Meeting/Dividend - Rs 17.50 Per Share,data/raw/corporate_actions/nse_api/INFY/2022-09-30_2023-09-29.json
ASIANPAINT,2023-06-09,21.25,OK,True,INE021A01018,Dividend - Rs 21.25 Per Share,data/raw/corporate_actions/nse_api/ASIANPAINT/2022-09-30_2023-09-29.json
TCS,2023-06-15,24.0,OK,True,INE467B01029,Dividend - Rs 24 Per Share,data/raw/corporate_actions/nse_api/TCS/2022-09-30_2023-09-29.json
HDFCLIFE,2023-06-16,1.9,OK,True,INE795G01014,Dividend - Rs 1.90 Per Share,data/raw/corporate_actions/nse_api/HDFCLIFE/2022-09-30_2023-09-29.json
SHRIRAMFIN,2023-06-16,20.0,OK,True,INE721A01013,Annual General Meeting/Dividend - Rs 20 Per Share,data/raw/corporate_actions/nse_api/SHRIRAMFIN/2022-09-30_2023-09-29.json
HINDUNILVR,2023-06-19,22.0,OK,True,INE030A01027,Annual General Meeting/Dividend - Rs 22 Per Share,data/raw/corporate_actions/nse_api/HINDUNILVR/2022-09-30_2023-09-29.json
TATASTEEL,2023-06-22,3.6,OK,True,INE081A01012,Annual General Meeting/Dividend - Rs 3.60 Per Share,data/raw/corporate_actions/nse_api/TATASTEEL/2022-09-30_2023-09-29.json
BAJAJ-AUTO,2023-06-30,140.0,OK,True,INE917I01010,Dividend - Rs 140 Per Share,data/raw/corporate_actions/nse_api/BAJAJ-AUTO/2022-09-30_2023-09-29.json
BAJAJFINSV,2023-06-30,0.8,OK,True,INE918I01018,Dividend - Rs 0.80 Per Share,data/raw/corporate_actions/nse_api/BAJAJFINSV/2022-09-30_2023-09-29.json
BAJFINANCE,2023-06-30,30.0,OK,True,INE296A01016,Dividend - Rs 30 Per Share,data/raw/corporate_actions/nse_api/BAJFINANCE/2022-09-30_2023-09-29.json
ADANIENT,2023-07-07,1.2,OK,True,INE423A01024,Dividend - Rs 1.20 Per Share,data/raw/corporate_actions/nse_api/ADANIENT/2022-09-30_2023-09-29.json
AXISBANK,2023-07-07,1.0,OK,True,INE238A01026,Dividend - Re 1 Per Share,data/raw/corporate_actions/nse_api/AXISBANK/2022-09-30_2023-09-29.json
LTIM,2023-07-10,40.0,OK,False,INE214T01019,Dividend - Rs 40 Per Share,data/raw/corporate_actions/nse_api/LTM/2022-09-30_2023-09-29.json
DRREDDY,2023-07-11,40.0,OK,True,INE089A01023,Annual General Meeting/Dividend - Rs 40 Per Share,data/raw/corporate_actions/nse_api/DRREDDY/2022-09-30_2023-09-29.json
JSWSTEEL,2023-07-11,3.4,OK,True,INE019A01020,Annual General Meeting/Dividend - Rs 3.40 Per Share,data/raw/corporate_actions/nse_api/JSWSTEEL/2022-09-30_2023-09-29.json
TITAN,2023-07-13,10.0,OK,True,INE280A01010,Annual General Meeting/Dividend - Rs 10 Per Share,data/raw/corporate_actions/nse_api/TITAN/2022-09-30_2023-09-29.json
M&M,2023-07-14,16.25,OK,True,INE101A01026,Annual General Meeting/Dividend - Rs 16.25 Per Share,data/raw/corporate_actions/nse_api/M&M/2022-09-30_2023-09-29.json
HCLTECH,2023-07-20,10.0,OK,True,INE860A01027,Dividend - Rs 10 Per Share,data/raw/corporate_actions/nse_api/HCLTECH/2022-09-30_2023-09-29.json
TCS,2023-07-20,9.0,OK,True,INE467B01029,Interim Dividend - Rs 9 Per Share,data/raw/corporate_actions/nse_api/TCS/2022-09-30_2023-09-29.json
CIPLA,2023-07-21,8.5,OK,True,INE059A01026,Dividend - Rs 8.50 Per Share,data/raw/corporate_actions/nse_api/CIPLA/2022-09-30_2023-09-29.json
TECHM,2023-07-21,32.0,OK,True,INE669C01028,Annual General Meeting/Dividend - Rs 32 Per Share,data/raw/corporate_actions/nse_api/TECHM/2022-09-30_2023-09-29.json
HEROMOTOCO,2023-07-27,35.0,OK,True,INE158A01026,Annual General Meeting/Dividend - Rs 35 Per Share,data/raw/corporate_actions/nse_api/HEROMOTOCO/2022-09-30_2023-09-29.json
ULTRACEMCO,2023-07-27,38.0,OK,True,INE481G01011,Annual General Meeting/Dividend - Rs 38 Per Share,data/raw/corporate_actions/nse_api/ULTRACEMCO/2022-09-30_2023-09-29.json
ADANIPORTS,2023-07-28,5.0,OK,True,INE742F01042,Dividend - Rs 5 Per Share,data/raw/corporate_actions/nse_api/ADANIPORTS/2022-09-30_2023-09-29.json
IOC,2023-07-28,3.0,OK,True,INE242A01010,Dividend - Rs 3 Per Share,data/raw/corporate_actions/nse_api/IOC/2022-09-30_2023-09-29.json
SUNPHARMA,2023-07-28,4.0,OK,True,INE044A01028,Dividend - Rs 4 Per Share,data/raw/corporate_actions/nse_api/SUNPHARMA/2022-09-30_2023-09-29.json
TATAMOTORS,2023-07-28,2.0,OK,True,INE155A01022,Dividend - Rs 2 Per Share,data/raw/corporate_actions/nse_api/TMPV/2022-09-30_2023-09-29.json
LT,2023-08-02,30.0,OK,True,INE018A01030,Dividend - Rs 24 Per Share || Special Dividend - Rs 6 Per Share,data/raw/corporate_actions/nse_api/LT/2022-09-30_2023-09-29.json
MARUTI,2023-08-03,90.0,OK,True,INE585B01010,Dividend - Rs 90 Per Share,data/raw/corporate_actions/nse_api/MARUTI/2022-09-30_2023-09-29.json
UPL,2023-08-03,10.0,OK,True,INE628A01036,Annual General Meeting/Dividend - Rs 10 Per Share,data/raw/corporate_actions/nse_api/UPL/2022-09-30_2023-09-29.json
KOTAKBANK,2023-08-04,1.5,OK,True,INE237A01010,Dividend - Rs 1.50 Per Sh,data/raw/corporate_actions/nse_api/KOTAKBANK/2022-09-30_2023-09-29.json
POWERGRID,2023-08-08,4.75,OK,True,INE752E01010,Dividend - Rs 4.75 Per Share,data/raw/corporate_actions/nse_api/POWERGRID/2022-09-30_2023-09-29.json
ICICIBANK,2023-08-09,8.0,OK,True,INE090A01013,Dividend - Rs 8 Per Share,data/raw/corporate_actions/nse_api/ICICIBANK/2022-09-30_2023-09-29.json
BHARTIARTL,2023-08-11,4.0,OK,True,INE397D01024,Dividend - Rs 4 Per Share,data/raw/corporate_actions/nse_api/BHARTIARTL/2022-09-30_2023-09-29.json
BPCL,2023-08-11,4.0,OK,True,INE029A01011,Dividend - Rs 4 Per Share,data/raw/corporate_actions/nse_api/BPCL/2022-09-30_2023-09-29.json
DIVISLAB,2023-08-11,30.0,OK,True,INE361B01024,Dividend - Rs 30 Per Share,data/raw/corporate_actions/nse_api/DIVISLAB/2022-09-30_2023-09-29.json
GRASIM,2023-08-11,10.0,OK,True,INE047A01013,Annual General Meeting/Dividend - Rs 10 Per Share,data/raw/corporate_actions/nse_api/GRASIM/2022-09-30_2023-09-29.json
NTPC,2023-08-11,3.0,OK,True,INE733E01010,Dividend - Rs 3 Per Share,data/raw/corporate_actions/nse_api/NTPC/2022-09-30_2023-09-29.json
EICHERMOT,2023-08-14,37.0,OK,True,INE066A01013,Annual General Meeting/Dividend - Rs 37 Per Share,data/raw/corporate_actions/nse_api/EICHERMOT/2022-09-30_2023-09-29.json
HINDALCO,2023-08-14,3.0,OK,True,INE038A01020,Annual General Meeting/Dividend - Rs 3 Per Share,data/raw/corporate_actions/nse_api/HINDALCO/2022-09-30_2023-09-29.json
BEL,2023-08-17,0.6,OK,True,INE263A01016,Annual General Meeting/Dividend - Re 0.60 Per Share,data/raw/corporate_actions/nse_api/BEL/2022-09-30_2023-09-29.json
APOLLOHOSP,2023-08-18,9.0,OK,True,INE437A01016,Annual General Meeting/Dividend - Rs 9 Per Share,data/raw/corporate_actions/nse_api/APOLLOHOSP/2022-09-30_2023-09-29.json
COALINDIA,2023-08-18,4.0,OK,True,INE522F01014,Dividend - Rs 4 Per Share,data/raw/corporate_actions/nse_api/COALINDIA/2022-09-30_2023-09-29.json
ONGC,2023-08-18,0.5,OK,True,INE213A01011,Dividend - Re 0.50 Per Share,data/raw/corporate_actions/nse_api/ONGC/2022-09-30_2023-09-29.json
RELIANCE,2023-08-21,9.0,OK,True,INE002A01018,Dividend - Rs 9 Per Share,data/raw/corporate_actions/nse_api/RELIANCE/2022-09-30_2023-09-29.json
MAXHEALTH,2023-09-08,1.0,OK,True,INE027H01010,Dividend - Re 1 Per Share,data/raw/corporate_actions/nse_api/MAXHEALTH/2022-09-30_2023-09-29.json
IBULHSGFIN,2023-09-18,1.25,OK,True,INE148I01020,Dividend - Rs 1.25 Per Share,data/raw/corporate_actions/nse_api/SAMMAANCAP/2022-09-30_2023-09-29.json
TCS,2023-10-19,9.0,OK,True,INE467B01029,Interim Dividend - Rs 9 Per Share,data/raw/corporate_actions/nse_api/TCS/2023-09-30_2024-09-28.json
HCLTECH,2023-10-20,12.0,OK,True,INE860A01027,Interim Dividend - Rs 12 Per Share,data/raw/corporate_actions/nse_api/HCLTECH/2023-09-30_2024-09-28.json
INFY,2023-10-25,18.0,OK,True,INE009A01021,Interim Dividend - Rs 18 Per Share,data/raw/corporate_actions/nse_api/INFY/2023-09-30_2024-09-28.json
LTIM,2023-10-27,20.0,OK,False,INE214T01019,Interim Dividend - Rs 20 Per Share,data/raw/corporate_actions/nse_api/LTM/2023-09-30_2024-09-28.json
NESTLEIND,2023-11-01,140.0,OK,True,INE239A01016,Interim Dividend - Rs 140 Per Share,data/raw/corporate_actions/nse_api/NESTLEIND/2023-09-30_2024-09-28.json
HINDUNILVR,2023-11-02,18.0,OK,True,INE030A01027,Interim Dividend - Rs 18 Per Share,data/raw/corporate_actions/nse_api/HINDUNILVR/2023-09-30_2024-09-28.json
TECHM,2023-11-02,12.0,OK,True,INE669C01028,Interim Dividend - Rs 12 Per Share,data/raw/corporate_actions/nse_api/TECHM/2023-09-30_2024-09-28.json
ASIANPAINT,2023-11-03,5.15,OK,True,INE021A01018,Interim Dividend - Rs 5.15 Per Share,data/raw/corporate_actions/nse_api/ASIANPAINT/2023-09-30_2024-09-28.json
NTPC,2023-11-03,2.25,OK,True,INE733E01010,Interim Dividend - Rs 2.25 Per Share,data/raw/corporate_actions/nse_api/NTPC/2023-09-30_2024-09-28.json
SHRIRAMFIN,2023-11-06,20.0,OK,True,INE721A01013,Interim Dividend - Rs 20 Per Share,data/raw/corporate_actions/nse_api/SHRIRAMFIN/2023-09-30_2024-09-28.json
IOC,2023-11-10,5.0,OK,True,INE242A01010,Interim Dividend - Rs 5 Per Share,data/raw/corporate_actions/nse_api/IOC/2023-09-30_2024-09-28.json
POWERGRID,2023-11-16,4.0,OK,True,INE752E01010,Interim Dividend - Rs 4 Per Share,data/raw/corporate_actions/nse_api/POWERGRID/2023-09-30_2024-09-28.json
COALINDIA,2023-11-21,15.25,OK,True,INE522F01014,Interim Dividend - Rs 15.25 Per Share,data/raw/corporate_actions/nse_api/COALINDIA/2023-09-30_2024-09-28.json
ONGC,2023-11-21,5.75,OK,True,INE213A01011,Interim Dividend - Rs 5.75 Per Share,data/raw/corporate_actions/nse_api/ONGC/2023-09-30_2024-09-28.json
BPCL,2023-12-12,21.0,OK,True,INE029A01011,Interim Dividend - Rs 21 Per Share,data/raw/corporate_actions/nse_api/BPCL/2023-09-30_2024-09-28.json
VEDL,2023-12-27,11.0,OK,True,INE205A01025,Interim Dividend - Rs 11 Per Share,data/raw/corporate_actions/nse_api/VEDL/2023-09-30_2024-09-28.json
HCLTECH,2024-01-19,12.0,OK,True,INE860A01027,Interim Dividend - Rs 12 Per Share,data/raw/corporate_actions/nse_api/HCLTECH/2023-09-30_2024-09-28.json
TCS,2024-01-19,27.0,OK,True,INE467B01029,Interim Dividend - Rs 9 Per Share Special Dividend - Rs 18 Per Share,data/raw/corporate_actions/nse_api/TCS/2023-09-30_2024-09-28.json
WIPRO,2024-01-24,1.0,OK,True,INE075A01022,Interim Dividend - Re 1 Per Share,data/raw/corporate_actions/nse_api/WIPRO/2023-09-30_2024-09-28.json
GAIL,2024-02-06,5.5,OK,True,INE129A01019,Interim Dividend - Rs 5.50 Per Share,data/raw/corporate_actions/nse_api/GAIL/2023-09-30_2024-09-28.json
NTPC,2024-02-06,2.25,OK,True,INE733E01010,Interim Dividend - Rs 2.25 Per Share,data/raw/corporate_actions/nse_api/NTPC/2023-09-30_2024-09-28.json
SHRIRAMFIN,2024-02-06,10.0,OK,True,INE721A01013,Interim Dividend - Rs 10 Per Share,data/raw/corporate_actions/nse_api/SHRIRAMFIN/2023-09-30_2024-09-28.json
ITC,2024-02-08,6.25,OK,True,INE154A01025,Interim Dividend - Rs 6.25 Per Share,data/raw/corporate_actions/nse_api/ITC/2023-09-30_2024-09-28.json
SHREECEM,2024-02-08,50.0,OK,True,INE070A01015,Interim Dividend - Rs 50 Per Share,data/raw/corporate_actions/nse_api/SHREECEM/2023-09-30_2024-09-28.json
BEL,2024-02-09,0.7,OK,True,INE263A01016,Interim Dividend - Re 0.70 Per Share,data/raw/corporate_actions/nse_api/BEL/2023-09-30_2024-09-28.json
SUNPHARMA,2024-02-09,8.5,OK,True,INE044A01028,Interim Dividend - Rs 8.50 Per Share,data/raw/corporate_actions/nse_api/SUNPHARMA/2023-09-30_2024-09-28.json
NESTLEIND,2024-02-15,7.0,OK,True,INE239A01016,Interim Dividend - Rs 7 Per Share,data/raw/corporate_actions/nse_api/NESTLEIND/2023-09-30_2024-09-28.json
POWERGRID,2024-02-15,4.5,OK,True,INE752E01010,Interim Dividend - Rs 4.50 Per Share,data/raw/corporate_actions/nse_api/POWERGRID/2023-09-30_2024-09-28.json
ONGC,2024-02-16,4.0,OK,True,INE213A01011,Interim Dividend - Rs 4 Per Share,data/raw/corporate_actions/nse_api/ONGC/2023-09-30_2024-09-28.json
APOLLOHOSP,2024-02-20,6.0,OK,True,INE437A01016,Interim Dividend - Rs 6 Per Share,data/raw/corporate_actions/nse_api/APOLLOHOSP/2023-09-30_2024-09-28.json
COALINDIA,2024-02-20,5.25,OK,True,INE522F01014,Interim Dividend - Rs 5.25 Per Share,data/raw/corporate_actions/nse_api/COALINDIA/2023-09-30_2024-09-28.json
HEROMOTOCO,2024-02-21,100.0,OK,True,INE158A01026,Interim Dividend - Rs 75 Per Share/ Special Dividend - Rs 25 Per Share,data/raw/corporate_actions/nse_api/HEROMOTOCO/2023-09-30_2024-09-28.json
SBILIFE,2024-03-15,2.7,OK,True,INE123W01016,Interim Dividend - Rs 2.70 Per Share,data/raw/corporate_actions/nse_api/SBILIFE/2023-09-30_2024-09-28.json
BEL,2024-03-22,0.7,OK,True,INE263A01016,Interim Dividend - Re 0.70 Per Share,data/raw/corporate_actions/nse_api/BEL/2023-09-30_2024-09-28.json
HCLTECH,2024-05-07,18.0,OK,True,INE860A01027,Interim Dividend - Rs 18 Per Share,data/raw/corporate_actions/nse_api/HCLTECH/2023-09-30_2024-09-28.json
HDFCBANK,2024-05-10,19.5,OK,True,INE040A01018,Dividend - Rs 19.50 Per Share,data/raw/corporate_actions/nse_api/HDFCBANK/2023-09-30_2024-09-28.json
TCS,2024-05-16,28.0,OK,True,INE467B01029,Dividend - Rs 28 Per Share,data/raw/corporate_actions/nse_api/TCS/2023-09-30_2024-09-28.json
SBIN,2024-05-22,13.7,OK,True,INE062A01012,Dividend - Rs 13.70 Per Share,data/raw/corporate_actions/nse_api/SBIN/2023-09-30_2024-09-28.json
TRENT,2024-05-22,3.2,OK,True,INE849A01012,Dividend - Rs 3.20 Per Share,data/raw/corporate_actions/nse_api/TRENT/2023-09-30_2024-09-28.json
TATACONSUM,2024-05-24,7.75,OK,True,INE192A01025,Dividend - Rs 7.75 Per Share,data/raw/corporate_actions/nse_api/TATACONSUM/2023-09-30_2024-09-28.json
VEDL,2024-05-24,11.0,OK,True,INE205A01025,Interim Dividend - Rs 11 Per Share,data/raw/corporate_actions/nse_api/VEDL/2023-09-30_2024-09-28.json
INFY,2024-05-31,28.0,OK,True,INE009A01021,Annual General Meeting/Special Dividend - Rs 8 Per Share /Dividend - Rs 20 Per Share,data/raw/corporate_actions/nse_api/INFY/2023-09-30_2024-09-28.json
ITC,2024-06-04,7.5,OK,True,INE154A01025,Dividend - Rs 7.50 Per Share,data/raw/corporate_actions/nse_api/ITC/2023-09-30_2024-09-28.json
ASIANPAINT,2024-06-11,28.15,OK,True,INE021A01018,Dividend - Rs 28.15 Per Share,data/raw/corporate_actions/nse_api/ASIANPAINT/2023-09-30_2024-09-28.json
TATAMOTORS,2024-06-11,6.0,OK,True,INE155A01022,Dividend - Rs 3 Per Share & Special Dividend - Rs 3 Per Share,data/raw/corporate_actions/nse_api/TMPV/2023-09-30_2024-09-28.json
ADANIENT,2024-06-14,1.3,OK,True,INE423A01024,Dividend - Rs 1.30 Per Share,data/raw/corporate_actions/nse_api/ADANIENT/2023-09-30_2024-09-28.json
ADANIPORTS,2024-06-14,6.0,OK,True,INE742F01042,Dividend - Rs 6 Per Share,data/raw/corporate_actions/nse_api/ADANIPORTS/2023-09-30_2024-09-28.json
BAJAJ-AUTO,2024-06-14,80.0,OK,True,INE917I01010,Dividend - Rs 80 Per Share,data/raw/corporate_actions/nse_api/BAJAJ-AUTO/2023-09-30_2024-09-28.json
HINDUNILVR,2024-06-14,24.0,OK,True,INE030A01027,Annual General Meeting/Dividend - Rs 24 Per Share,data/raw/corporate_actions/nse_api/HINDUNILVR/2023-09-30_2024-09-28.json
LTIM,2024-06-19,45.0,OK,False,INE214T01019,Dividend - Rs 45 Per Share,data/raw/corporate_actions/nse_api/LTM/2023-09-30_2024-09-28.json
LT,2024-06-20,28.0,OK,True,INE018A01030,Dividend - Rs 28 Per Share,data/raw/corporate_actions/nse_api/LT/2023-09-30_2024-09-28.json
BAJAJFINSV,2024-06-21,1.0,OK,True,INE918I01018,Dividend - Re 1 Per Share,data/raw/corporate_actions/nse_api/BAJAJFINSV/2023-09-30_2024-09-28.json
BAJFINANCE,2024-06-21,36.0,OK,True,INE296A01016,Dividend - Rs 36 Per Share,data/raw/corporate_actions/nse_api/BAJFINANCE/2023-09-30_2024-09-28.json
HDFCLIFE,2024-06-21,2.0,OK,True,INE795G01014,Dividend - Rs 2 Per Share,data/raw/corporate_actions/nse_api/HDFCLIFE/2023-09-30_2024-09-28.json
TATASTEEL,2024-06-21,3.6,OK,True,INE081A01012,Dividend - Rs 3.60 Per Share,data/raw/corporate_actions/nse_api/TATASTEEL/2023-09-30_2024-09-28.json
TITAN,2024-06-27,11.0,OK,True,INE280A01010,Annual General Meeting/Dividend - Rs 11 Per Share,data/raw/corporate_actions/nse_api/TITAN/2023-09-30_2024-09-28.json
INDUSINDBK,2024-06-28,16.5,OK,True,INE095A01012,Dividend - Rs 16.50 Per Share,data/raw/corporate_actions/nse_api/INDUSINDBK/2023-09-30_2024-09-28.json
M&M,2024-07-05,21.1,OK,True,INE101A01026,Annual General Meeting/Dividend - Rs 21.10 Per Share,data/raw/corporate_actions/nse_api/M&M/2023-09-30_2024-09-28.json
JSWSTEEL,2024-07-09,7.3,OK,True,INE019A01020,Annual General Meeting/Dividend - Rs 7.30 Per Share,data/raw/corporate_actions/nse_api/JSWSTEEL/2023-09-30_2024-09-28.json
AXISBANK,2024-07-12,1.0,OK,True,INE238A01026,Dividend - Re 1 Per Share,data/raw/corporate_actions/nse_api/AXISBANK/2023-09-30_2024-09-28.json
IOC,2024-07-12,7.0,OK,True,INE242A01010,Dividend - Rs 7 Per Share,data/raw/corporate_actions/nse_api/IOC/2023-09-30_2024-09-28.json
SUNPHARMA,2024-07-12,5.0,OK,True,INE044A01028,Dividend - Rs 5 Per Share,data/raw/corporate_actions/nse_api/SUNPHARMA/2023-09-30_2024-09-28.json
DRREDDY,2024-07-16,40.0,OK,True,INE089A01023,Annual General Meeting/Dividend - Rs 40 Per Share,data/raw/corporate_actions/nse_api/DRREDDY/2023-09-30_2024-09-28.json
NESTLEIND,2024-07-16,11.25,OK,True,INE239A01016,Dividend - Rs 8.50 Per Share || Interim Dividend - Rs 2.75 Per Share,data/raw/corporate_actions/nse_api/NESTLEIND/2023-09-30_2024-09-28.json
KOTAKBANK,2024-07-19,2.0,OK,True,INE237A01010,Dividend - Rs 2 Per Share,data/raw/corporate_actions/nse_api/KOTAKBANK/2023-09-30_2024-09-28.json
TCS,2024-07-19,10.0,OK,True,INE467B01029,Interim Dividend - Rs 10 Per Share,data/raw/corporate_actions/nse_api/TCS/2023-09-30_2024-09-28.json
TECHM,2024-07-19,28.0,OK,True,INE669C01028,Annual General Meeting/Dividend - Rs 28 Per Share,data/raw/corporate_actions/nse_api/TECHM/2023-09-30_2024-09-28.json
HCLTECH,2024-07-23,12.0,OK,True,INE860A01027,Interim Dividend - Rs 12 Per Share,data/raw/corporate_actions/nse_api/HCLTECH/2023-09-30_2024-09-28.json
SHREECEM,2024-07-23,55.0,OK,True,INE070A01015,Dividend - Rs 55 Per Share,data/raw/corporate_actions/nse_api/SHREECEM/2023-09-30_2024-09-28.json
SHRIRAMFIN,2024-07-23,15.0,OK,True,INE721A01013,Annual General Meeting/Dividend - Rs 15 Per Share,data/raw/corporate_actions/nse_api/SHRIRAMFIN/2023-09-30_2024-09-28.json
ULTRACEMCO,2024-07-30,70.0,OK,True,INE481G01011,Annual General Meeting/Dividend - Rs 70 Per Share,data/raw/corporate_actions/nse_api/ULTRACEMCO/2023-09-30_2024-09-28.json
HEROMOTOCO,2024-08-01,40.0,OK,True,INE158A01026,Annual General Meeting/Dividend - Rs 40 Per Share,data/raw/corporate_actions/nse_api/HEROMOTOCO/2023-09-30_2024-09-28.json
CIPLA,2024-08-02,13.0,OK,True,INE059A01026,Dividend - Rs 13 Per Share,data/raw/corporate_actions/nse_api/CIPLA/2023-09-30_2024-09-28.json
DIVISLAB,2024-08-02,30.0,OK,True,INE361B01024,Dividend - Rs 30 Per Share,data/raw/corporate_actions/nse_api/DIVISLAB/2023-09-30_2024-09-28.json
MARUTI,2024-08-02,125.0,OK,True,INE585B01010,Dividend - Rs 125 Per Share,data/raw/corporate_actions/nse_api/MARUTI/2023-09-30_2024-09-28.json
VEDL,2024-08-02,4.0,OK,True,INE205A01025,Interim Dividend - Rs 4 Per Share,data/raw/corporate_actions/nse_api/VEDL/2023-09-30_2024-09-28.json
BRITANNIA,2024-08-05,73.5,OK,True,INE216A01014,Annual General Meeting/ Dividend - Rs 73.5 Per Share,data/raw/corporate_actions/nse_api/BRITANNIA/2023-09-30_2024-09-28.json
GRASIM,2024-08-06,10.0,OK,True,INE047A01013,Annual General Meeting/Dividend - Rs 10 Per Share,data/raw/corporate_actions/nse_api/GRASIM/2023-09-30_2024-09-28.json
BHARTIARTL,2024-08-07,8.0,OK,True,INE397D01024,Dividend - Rs 8 Per Share,data/raw/corporate_actions/nse_api/BHARTIARTL/2023-09-30_2024-09-28.json
EICHERMOT,2024-08-07,51.0,OK,True,INE066A01013,Dividend - Rs 51 Per Share,data/raw/corporate_actions/nse_api/EICHERMOT/2023-09-30_2024-09-28.json
NTPC,2024-08-07,3.25,OK,True,INE733E01010,Dividend - Rs 3.25 Per Share,data/raw/corporate_actions/nse_api/NTPC/2023-09-30_2024-09-28.json
BPCL,2024-08-09,10.5,OK,True,INE029A01011,Dividend - Rs 10.5 Per Share,data/raw/corporate_actions/nse_api/BPCL/2023-09-30_2024-09-28.json
HINDALCO,2024-08-09,3.5,OK,True,INE038A01020,Annual General Meeting/Dividend - Rs 3.5 Per Share,data/raw/corporate_actions/nse_api/HINDALCO/2023-09-30_2024-09-28.json
ICICIBANK,2024-08-12,10.0,OK,True,INE090A01013,Dividend - Rs 10 Per Share,data/raw/corporate_actions/nse_api/ICICIBANK/2023-09-30_2024-09-28.json
UPL,2024-08-12,1.0,OK,True,INE628A01036,Dividend - Re 1 Per Share,data/raw/corporate_actions/nse_api/UPL/2023-09-30_2024-09-28.json
BEL,2024-08-14,0.8,OK,True,INE263A01016,Annual General Meeting/Dividend - Re 0.80 Per Share,data/raw/corporate_actions/nse_api/BEL/2023-09-30_2024-09-28.json
APOLLOHOSP,2024-08-16,10.0,OK,True,INE437A01016,Annual General Meeting/Dividend - Rs 10 Per Share,data/raw/corporate_actions/nse_api/APOLLOHOSP/2023-09-30_2024-09-28.json
COALINDIA,2024-08-16,5.0,OK,True,INE522F01014,Dividend - Rs 5 Per Share,data/raw/corporate_actions/nse_api/COALINDIA/2023-09-30_2024-09-28.json
POWERGRID,2024-08-16,2.75,OK,True,INE752E01010,Annual General Meeting/Dividend - Rs 2.75 Per Share,data/raw/corporate_actions/nse_api/POWERGRID/2023-09-30_2024-09-28.json
RELIANCE,2024-08-19,10.0,OK,True,INE002A01018,Dividend - Rs 10 Per Share,data/raw/corporate_actions/nse_api/RELIANCE/2023-09-30_2024-09-28.json
MAXHEALTH,2024-08-23,1.5,OK,True,INE027H01010,Dividend - Rs 1.5 Per Share,data/raw/corporate_actions/nse_api/MAXHEALTH/2023-09-30_2024-09-28.json
ONGC,2024-08-23,2.5,OK,True,INE213A01011,Dividend - Rs 2.50 Per Share,data/raw/corporate_actions/nse_api/ONGC/2023-09-30_2024-09-28.json
VEDL,2024-09-10,20.0,OK,True,INE205A01025,Interim Dividend - Rs 20 Per Share,data/raw/corporate_actions/nse_api/VEDL/2023-09-30_2024-09-28.json
SAMMAANCAP,2024-09-20,2.0,OK,True,INE148I01020,Dividend - Rs 2 Per Share,data/raw/corporate_actions/nse_api/SAMMAANCAP/2023-09-30_2024-09-28.json
TCS,2024-10-18,10.0,OK,True,INE467B01029,Interim Dividend - Rs 10 Per Share,data/raw/corporate_actions/nse_api/TCS/2024-09-29_2025-09-28.json
HCLTECH,2024-10-22,12.0,OK,True,INE860A01027,Interim Dividend - Rs 12 Per Share,data/raw/corporate_actions/nse_api/HCLTECH/2024-09-29_2025-09-28.json
LTIM,2024-10-25,20.0,OK,False,INE214T01019,Interim Dividend - Rs 20 Per Share,data/raw/corporate_actions/nse_api/LTM/2024-09-29_2025-09-28.json
INFY,2024-10-29,21.0,OK,True,INE009A01021,Interim Dividend - Rs 21 Per Share,data/raw/corporate_actions/nse_api/INFY/2024-09-29_2025-09-28.json
NTPC,2024-10-31,2.5,OK,True,INE733E01010,Interim Dividend - Rs 2.50 Per Share,data/raw/corporate_actions/nse_api/NTPC/2024-09-29_2025-09-28.json
TECHM,2024-10-31,15.0,OK,True,INE669C01028,Interim Dividend - Rs 15 Per Share,data/raw/corporate_actions/nse_api/TECHM/2024-09-29_2025-09-28.json
COALINDIA,2024-11-05,15.75,OK,True,INE522F01014,Interim Dividend - Rs 15.75 Per Share,data/raw/corporate_actions/nse_api/COALINDIA/2024-09-29_2025-09-28.json
