folder_symbol,nse_symbol,isin,series,ex_date,record_date,subject,dividend_per_share,dividend_status,raw_file
HDFCLIFE,HDFCLIFE,INE795G01014,EQ,2022-05-31,01-Jun-2022,Dividend - Rs 1.70 Per Share,1.7,OK,data/raw/corporate_actions/nse_api/HDFCLIFE/2021-09-30_2022-09-29.json
HDFCLIFE,HDFCLIFE,INE795G01014,EQ,2023-06-16,16-Jun-2023,Dividend - Rs 1.90 Per Share,1.9,OK,data/raw/corporate_actions/nse_api/HDFCLIFE/2022-09-30_2023-09-29.json
HDFCLIFE,HDFCLIFE,INE795G01014,EQ,2024-06-21,21-Jun-2024,Dividend - Rs 2 Per Share,2.0,OK,data/raw/corporate_actions/nse_api/HDFCLIFE/2023-09-30_2024-09-28.json
HDFCLIFE,HDFCLIFE,INE795G01014,EQ,2025-06-20,20-Jun-2025,Dividend - Rs 2.10 Per Share,2.1,OK,data/raw/corporate_actions/nse_api/HDFCLIFE/2024-09-29_2025-09-28.json
HDFCLIFE,HDFCLIFE,INE795G01014,EQ,2026-06-19,19-Jun-2026,Dividend - Rs 2.10 Per Share,2.1,OK,data/raw/corporate_actions/nse_api/HDFCLIFE/2025-09-29_2026-09-16.json
HEROMOTOCO,HEROMOTOCO,INE158A01026,EQ,2020-02-17,18-Feb-2020,Interim Dividend - Rs 65 Per Sh,65.0,OK,data/raw/corporate_actions/nse_api/HEROMOTOCO/2019-10-01_2020-09-29.json
HEROMOTOCO,HEROMOTOCO,INE158A01026,EQ,2020-07-30,-,Annual General Meeting/Dividend - Rs 25 Per Share,25.0,OK,data/raw/corporate_actions/nse_api/HEROMOTOCO/2019-10-01_2020-09-29.json
HEROMOTOCO,HEROMOTOCO,INE158A01026,EQ,2021-02-15,16-Feb-2021,Interim Dividend - Rs 65 Per Share Special Dividend - Rs 5 Per Share,70.0,OK,data/raw/corporate_actions/nse_api/HEROMOTOCO/2020-09-30_2021-09-29.json
HEROMOTOCO,HEROMOTOCO,INE158A01026,EQ,2021-07-22,-,Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,35.0,OK,data/raw/corporate_actions/nse_api/HEROMOTOCO/2020-09-30_2021-09-29.json
HEROMOTOCO,HEROMOTOCO,INE158A01026,EQ,2022-02-21,22-Feb-2022,Interim Dividend - Rs 60 Per Share,60.0,OK,data/raw/corporate_actions/nse_api/HEROMOTOCO/2021-09-30_2022-09-29.json
HEROMOTOCO,HEROMOTOCO,INE158A01026,EQ,2022-07-27,-,Annual General Meeting/Dividend - Rs 35 Per Share,35.0,OK,data/raw/corporate_actions/nse_api/HEROMOTOCO/2021-09-30_2022-09-29.json
HEROMOTOCO,HEROMOTOCO,INE158A01026,EQ,2023-02-17,17-Feb-2023,Interim Dividend - Rs 65 Per Share,65.0,OK,data/raw/corporate_actions/nse_api/HEROMOTOCO/2022-09-30_2023-09-29.json
HEROMOTOCO,HEROMOTOCO,INE158A01026,EQ,2023-07-27,-,Annual General Meeting/Dividend - Rs 35 Per Share,35.0,OK,data/raw/corporate_actions/nse_api/HEROMOTOCO/2022-09-30_2023-09-29.json
HEROMOTOCO,HEROMOTOCO,INE158A01026,EQ,2024-02-21,21-Feb-2024,Interim Dividend - Rs 75 Per Share/ Special Dividend - Rs 25 Per Share,100.0,OK,data/raw/corporate_actions/nse_api/HEROMOTOCO/2023-09-30_2024-09-28.json
HEROMOTOCO,HEROMOTOCO,INE158A01026,EQ,2024-08-01,-,Annual General Meeting/Dividend - Rs 40 Per Share,40.0,OK,data/raw/corporate_actions/nse_api/HEROMOTOCO/2023-09-30_2024-09-28.json
HEROMOTOCO,HEROMOTOCO,INE158A01026,EQ,2025-02-12,12-Feb-2025,Interim Dividend - Rs 100 Per Share,100.0,OK,data/raw/corporate_actions/nse_api/HEROMOTOCO/2024-09-29_2025-09-28.json
HEROMOTOCO,HEROMOTOCO,INE158A01026,EQ,2025-07-24,24-Jul-2025,Dividend - Rs 65 Per Share,65.0,OK,data/raw/corporate_actions/nse_api/HEROMOTOCO/2024-09-29_2025-09-28.json
HEROMOTOCO,HEROMOTOCO,INE158A01026,EQ,2026-02-11,11-Feb-2026,Interim Dividend - Rs 110 Per Share,110.0,OK,data/raw/corporate_actions/nse_api/HEROMOTOCO/2025-09-29_2026-09-16.json
HEROMOTOCO,HEROMOTOCO,INE158A01026,EQ,2026-07-24,24-Jul-2026,Dividend - Rs 75 Per Share,75.0,OK,data/raw/corporate_actions/nse_api/HEROMOTOCO/2025-09-29_2026-09-16.json
HINDALCO,HINDALCO,INE038A01020,EQ,2020-09-03,-,Annual General Meeting/Dividend - Re 1 Per Share,1.0,OK,data/raw/corporate_actions/nse_api/HINDALCO/2019-10-01_2020-09-29.json
HINDALCO,HINDALCO,INE038A01020,EQ,2021-08-12,-,Annual General Meeting/Dividend - Rs 3 Per Share,3.0,OK,data/raw/corporate_actions/nse_api/HINDALCO/2020-09-30_2021-09-29.json
HINDALCO,HINDALCO,INE038A01020,EQ,2022-08-11,-,Annual General Meeting/Dividend - Rs 4 Per Share,4.0,OK,data/raw/corporate_actions/nse_api/HINDALCO/2021-09-30_2022-09-29.json
HINDALCO,HINDALCO,INE038A01020,EQ,2023-08-14,-,Annual General Meeting/Dividend - Rs 3 Per Share,3.0,OK,data/raw/corporate_actions/nse_api/HINDALCO/2022-09-30_2023-09-29.json
HINDALCO,HINDALCO,INE038A01020,EQ,2024-08-09,09-Aug-2024,Annual General Meeting/Dividend - Rs 3.5 Per Share,3.5,OK,data/raw/corporate_actions/nse_api/HINDALCO/2023-09-30_2024-09-28.json
HINDALCO,HINDALCO,INE038A01020,EQ,2025-08-08,08-Aug-2025,Dividend - Rs 5 Per Share,5.0,OK,data/raw/corporate_actions/nse_api/HINDALCO/2024-09-29_2025-09-28.json
HINDALCO,HINDALCO,INE038A01020,EQ,2026-07-10,10-Jul-2026,Dividend - Rs 5 Per Share,5.0,OK,data/raw/corporate_actions/nse_api/HINDALCO/2025-09-29_2026-09-16.json
HINDUNILVR,HINDUNILVR,INE030A01027,EQ,2019-10-23,24-Oct-2019,Interim Dividend - Rs 11 Per Sh,11.0,OK,data/raw/corporate_actions/nse_api/HINDUNILVR/2019-10-01_2020-09-29.json
HINDUNILVR,HINDUNILVR,INE030A01027,EQ,2020-06-19,-,Annual General Meeting/Dividend - Rs 14 Per Share,14.0,OK,data/raw/corporate_actions/nse_api/HINDUNILVR/2019-10-01_2020-09-29.json
HINDUNILVR,HINDUNILVR,INE030A01027,EQ,2020-07-30,31-Jul-2020,Special Dividend - Rs 9.50 Per Share,9.5,OK,data/raw/corporate_actions/nse_api/HINDUNILVR/2019-10-01_2020-09-29.json
HINDUNILVR,HINDUNILVR,INE030A01027,EQ,2020-10-28,29-Oct-2020,Interim Dividend - Rs 14 Per Share,14.0,OK,data/raw/corporate_actions/nse_api/HINDUNILVR/2020-09-30_2021-09-29.json
HINDUNILVR,HINDUNILVR,INE030A01027,EQ,2021-06-14,-,Annual General Meeting/Dividend - Rs 17 Per Sh,17.0,OK,data/raw/corporate_actions/nse_api/HINDUNILVR/2020-09-30_2021-09-29.json
HINDUNILVR,HINDUNILVR,INE030A01027,EQ,2021-10-26,27-Oct-2021,Interim Dividend - Rs 15 Per Share,15.0,OK,data/raw/corporate_actions/nse_api/HINDUNILVR/2021-09-30_2022-09-29.json
HINDUNILVR,HINDUNILVR,INE030A01027,EQ,2022-06-15,-,Annual General Meeting/Dividend - Rs 19 Per Share,19.0,OK,data/raw/corporate_actions/nse_api/HINDUNILVR/2021-09-30_2022-09-29.json
HINDUNILVR,HINDUNILVR,INE030A01027,EQ,2022-11-01,02-Nov-2022,Interim Dividend - Rs 17 Per Share,17.0,OK,data/raw/corporate_actions/nse_api/HINDUNILVR/2022-09-30_2023-09-29.json
HINDUNILVR,HINDUNILVR,INE030A01027,EQ,2023-06-19,-,Annual General Meeting/Dividend - Rs 22 Per Share,22.0,OK,data/raw/corporate_actions/nse_api/HINDUNILVR/2022-09-30_2023-09-29.json
HINDUNILVR,HINDUNILVR,INE030A01027,EQ,2023-11-02,02-Nov-2023,Interim Dividend - Rs 18 Per Share,18.0,OK,data/raw/corporate_actions/nse_api/HINDUNILVR/2023-09-30_2024-09-28.json
HINDUNILVR,HINDUNILVR,INE030A01027,EQ,2024-06-14,-,Annual General Meeting/Dividend - Rs 24 Per Share,24.0,OK,data/raw/corporate_actions/nse_api/HINDUNILVR/2023-09-30_2024-09-28.json
HINDUNILVR,HINDUNILVR,INE030A01027,EQ,2024-11-06,06-Nov-2024,Interim Dividend - Rs 19 Per Share/Special Dividend - Rs 10 Per Share,29.0,OK,data/raw/corporate_actions/nse_api/HINDUNILVR/2024-09-29_2025-09-28.json
HINDUNILVR,HINDUNILVR,INE030A01027,EQ,2025-06-23,23-Jun-2025,Dividend - Rs 24 Per Share,24.0,OK,data/raw/corporate_actions/nse_api/HINDUNILVR/2024-09-29_2025-09-28.json
HINDUNILVR,HINDUNILVR,INE030A01027,EQ,2025-11-07,07-Nov-2025,Interim Dividend - Rs 19 Per Share,19.0,OK,data/raw/corporate_actions/nse_api/HINDUNILVR/2025-09-29_2026-09-16.json
HINDUNILVR,HINDUNILVR,INE030A01027,EQ,2025-12-05,05-Dec-2025,Demerger,0.0,NONE,data/raw/corporate_actions/nse_api/HINDUNILVR/2025-09-29_2026-09-16.json
HINDUNILVR,HINDUNILVR,INE030A01027,EQ,2026-06-23,23-Jun-2026,Dividend - Rs 22 Per Share,22.0,OK,data/raw/corporate_actions/nse_api/HINDUNILVR/2025-09-29_2026-09-16.json
ICICIBANK,ICICIBANK,INE090A01013,EQ,2021-07-29,30-Jul-2021,Dividend - Rs 2 Per Share,2.0,OK,data/raw/corporate_actions/nse_api/ICICIBANK/2020-09-30_2021-09-29.json
ICICIBANK,ICICIBANK,INE090A01013,EQ,2022-08-08,10-Aug-2022,Dividend - Rs 5 Per Share,5.0,OK,data/raw/corporate_actions/nse_api/ICICIBANK/2021-09-30_2022-09-29.json
ICICIBANK,ICICIBANK,INE090A01013,EQ,2023-08-09,09-Aug-2023,Dividend - Rs 8 Per Share,8.0,OK,data/raw/corporate_actions/nse_api/ICICIBANK/2022-09-30_2023-09-29.json
ICICIBANK,ICICIBANK,INE090A01013,EQ,2024-08-12,12-Aug-2024,Dividend - Rs 10 Per Share,10.0,OK,data/raw/corporate_actions/nse_api/ICICIBANK/2023-09-30_2024-09-28.json
ICICIBANK,ICICIBANK,INE090A01013,EQ,2025-08-12,12-Aug-2025,Dividend - Rs 11 Per Share,11.0,OK,data/raw/corporate_actions/nse_api/ICICIBANK/2024-09-29_2025-09-28.json
ICICIBANK,ICICIBANK,INE090A01013,EQ,2026-08-03,03-Aug-2026,Dividend - Rs 12 Per Share,12.0,OK,data/raw/corporate_actions/nse_api/ICICIBANK/2025-09-29_2026-09-16.json
INDIGO,INDIGO,INE646L01027,EQ,2020-08-27,-,Annual General Meeting,0.0,NONE,data/raw/corporate_actions/nse_api/INDIGO/2019-10-01_2020-09-29.json
INDIGO,INDIGO,INE646L01027,EQ,2021-08-23,-,Annual General Meeting,0.0,NONE,data/raw/corporate_actions/nse_api/INDIGO/2020-09-30_2021-09-29.json
INDIGO,INDIGO,INE646L01027,EQ,2022-08-18,-,Annual General Meeting,0.0,NONE,data/raw/corporate_actions/nse_api/INDIGO/2021-09-30_2022-09-29.json
INDIGO,INDIGO,INE646L01027,EQ,2023-08-17,-,Annual General Meeting,0.0,NONE,data/raw/corporate_actions/nse_api/INDIGO/2022-09-30_2023-09-29.json
INDIGO,INDIGO,INE646L01027,EQ,2025-08-13,13-Aug-2025,Dividend - Rs 10 Per Share,10.0,OK,data/raw/corporate_actions/nse_api/INDIGO/2024-09-29_2025-09-28.json
INDUSINDBK,INDUSINDBK,INE095A01012,EQ,2021-08-17,19-Aug-2021,Dividend - Rs 5 Per Share,5.0,OK,data/raw/corporate_actions/nse_api/INDUSINDBK/2020-09-30_2021-09-29.json
INDUSINDBK,INDUSINDBK,INE095A01012,EQ,2022-08-11,12-Aug-2022,Annual General Meeting/Dividend - Rs 8.50 Per Share,8.5,OK,data/raw/corporate_actions/nse_api/INDUSINDBK/2021-09-30_2022-09-29.json
INDUSINDBK,INDUSINDBK,INE095A01012,EQ,2023-06-02,02-Jun-2023,Dividend - Rs 14 Per Share,14.0,OK,data/raw/corporate_actions/nse_api/INDUSINDBK/2022-09-30_2023-09-29.json
INDUSINDBK,INDUSINDBK,INE095A01012,EQ,2024-06-28,28-Jun-2024,Dividend - Rs 16.50 Per Share,16.5,OK,data/raw/corporate_actions/nse_api/INDUSINDBK/2023-09-30_2024-09-28.json
INDUSINDBK,INDUSINDBK,INE095A01012,EQ,2026-06-25,26-Jun-2026,Dividend - Rs 1.50 Per Share,1.5,OK,data/raw/corporate_actions/nse_api/INDUSINDBK/2025-09-29_2026-09-16.json
INDUSTOWER,INDUSTOWER,INE121J01017,EQ,2019-12-19,20-Dec-2019,Interim Dividend - Rs 2.75 Per Share,2.75,OK,data/raw/corporate_actions/nse_api/INDUSTOWER/2019-10-01_2020-09-29.json
INDUSTOWER,INDUSTOWER,INE121J01017,EQ,2020-05-05,06-May-2020,Interim Dividend - Rs 4.10 Per Share,4.1,OK,data/raw/corporate_actions/nse_api/INDUSTOWER/2019-10-01_2020-09-29.json
INDUSTOWER,INDUSTOWER,INE121J01017,EQ,2020-08-05,06-Aug-2020,Interim Dividend - Rs 2.30 Per Share,2.3,OK,data/raw/corporate_actions/nse_api/INDUSTOWER/2019-10-01_2020-09-29.json
INDUSTOWER,INDUSTOWER,INE121J01017,EQ,2021-02-08,09-Feb-2021,Interim Dividend - Rs 17.82 Per Share,17.82,OK,data/raw/corporate_actions/nse_api/INDUSTOWER/2020-09-30_2021-09-29.json
INDUSTOWER,INDUSTOWER,INE121J01017,EQ,2022-05-13,17-May-2022,Interim Dividend - Rs 11 Per Share,11.0,OK,data/raw/corporate_actions/nse_api/INDUSTOWER/2021-09-30_2022-09-29.json
INDUSTOWER,INDUSTOWER,INE121J01017,EQ,2024-08-09,09-Aug-2024,Buy Back,0.0,NONE,data/raw/corporate_actions/nse_api/INDUSTOWER/2023-09-30_2024-09-28.json
INDUSTOWER,INDUSTOWER,INE121J01017,EQ,2026-08-10,10-Aug-2026,Dividend - Rs 14 Per Share,14.0,OK,data/raw/corporate_actions/nse_api/INDUSTOWER/2025-09-29_2026-09-16.json
INFY,INFY,INE009A01021,EQ,2019-10-23,24-Oct-2019,Interim Dividend - Rs 8 Per Share,8.0,OK,data/raw/corporate_actions/nse_api/INFY/2019-10-01_2020-09-29.json
INFY,INFY,INE009A01021,EQ,2020-05-29,01-Jun-2020,Dividend - Rs 9.50 Per Share,9.5,OK,data/raw/corporate_actions/nse_api/INFY/2019-10-01_2020-09-29.json
INFY,INFY,INE009A01021,EQ,2020-10-23,26-Oct-2020,Interim Dividend - Rs 12 Per Share,12.0,OK,data/raw/corporate_actions/nse_api/INFY/2020-09-30_2021-09-29.json
INFY,INFY,INE009A01021,EQ,2021-05-31,01-Jun-2021,Annual General Meeting/Dividend - Rs 15 Per Share,15.0,OK,data/raw/corporate_actions/nse_api/INFY/2020-09-30_2021-09-29.json
INFY,INFY,INE009A01021,EQ,2021-10-26,27-Oct-2021,Interim Dividend - Rs 15 Per Sh,15.0,OK,data/raw/corporate_actions/nse_api/INFY/2021-09-30_2022-09-29.json
INFY,INFY,INE009A01021,EQ,2022-05-31,01-Jun-2022,Annual General Meeting/Dividend - Rs 16 Per Share,16.0,OK,data/raw/corporate_actions/nse_api/INFY/2021-09-30_2022-09-29.json
INFY,INFY,INE009A01021,EQ,2022-10-27,28-Oct-2022,Interim Dividend - Rs 16.50 Per Share,16.5,OK,data/raw/corporate_actions/nse_api/INFY/2022-09-30_2023-09-29.json
INFY,INFY,INE009A01021,EQ,2023-06-02,02-Jun-2023,Annual General Meeting/Dividend - Rs 17.50 Per Share,17.5,OK,data/raw/corporate_actions/nse_api/INFY/2022-09-30_2023-09-29.json
INFY,INFY,INE009A01021,EQ,2023-10-25,25-Oct-2023,Interim Dividend - Rs 18 Per Share,18.0,OK,data/raw/corporate_actions/nse_api/INFY/2023-09-30_2024-09-28.json
INFY,INFY,INE009A01021,EQ,2024-05-31,31-May-2024,Annual General Meeting/Special Dividend - Rs 8 Per Share /Dividend - Rs 20 Per Share,28.0,OK,data/raw/corporate_actions/nse_api/INFY/2023-09-30_2024-09-28.json
INFY,INFY,INE009A01021,EQ,2024-10-29,29-Oct-2024,Interim Dividend - Rs 21 Per Share,21.0,OK,data/raw/corporate_actions/nse_api/INFY/2024-09-29_2025-09-28.json
INFY,INFY,INE009A01021,EQ,2025-05-30,30-May-2025,Dividend - Rs 22 Per Share,22.0,OK,data/raw/corporate_actions/nse_api/INFY/2024-09-29_2025-09-28.json
INFY,INFY,INE009A01021,EQ,2025-10-27,27-Oct-2025,Interim Dividend - Rs 23 Per Share,23.0,OK,data/raw/corporate_actions/nse_api/INFY/2025-09-29_2026-09-16.json
INFY,INFY,INE009A01021,EQ,2025-11-14,14-Nov-2025,Buy Back,0.0,NONE,data/raw/corporate_actions/nse_api/INFY/2025-09-29_2026-09-16.json
INFY,INFY,INE009A01021,EQ,2026-06-10,10-Jun-2026,Dividend - Rs 25 Per Share,25.0,OK,data/raw/corporate_actions/nse_api/INFY/2025-09-29_2026-09-16.json
IOC,IOC,INE242A01010,EQ,2020-03-23,25-Mar-2020,Interim Dividend - Rs 4.25 Per Share,4.25,OK,data/raw/corporate_actions/nse_api/IOC/2019-10-01_2020-09-29.json
IOC,IOC,INE242A01010,EQ,2021-02-09,10-Feb-2021,Interim Dividend - Rs 7.50 Per Share,7.5,OK,data/raw/corporate_actions/nse_api/IOC/2020-09-30_2021-09-29.json
IOC,IOC,INE242A01010,EQ,2021-03-23,24-Mar-2021,Interim Dividend - Rs 3 Per Share,3.0,OK,data/raw/corporate_actions/nse_api/IOC/2020-09-30_2021-09-29.json
IOC,IOC,INE242A01010,EQ,2021-08-05,06-Aug-2021,Dividend - Rs 1.50 Per Share,1.5,OK,data/raw/corporate_actions/nse_api/IOC/2020-09-30_2021-09-29.json
IOC,IOC,INE242A01010,EQ,2021-11-11,12-Nov-2021,Interim Dividend - Rs 5 Per Share,5.0,OK,data/raw/corporate_actions/nse_api/IOC/2021-09-30_2022-09-29.json
IOC,IOC,INE242A01010,EQ,2022-02-09,10-Feb-2022,Interim Dividend - Rs 4 Per Share,4.0,OK,data/raw/corporate_actions/nse_api/IOC/2021-09-30_2022-09-29.json
IOC,IOC,INE242A01010,EQ,2022-06-30,01-Jul-2022,Bonus 1:2,0.0,NONE,data/raw/corporate_actions/nse_api/IOC/2021-09-30_2022-09-29.json
IOC,IOC,INE242A01010,EQ,2022-08-11,12-Aug-2022,Dividend - Rs 2.40 Per Share,2.4,OK,data/raw/corporate_actions/nse_api/IOC/2021-09-30_2022-09-29.json
IOC,IOC,INE242A01010,EQ,2023-07-28,28-Jul-2023,Dividend - Rs 3 Per Share,3.0,OK,data/raw/corporate_actions/nse_api/IOC/2022-09-30_2023-09-29.json
IOC,IOC,INE242A01010,EQ,2023-11-10,10-Nov-2023,Interim Dividend - Rs 5 Per Share,5.0,OK,data/raw/corporate_actions/nse_api/IOC/2023-09-30_2024-09-28.json
IOC,IOC,INE242A01010,EQ,2024-07-12,12-Jul-2024,Dividend - Rs 7 Per Share,7.0,OK,data/raw/corporate_actions/nse_api/IOC/2023-09-30_2024-09-28.json
IOC,IOC,INE242A01010,EQ,2025-08-08,08-Aug-2025,Dividend - Rs 3 Per Share,3.0,OK,data/raw/corporate_actions/nse_api/IOC/2024-09-29_2025-09-28.json
IOC,IOC,INE242A01010,EQ,2025-12-18,18-Dec-2025,Interim Dividend - Rs 5 Per Share,5.0,OK,data/raw/corporate_actions/nse_api/IOC/2025-09-29_2026-09-16.json
IOC,IOC,INE242A01010,EQ,2026-03-12,12-Mar-2026,Interim Dividend - Rs 2 Per Share,2.0,OK,data/raw/corporate_actions/nse_api/IOC/2025-09-29_2026-09-16.json
IOC,IOC,INE242A01010,EQ,2026-08-14,14-Aug-2026,Dividend - Rs 1.25 Per Share,1.25,OK,data/raw/corporate_actions/nse_api/IOC/2025-09-29_2026-09-16.json
ITC,ITC,INE154A01025,EQ,2020-07-06,-,Dividend - Rs 10.15 Per Share,10.15,OK,data/raw/corporate_actions/nse_api/ITC/2019-10-01_2020-09-29.json
ITC,ITC,INE154A01025,EQ,2021-02-22,23-Feb-2021,Interim Dividend - Rs 5 Per Share,5.0,OK,data/raw/corporate_actions/nse_api/ITC/2020-09-30_2021-09-29.json
ITC,ITC,INE154A01025,EQ,2021-06-10,11-Jun-2021,Dividend - Rs 5.75 Per Share,5.75,OK,data/raw/corporate_actions/nse_api/ITC/2020-09-30_2021-09-29.json
ITC,ITC,INE154A01025,EQ,2022-02-14,15-Feb-2022,Interim Dividend - Rs 5.25 Per Share,5.25,OK,data/raw/corporate_actions/nse_api/ITC/2021-09-30_2022-09-29.json
ITC,ITC,INE154A01025,EQ,2022-05-26,28-May-2022,Dividend - Rs 6.25 Per Share,6.25,OK,data/raw/corporate_actions/nse_api/ITC/2021-09-30_2022-09-29.json
ITC,ITC,INE154A01025,EQ,2023-02-15,15-Feb-2023,Interim Dividend - Rs 6 Per Share,6.0,OK,data/raw/corporate_actions/nse_api/ITC/2022-09-30_2023-09-29.json
ITC,ITC,INE154A01025,EQ,2023-05-30,30-May-2023,Dividend - Rs 6.75 Per Share /Special Dividend - Rs 2.75 Per Share,9.5,OK,data/raw/corporate_actions/nse_api/ITC/2022-09-30_2023-09-29.json
ITC,ITC,INE154A01025,EQ,2024-02-08,08-Feb-2024,Interim Dividend - Rs 6.25 Per Share,6.25,OK,data/raw/corporate_actions/nse_api/ITC/2023-09-30_2024-09-28.json
ITC,ITC,INE154A01025,EQ,2024-06-04,04-Jun-2024,Dividend - Rs 7.50 Per Share,7.5,OK,data/raw/corporate_actions/nse_api/ITC/2023-09-30_2024-09-28.json
ITC,ITC,INE154A01025,EQ,2025-01-06,06-Jan-2025,Demerger,0.0,NONE,data/raw/corporate_actions/nse_api/ITC/2024-09-29_2025-09-28.json
ITC,ITC,INE154A01025,EQ,2025-02-12,12-Feb-2025,Interim Dividend - Rs 6.50 Per Share,6.5,OK,data/raw/corporate_actions/nse_api/ITC/2024-09-29_2025-09-28.json
ITC,ITC,INE154A01025,EQ,2025-05-28,28-May-2025,Dividend - Rs 7.85 Per Share,7.85,OK,data/raw/corporate_actions/nse_api/ITC/2024-09-29_2025-09-28.json
ITC,ITC,INE154A01025,EQ,2026-02-04,04-Feb-2026,Interim Dividend - Rs 6.50 Per Share,6.5,OK,data/raw/corporate_actions/nse_api/ITC/2025-09-29_2026-09-16.json
ITC,ITC,INE154A01025,EQ,2026-05-27,27-May-2026,Dividend - Rs 8 Per Share,8.0,OK,data/raw/corporate_actions/nse_api/ITC/2025-09-29_2026-09-16.json
JIOFIN,JIOFIN,INE758E01017,EQ,2025-08-11,11-Aug-2025,Dividend - Re 0.50 Per Share,0.5,OK,data/raw/corporate_actions/nse_api/JIOFIN/2024-09-29_2025-09-28.json
JIOFIN,JIOFIN,INE758E01017,EQ,2026-08-10,10-Aug-2026,Dividend - Rs 0.60 Per Share,0.6,OK,data/raw/corporate_actions/nse_api/JIOFIN/2025-09-29_2026-09-16.json
JSWSTEEL,JSWSTEEL,INE019A01020,EQ,2020-07-06,-,Dividend - Rs 2 Per Share,2.0,OK,data/raw/corporate_actions/nse_api/JSWSTEEL/2019-10-01_2020-09-29.json
JSWSTEEL,JSWSTEEL,INE019A01020,EQ,2021-07-05,-,Annual General Meeting/Dividend - Rs 6.50 Per Share,6.5,OK,data/raw/corporate_actions/nse_api/JSWSTEEL/2020-09-30_2021-09-29.json
JSWSTEEL,JSWSTEEL,INE019A01020,EQ,2022-07-04,-,Annual General Meeting/Dividend - Rs 17.35 Per Share,17.35,OK,data/raw/corporate_actions/nse_api/JSWSTEEL/2021-09-30_2022-09-29.json
JSWSTEEL,JSWSTEEL,INE019A01020,EQ,2023-07-11,-,Annual General Meeting/Dividend - Rs 3.40 Per Share,3.4,OK,data/raw/corporate_actions/nse_api/JSWSTEEL/2022-09-30_2023-09-29.json
JSWSTEEL,JSWSTEEL,INE019A01020,EQ,2024-07-09,-,Annual General Meeting/Dividend - Rs 7.30 Per Share,7.3,OK,data/raw/corporate_actions/nse_api/JSWSTEEL/2023-09-30_2024-09-28.json
JSWSTEEL,JSWSTEEL,INE019A01020,EQ,2025-07-08,08-Jul-2025,Dividend - Rs 2.80 Per Share,2.8,OK,data/raw/corporate_actions/nse_api/JSWSTEEL/2024-09-29_2025-09-28.json
JSWSTEEL,JSWSTEEL,INE019A01020,EQ,2026-07-07,07-Jul-2026,Dividend - Rs 7.10 Per Share,7.1,OK,data/raw/corporate_actions/nse_api/JSWSTEEL/2025-09-29_2026-09-16.json
KOTAKBANK,KOTAKBANK,INE237A01010,EQ,2021-08-11,12-Aug-2021,Dividend - Rs 0.90 Per Share,0.9,OK,data/raw/corporate_actions/nse_api/KOTAKBANK/2020-09-30_2021-09-29.json
KOTAKBANK,KOTAKBANK,INE237A01010,EQ,2022-08-11,12-Aug-2022,Dividend - Rs 1.10 Per Share,1.1,OK,data/raw/corporate_actions/nse_api/KOTAKBANK/2021-09-30_2022-09-29.json
KOTAKBANK,KOTAKBANK,INE237A01010,EQ,2023-08-04,04-Aug-2023,Dividend - Rs 1.50 Per Sh,1.5,OK,data/raw/corporate_actions/nse_api/KOTAKBANK/2022-09-30_2023-09-29.json
KOTAKBANK,KOTAKBANK,INE237A01010,EQ,2024-07-19,19-Jul-2024,Dividend - Rs 2 Per Share,2.0,OK,data/raw/corporate_actions/nse_api/KOTAKBANK/2023-09-30_2024-09-28.json
KOTAKBANK,KOTAKBANK,INE237A01010,EQ,2025-07-18,18-Jul-2025,Dividend - Rs 2.50 Per Share,2.5,OK,data/raw/corporate_actions/nse_api/KOTAKBANK/2024-09-29_2025-09-28.json
KOTAKBANK,KOTAKBANK,INE237A01010,EQ,2026-01-14,14-Jan-2026,Face Value Split (Sub-Division) - From Rs 5/- Per Share To Re 1/- Per Share,0.0,NONE,data/raw/corporate_actions/nse_api/KOTAKBANK/2025-09-29_2026-09-16.json
KOTAKBANK,KOTAKBANK,INE237A01010,EQ,2026-07-17,17-Jul-2026,Dividend - Rs 0.65 Per Share,0.65,OK,data/raw/corporate_actions/nse_api/KOTAKBANK/2025-09-29_2026-09-16.json
LT,LT,INE018A01030,EQ,2020-03-24,26-Mar-2020,Interim Dividend - Rs 10 Per Share,10.0,OK,data/raw/corporate_actions/nse_api/LT/2019-10-01_2020-09-29.json
LT,LT,INE018A01030,EQ,2020-08-05,-,Annual General Meeting/Dividend - Rs 8 Per Share,8.0,OK,data/raw/corporate_actions/nse_api/LT/2019-10-01_2020-09-29.json
LT,LT,INE018A01030,EQ,2020-11-04,05-Nov-2020,Special Dividend - Rs 18 Per Share,18.0,OK,data/raw/corporate_actions/nse_api/LT/2020-09-30_2021-09-29.json
LT,LT,INE018A01030,EQ,2021-07-28,-,Annual General Meeting/Dividend - Rs 18 Per Share,18.0,OK,data/raw/corporate_actions/nse_api/LT/2020-09-30_2021-09-29.json
LT,LT,INE018A01030,EQ,2022-07-21,22-Jul-2022,Dividend - Rs 22 Per Share,22.0,OK,data/raw/corporate_actions/nse_api/LT/2021-09-30_2022-09-29.json
LT,LT,INE018A01030,EQ,2023-08-02,02-Aug-2023,Dividend - Rs 24 Per Share,24.0,OK,data/raw/corporate_actions/nse_api/LT/2022-09-30_2023-09-29.json
