folder_symbol,nse_symbol,isin,series,ex_date,record_date,subject,dividend_per_share,dividend_status,raw_file
BRITANNIA,BRITANNIA,INE216A01014,EQ,2020-06-29,-,Annual General Meeting,0.0,NONE,data/raw/corporate_actions/nse_api/BRITANNIA/2019-10-01_2020-09-29.json
BRITANNIA,BRITANNIA,INE216A01014,EQ,2020-08-26,27-Aug-2020,Interim Dividend - Rs 83 Per Share,83.0,OK,data/raw/corporate_actions/nse_api/BRITANNIA/2019-10-01_2020-09-29.json
BRITANNIA,BRITANNIA,INE216A01014,EQ,2021-04-08,10-Apr-2021,Interim Dividend - Rs 62 Per Share,62.0,OK,data/raw/corporate_actions/nse_api/BRITANNIA/2020-09-30_2021-09-29.json
BRITANNIA,BRITANNIA,INE216A01014,EQ,2021-05-25,27-May-2021,Dividend - Rs 12.50 Per Share Pursuant To Scheme,12.5,OK,data/raw/corporate_actions/nse_api/BRITANNIA/2020-09-30_2021-09-29.json
BRITANNIA,BRITANNIA,INE216A01014,EQ,2021-05-25,27-May-2021,Scheme Of Arangement- Bonus - 1 Debenture For 1 Equity Share Held,0.0,NONE,data/raw/corporate_actions/nse_api/BRITANNIA/2020-09-30_2021-09-29.json
BRITANNIA,BRITANNIA,INE216A01014,EQ,2021-08-30,-,Annual General Meeting,0.0,NONE,data/raw/corporate_actions/nse_api/BRITANNIA/2020-09-30_2021-09-29.json
BRITANNIA,BRITANNIA,INE216A01014,EQ,2022-06-20,-,Annual General Meeting/Dividend - Rs 56.50 Per Share,56.5,OK,data/raw/corporate_actions/nse_api/BRITANNIA/2021-09-30_2022-09-29.json
BRITANNIA,BRITANNIA,INE216A01014,EQ,2023-04-13,13-Apr-2023,Interim Dividend - Rs 72 Per Share,72.0,OK,data/raw/corporate_actions/nse_api/BRITANNIA/2022-09-30_2023-09-29.json
BRITANNIA,BRITANNIA,INE216A01014,EQ,2023-08-21,-,Annual General Meeting,0.0,NONE,data/raw/corporate_actions/nse_api/BRITANNIA/2022-09-30_2023-09-29.json
BRITANNIA,BRITANNIA,INE216A01014,EQ,2024-08-05,-,Annual General Meeting/ Dividend - Rs 73.5 Per Share,73.5,OK,data/raw/corporate_actions/nse_api/BRITANNIA/2023-09-30_2024-09-28.json
BRITANNIA,BRITANNIA,INE216A01014,EQ,2025-08-04,04-Aug-2025,Dividend - Rs 75 Per Share,75.0,OK,data/raw/corporate_actions/nse_api/BRITANNIA/2024-09-29_2025-09-28.json
BRITANNIA,BRITANNIA,INE216A01014,EQ,2026-07-31,31-Jul-2026,Dividend - Rs 90.50 Per Share,90.5,OK,data/raw/corporate_actions/nse_api/BRITANNIA/2025-09-29_2026-09-16.json
CIPLA,CIPLA,INE059A01026,EQ,2020-03-19,20-Mar-2020,Interim Dividend - Rs 3 Per Share Special Dividend - Re 1 Per Share,4.0,OK,data/raw/corporate_actions/nse_api/CIPLA/2019-10-01_2020-09-29.json
CIPLA,CIPLA,INE059A01026,EQ,2020-08-11,-,Annual General Meeting,0.0,NONE,data/raw/corporate_actions/nse_api/CIPLA/2019-10-01_2020-09-29.json
CIPLA,CIPLA,INE059A01026,EQ,2021-08-09,-,Annual General Meeting/Dividend - Rs 5 Per Share,5.0,OK,data/raw/corporate_actions/nse_api/CIPLA/2020-09-30_2021-09-29.json
CIPLA,CIPLA,INE059A01026,EQ,2022-08-08,10-Aug-2022,Dividend - Rs 5 Per Share,5.0,OK,data/raw/corporate_actions/nse_api/CIPLA/2021-09-30_2022-09-29.json
CIPLA,CIPLA,INE059A01026,EQ,2023-07-21,21-Jul-2023,Dividend - Rs 8.50 Per Share,8.5,OK,data/raw/corporate_actions/nse_api/CIPLA/2022-09-30_2023-09-29.json
CIPLA,CIPLA,INE059A01026,EQ,2024-08-02,02-Aug-2024,Dividend - Rs 13 Per Share,13.0,OK,data/raw/corporate_actions/nse_api/CIPLA/2023-09-30_2024-09-28.json
CIPLA,CIPLA,INE059A01026,EQ,2025-06-27,27-Jun-2025,Dividend - Rs 13 Per Share/Special Dividend - Rs 3 Per Share,16.0,OK,data/raw/corporate_actions/nse_api/CIPLA/2024-09-29_2025-09-28.json
CIPLA,CIPLA,INE059A01026,EQ,2026-06-05,05-Jun-2026,Dividend - Rs 13 Per Share,13.0,OK,data/raw/corporate_actions/nse_api/CIPLA/2025-09-29_2026-09-16.json
COALINDIA,COALINDIA,INE522F01014,EQ,2020-03-19,20-Mar-2020,Interim Dividend - Rs 12 Per Share,12.0,OK,data/raw/corporate_actions/nse_api/COALINDIA/2019-10-01_2020-09-29.json
COALINDIA,COALINDIA,INE522F01014,EQ,2020-09-14,-,Annual General Meeting,0.0,NONE,data/raw/corporate_actions/nse_api/COALINDIA/2019-10-01_2020-09-29.json
COALINDIA,COALINDIA,INE522F01014,EQ,2020-11-19,20-Nov-2020,Interim Dividend - Rs 7.50 Per Share,7.5,OK,data/raw/corporate_actions/nse_api/COALINDIA/2020-09-30_2021-09-29.json
COALINDIA,COALINDIA,INE522F01014,EQ,2021-03-15,16-Mar-2021,Interim Dividend - Rs 5 Per Share,5.0,OK,data/raw/corporate_actions/nse_api/COALINDIA/2020-09-30_2021-09-29.json
COALINDIA,COALINDIA,INE522F01014,EQ,2021-09-02,03-Sep-2021,Dividend - Rs 3.50 Per Share,3.5,OK,data/raw/corporate_actions/nse_api/COALINDIA/2020-09-30_2021-09-29.json
COALINDIA,COALINDIA,INE522F01014,EQ,2021-12-06,07-Dec-2021,Interim Dividend - Rs 9 Per Sh,9.0,OK,data/raw/corporate_actions/nse_api/COALINDIA/2021-09-30_2022-09-29.json
COALINDIA,COALINDIA,INE522F01014,EQ,2022-02-21,22-Feb-2022,Interim Dividend - Rs 5 Per Share,5.0,OK,data/raw/corporate_actions/nse_api/COALINDIA/2021-09-30_2022-09-29.json
COALINDIA,COALINDIA,INE522F01014,EQ,2022-08-11,12-Aug-2022,Dividend - Rs 3 Per Share,3.0,OK,data/raw/corporate_actions/nse_api/COALINDIA/2021-09-30_2022-09-29.json
COALINDIA,COALINDIA,INE522F01014,EQ,2022-11-15,16-Nov-2022,Interim Dividend - Rs 15 Per Share,15.0,OK,data/raw/corporate_actions/nse_api/COALINDIA/2022-09-30_2023-09-29.json
COALINDIA,COALINDIA,INE522F01014,EQ,2023-02-08,08-Feb-2023,Interim Dividend - Rs 5.25 Per Share,5.25,OK,data/raw/corporate_actions/nse_api/COALINDIA/2022-09-30_2023-09-29.json
COALINDIA,COALINDIA,INE522F01014,EQ,2023-08-18,18-Aug-2023,Dividend - Rs 4 Per Share,4.0,OK,data/raw/corporate_actions/nse_api/COALINDIA/2022-09-30_2023-09-29.json
COALINDIA,COALINDIA,INE522F01014,EQ,2023-11-21,21-Nov-2023,Interim Dividend - Rs 15.25 Per Share,15.25,OK,data/raw/corporate_actions/nse_api/COALINDIA/2023-09-30_2024-09-28.json
COALINDIA,COALINDIA,INE522F01014,EQ,2024-02-20,20-Feb-2024,Interim Dividend - Rs 5.25 Per Share,5.25,OK,data/raw/corporate_actions/nse_api/COALINDIA/2023-09-30_2024-09-28.json
COALINDIA,COALINDIA,INE522F01014,EQ,2024-08-16,16-Aug-2024,Dividend - Rs 5 Per Share,5.0,OK,data/raw/corporate_actions/nse_api/COALINDIA/2023-09-30_2024-09-28.json
COALINDIA,COALINDIA,INE522F01014,EQ,2024-11-05,05-Nov-2024,Interim Dividend - Rs 15.75 Per Share,15.75,OK,data/raw/corporate_actions/nse_api/COALINDIA/2024-09-29_2025-09-28.json
COALINDIA,COALINDIA,INE522F01014,EQ,2025-01-31,31-Jan-2025,Interim Dividend - Rs 5.60 Per Share,5.6,OK,data/raw/corporate_actions/nse_api/COALINDIA/2024-09-29_2025-09-28.json
COALINDIA,COALINDIA,INE522F01014,EQ,2025-08-06,06-Aug-2025,Interim Dividend - Rs 5.50 Per Share,5.5,OK,data/raw/corporate_actions/nse_api/COALINDIA/2024-09-29_2025-09-28.json
COALINDIA,COALINDIA,INE522F01014,EQ,2025-08-21,21-Aug-2025,Dividend - Rs 5.15 Per Share,5.15,OK,data/raw/corporate_actions/nse_api/COALINDIA/2024-09-29_2025-09-28.json
COALINDIA,COALINDIA,INE522F01014,EQ,2025-11-04,04-Nov-2025,Interim Dividend - Rs 10.25 Per Share,10.25,OK,data/raw/corporate_actions/nse_api/COALINDIA/2025-09-29_2026-09-16.json
COALINDIA,COALINDIA,INE522F01014,EQ,2026-02-18,18-Feb-2026,Interim Dividend - Rs 5.50 Per Share,5.5,OK,data/raw/corporate_actions/nse_api/COALINDIA/2025-09-29_2026-09-16.json
COALINDIA,COALINDIA,INE522F01014,EQ,2026-07-31,31-Jul-2026,Interim Dividend - Rs 5.50 Per Share,5.5,OK,data/raw/corporate_actions/nse_api/COALINDIA/2025-09-29_2026-09-16.json
COALINDIA,COALINDIA,INE522F01014,EQ,2026-09-04,04-Sep-2026,Dividend - Rs 5.25 Per Share,5.25,OK,data/raw/corporate_actions/nse_api/COALINDIA/2025-09-29_2026-09-16.json
DIVISLAB,DIVISLAB,INE361B01024,EQ,2020-02-25,26-Feb-2020,Interim Dividend - Rs 16 Per Share,16.0,OK,data/raw/corporate_actions/nse_api/DIVISLAB/2019-10-01_2020-09-29.json
DIVISLAB,DIVISLAB,INE361B01024,EQ,2020-09-04,-,Annual General Meeting,0.0,NONE,data/raw/corporate_actions/nse_api/DIVISLAB/2019-10-01_2020-09-29.json
DIVISLAB,DIVISLAB,INE361B01024,EQ,2021-08-17,-,Dividend - Rs 20 Per Share,20.0,OK,data/raw/corporate_actions/nse_api/DIVISLAB/2020-09-30_2021-09-29.json
DIVISLAB,DIVISLAB,INE361B01024,EQ,2022-08-11,12-Aug-2022,Dividend - Rs 30 Per Share,30.0,OK,data/raw/corporate_actions/nse_api/DIVISLAB/2021-09-30_2022-09-29.json
DIVISLAB,DIVISLAB,INE361B01024,EQ,2023-08-11,11-Aug-2023,Dividend - Rs 30 Per Share,30.0,OK,data/raw/corporate_actions/nse_api/DIVISLAB/2022-09-30_2023-09-29.json
DIVISLAB,DIVISLAB,INE361B01024,EQ,2024-08-02,02-Aug-2024,Dividend - Rs 30 Per Share,30.0,OK,data/raw/corporate_actions/nse_api/DIVISLAB/2023-09-30_2024-09-28.json
DIVISLAB,DIVISLAB,INE361B01024,EQ,2025-07-25,25-Jul-2025,Dividend - Rs 30 Per Share,30.0,OK,data/raw/corporate_actions/nse_api/DIVISLAB/2024-09-29_2025-09-28.json
DIVISLAB,DIVISLAB,INE361B01024,EQ,2026-07-24,24-Jul-2026,Dividend - Rs 30 Per Share,30.0,OK,data/raw/corporate_actions/nse_api/DIVISLAB/2025-09-29_2026-09-16.json
DRREDDY,DRREDDY,INE089A01023,EQ,2020-07-13,-,Annual General Meeting/Dividend - Rs 25 Per Share,25.0,OK,data/raw/corporate_actions/nse_api/DRREDDY/2019-10-01_2020-09-29.json
DRREDDY,DRREDDY,INE089A01023,EQ,2021-07-09,-,Annual General Meeting/Dividend - Rs 25 Per Share,25.0,OK,data/raw/corporate_actions/nse_api/DRREDDY/2020-09-30_2021-09-29.json
DRREDDY,DRREDDY,INE089A01023,EQ,2022-07-11,-,Annual General Meeting/Dividend - Rs 30 Per Share,30.0,OK,data/raw/corporate_actions/nse_api/DRREDDY/2021-09-30_2022-09-29.json
DRREDDY,DRREDDY,INE089A01023,EQ,2023-07-11,-,Annual General Meeting/Dividend - Rs 40 Per Share,40.0,OK,data/raw/corporate_actions/nse_api/DRREDDY/2022-09-30_2023-09-29.json
DRREDDY,DRREDDY,INE089A01023,EQ,2024-07-16,-,Annual General Meeting/Dividend - Rs 40 Per Share,40.0,OK,data/raw/corporate_actions/nse_api/DRREDDY/2023-09-30_2024-09-28.json
DRREDDY,DRREDDY,INE089A01023,EQ,2024-10-28,28-Oct-2024,Face Value Split (Sub-Division) - From Rs 5/- Per Share To Re 1/- Per Share,0.0,NONE,data/raw/corporate_actions/nse_api/DRREDDY/2024-09-29_2025-09-28.json
DRREDDY,DRREDDY,INE089A01023,EQ,2025-07-10,10-Jul-2025,Dividend - Rs 8 Per Share,8.0,OK,data/raw/corporate_actions/nse_api/DRREDDY/2024-09-29_2025-09-28.json
DRREDDY,DRREDDY,INE089A01023,EQ,2026-07-10,10-Jul-2026,Dividend - Rs 8 Per Share,8.0,OK,data/raw/corporate_actions/nse_api/DRREDDY/2025-09-29_2026-09-16.json
EICHERMOT,EICHERMOT,INE066A01013,EQ,2020-03-19,21-Mar-2020,Interim Dividend - Rs 125 Per Share,125.0,OK,data/raw/corporate_actions/nse_api/EICHERMOT/2019-10-01_2020-09-29.json
EICHERMOT,EICHERMOT,INE066A01013,EQ,2020-08-24,25-Aug-2020,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share,0.0,NONE,data/raw/corporate_actions/nse_api/EICHERMOT/2019-10-01_2020-09-29.json
EICHERMOT,EICHERMOT,INE066A01013,EQ,2021-08-09,-,Annual General Meeting/Dividend - Rs 17 Per Share,17.0,OK,data/raw/corporate_actions/nse_api/EICHERMOT/2020-09-30_2021-09-29.json
EICHERMOT,EICHERMOT,INE066A01013,EQ,2022-08-12,-,Annual General Meeting/Dividend - Rs 21 Per Share,21.0,OK,data/raw/corporate_actions/nse_api/EICHERMOT/2021-09-30_2022-09-29.json
EICHERMOT,EICHERMOT,INE066A01013,EQ,2023-08-14,-,Annual General Meeting/Dividend - Rs 37 Per Share,37.0,OK,data/raw/corporate_actions/nse_api/EICHERMOT/2022-09-30_2023-09-29.json
EICHERMOT,EICHERMOT,INE066A01013,EQ,2024-08-07,07-Aug-2024,Dividend - Rs 51 Per Share,51.0,OK,data/raw/corporate_actions/nse_api/EICHERMOT/2023-09-30_2024-09-28.json
EICHERMOT,EICHERMOT,INE066A01013,EQ,2025-08-01,01-Aug-2025,Dividend - Rs 70 Per Share,70.0,OK,data/raw/corporate_actions/nse_api/EICHERMOT/2024-09-29_2025-09-28.json
EICHERMOT,EICHERMOT,INE066A01013,EQ,2026-07-31,31-Jul-2026,Dividend - Rs 82 Per Share,82.0,OK,data/raw/corporate_actions/nse_api/EICHERMOT/2025-09-29_2026-09-16.json
GAIL,GAIL,INE129A01019,EQ,2020-02-17,18-Feb-2020,Interim Dividend - Rs 6.4 Per Share,6.4,OK,data/raw/corporate_actions/nse_api/GAIL/2019-10-01_2020-09-29.json
GAIL,GAIL,INE129A01019,EQ,2021-01-27,28-Jan-2021,Buyback,0.0,NONE,data/raw/corporate_actions/nse_api/GAIL/2020-09-30_2021-09-29.json
GAIL,GAIL,INE129A01019,EQ,2021-01-27,28-Jan-2021,Interim Dividend - Rs 2.50 Per Share,2.5,OK,data/raw/corporate_actions/nse_api/GAIL/2020-09-30_2021-09-29.json
GAIL,GAIL,INE129A01019,EQ,2021-03-22,23-Mar-2021,Interim Dividend - Rs 2.5 Per Share,2.5,OK,data/raw/corporate_actions/nse_api/GAIL/2020-09-30_2021-09-29.json
GAIL,GAIL,INE129A01019,EQ,2021-12-30,31-Dec-2021,Interim Dividend - Rs 4 Per Share,4.0,OK,data/raw/corporate_actions/nse_api/GAIL/2021-09-30_2022-09-29.json
GAIL,GAIL,INE129A01019,EQ,2022-03-21,22-Mar-2022,Interim Dividend - Rs 5 Per Share,5.0,OK,data/raw/corporate_actions/nse_api/GAIL/2021-09-30_2022-09-29.json
GAIL,GAIL,INE129A01019,EQ,2022-04-21,22-Apr-2022,Buyback,0.0,NONE,data/raw/corporate_actions/nse_api/GAIL/2021-09-30_2022-09-29.json
GAIL,GAIL,INE129A01019,EQ,2022-08-01,02-Aug-2022,Dividend - Rs 1 Per Share,1.0,OK,data/raw/corporate_actions/nse_api/GAIL/2021-09-30_2022-09-29.json
GAIL,GAIL,INE129A01019,EQ,2022-09-06,07-Sep-2022,Bonus 1:2,0.0,NONE,data/raw/corporate_actions/nse_api/GAIL/2021-09-30_2022-09-29.json
GAIL,GAIL,INE129A01019,EQ,2023-03-21,21-Mar-2023,Interim Dividend - Rs 4 Per Share,4.0,OK,data/raw/corporate_actions/nse_api/GAIL/2022-09-30_2023-09-29.json
GAIL,GAIL,INE129A01019,EQ,2024-02-06,06-Feb-2024,Interim Dividend - Rs 5.50 Per Share,5.5,OK,data/raw/corporate_actions/nse_api/GAIL/2023-09-30_2024-09-28.json
GAIL,GAIL,INE129A01019,EQ,2025-02-07,07-Feb-2025,Interim Dividend - Rs 6.50 Per Share,6.5,OK,data/raw/corporate_actions/nse_api/GAIL/2024-09-29_2025-09-28.json
GAIL,GAIL,INE129A01019,EQ,2025-08-04,04-Aug-2025,Dividend - Re 1 Per Share,1.0,OK,data/raw/corporate_actions/nse_api/GAIL/2024-09-29_2025-09-28.json
GAIL,GAIL,INE129A01019,EQ,2026-02-05,05-Feb-2026,Interim Dividend - Rs 5 Per Share,5.0,OK,data/raw/corporate_actions/nse_api/GAIL/2025-09-29_2026-09-16.json
GAIL,GAIL,INE129A01019,EQ,2026-09-02,02-Sep-2026,Dividend - Re 0.50 Per Share,0.5,OK,data/raw/corporate_actions/nse_api/GAIL/2025-09-29_2026-09-16.json
GRASIM,GRASIM,INE047A01013,EQ,2020-08-26,-,Dividend - Rs 4 Per Share,4.0,OK,data/raw/corporate_actions/nse_api/GRASIM/2019-10-01_2020-09-29.json
GRASIM,GRASIM,INE047A01013,EQ,2021-08-12,-,Annual General Meeting/Dividend - Rs 5 Per Share/ Special Dividend - Rs 4 Per Share,9.0,OK,data/raw/corporate_actions/nse_api/GRASIM/2020-09-30_2021-09-29.json
GRASIM,GRASIM,INE047A01013,EQ,2022-08-11,-,Annual General Meeting/Dividend - Rs 5 Per Share/Special Dividend - Rs 5 Per Share,10.0,OK,data/raw/corporate_actions/nse_api/GRASIM/2021-09-30_2022-09-29.json
GRASIM,GRASIM,INE047A01013,EQ,2023-08-11,-,Annual General Meeting/Dividend - Rs 10 Per Share,10.0,OK,data/raw/corporate_actions/nse_api/GRASIM/2022-09-30_2023-09-29.json
GRASIM,GRASIM,INE047A01013,EQ,2024-01-10,10-Jan-2024,Rights 6:179 @ Premium Rs 1810/-,0.0,NONE,data/raw/corporate_actions/nse_api/GRASIM/2023-09-30_2024-09-28.json
GRASIM,GRASIM,INE047A01013,EQ,2024-08-06,-,Annual General Meeting/Dividend - Rs 10 Per Share,10.0,OK,data/raw/corporate_actions/nse_api/GRASIM/2023-09-30_2024-09-28.json
GRASIM,GRASIM,INE047A01013,EQ,2025-08-12,12-Aug-2025,Dividend - Rs 10 Per Share,10.0,OK,data/raw/corporate_actions/nse_api/GRASIM/2024-09-29_2025-09-28.json
GRASIM,GRASIM,INE047A01013,EQ,2026-08-07,07-Aug-2026,Dividend - Rs 10 Per Share,10.0,OK,data/raw/corporate_actions/nse_api/GRASIM/2025-09-29_2026-09-16.json
HCLTECH,HCLTECH,INE860A01027,EQ,2019-10-31,01-Nov-2019,Interim Dividend - Rs 2 Per Sh,2.0,OK,data/raw/corporate_actions/nse_api/HCLTECH/2019-10-01_2020-09-29.json
HCLTECH,HCLTECH,INE860A01027,EQ,2019-12-05,07-Dec-2019,Bonus 1:1,0.0,NONE,data/raw/corporate_actions/nse_api/HCLTECH/2019-10-01_2020-09-29.json
HCLTECH,HCLTECH,INE860A01027,EQ,2020-01-24,27-Jan-2020,Interim Dividend - Rs 2 Per Share,2.0,OK,data/raw/corporate_actions/nse_api/HCLTECH/2019-10-01_2020-09-29.json
HCLTECH,HCLTECH,INE860A01027,EQ,2020-07-23,25-Jul-2020,Interim Dividend - Rs 2 Per Share,2.0,OK,data/raw/corporate_actions/nse_api/HCLTECH/2019-10-01_2020-09-29.json
HCLTECH,HCLTECH,INE860A01027,EQ,2020-09-14,-,Dividend - Rs 2 Per Share,2.0,OK,data/raw/corporate_actions/nse_api/HCLTECH/2019-10-01_2020-09-29.json
HCLTECH,HCLTECH,INE860A01027,EQ,2020-10-22,24-Oct-2020,Interim Dividend - Rs 4 Per Share,4.0,OK,data/raw/corporate_actions/nse_api/HCLTECH/2020-09-30_2021-09-29.json
HCLTECH,HCLTECH,INE860A01027,EQ,2021-01-21,23-Jan-2021,Interim Dividend - Rs 4 Per Share,4.0,OK,data/raw/corporate_actions/nse_api/HCLTECH/2020-09-30_2021-09-29.json
HCLTECH,HCLTECH,INE860A01027,EQ,2021-04-29,01-May-2021,Interim Dividend - Rs 6 Per Share Special Interim Dividend - Rs 10 Per Share,16.0,OK,data/raw/corporate_actions/nse_api/HCLTECH/2020-09-30_2021-09-29.json
HCLTECH,HCLTECH,INE860A01027,EQ,2021-07-27,28-Jul-2021,Interim Dividend - Rs 6 Per Share,6.0,OK,data/raw/corporate_actions/nse_api/HCLTECH/2020-09-30_2021-09-29.json
HCLTECH,HCLTECH,INE860A01027,EQ,2021-10-21,23-Oct-2021,Interm Dividend - Rs 10 Per Share,10.0,OK,data/raw/corporate_actions/nse_api/HCLTECH/2021-09-30_2022-09-29.json
HCLTECH,HCLTECH,INE860A01027,EQ,2022-01-20,22-Jan-2022,Interim Dividend - Rs 10 Per Share,10.0,OK,data/raw/corporate_actions/nse_api/HCLTECH/2021-09-30_2022-09-29.json
HCLTECH,HCLTECH,INE860A01027,EQ,2022-04-28,29-Apr-2022,Interim Dividend Rs 18 Per Share,18.0,OK,data/raw/corporate_actions/nse_api/HCLTECH/2021-09-30_2022-09-29.json
HCLTECH,HCLTECH,INE860A01027,EQ,2022-07-19,20-Jul-2022,Interim Dividend- Rs 10 Per Share,10.0,OK,data/raw/corporate_actions/nse_api/HCLTECH/2021-09-30_2022-09-29.json
HCLTECH,HCLTECH,INE860A01027,EQ,2022-10-19,20-Oct-2022,Interim Dividend - Rs 10 Per Share,10.0,OK,data/raw/corporate_actions/nse_api/HCLTECH/2022-09-30_2023-09-29.json
HCLTECH,HCLTECH,INE860A01027,EQ,2023-01-19,20-Jan-2023,Interim Dividend - Rs 10 Per Share,10.0,OK,data/raw/corporate_actions/nse_api/HCLTECH/2022-09-30_2023-09-29.json
HCLTECH,HCLTECH,INE860A01027,EQ,2023-04-28,28-Apr-2023,Interim Dividend - Rs 18 Per Share,18.0,OK,data/raw/corporate_actions/nse_api/HCLTECH/2022-09-30_2023-09-29.json
HCLTECH,HCLTECH,INE860A01027,EQ,2023-07-20,20-Jul-2023,Dividend - Rs 10 Per Share,10.0,OK,data/raw/corporate_actions/nse_api/HCLTECH/2022-09-30_2023-09-29.json
HCLTECH,HCLTECH,INE860A01027,EQ,2023-10-20,20-Oct-2023,Interim Dividend - Rs 12 Per Share,12.0,OK,data/raw/corporate_actions/nse_api/HCLTECH/2023-09-30_2024-09-28.json
HCLTECH,HCLTECH,INE860A01027,EQ,2024-01-19,20-Jan-2024,Interim Dividend - Rs 12 Per Share,12.0,OK,data/raw/corporate_actions/nse_api/HCLTECH/2023-09-30_2024-09-28.json
HCLTECH,HCLTECH,INE860A01027,EQ,2024-05-07,07-May-2024,Interim Dividend - Rs 18 Per Share,18.0,OK,data/raw/corporate_actions/nse_api/HCLTECH/2023-09-30_2024-09-28.json
HCLTECH,HCLTECH,INE860A01027,EQ,2024-07-23,23-Jul-2024,Interim Dividend - Rs 12 Per Share,12.0,OK,data/raw/corporate_actions/nse_api/HCLTECH/2023-09-30_2024-09-28.json
HCLTECH,HCLTECH,INE860A01027,EQ,2024-10-22,22-Oct-2024,Interim Dividend - Rs 12 Per Share,12.0,OK,data/raw/corporate_actions/nse_api/HCLTECH/2024-09-29_2025-09-28.json
HCLTECH,HCLTECH,INE860A01027,EQ,2025-01-17,17-Jan-2025,Interim Dividend - Rs 12 Per Share Special Dividend - Rs 6 Per Share,18.0,OK,data/raw/corporate_actions/nse_api/HCLTECH/2024-09-29_2025-09-28.json
HCLTECH,HCLTECH,INE860A01027,EQ,2025-04-28,28-Apr-2025,Interim Dividend - Rs 18 Per Share,18.0,OK,data/raw/corporate_actions/nse_api/HCLTECH/2024-09-29_2025-09-28.json
HCLTECH,HCLTECH,INE860A01027,EQ,2025-07-18,18-Jul-2025,Interim Dividend - Rs 12 Per Share,12.0,OK,data/raw/corporate_actions/nse_api/HCLTECH/2024-09-29_2025-09-28.json
HCLTECH,HCLTECH,INE860A01027,EQ,2025-10-17,17-Oct-2025,Interim Dividend - Rs 12 Per Share,12.0,OK,data/raw/corporate_actions/nse_api/HCLTECH/2025-09-29_2026-09-16.json
HCLTECH,HCLTECH,INE860A01027,EQ,2026-01-16,17-Jan-2026,Interim Dividend - Rs 12 Per Share,12.0,OK,data/raw/corporate_actions/nse_api/HCLTECH/2025-09-29_2026-09-16.json
HCLTECH,HCLTECH,INE860A01027,EQ,2026-04-24,25-Apr-2026,Interim Dividend - Rs 24 Per Share,24.0,OK,data/raw/corporate_actions/nse_api/HCLTECH/2025-09-29_2026-09-16.json
HCLTECH,HCLTECH,INE860A01027,EQ,2026-07-17,17-Jul-2026,Interim Dividend - Rs 12 Per Share,12.0,OK,data/raw/corporate_actions/nse_api/HCLTECH/2025-09-29_2026-09-16.json
HDFC,HDFC,INE001A01028,EQ,2020-07-09,-,Annual General Meeting/Dividend - Rs 21 Per Share,21.0,OK,data/raw/corporate_actions/nse_api/HDFC/2019-10-01_2020-09-29.json
HDFC,HDFC,INE001A01028,EQ,2021-05-31,01-Jun-2021,Dividend - Rs 23 Per Sh,23.0,OK,data/raw/corporate_actions/nse_api/HDFC/2020-09-30_2021-09-29.json
HDFC,HDFC,INE001A01028,EQ,2022-05-31,01-Jun-2022,Dividend - Rs 30 Per Share,30.0,OK,data/raw/corporate_actions/nse_api/HDFC/2021-09-30_2022-09-29.json
HDFC,HDFC,INE001A01028,EQ,2023-05-16,16-May-2023,Interim Dividend - Rs 44 Per Share,44.0,OK,data/raw/corporate_actions/nse_api/HDFC/2022-09-30_2023-09-29.json
HDFCBANK,HDFCBANK,INE040A01018,EQ,2021-06-29,30-Jun-2021,Dividend - Rs 6.50 Per Share,6.5,OK,data/raw/corporate_actions/nse_api/HDFCBANK/2020-09-30_2021-09-29.json
HDFCBANK,HDFCBANK,INE040A01018,EQ,2022-05-12,13-May-2022,Dividend - Rs 15.50 Per Share,15.5,OK,data/raw/corporate_actions/nse_api/HDFCBANK/2021-09-30_2022-09-29.json
HDFCBANK,HDFCBANK,INE040A01018,EQ,2023-05-16,16-May-2023,Dividend - Rs 19 Per Share,19.0,OK,data/raw/corporate_actions/nse_api/HDFCBANK/2022-09-30_2023-09-29.json
HDFCBANK,HDFCBANK,INE040A01018,EQ,2024-05-10,10-May-2024,Dividend - Rs 19.50 Per Share,19.5,OK,data/raw/corporate_actions/nse_api/HDFCBANK/2023-09-30_2024-09-28.json
HDFCBANK,HDFCBANK,INE040A01018,EQ,2025-06-27,27-Jun-2025,Dividend - Rs 22 Per Share,22.0,OK,data/raw/corporate_actions/nse_api/HDFCBANK/2024-09-29_2025-09-28.json
HDFCBANK,HDFCBANK,INE040A01018,EQ,2025-07-25,25-Jul-2025,Special Dividend - Rs 5 Per Share,5.0,OK,data/raw/corporate_actions/nse_api/HDFCBANK/2024-09-29_2025-09-28.json
HDFCBANK,HDFCBANK,INE040A01018,EQ,2025-08-26,27-Aug-2025,Bonus 1:1,0.0,NONE,data/raw/corporate_actions/nse_api/HDFCBANK/2024-09-29_2025-09-28.json
HDFCBANK,HDFCBANK,INE040A01018,EQ,2026-06-19,19-Jun-2026,Dividend - Rs 13 Per Share,13.0,OK,data/raw/corporate_actions/nse_api/HDFCBANK/2025-09-29_2026-09-16.json
HDFCLIFE,HDFCLIFE,INE795G01014,EQ,2021-06-30,01-Jul-2021,Dividend - Rs 2.02 Per Sh,2.02,OK,data/raw/corporate_actions/nse_api/HDFCLIFE/2020-09-30_2021-09-29.json
