date,symbol,event,reason,shares,entry_day,put_retries,pending_calls,reasons,assigned_lots,assigned_shares,assigned_market_value,cash_before,cash_after,nav,margin_utilization,total_assigned_stock_exposure,sector,sector_exposure,top_sector,top_sector_exposure,cash_liquidity,margin_liquidity,remaining_liquidity,lots,strike,per_share,a,b,share_multiplier,position,cancelled_orders,action,pnl
2020-09-08,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-08,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-09,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-09,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-09,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-09,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-10,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-10,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-10,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-10,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-11,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-11,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-11,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-11,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-14,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-14,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-14,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-14,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-15,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-15,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-15,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-15,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-16,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-16,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-16,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-16,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-17,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-17,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-17,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-17,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-18,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-18,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-18,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-18,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-21,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-21,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-21,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-21,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-22,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-22,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-22,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-22,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-23,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-23,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-23,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-23,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-24,TATAMOTORS,ASSIGNMENT_LIQUIDITY_WARNING,,,,,,stock_exceeds_cash_backed_capacity|negative_cash|liquidity_constraint_breached,5.0,28500.0,3499800.0,1047373.3995841554,-2815903.6204408444,15485826.025559155,0.24414829365639107,18904190.0,Automobile,7897575.0,Automobile,7897575.0,-3418363.9744408443,11704988.025559155,-3418363.9744408443,,,,,,,,,,
2020-09-24,SBIN,ASSIGNMENT_LIQUIDITY_WARNING,,,,,,stock_exceeds_cash_backed_capacity|negative_cash|liquidity_constraint_breached,1.0,3000.0,529050.0,-2815903.6204408444,-3418363.9744408443,15485826.025559155,0.24414829365639107,18904190.0,Financial Services,1117350.0,Automobile,7897575.0,-3418363.9744408443,11704988.025559155,-3418363.9744408443,,,,,,,,,,
2020-09-24,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-24,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-24,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-24,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-24,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-24,TATAMOTORS,covered_call_not_available,calls_skipped_distance_cap,28500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-24,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-25,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-25,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-25,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-25,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-25,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-25,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-28,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-28,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-28,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-28,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-28,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-28,,SKIP_NEW_PUT,cash_liquidity,,True,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29,HINDALCO,covered_call_not_available,calls_skipped_distance_cap,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-30,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-30,HINDALCO,covered_call_not_available,calls_skipped_distance_cap,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-30,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-30,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-30,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-01,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-01,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-01,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-01,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-05,HINDALCO,covered_call_leftover_shares,"covered 17200, uncovered 3800",21000.0,,,,,,,,,,,,,,,,,,,,4.0,205.0,,,,,,,,
2020-10-05,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-05,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-05,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-05,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-06,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-06,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-06,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-06,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-07,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-07,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-07,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-07,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-08,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-08,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-08,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-08,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-09,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-09,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-09,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-09,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-12,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-12,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-12,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-12,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-13,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-13,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-13,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-13,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-14,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-14,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-14,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-14,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-15,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-15,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-15,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-15,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-16,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-16,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-16,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-16,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-19,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-19,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-19,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-19,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-20,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-20,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-20,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-20,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-21,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-21,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-21,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-21,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-22,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-22,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-22,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-22,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-23,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-23,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-23,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-23,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-27,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-27,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-27,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-27,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-28,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-28,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-28,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-28,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-29,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-29,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-29,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-29,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-29,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-29,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-30,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-30,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-30,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-30,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-30,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-30,,SKIP_NEW_PUT,cash_liquidity,,True,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-02,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-02,HINDALCO,covered_call_not_available,calls_skipped_distance_cap,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-02,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-02,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-02,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-03,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-03,HINDALCO,covered_call_not_available,calls_skipped_distance_cap,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-03,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-03,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-03,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-04,LT,dividend,,3750.0,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,
2020-11-04,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-04,HINDALCO,covered_call_not_available,calls_skipped_distance_cap,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-04,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-04,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-04,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-05,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-05,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-05,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-05,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-06,HINDALCO,covered_call_leftover_shares,"covered 17200, uncovered 3800",21000.0,,,,,,,,,,,,,,,,,,,,4.0,205.0,,,,,,,,
2020-11-06,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
