date,rank>2,rank>1.5,rank>1,rank>0.5
2021-06-10,45153316.58986625,43649783.63004246,28539338.831522312,29795643.576404348
2021-06-11,45285254.870074734,43763986.25859247,28759469.539975505,30011939.653895795
2021-06-14,45424389.43729657,43913027.55565719,28760083.419542924,30016724.67459402
2021-06-15,45505052.76972556,44005431.399512656,28766311.423594616,30024590.593041893
2021-06-16,45483181.42780935,43979166.7972875,28720029.582416166,29978506.677602578
2021-06-17,45447377.91157861,43958434.999010354,28629132.896022152,29893624.178291723
2021-06-18,45485927.22106402,44013383.50470985,28466566.364427153,29738849.345124975
2021-06-21,45617831.12676077,44158651.18382417,28562292.234082952,29838612.844104
2021-06-22,45790029.23932558,44333592.15563068,28688791.3217861,29965627.425623238
2021-06-23,45925047.677759975,44468182.18155702,28757630.564361177,30035948.423364844
2021-06-24,46119068.63689466,44656598.038739845,28823867.95373078,30103366.329252478
2021-06-25,46285300.23656512,44820591.35792297,28995250.85373178,30274869.757124085
2021-06-28,46335398.94726069,44852260.077340364,28972327.869941764,30248503.765359562
2021-06-29,46186759.45964937,44712429.38355882,28822623.46919303,30101503.019950394
2021-06-30,46158585.212176815,44667898.92509245,28843199.17977369,30123712.39775436
2021-07-01,46324523.70486565,44837616.20196344,28912222.501694225,30195178.148783073
2021-07-02,46467481.98020351,45017633.44160759,29077237.916311424,30362713.048741177
2021-07-05,46617016.27164234,45142069.611594796,29222710.741837315,30513430.61569403
2021-07-06,45587255.500947684,44201377.78604441,28602041.598718032,29887504.755124643
2021-07-07,45538517.46881766,44197418.69426669,28613055.066198364,29901834.01696071
2021-07-08,45285338.42527464,43902858.586283565,28402114.89428868,29689585.90121372
2021-07-09,45277605.87034104,43941769.96211698,28428458.58299937,29721669.157895166
2021-07-12,45389470.17143564,44091776.04113269,28524303.7310237,29822263.04525928
2021-07-13,45624733.57109644,44409598.35238591,28774172.862288553,30082211.7917349
2021-07-14,45782698.45947865,44545647.1475654,28856085.8542257,30171490.660696417
2021-07-15,45928303.58660467,44715861.17669314,28929978.956845522,30251973.40215533
2021-07-16,45981521.125358745,44786692.037765466,28932867.818808004,30256604.414772723
2021-07-19,45743693.2110625,44455924.075872675,28656765.988748327,29973200.322128564
2021-07-20,45479950.45913945,44101639.626864806,28355336.546145998,29662615.577452198
2021-07-22,45697107.93510112,44293733.69895235,28531965.383726873,29848136.33452774
2021-07-23,45639877.15293475,44297961.2051435,28527325.025323756,29846938.209516913
2021-07-26,45421186.77634993,44074990.679070435,28368063.034386802,29689462.95423092
2021-07-27,45230711.95413687,43967474.12579908,28253183.121711597,29580500.322250124
2021-07-28,44788316.121985346,43499251.557733834,28012569.570502363,29336656.56356444
2021-07-29,44893759.34271788,43549095.46313676,27982118.561409555,29303107.67618543
2021-07-30,44939802.87865135,43615412.26207186,28040451.89401605,29363016.904547144
2021-08-02,45500101.086608276,44245994.13653384,28468050.064065926,29798035.718441293
2021-08-03,46176781.44982391,44901952.021228775,28937209.370932795,30270438.70767922
2021-08-04,45865645.60516004,44639899.54780994,28777643.09404812,30112356.15801009
2021-08-05,45904958.55262052,44526206.71617921,28690251.233251967,30019298.069286257
2021-08-06,46108658.147716075,44791422.019389115,28914931.11715149,30248431.770127162
2021-08-09,46236444.56121704,44874541.86899409,28915339.026288874,30243281.264732745
2021-08-10,46041839.327276744,44908715.75854724,28902556.586296074,30234842.82124363
2021-08-11,46331176.636090234,44896634.2943715,28942768.56481287,30271698.841194656
2021-08-12,46579081.48766142,45187567.47636996,29123359.961679943,30461144.324438818
2021-08-13,46975252.63199425,45383030.30444568,29215680.776737936,30549834.270829074
2021-08-16,46970216.19328935,45372517.726613715,29156371.47600649,30494922.49899688
2021-08-17,46932041.25869614,45282869.138319634,29019339.962712243,30354040.29694181
2021-08-18,46772001.36688417,45191975.19561781,28928094.510647234,30265214.201132752
2021-08-20,45944625.41883057,44884631.60120445,28659667.441885944,29993815.934941594
2021-08-23,45703782.37848474,44512801.581972554,28389215.843892973,29725232.8110525
2021-08-24,46364995.24342698,44762560.5111731,28622386.896178972,29960878.489904847
2021-08-25,46416119.40117793,44962914.08528575,28804372.365191624,30160573.63058701
2021-08-26,46344186.45672274,45060940.101279326,28823164.816176828,30193280.798357256
2021-08-27,46321105.3889459,45117852.28180659,28872973.854832515,30248825.770300817
2021-08-30,46884189.810620576,45796939.87999545,29456907.310055666,30842527.160835333
2021-08-31,47101922.03503166,45950052.009109,29541113.372332394,30932811.9711321
2021-09-01,46898799.41354596,45789856.69862431,29394424.40476317,30786741.783246327
2021-09-02,46748502.91035298,45841779.25743779,29456950.40733982,30868086.343189448
2021-09-03,46918149.05736529,45809860.625125214,29518794.68142402,30917923.60763789
2021-09-06,47070270.44905888,45969851.15482536,29588432.43321697,30991475.40839101
2021-09-07,46939044.696987554,45888496.50804594,29596251.61333566,30998592.682717174
2021-09-08,46924349.09518954,45921894.42016713,29655950.769942053,31065079.959513497
2021-09-09,47035811.14367846,45979186.14119429,29666624.90302971,31072967.2387802
2021-09-13,47209822.43883623,46102424.51094806,29872566.341279604,31279096.36572943
2021-09-14,47459812.73888225,46357455.276553005,30059010.35671557,31468513.657350052
2021-09-15,47630255.68929687,46598832.35109592,30381104.348594125,31796685.951442398
2021-09-16,47689748.790093705,46722876.98458214,30597078.316908807,32017898.24800669
2021-09-17,47731247.04128638,46739951.677017,30452337.261653166,31870580.547043152
2021-09-20,47207907.24609278,46086150.931183554,29971234.025155894,31378802.451569732
2021-09-21,47208116.098964155,46112173.35945037,30036777.875573747,31450104.76049645
2021-09-22,47665762.60229948,46545149.59669253,30438506.702388972,31851197.071896456
2021-09-23,47932171.75611238,46705817.14291537,30683925.505595103,32090279.38576998
2021-09-24,48426638.56041649,47190320.99812424,30950939.28518568,32360756.702117242
2021-09-27,49266759.42484332,47926082.74072495,31445580.55309131,32852413.658580914
2021-09-28,49295576.83120766,48026354.33191532,31669214.23817435,33081245.9848247
2021-09-29,49418089.388131365,48255335.98211843,32075167.897794466,33497138.311728343
2021-09-30,49312110.81467356,47993852.03626911,31900429.295333315,33312176.674450524
2021-10-01,49634751.69891621,48401940.18550353,32242302.27849952,33661487.339915164
2021-10-04,49818347.15814198,48541082.13705854,32406172.448936068,33823613.10347612
2021-10-05,50074748.34246768,48950268.768828906,32805619.31516485,34237885.142925434
2021-10-06,49807580.08652232,48421958.35947221,32370418.1035607,33790031.610493466
2021-10-07,50503211.690340064,49262247.709013045,32942427.514135208,34379076.20619239
2021-10-08,50576725.45395507,49304259.11747597,32949515.746899985,34386662.13003435
2021-10-11,50834236.92429441,49706885.71970488,33313305.211799927,34750199.68602591
2021-10-12,50830637.727337666,49601053.76402836,33208054.333407,34632356.52252528
2021-10-13,50882199.79034906,49638399.21739693,33198817.92726236,34619445.33722854
2021-10-14,50892984.91336276,49591065.12983514,33128233.44337762,34543183.580147885
2021-10-18,50963141.24556355,49832734.215965115,33315275.596924726,34741706.66473828
2021-10-19,51011189.7688965,49833823.02397309,33277556.12444399,34703939.94884761
2021-10-20,50926148.45243692,49758241.89119837,33178939.97429283,34605461.56124608
2021-10-21,51008594.196219,49722476.46766556,33170305.496482857,34589099.85194588
2021-10-22,51025070.30027696,49625763.80339928,33026901.14102569,34443813.27095918
2021-10-25,51043693.79338112,49515619.438473925,32900991.59174747,34311767.062976204
2021-10-26,51120496.738782085,49853148.21144613,33081138.825782873,34500192.09532886
2021-10-27,51079922.54463003,49917792.243808,33121378.68222918,34545247.25605596
2021-10-28,50847154.502547264,49565000.652482346,32909597.167376827,34322486.051448494
2021-10-29,50777388.85612548,49450727.726235524,32789672.048025414,34199526.39593633
2021-11-01,50961671.76481806,49766797.37903384,33141213.452581815,34548066.041931525
2021-11-02,50924097.28291895,49767250.42754533,33121207.848567877,34565867.74202767
2021-11-03,50953723.23265942,49755882.54724183,33083601.192977216,34672099.65150059
2021-11-04,50991749.61408157,49833833.73815466,33150423.48582919,34783916.770370714
2021-11-08,51027936.86666525,49949103.536796615,33086412.20108503,34817006.08352168
2021-11-09,51013885.40687472,50025631.33407308,33126290.48632437,34896699.24956161
2021-11-10,50920874.37901851,49928791.95275389,32995271.470122486,34788092.62512129
2021-11-11,50937063.78313876,49879607.892870374,32962477.652498752,34714771.210221164
2021-11-12,50958293.61927761,50122014.154453896,33113119.03347253,34953310.004881665
2021-11-15,50781744.423876345,49917520.15369964,32936625.022244517,34794947.017606385
2021-11-16,50769375.98838454,49881495.20137079,32880359.697743945,34714966.65065248
2021-11-17,50679727.98512203,49763116.82066578,32808275.82193775,34671261.49336143
2021-11-18,50596800.41413099,49647017.511615954,32695120.894845314,34565106.54575366
2021-11-22,50523811.85942133,49268572.81216295,32440003.231408127,34223597.594137534
2021-11-23,50716406.45016707,49589708.86167148,32633028.048058916,34498243.69513027
2021-11-24,50819961.47343727,49681018.983023465,32684586.81353977,34567535.00592904
2021-11-25,50807596.929274134,49594402.6121503,32614051.89617008,34509270.66175427
2021-11-26,50719565.68666864,48784369.40442081,32022120.073539518,33857398.480263144
2021-11-29,50662332.63564311,48859047.476163924,32052024.239490774,33887986.23681843
2021-11-30,50554339.91967179,48671132.3933565,31880153.520294078,33706752.0057795
2021-12-01,50885573.54452445,49365633.43205591,32442134.036507178,34432281.01420177
2021-12-02,51243289.06220633,49807078.78619676,32763704.639963303,34806850.71529705
2021-12-03,51187646.82614983,49483454.91457676,32514978.43049952,34539101.75757381
2021-12-06,50952437.856896535,49059805.37250024,32168936.113388855,34103992.90799006
2021-12-07,51192007.579006635,49805765.07080447,32697795.862142336,34782315.474892356
2021-12-08,51393572.95050896,50160358.946369514,32976025.300148915,35115442.48515114
2021-12-09,51454925.9714476,50199015.249217674,33026674.527422253,35171294.43878046
2021-12-10,51407440.24186666,50221576.32937125,33035604.993976016,35193198.73579439
2021-12-13,51281300.4016974,49878693.751815125,32774785.461519588,34917773.55703224
2021-12-14,51213296.870346874,49809414.891346484,32713527.98529073,34859289.52768311
2021-12-15,51130551.98869733,49693590.7082948,32631108.948410634,34774519.44178896
2021-12-16,51226578.55679288,49591372.75268238,32584843.25089299,34723075.99936384
2021-12-17,50870985.67467766,48864023.87453155,32010085.69275146,34077593.600421846
2021-12-20,50456666.677832104,47826328.722530745,31213926.186496258,33150274.03408748
2021-12-21,50857050.995182775,48464878.65438248,31725821.135954943,33756313.30917654
2021-12-22,51211303.462543376,49027445.263807416,32148383.57485813,34253539.527819134
2021-12-23,51265888.27995808,49070137.75082787,32183584.453219507,34296565.49002934
2021-12-24,51180177.54747104,48873891.96546619,32044702.171052765,34152487.59582124
2021-12-27,51211495.00043717,49073044.84230173,32168021.743009217,34299584.04398434
2021-12-28,51418971.06865233,49316023.71756783,32335539.61882578,34473709.22420167
2021-12-29,51317070.587186605,49249584.57056349,32307136.73418265,34451636.548071176
2021-12-30,51296752.85556017,49169234.20078704,32271850.92207753,34415608.04859092
2021-12-31,51367482.32844481,49433018.32409251,32445567.998217586,34604568.67726186
2022-01-03,51802079.81230229,50156902.0478427,32966791.227118645,35151676.60570564
2022-01-04,51875251.42775956,50313374.805480555,33053887.610699728,35249247.09300253
2022-01-05,51672792.96448699,50327057.25600949,33069496.464816034,35267412.5554695
2022-01-06,51413655.755672604,50022158.23259483,32923498.489474572,35098371.19311404
2022-01-07,51491337.501351655,50363564.185249105,33148846.73468237,35347908.55594363
2022-01-10,51630506.45197491,50499522.57145636,33254225.53197457,35462015.97000994
2022-01-11,51829636.66587454,50635836.07847415,33323357.509428497,35535575.83363204
2022-01-12,52239005.2344439,51218776.461623564,33730825.30746676,35958261.52247657
2022-01-13,52374734.30771828,51249368.37091717,33773303.27609638,35992937.386551015
2022-01-14,52256270.28573294,51112449.4563675,33669525.26532439,35890267.27586286
2022-01-17,52294616.43410367,51149397.74122631,33678193.29482461,35901710.26953303
2022-01-18,51452763.131326474,50307747.38139136,33082683.016495287,35278532.90984685
2022-01-19,51188029.08346599,49823487.297775894,32782291.65879945,34961586.97543548
2022-01-20,51038094.29055753,49627857.49039243,32669489.221744135,34838566.21630641
2022-01-21,49601982.95263638,48177942.15925355,31717673.50533636,33834288.43246713
2022-01-24,47326804.9039408,45987977.69460829,30393944.41807673,32422868.156841114
2022-01-25,47745569.136216044,46583450.76853559,30817605.084308304,32848016.77421341
2022-01-27,45517547.70149927,44745193.86718655,29739685.333936926,31702018.01720046
2022-01-28,45585968.27370274,44729059.98693201,29795267.539241213,31741095.329854216
2022-01-31,47419742.34476825,46147847.741003454,30580875.843136482,32584485.933303412
2022-02-01,48482208.3938144,46846891.96618557,31091326.18363905,33116457.036844376
2022-02-02,49267361.16099079,47796561.10831329,31724030.404155117,33768737.01923803
2022-02-03,48407313.33118558,46999669.10246625,31199792.38726584,33210819.76306522
2022-02-04,48284657.55378316,46697141.09822035,31007803.482741807,33000096.6180962
2022-02-07,47435999.07693696,45795744.28901341,30419935.905576933,32376316.316111073
2022-02-08,47607574.20483475,45817116.23820218,30420693.99890723,32371150.164348364
2022-02-09,48813055.28205525,46811142.33687018,31124990.05345488,33094496.97263997
2022-02-10,49370403.607981846,47272753.88459261,31408700.76899007,33397058.44075576
2022-02-11,48047707.031997725,46120864.98094455,30697885.54528294,32639353.96846555
2022-02-14,46133645.54646239,43988902.36461382,29322771.10574482,31186351.77968621
2022-02-15,48230104.20851621,45776149.00250824,30454878.273458723,32383434.694160096
2022-02-16,48490380.96557333,46260730.68690619,30739594.00078022,32685266.167076305
2022-02-17,48367349.26701596,46252939.61738205,30716645.587479062,32672483.49820427
2022-02-18,48329369.96222609,46263986.6435101,30728248.183324948,32674921.83731337
2022-02-21,48346308.277304634,46022139.80757326,30579849.19761261,32511705.07789198
2022-02-22,47705798.470654584,45197909.140726015,30071181.71610511,31984273.334981814
2022-02-23,47960823.06729038,45244779.83001115,30121722.00171226,32033594.358018793
2022-02-24,44596741.566596486,41970587.62500568,27981729.30420588,29781927.39677442
2022-02-25,46853459.10543173,44003193.70606578,29326337.768772162,31181515.582512554
2022-02-28,47109486.851298764,43746494.09578265,29297352.098390333,31147837.85279955
2022-03-02,46411729.46066934,43647114.20775294,29615658.45160157,31497386.15984882
2022-03-03,46903481.19593253,43607453.55322082,29703492.526725296,31583791.209687136
2022-03-04,46701066.366265535,43517364.51358322,29546452.16446511,31436070.37901632
2022-03-07,46864715.48036109,43470830.537799865,29431854.340531796,31280821.523478523
2022-03-08,48055905.72615023,44672716.79422118,30169575.18106345,32063923.68378633
2022-03-09,48845852.872719035,45192479.3821785,30523803.364880178,32443843.186370928
2022-03-10,48970252.56946499,45290685.20125581,30587153.49176097,32505559.63101103
2022-03-11,49146985.46578539,45373186.15103698,30636142.66148474,32551715.11748528
2022-03-14,49810757.05166138,45729786.441243306,30824823.24852157,32752429.651746225
2022-03-15,48942625.54205909,44777689.46092584,30205785.038069114,32090442.75400698
2022-03-16,49895963.12901582,45820614.759230204,30936865.21935352,32862639.246994376
2022-03-17,50268047.76192788,46343951.53573958,31244681.59215334,33189626.930486705
2022-03-21,49551590.77498205,45653375.85292943,30881063.548528302,32808694.125588607
2022-03-22,50741682.98223547,46741244.86671105,31501909.526911464,33479431.409609318
2022-03-23,50890553.33181964,46791757.706195086,31511602.84548048,33489396.032803737
2022-03-24,51509418.27312973,47418674.570963904,31842892.804013487,33832042.2949497
2022-03-25,51019468.43934034,46979327.3443794,31570363.163548432,33528808.9570849
2022-03-28,50835030.371085,46617444.14953917,31446519.284970526,33391238.983268812
2022-03-29,51089604.13811818,47002625.76007329,31609548.311130792,33566504.30797656
2022-03-30,50920013.044375196,47110018.19451441,31658127.676298223,33619489.970677376
2022-03-31,50633754.61612922,46729981.33392086,31465057.158858184,33416745.74975634
2022-04-01,50697193.53035306,47033197.90609398,31726795.26075895,33692195.789552
2022-04-04,51060912.24865812,47737560.76704419,32175587.48489645,34174856.64198717
2022-04-05,51137253.32940145,47689144.09498052,32131626.04207128,34121119.64733118
2022-04-06,50514840.68221484,46877005.897898555,31653157.35095807,33606674.42028332
2022-04-07,50238771.20158652,46864575.32532218,31614316.642969184,33569757.176194586
2022-04-08,50431671.13300022,46978836.73465788,31677758.45695148,33622087.453911826
2022-04-11,49842278.47722898,46469505.43574117,31361066.46481902,33297228.352488555
2022-04-12,49360798.47529827,45927867.3923674,31009274.616702605,32908437.467446145
2022-04-13,49109218.49003729,45792337.92315982,30961599.040569186,32859332.854221445
2022-04-18,48122326.14708996,44854588.4477121,30369905.01982895,32220326.147198223
2022-04-19,47095261.26186705,43543432.92297175,29547224.575619556,31336151.664905593
2022-04-20,47752103.8933264,44250277.22206023,30015084.153409723,31830272.204447098
2022-04-21,48099662.79146983,44658063.84492929,30265323.753201805,32095810.265825093
2022-04-22,47829406.706299126,44126574.04153064,29988324.62499818,31797964.599041916
2022-04-25,46971969.75084998,43239290.3523867,29471118.55640725,31238661.414215937
2022-04-26,47464028.732435286,43545914.84357913,29712139.51623734,31492965.834804542
2022-04-27,46860611.48071544,43087997.9082623,29465981.748083547,31226241.527243726
2022-04-28,47306097.995692216,43826293.29638785,29929476.50194825,31724519.741535835
2022-04-29,46666496.253440164,43540945.84128974,29732067.53311249,31520829.232961915
2022-05-02,45841373.40891176,42917518.08058053,29391055.11382114,31149791.173428617
2022-05-04,44896911.28497085,42077086.66058891,28794443.430444717,30533917.82778364
2022-05-05,45555402.34238572,42854291.12096542,29263531.830721006,31036646.894844122
2022-05-06,44996616.98116586,42426835.357573904,28957657.766973343,30724280.997323204
2022-05-09,44829650.98613304,42348082.5828678,28838123.18367239,30588128.411029905
2022-05-10,44497825.74309356,42025397.423301466,28674635.513861332,30436718.90521527
2022-05-11,44006578.02961152,41687540.85204758,28477059.130049467,30229628.18484202
2022-05-12,43688872.845690735,41367006.619061835,28023652.782241426,29803264.99991471
2022-05-13,43736666.44133501,41266088.47429994,27998625.220441848,29780955.600437906
2022-05-16,43566997.31697437,40996993.55455278,27922225.143082373,29680070.00837268
2022-05-17,44620547.28090547,41890322.26237595,28602297.725349054,30367133.25072981
2022-05-18,44221046.024420634,41442575.80820125,28392195.34364736,30113914.02856025
2022-05-19,42440754.797523685,39518107.941984326,27030609.24798193,28693301.09186857
2022-05-20,43640637.350218415,40873669.91368076,27874418.188357387,29539043.190659318
2022-05-23,43841736.34708909,41121082.84237693,27972377.617620364,29675837.093492586
2022-05-24,43249420.26817721,40590811.66541594,27588391.702191867,29265924.33424504
2022-05-25,42363497.57338918,40042462.430659324,27125121.624331824,28805077.412007138
2022-05-26,42809215.505465984,40528103.85872251,27399761.012016572,29118101.109655134
2022-05-27,43794022.97030967,41797267.62450573,28187244.03841292,29962820.882460304
2022-05-30,44888563.79308123,42741254.68488203,28904051.38077326,30691835.361952737
2022-05-31,44876120.75757322,42770842.80123405,28931151.55717895,30716679.700408068
2022-06-01,43956666.50431876,42201037.927686445,28595003.78192064,30365486.638339687
2022-06-02,44325233.58560913,42509165.66193904,28837288.692143552,30606752.56147704
2022-06-03,44352630.703835495,42513059.326109305,28794135.996922225,30564472.45841169
2022-06-06,44323358.60895029,42370877.03571586,28737185.39905471,30496524.754211158
2022-06-07,43403186.4932192,41725729.247768015,28396860.789917465,30139170.393527377
2022-06-08,43656473.04230515,41825180.81810987,28402631.1209558,30138338.512128346
2022-06-09,44155577.12894209,42295653.481005244,28667770.142153323,30412287.86000838
2022-06-10,43589376.25313517,41565328.486411,28156409.10349364,29872185.324148107
2022-06-13,42408122.48839838,40334395.53002997,27268985.807893768,28954712.654893983
2022-06-14,42091341.76285225,40154746.15517518,27144610.779690452,28792583.786785737
2022-06-15,42024912.32488813,40063510.37261496,27073409.4415479,28722751.148097184
2022-06-16,40850355.42451118,38947738.18230608,26280874.293449696,27904739.73882269
2022-06-17,39704884.811726585,37940914.584205344,25665007.835379407,27251579.558956612
2022-06-20,40067959.336165376,38277538.316397846,25827340.781203005,27451571.457566716
2022-06-21,41371566.3737864,39272885.336826995,26507567.833129365,28135639.945294816
2022-06-22,40528838.44902566,38414922.19924804,25865407.325001456,27480108.412403114
2022-06-23,41132736.81188832,38897846.403617695,26187504.256802823,27827016.858885966
2022-06-24,41128195.21237957,38853906.69989266,26223652.378517017,27847131.534737714
2022-06-27,41715820.52675461,39375450.86430353,26568297.813348673,28215974.250382707
2022-06-28,41844007.82779646,39834760.52789649,26781820.694598906,28446608.84367048
2022-06-29,41469072.6664928,39178712.533178106,26354358.51567962,27983155.91629888
2022-06-30,41171368.7928488,38990708.130105,26186340.026574325,27815204.218262255
2022-07-01,41380266.361792415,39420347.3186338,26501065.22726654,28161972.242415696
2022-07-04,41355684.66815941,39477903.15889569,26606224.398686208,28264652.02086397
2022-07-05,41255011.82556954,39282435.46352827,26432973.34786922,28082026.748839322
2022-07-06,41679936.04925151,39295525.87893242,26515079.451139107,28142836.951552227
2022-07-07,42220942.160928905,39359753.44321431,26642848.659550376,28266893.085413445
2022-07-08,42356840.82061264,39283524.60271931,26582459.059525594,28184405.472714216
2022-07-11,41971311.745252326,38799798.86677633,26284686.33409507,27855271.39493667
2022-07-12,41574194.96880044,38413041.067835726,26040692.8872003,27592975.274776533
2022-07-13,41340763.242117606,38229198.118128285,25869534.383196793,27421124.158455588
2022-07-14,41191116.565211065,37975832.5176127,25685005.8220689,27218120.54597438
2022-07-15,41043631.18808806,37638955.51624766,25495883.590787277,27016475.00651841
2022-07-18,41710665.2060914,38182156.5594802,25946266.729697514,27488240.90046734
2022-07-19,41720567.52815326,38063916.454427995,25929999.275376882,27454397.877435625
2022-07-20,42508120.41244476,38585755.54763469,26241274.02552082,27786966.52720397
2022-07-21,42655610.84863896,38731603.247099794,26493047.47456891,28042311.43241528
2022-07-22,42655611.52225903,38705623.73086613,26468911.643055093,28019363.55008076
2022-07-25,42694494.96259753,38597617.29934355,26439974.02351514,27982022.42856079
2022-07-26,41896539.61221333,37842224.77257624,26024995.525302403,27544902.080208085
2022-07-27,42311050.56835479,38195594.618061885,26270914.485377826,27781179.240354855
2022-07-28,42936757.83103014,38870704.335765466,26769353.403729986,28311716.40900233
2022-07-29,42914375.50318907,39161010.175651975,27079328.530347444,28661129.56442184
2022-08-01,43193329.04646986,39192056.078931525,27222789.019938633,28757087.757633626
2022-08-02,43068790.94620262,38909030.80559699,27093843.90151944,28613865.8524229
2022-08-03,43421985.41499896,39136104.156502634,27226502.499848623,28755312.70895632
2022-08-04,43619322.45286946,39314006.13161401,27296612.314917073,28829823.32723568
2022-08-05,43787593.309824646,39494511.73089664,27401138.34671568,28941180.207262777
2022-08-08,44000447.337975994,39574093.15115491,27431598.842274625,28970208.38259267
2022-08-10,43780735.8547118,39426829.5926076,27326471.88958546,28870830.986653898
2022-08-11,44355164.62635471,39881705.6863316,27647811.471610006,29209331.687197946
2022-08-12,44196734.717156254,39757179.15398539,27566716.314821407,29125741.458362713
2022-08-16,44455264.10703924,40343347.52018154,27990875.557358198,29565555.59102317
2022-08-17,45016039.54372909,41188096.60717337,28526753.987647884,30141134.172197003
2022-08-18,44617811.299641,40769370.567887664,28338757.38531573,29940967.765380356
2022-08-19,44417764.37478556,40487206.90228982,28128665.750352804,29713658.870575063
2022-08-22,43828805.05794892,39783373.02645609,27692480.747544877,29240587.22219875
2022-08-23,43812268.41009813,39568238.855367444,27555473.981996257,29092105.87545172
2022-08-24,43830981.831532896,39618150.80779357,27633648.433772147,29172528.290725224
2022-08-25,43835324.07226382,39650987.63369982,27624599.402063593,29169364.970821097
2022-08-26,44190654.83687992,39722263.26533752,27649122.86936471,29199924.587855574
2022-08-29,43313673.43596354,38731778.08641521,27023505.38681809,28527415.550451268
2022-08-30,44273268.93279959,39685539.566124685,27749272.225342214,29300538.533297807
2022-09-01,43870045.08174546,39260270.3995445,27511221.42490176,29046510.018795356
2022-09-02,43794916.663124375,39185305.57760992,27447707.25877544,28981927.223929502
2022-09-05,44022542.90979123,39348307.78116686,27571201.221402735,29107668.84207025
2022-09-06,44065838.57791714,39380148.55418909,27563282.336651675,29097870.838139843
2022-09-07,44048854.33027332,39392195.451053254,27568139.772280805,29104314.153138764
2022-09-08,44416313.45177631,39878634.2566279,27896651.813204445,29465212.07198111
2022-09-09,44872389.09451412,40237332.56946005,28153996.682901457,29739127.818145506
2022-09-12,45294740.32875052,40615680.92363781,28358759.448062316,29964728.208353855
2022-09-13,45317424.194513485,40716646.77305917,28485254.748292964,30099274.379244987
2022-09-14,44702130.11787422,39904105.89095934,28077676.36917188,29655406.86933191
2022-09-15,44185837.38118063,39302853.77545001,27712681.81071031,29259878.178625643
2022-09-16,43089100.97936886,37997344.035046026,26949294.822919495,28434047.05713719
2022-09-19,43267647.02861953,38124224.43904743,27045669.071593024,28536008.900358304
2022-09-20,43940693.46642958,38856992.948825255,27502558.616563924,29018109.3058182
2022-09-21,43650846.23918899,38437880.083537266,27230899.48226181,28736446.030550987
2022-09-22,43565150.34691128,38238223.34314919,27080929.16869793,28571016.574567683
2022-09-23,43306343.289609954,37881512.72762677,26836637.67588354,28308925.937879313
2022-09-26,43374699.87267573,37703356.75555359,26648622.159722608,28101552.98573208
2022-09-27,43518310.65537462,37883870.639253736,26757405.94998498,28204877.62630062
2022-09-28,43675549.02311752,38016863.14764805,26699071.06105313,28143588.586219236
2022-09-29,43530526.76419795,38161283.0307022,26805083.031218335,28246846.40377895
2022-09-30,43831389.067896724,38280300.288381845,26917818.50527552,28364321.114376567
2022-10-03,43929871.06507582,38217082.93519422,26835622.150622323,28267492.456388384
2022-10-04,44555195.88861914,38929173.02260606,27464965.64263784,28933875.167665754
2022-10-06,44943119.53995964,39170571.04070064,27672654.993674904,29144522.948579542
2022-10-07,44950516.367550716,38934676.058109045,27528390.799837552,28991052.96103121
2022-10-10,45093375.60320614,39202668.247677356,27688725.539193586,29164185.306273155
2022-10-11,44280281.184640676,38323786.53144385,27119817.356464595,28563326.312521446
2022-10-12,44533244.2670366,38587102.194192186,27390446.613959517,28847864.754661866
2022-10-13,44268233.6003941,38262586.485889226,27165662.061661974,28591669.38267684
2022-10-14,44665362.934713334,38623116.9065018,27369441.199555576,28800717.696548805
2022-10-17,44669595.94055672,38587336.554986596,27366754.68376069,28799088.695682954
2022-10-18,44944059.028724045,38936002.741029054,27606452.332304187,29048070.502859853
2022-10-19,44836197.117853925,38808012.55582111,27540866.170956872,28981678.495805845
2022-10-20,45363282.08844654,39395126.59864463,27846804.709976315,29310046.184777297
2022-10-21,45516753.312909715,39545964.277507275,27914929.443800963,29383920.064211484
2022-10-24,45791586.99791291,39759666.97211892,28028628.479645185,29503051.5238533
2022-10-25,46095534.48786299,39953930.444919504,28083976.742584813,29570043.91502422
2022-10-27,46158026.511037454,40008595.91228658,28094033.168321617,29573983.58852674
2022-10-28,45875386.683701925,39702195.29267351,27927747.940048546,29388975.65093658
2022-10-31,46284416.44343948,40083303.97980268,28229371.81145782,29707511.909070455
2022-11-01,46827011.45528594,40656123.98260537,28533112.147590153,30012101.368493356
2022-11-02,46780798.23734797,40612371.376162246,28465885.282245122,29946503.328814644
2022-11-03,46596785.4463547,40398676.16044338,28347651.018527616,29810932.888786357
2022-11-04,46663183.082381696,40267745.83541885,28336406.85645562,29796997.548426118
2022-11-07,46781618.52175005,40200268.282338366,28328935.925230123,29790403.07640248
2022-11-09,46833230.96102381,40216460.507424586,28327789.664502017,29781209.443273343
2022-11-10,46563281.59095773,40087050.03290607,28119699.488734357,29546999.988221817
2022-11-11,47506277.652498156,41142214.458600014,28858574.41710483,30340585.635666616
2022-11-14,47296449.63216807,40865694.93623722,28797602.01468591,30277505.385544382
2022-11-15,47659963.67066913,40976280.212589614,28862966.109737895,30342975.19310142
2022-11-16,47785009.391158625,41017974.13901772,28848276.559020165,30322266.353245478
2022-11-17,47533680.54371299,40752862.96549417,28737972.112551156,30212282.615994707
