date,rank>2,rank>1.5,rank>1,rank>0.5
2020-09-04,27579248.575752523,25876382.380152173,17251300.62590327,17910308.195018873
2020-09-07,27667569.145194944,25989762.515021935,17212619.56330046,17887131.90759922
2020-09-08,27303995.470240917,25459551.881347273,16920150.90101961,17573131.522087254
2020-09-09,27185028.28487309,25453245.188180126,16835124.74715883,17415273.651121844
2020-09-10,27652338.839112964,25772913.685537595,16840426.101718873,17461143.294704296
2020-09-11,27970714.632982034,26107432.37343677,16845167.4647005,17513652.95283591
2020-09-14,27788277.733541343,25858654.008810718,16821819.0789124,17458109.470882177
2020-09-15,28253429.486077722,26388268.458996415,16867710.475585647,17527469.187219597
2020-09-16,28471960.228350822,26795034.34980932,17186306.880684257,17831733.91811271
2020-09-17,28290256.210382156,26459440.431266535,16949855.794208985,17572851.163562827
2020-09-18,28300113.68219324,26605890.453385167,17042844.716160584,17637108.423571244
2020-09-21,26796801.817030266,24848583.591776643,16417659.007298274,16916727.747275345
2020-09-22,26453296.498110946,24507960.62666071,16146330.462962661,16654467.565526135
2020-09-23,26307950.16907896,24425494.10229174,16193224.427057702,16669029.898341764
2020-09-24,22577772.322478347,20661314.84126936,15485826.025559155,15807437.74769854
2020-09-25,24962791.018642955,23022785.276452824,15953425.015761655,16377687.453829749
2020-09-28,27398422.21608986,25617935.72929217,16438313.675907768,16937681.781733178
2020-09-29,27297791.05470535,25655129.347637303,16390724.178969663,16863226.878796667
2020-09-30,26934365.94502306,25234230.98611746,16355541.949292667,16836279.033420995
2020-10-01,28315433.71548745,26569787.47303146,16580806.986813022,17129178.24548495
2020-10-05,28684434.94832634,27108267.83445718,16678177.595651107,17202784.713236645
2020-10-06,29345179.15344917,27656576.23831594,16760944.610745806,17323484.85356904
2020-10-07,29157690.89123094,27354139.14379219,16681383.894200806,17230557.052159056
2020-10-08,29291597.660653196,27583674.049721994,16626535.44595264,17187541.30888568
2020-10-09,29372254.46069721,27523638.454941094,16677524.265937833,17308862.623627838
2020-10-12,29176146.19963751,27373718.91497255,16584560.030402988,17213595.241537668
2020-10-13,29130725.61503467,27290071.30919583,16569477.922877071,17174344.787494253
2020-10-14,29689788.805956595,27833654.446883284,16570868.083266899,17221766.390860688
2020-10-15,28949945.771382883,27044655.826868728,16326445.511508891,16907275.05151572
2020-10-16,29814074.01029285,27975472.94798568,16555602.707539443,17185163.269338053
2020-10-19,30152852.5444109,28349024.0312306,16762928.598805912,17469381.593942985
2020-10-20,30296320.870108,28459761.60870491,16797764.86554531,17507948.039585166
2020-10-21,30584451.714182004,28881271.17147442,17034303.39975505,17759916.54178779
2020-10-22,30857501.32561055,29047471.468370713,17126591.70137142,17851434.600429375
2020-10-23,31536473.45337099,29618323.748225063,17307414.7703307,18044087.2153884
2020-10-26,30927286.132579237,28710070.283155113,16793730.77904604,17478591.2288531
2020-10-27,31306255.818505973,29035805.48665735,17015785.416930713,17680974.568230867
2020-10-28,31425578.01564803,28957567.66727013,16936779.82183946,17544497.463318054
2020-10-29,31015936.098230503,28423084.53585943,16565351.493708456,17144397.413992938
2020-10-30,30770045.7797854,28363849.605040222,16644133.81087012,17229282.745486964
2020-11-02,30922120.695439905,28533785.150551103,16697421.115372205,17358646.555962708
2020-11-03,31380153.30727427,29288193.238948513,17139308.73896546,17873592.405704066
2020-11-04,31618068.330098182,29640135.493260555,17179758.647524077,17938500.33718508
2020-11-05,32115943.26388725,30394444.41325871,17740519.33413984,18578618.843441844
2020-11-06,32381980.608617082,30646022.317066595,17918792.12902194,18766049.254627865
2020-11-09,32610704.87555567,30946877.23540939,18166823.59447045,19001952.95880975
2020-11-10,32953261.86387774,31118525.545610875,18614344.294770308,19465830.46167518
2020-11-11,33213738.763018526,31655655.52315761,18908519.787727777,19772762.553582486
2020-11-12,33133915.5729536,31647199.667821493,18898495.073286057,19746694.234419085
2020-11-13,33201619.79365852,31746577.979374323,18973446.71207278,19834402.0647568
2020-11-17,33496591.31945979,32122687.892228432,19318500.23805765,20185479.541813105
2020-11-18,33672342.59379389,32309992.03617151,19629601.027163967,20502135.503331408
2020-11-19,33477751.27875109,32064622.845633473,19581799.10895223,20443688.553469308
2020-11-20,33626529.87430692,32258195.320385702,19625054.41487249,20506898.623620942
2020-11-23,33610880.39269676,32342140.23982711,19731869.751377866,20606077.64029789
2020-11-24,33586631.13047558,32373084.3741394,19872889.28213167,20740051.118418522
2020-11-25,33598704.278730504,32419162.672598064,19852516.118921295,20734231.69817699
2020-11-26,33504996.571857125,32315184.40397762,19909412.03852365,20766627.054615214
2020-11-27,33445926.004384592,32241539.35122712,19914215.411486372,20771502.18880459
2020-12-01,33799212.45173752,32514510.608841322,19955700.685462095,20811512.508646794
2020-12-02,33970434.82909176,32639030.28847857,20184823.966089055,21041913.494792514
2020-12-03,34146652.462788075,32802092.708525196,20450502.33400154,21319189.574819792
2020-12-04,34471010.35284823,33111077.869001597,20734743.289206974,21611328.2487366
2020-12-07,34423584.79218551,33061379.07178139,20873138.91672431,21745547.052179508
2020-12-08,34425921.20785337,33066412.69411979,20810612.72115337,21683748.601710215
2020-12-09,34683300.37999389,33304974.056990027,21007221.612912424,21891235.2451703
2020-12-10,34695444.80862885,33315170.66041252,20980408.09200888,21867369.482567742
2020-12-11,34669599.49378001,33326872.50440769,21115059.658450164,21991088.813910514
2020-12-14,34781386.818847425,33467201.258172482,21440099.619830705,22316092.08979873
2020-12-15,34932997.53021583,33599536.5646013,21560824.035703167,22442994.296978638
2020-12-16,35083055.99820933,33761832.111704916,21800353.53895753,22698881.59814375
2020-12-17,35158839.7228497,33828385.39950375,21820850.629601195,22727426.49330204
2020-12-18,35226028.70415872,33866008.928018235,21781952.8076416,22690876.482461497
2020-12-21,34546513.918157145,33173105.235769957,20767382.10397526,21658469.231967296
2020-12-22,35007446.42629333,33594277.227290094,21159894.631654516,22066679.59718726
2020-12-23,35259489.19120712,33825016.95962806,21417074.746767607,22325157.55644829
2020-12-24,35438559.712920316,34010154.4328043,21647874.949321948,22561045.60975836
2020-12-28,35563965.327057905,34127835.288944125,21825746.109334,22740348.199226767
2020-12-29,35597712.13296432,34158546.46649572,21842964.2491614,22757904.22285392
2020-12-30,35644439.195800945,34198640.385008276,21880089.97647459,22797197.840578027
2020-12-31,35666834.015589595,34213004.54450223,21861706.578323796,22779462.339449875
2021-01-01,35625136.847373515,34161278.59722425,21837811.576653063,22753332.4643975
2021-01-04,36083576.54150782,34801121.10027991,22274988.304958977,23219809.446055043
2021-01-05,36078714.80520051,34822042.75826677,22257438.464319345,23208437.212999336
2021-01-06,36136885.85751872,34931819.690871134,22327201.2625803,23280855.12655738
2021-01-07,36175684.69848786,35029384.398117185,22445041.699754074,23396415.686742082
2021-01-08,36483201.32813335,35399836.8800291,22736003.525852896,23707568.893566355
2021-01-11,36433904.5831751,35429470.149834976,22791605.670961197,23767603.953996614
2021-01-12,36365349.867703885,35384275.26097507,22883447.083241276,23857629.27786499
2021-01-13,36107667.94103611,35146142.190016024,22725048.927621633,23698561.29155156
2021-01-14,36116363.803197205,35183604.393918455,22793577.16105093,23768703.45200567
2021-01-15,35868814.95421259,34935176.872706555,22534721.78354141,23502175.75924024
2021-01-18,35629514.27389793,34709912.63380049,22231546.068233132,23198655.621324096
2021-01-19,36461489.08050853,35499103.71230071,22779194.99705405,23762401.015770968
2021-01-20,36619551.6761006,35662145.065807626,22925341.56499738,23911726.557062924
2021-01-21,36852167.060699575,35836579.19434545,22898319.52207536,23885889.74521289
2021-01-22,36572775.23433091,35556988.5979384,22564593.868300244,23551148.080233797
2021-01-25,36600760.6223983,35589692.63395527,22496256.07445237,23487578.52594814
2021-01-27,36186419.28227608,35222006.1419212,22136664.6302489,23130288.871138524
2021-01-28,35944354.36823418,35023486.49645661,21961400.6665635,22958568.94260492
2021-01-29,35548132.78827817,34649437.12350268,21701613.485676832,22698869.554598853
2021-02-01,36276199.60502847,35314189.030772746,22372541.510917887,23370060.981670134
2021-02-02,36567730.87192617,35582398.95525277,22622126.72253635,23617720.091600973
2021-02-03,36777303.07559108,35834509.1028819,22948159.009594657,23964578.252052687
2021-02-04,36757150.377839044,35882779.35830158,23080991.320112385,24107906.444538906
2021-02-05,36696617.77867889,35853802.22152146,22997236.15409163,23997532.169062503
2021-02-08,36985637.77700049,36191811.13461058,23186335.726420224,24207159.438754
2021-02-09,37185853.07226956,36399506.92909871,23254548.154260237,24280347.791447148
2021-02-10,37378320.9661746,36598885.33143525,23334048.10557227,24359353.676192
2021-02-11,37465488.95872445,36698003.84162985,23342138.08035841,24376189.592991423
2021-02-12,37514537.049927905,36744909.959692135,23267305.57862076,24307608.04184828
2021-02-15,37586059.119525604,36816246.13751106,23296310.643842757,24351370.98459977
2021-02-16,37672720.1054053,36932022.68711168,23421808.23602466,24478084.561706446
2021-02-17,37426646.18998274,36732399.34462826,23274080.851693273,24332943.1708849
2021-02-18,37696914.87326676,37044377.39355998,23633164.774340257,24696838.09562755
2021-02-19,37510223.655266166,36831000.55054175,23481023.720592946,24547878.052562512
2021-02-22,37380882.79743708,36727070.34566621,23286970.630174495,24353343.01995296
2021-02-23,37269006.974359885,36676491.434915826,23308592.170864817,24377470.605677318
2021-02-24,37331413.750042245,36755275.13226381,23558306.235171407,24631765.723608382
2021-02-25,37324763.79544462,36798991.2499641,23933110.917925876,25007226.468578536
2021-02-26,36821940.71287487,36274631.67640733,23405487.298114043,24479698.919574365
2021-03-01,37330412.823987305,36787668.93530093,23822125.30740819,24896625.16706972
2021-03-02,37437279.785598494,36862105.369226724,23868875.18643879,24941171.329609893
2021-03-03,38226414.54313685,37619019.30263404,24266304.34098597,25365523.04153016
2021-03-04,37995744.492901295,37411778.42550481,24137148.568054453,25230509.83516354
2021-03-05,37286969.63490907,36669162.737856016,23781137.867650744,24873391.71051736
2021-03-08,37926895.63771407,37227166.243401885,24060830.98404254,25167537.581762128
2021-03-09,37920786.548815764,37237196.31379371,23996590.573795564,25098624.784048982
2021-03-10,38374262.65224695,37695891.5737509,24223150.2361089,25329772.068092912
2021-03-12,38252410.24380277,37576912.47282995,24160199.705869213,25268746.79970955
2021-03-15,38473960.28532028,37788094.95904457,24176134.345949598,25294039.387764852
2021-03-16,38777617.543021455,38018466.35668275,24337965.33329771,25454333.05203809
2021-03-17,37705509.99317281,37038887.944005236,23792801.394227657,24890451.799095687
2021-03-18,37269302.635791585,36534069.72102904,23473217.528746035,24548040.62894506
2021-03-19,38246270.47089504,37530716.687771164,23952683.736859437,25068539.541593637
2021-03-22,38263984.55371119,37524658.15720348,24046537.582004502,25175576.527959224
2021-03-23,38727063.15887411,38090490.88293789,24237549.08454418,25374125.771856546
2021-03-24,37462046.95660798,36948013.79847565,23822125.660711862,24951950.098590173
2021-03-25,35894568.93884006,35335141.46320876,23218030.235249154,24312426.46191754
2021-03-26,37024155.17255569,36391480.45247139,23881338.75037681,24984510.337585457
2021-03-30,38051359.92304962,37342608.764915906,24360940.907911472,25479967.611928016
2021-03-31,37921215.64845365,37335358.7891697,24343474.387326486,25458953.328292422
2021-04-01,39055943.106463574,38291663.57505275,24741094.90068856,25869544.597528733
2021-04-05,38025218.698909014,37336719.03102542,24479896.71918912,25600200.85635212
2021-04-06,38199248.89033337,37459556.77459556,24637664.806461945,25758902.565989003
2021-04-07,38694112.52838552,37898648.61206806,24718207.926908806,25839929.311871886
2021-04-08,38742119.612639874,38004964.54319465,24841756.080532745,25969451.094004083
2021-04-09,38503015.142670736,37757524.56772703,24760934.267336786,25882272.912388906
2021-04-12,35700892.068815395,35395911.920796394,23954713.927298307,25044833.47631118
2021-04-13,37212367.71897623,36613433.31721305,24344372.24684398,25445145.439729687
2021-04-15,37315734.82183594,36560199.29437317,24371288.95232585,25465109.439105075
2021-04-16,37866690.26836248,36938067.966782585,24630662.37146338,25739726.511337772
2021-04-19,36631381.9480351,35933846.25826213,24279542.728489045,25380697.836873256
2021-04-20,36662586.18007566,35971841.295593165,24271376.280453123,25372385.05423242
2021-04-22,36906301.534146935,36167434.5510976,24315308.45081427,25433934.561535526
2021-04-23,37226316.10032067,36511151.85919379,24452067.10243391,25579096.88777849
2021-04-26,37709475.12999217,36960491.052502714,24570798.156969637,25692708.975414395
2021-04-27,38411028.46975381,37617564.7185445,24744916.941500798,25869831.44687666
2021-04-28,39364260.25152634,38510017.47326191,24943095.759269703,26063183.954654533
2021-04-29,39399798.63735863,38530155.342292264,24961969.226400293,26085961.114872232
2021-04-30,39667615.75539742,38491471.953020066,24998866.408067793,26126941.992705256
2021-05-03,39292161.87242701,38138111.641260974,24877341.97393899,25994747.557315066
2021-05-04,39524239.6249948,38255785.18554625,24902060.340126157,26027830.052232195
2021-05-05,39973496.556398906,38668898.47052859,25253928.540263005,26394255.44957223
2021-05-06,40404962.66641436,39094281.496136956,25726319.331884906,26887863.44206311
2021-05-07,40757512.95481612,39384074.26230028,26035823.9650003,27212917.779713623
2021-05-10,41727611.354505,40270581.782241896,26655715.638852336,27850046.078170396
2021-05-11,42068798.3548761,40551183.51012744,26897185.638000876,28090190.79652094
2021-05-12,41835569.532507576,40375639.97821241,26703630.72868516,27880518.11007505
2021-05-14,41215755.24184045,39774672.39463883,26325907.34314213,27499244.177608002
2021-05-17,42362836.36669676,40879824.45962072,26814327.18914352,28005638.22523436
2021-05-18,42718112.604057506,41208019.36769185,27016419.079186007,28216829.860159375
2021-05-19,42645098.01709971,41133154.01546382,27074673.560823422,28272519.09034951
2021-05-20,42600202.60559755,41098783.40286532,26884204.384064227,28083552.165813573
2021-05-21,43401326.36932511,41828547.52982501,27205074.048916884,28418919.086560354
2021-05-24,43557675.18551907,41959824.12916459,27259105.81833577,28473097.634675257
2021-05-25,43725780.6485836,42104497.21385752,27361889.59969504,28586868.68661452
2021-05-26,43601905.285747595,41974145.03775172,27270662.222708464,28484331.0838805
2021-05-27,43904949.01075588,42279652.53617036,27420900.2468907,28649371.478774805
2021-05-28,43904942.455623336,42282693.31086682,27495852.894624975,28724437.568254575
2021-05-31,43899725.66017727,42286902.16875058,27515887.991590902,28743510.82196187
2021-06-01,44078246.43740119,42485145.80000593,27647899.871106192,28878351.83868708
2021-06-02,44344544.28929185,42774085.69568497,27832344.189275425,29067722.673897687
2021-06-03,44492718.7164388,42945030.894911475,27970743.661867306,29209266.174860016
2021-06-04,44725839.71887267,43204918.89771404,28220938.28889638,29467432.341589678
2021-06-07,45085699.952126965,43582795.0669357,28505762.63333884,29757693.83912752
2021-06-08,45231274.755923025,43736256.78424269,28579102.878218535,29835533.169035833
2021-06-09,44831158.63515923,43320545.05526874,28356638.277608175,29600730.16478957
