symbol,ex_date,contract_month,action_type,model,a,b,share_multiplier,qty_multiplier,strike_match,oi_mismatch,oi_strikes,unchanged_frac,prev_close,price_ratio,implied_ratio,lot_before,lot_after,source,price_consistent,accepted
TATASTEEL,2025-06-06,2025-06,value_adjustment,shift,1.0,-3.6,1.0,1.0,1.0,0.035,24,0.0,157.97,0.9969614483762741,0.9772108628220548,5500.0,5500,detected,True,True
TCS,2023-01-16,2023-01,value_adjustment,shift,1.0,-75.0,1.0,1.0,1.0,0.204,41,0.0,3374.55,0.9879983997866382,0.9777748144197004,175.0,175,detected,True,True
TECHM,2023-07-21,2023-07,value_adjustment,shift,1.0,-32.0,1.0,1.0,1.0,0.088,40,0.0,1252.95,0.9538289636457958,0.9744602737539407,600.0,600,detected,True,True
TECHM,2024-07-19,2024-07,value_adjustment,shift,1.0,-28.0,1.0,1.0,1.0,0.186,36,0.0,1539.35,0.9688504888426934,0.9818105044336896,600.0,600,detected,True,True
TECHM,2025-07-04,2025-07,value_adjustment,shift,1.0,-30.0,1.0,1.0,1.0,0.055,23,0.0,1671.9,0.9900113643160476,0.9820563430827203,600.0,600,detected,True,True
TECHM,2026-07-03,2026-07,value_adjustment,shift,1.0,-36.0,1.0,1.0,1.0,0.177,27,0.0,1421.3,0.9921198902413283,0.9746710757756983,600.0,600,detected,True,True
TRENT,2026-06-04,2026-06,split_bonus,lot_ratio,0.66666667,0.0,1.5,1.5,1.0,0.196,21,0.0,4257.6,0.6664787673806839,0.6666666666666666,100.0,150,detected,True,True
UPL,2024-11-26,2024-11,value_adjustment,scale,0.95924242,0.0,1.0,1.0423076923076924,1.0,0.11,25,0.0,568.55,0.9704511476563188,0.9592424242424242,1300.0,1355,detected,True,True
VEDL,2020-10-28,2020-10,value_adjustment,shift,1.0,-9.5,1.0,1.0,1.0,0.099,34,0.0,102.5,0.9307317073170732,0.9073170731707317,6200.0,6200,detected,True,True
VEDL,2021-09-08,2021-09,value_adjustment,shift,1.0,-18.5,1.0,1.0,1.0,0.124,28,0.0,311.95,0.9583266549126462,0.9406956242987659,3100.0,3100,detected,True,True
VEDL,2022-05-06,2022-05,value_adjustment,shift,1.0,-31.5,1.0,1.0,1.0,0.172,32,0.0,405.2,0.8894373149062191,0.9222606120434353,1550.0,1550,detected,True,True
VEDL,2022-07-26,2022-07,value_adjustment,shift,1.0,-19.5,1.0,1.0,1.0,0.21,51,0.0,258.0,0.9356589147286822,0.9244186046511628,1550.0,1550,detected,True,True
VEDL,2022-11-29,2022-12,value_adjustment,shift,1.0,-17.5,1.0,1.0,1.0,0.137,24,0.0,310.55,0.9719851875704396,0.9436483658026082,1550.0,1550,detected,True,True
VEDL,2023-04-06,2023-04,value_adjustment,shift,1.0,-20.5,1.0,1.0,1.0,0.294,38,0.0,286.25,0.954410480349345,0.9283842794759826,2000.0,2000,detected,True,True
VEDL,2023-05-30,2023-06,value_adjustment,shift,1.0,-18.5,1.0,1.0,1.0,0.395,30,0.0,300.35,0.950890627601132,0.9384051939404029,2000.0,2000,detected,True,True
VEDL,2023-12-27,2023-12,value_adjustment,shift,1.0,-11.0,1.0,1.0,1.0,0.239,38,0.0,261.7,0.9644631257164693,0.957967137944211,2000.0,2000,detected,True,True
VEDL,2024-05-24,2024-05,value_adjustment,shift,1.0,-11.0,1.0,1.0,1.0,0.073,48,0.0,472.7,0.9748254707002327,0.9767294266976941,2300.0,2300,detected,True,True
VEDL,2025-08-26,2025-08,value_adjustment,shift,1.0,-16.0,1.0,1.0,1.0,0.187,17,0.0,450.3,0.9509216078170108,0.964468132356207,1150.0,1150,detected,True,True
VEDL,2026-04-30,2026-05,value_adjustment,none,1.0,0.0,1.0,1.0,0.0,,26,0.0,773.6,0.35102119958634953,1.0,,1150,detected,False,False
WIPRO,2024-12-03,2024-12,split_bonus,lot_ratio,0.5,0.0,2.0,2.0,1.0,0.176,31,0.0,584.55,0.49893080147121716,0.5,1500.0,3000,detected,True,True
WIPRO,2025-01-28,2025-01,value_adjustment,shift,1.0,-6.0,1.0,1.0,1.0,0.099,42,0.0,307.95,0.9858743302484171,0.9805163175840234,3000.0,3000,detected,True,True
WIPRO,2026-01-27,2026-01,value_adjustment,shift,1.0,-6.0,1.0,1.0,1.0,0.102,35,0.0,238.4,0.9848993288590604,0.9748322147651006,3000.0,3000,detected,True,True
