date,starting_cash,starting_nav,assigned_stock_value,n_assigned_stocks,assignments_today,open_put_exposure,covered_call_exposure,gross_exposure,borrowed,uncovered_usable_shares,covered_call_opportunities,covered_call_lots_ordered,covered_call_lots_sold,covered_call_premium,cash_after_calls,margin_utilization_after_calls,breach,new_put_capacity,new_put_lots_decided,new_put_lots_attempted,new_put_lots_executed,new_put_lots_rejected,rejection_reason
2019-12-31,20000000.0,20000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20000000.0,0.0,False,20000000.0,24,0,0,0,
2020-01-01,20002728.95890411,20002728.95890411,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20002728.95890411,0.13549128820324305,False,17286851.47565414,0,18,18,0,
2020-01-02,20178991.51834649,20070791.51834649,0.0,0,0,11017250.0,0.0,11017250.0,0.0,0,0,0,0,0.0,20178991.51834649,0.13588215977964993,False,17343529.01834649,0,0,0,0,
2020-01-03,20181796.95101662,20051126.95101662,0.0,0,0,11017250.0,0.0,11017250.0,0.0,0,0,0,0,0.0,20181796.95101662,0.13573526349161183,False,17329481.95101662,0,0,0,0,
2020-01-06,20190214.419123024,19947814.419123024,0.0,0,0,11017250.0,0.0,11017250.0,0.0,0,0,0,0,0.0,20190214.419123024,0.13503797676289114,False,17254101.919123024,0,0,0,0,
2020-01-07,20193021.41208384,20001751.41208384,0.0,0,0,11017250.0,0.0,11017250.0,0.0,0,0,0,0,0.0,20193021.41208384,0.1353129005675423,False,17295256.41208384,0,0,0,0,
2020-01-08,20195828.795293584,19994213.795293584,0.0,0,0,11017250.0,0.0,11017250.0,0.0,0,0,0,0,0.0,20195828.795293584,0.13523456224302602,False,17290305.045293584,0,0,0,0,
2020-01-09,20198636.568806507,20056736.568806507,0.0,0,0,11017250.0,0.0,11017250.0,0.0,0,0,0,0,0.0,20198636.568806507,0.13555732213327798,False,17337899.068806507,0,0,0,0,
2020-01-10,20201444.732676875,20080024.732676875,0.0,0,0,11017250.0,0.0,11017250.0,0.0,0,0,0,0,0.0,20201444.732676875,0.1356550868967415,False,17356067.232676875,0,0,0,0,
2020-01-13,20209870.39552312,20101470.39552312,0.0,0,0,11017250.0,0.0,11017250.0,0.0,0,0,0,0,0.0,20209870.39552312,0.13567228895889072,False,17374257.89552312,0,0,0,0,
2020-01-14,20212680.121203177,20130750.121203177,0.0,0,0,11017250.0,0.0,11017250.0,0.0,0,0,0,0,0.0,20212680.121203177,0.13580368260199754,False,17396920.121203177,0,0,0,0,
2020-01-15,20215490.23751208,20142605.23751208,0.0,0,0,11017250.0,0.0,11017250.0,0.0,0,0,0,0,0.0,20215490.23751208,0.1358360161328341,False,17406513.98751208,0,0,0,0,
2020-01-16,20218300.744504143,20134930.744504143,0.0,0,0,11017250.0,0.0,11017250.0,0.0,0,0,0,0,0.0,20218300.744504143,0.1357576062557903,False,17401460.744504143,0,0,0,0,
