date,symbol,event,reason,shares,entry_day,put_retries,pending_calls,strike,lots,per_share,a,b,share_multiplier,position,cancelled_orders,action,pnl,spot,stop_level,entry_spot,need,forced_sales,fsp,qty,required_cash,free_cash,shortfall,realised_loss
2020-06-09,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,24500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-10,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-10,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,4100.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-10,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-10,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,24500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-11,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-11,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,4100.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-11,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-11,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,24500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-12,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-12,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,4100.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-12,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-12,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,24500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-15,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-15,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,4100.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-15,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-15,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,24500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-16,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-16,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,4100.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-16,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-16,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,24500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-17,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-17,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,4100.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-17,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-17,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,24500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,4100.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,24500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-19,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-19,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,4100.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-19,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-19,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,24500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-22,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-22,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,4100.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-22,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-22,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,24500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-23,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-23,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,4100.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-23,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-23,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,24500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-24,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-24,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-24,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,24500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-25,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-25,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-25,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,24500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-26,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-26,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-26,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,24500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-29,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-29,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-29,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,24500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,24500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-01,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-01,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-01,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,24500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-02,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-02,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-02,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,24500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-03,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-03,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-03,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,24500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-06,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-06,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-06,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,24500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-07,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-07,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-07,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,24500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-08,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-08,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-08,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,24500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-09,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-09,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-09,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,24500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-10,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-10,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-10,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,24500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-13,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-13,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-13,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,24500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-14,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-14,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-14,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,24500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-15,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-15,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-15,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,24500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-16,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-16,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-16,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,24500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-17,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-17,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-17,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,24500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-20,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-20,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-20,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,24500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-21,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-21,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-21,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,24500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-22,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-22,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-22,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,24500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-23,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-23,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-23,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,24500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-24,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-24,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-24,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,24500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-27,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-27,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-27,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,24500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-28,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-28,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-28,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,24500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-29,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-29,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-29,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,24500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-30,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-30,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-30,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,24500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-31,VEDL,UNIVERSE_EXIT_SCHEDULED,,,,,,,,,,,,24500 shares,,,,,,,,,,,,,,
2020-07-31,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-31,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-03,VEDL,UNIVERSE_EXIT_CLEARED,,,,,,,,,,,,,,sell shares,-534287.4249999996,,,,,,,,,,,
2020-08-03,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-03,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-04,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-04,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-05,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-05,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-06,TATASTEEL,dividend,,7500.0,,,,,,10.0,,,,,,,,,,,,,,,,,,
2020-08-06,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-07,TATASTEEL,covered_call_leftover_shares,"covered 6800, uncovered 700",7500.0,,,,450.0,4.0,,,,,,,,,,,,,,,,,,,
2020-08-07,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-10,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-12,HINDALCO,covered_call_leftover_shares,"covered 17200, uncovered 300",17500.0,,,,205.0,4.0,,,,,,,,,,,,,,,,,,,
2020-08-27,HINDALCO,covered_call_not_available,calls_skipped_distance_cap,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-27,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
2020-08-28,TATASTEEL,covered_call_leftover_shares,"covered 6800, uncovered 700",7500.0,,,,450.0,4.0,,,,,,,,,,,,,,,,,,,
2020-08-28,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
2020-08-31,HINDALCO,covered_call_leftover_shares,"covered 17200, uncovered 300",17500.0,,,,205.0,4.0,,,,,,,,,,,,,,,,,,,
2020-09-03,HINDALCO,dividend,,17500.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
2020-09-22,AXISBANK,PUT_STOP_LOSS,,,,,,470.0,,,,,,,,,,412.0,412.84499999999997,485.7,,,,,,,,
2020-09-23,INDUSINDBK,PUT_STOP_LOSS,,,,,,600.0,,,,,,,,,,528.05,533.3325,627.45,,,,,,,,
2020-09-23,SBIN,PUT_STOP_LOSS,,,,,,200.0,,,,,,,,,,183.8,185.385,218.1,,,,,,,,
2020-09-24,KOTAKBANK,cash_settlement_shortfall,,,,,,,,,,,,,,,,,,,300690.0748832003,1.0,,,,,,
2020-09-24,KOTAKBANK,put_forced_realisation,,,,,,1340.0,,,,,,,,,,,,,,,1246.1,3200.0,4305583.32992,215977.4285421938,4089605.9013778064,300690.0748832003
2020-09-24,MARUTI,put_forced_realisation,,,,,,6500.0,,,,,,,,,,,,,,,6297.7,700.0,4568657.6845,3989714.150233812,578943.5342661883,141721.48174990012
2020-09-24,ICICIBANK,put_forced_realisation,,,,,,370.0,,,,,,,,,,,,,,,335.7,12375.0,4597525.5764625,3847992.668483912,749532.9079785878,424749.51718287513
2020-09-24,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-24,TATAMOTORS,covered_call_not_available,calls_skipped_distance_cap,28500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-24,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,3.0,,,,,,,,,,,,,,,,,,,,,
2020-09-25,TATASTEEL,covered_call_leftover_shares,"covered 6800, uncovered 700",7500.0,,,,450.0,4.0,,,,,,,,,,,,,,,,,,,
2020-09-25,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-25,TATAMOTORS,covered_call_not_available,calls_skipped_distance_cap,28500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-28,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29,HINDALCO,covered_call_not_available,calls_skipped_distance_cap,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-30,HINDALCO,covered_call_not_available,calls_skipped_distance_cap,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-05,HINDALCO,covered_call_leftover_shares,"covered 17200, uncovered 300",17500.0,,,,205.0,4.0,,,,,,,,,,,,,,,,,,,
2020-10-29,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-29,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,3.0,,,,,,,,,,,,,,,,,,,,,
2020-10-30,TATASTEEL,covered_call_leftover_shares,"covered 6800, uncovered 700",7500.0,,,,450.0,4.0,,,,,,,,,,,,,,,,,,,
2020-10-30,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-02,HINDALCO,covered_call_not_available,calls_skipped_distance_cap,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-03,HINDALCO,covered_call_not_available,calls_skipped_distance_cap,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-04,HINDALCO,covered_call_not_available,calls_skipped_distance_cap,17500.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-06,HINDALCO,covered_call_leftover_shares,"covered 17200, uncovered 300",17500.0,,,,205.0,4.0,,,,,,,,,,,,,,,,,,,
2020-11-26,HINDALCO,residual_shares_after_call_away,sell_next_day,300.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-26,TATASTEEL,residual_shares_after_call_away,sell_next_day,700.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-28,ASIANPAINT,covered_call_not_available,calls_skipped_distance_cap,1800.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-28,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,2.0,,,,,,,,,,,,,,,,,,,,,
2021-01-29,ASIANPAINT,covered_call_not_available,calls_skipped_distance_cap,1800.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-01,ASIANPAINT,covered_call_not_available,calls_skipped_distance_cap,1800.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-03,ASIANPAINT,covered_call_leftover_shares,"covered 600, uncovered 1200",1800.0,,,,2620.0,2.0,,,,,,,,,,,,,,,,,,,
2021-02-04,ASIANPAINT,covered_call_topup,"added 300, covered 900, uncovered 900",1800.0,,,,2620.0,1.0,,,,,,,,,,,,,,,,,,,
2021-02-05,ASIANPAINT,covered_call_topup,"added 600, covered 1500, uncovered 300",1800.0,,,,2620.0,2.0,,,,,,,,,,,,,,,,,,,
2021-02-08,ASIANPAINT,covered_call_topup,"added 300, covered 1800, uncovered 0",1800.0,,,,2620.0,1.0,,,,,,,,,,,,,,,,,,,
2021-02-25,ASIANPAINT,covered_call_not_available,calls_skipped_distance_cap,1800.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-25,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
2021-02-26,ASIANPAINT,covered_call_not_available,calls_skipped_distance_cap,1800.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-01,ASIANPAINT,covered_call_not_available,calls_skipped_distance_cap,1800.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-02,ASIANPAINT,covered_call_not_available,calls_skipped_distance_cap,1800.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-03,ASIANPAINT,covered_call_not_available,calls_skipped_distance_cap,1800.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-05,ASIANPAINT,covered_call_fill_failed,participation_or_margin,,,,,2620.0,6.0,,,,,,,,,,,,,,,,,,,
2021-03-05,ASIANPAINT,covered_call_not_available,calls_skipped_distance_cap,1800.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-08,ASIANPAINT,covered_call_not_available,calls_skipped_distance_cap,1800.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-09,ASIANPAINT,covered_call_not_available,calls_skipped_distance_cap,1800.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-12,ASIANPAINT,covered_call_leftover_shares,"covered 900, uncovered 900",1800.0,,,,2620.0,3.0,,,,,,,,,,,,,,,,,,,
2021-03-15,ASIANPAINT,covered_call_topup,"added 900, covered 1800, uncovered 0",1800.0,,,,2620.0,3.0,,,,,,,,,,,,,,,,,,,
2021-03-25,COALINDIA,put_forced_realisation,,,,,,145.0,,,,,,,,,,,,,,,128.1,33600.0,4891978.07448,1496528.7538482458,3395449.320631754,568236.0973616003
2021-03-25,GAIL,put_forced_realisation,,,,,,135.0,,,,,,,,,,,,,,,128.0,36600.0,4961261.01519,928292.6564866456,4032968.3587033544,256391.664638
2021-03-25,RELIANCE,put_forced_realisation,,,,,,2000.0,,,,,,,,,,,,,,,1991.45,2500.0,5020502.95,671900.9918486456,4348601.958151354,21412.62178624989
2021-03-25,HDFCLIFE,put_forced_realisation,,,,,,670.0,,,,,,,,,,,,,,,667.0,7700.0,5180154.94381,650488.3700623957,4529666.573747604,23138.753369
2021-03-25,TATAMOTORS,put_forced_realisation,,,,,,310.0,,,,,,,,,,,,,,,285.55,17100.0,5322737.22759,627349.6166933957,4695387.610896604,418392.8661390498
2021-03-25,ASIANPAINT,covered_call_not_available,calls_skipped_distance_cap,1800.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-25,ONGC,covered_call_not_available,calls_skipped_distance_cap,46200.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-25,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,4.0,,,,,,,,,,,,,,,,,,,,,
2021-03-26,ONGC,covered_call_not_available,calls_skipped_distance_cap,46200.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-26,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
2021-03-30,ONGC,covered_call_not_available,lot_unresolved_skips,46200.0,,,,,,,,,,,,,,,,,,,,,,,,
