trade_id,cycle_id,date,symbol,sector,instrument,expiry,exit_date,strike,lots,lot_size,quantity,entry_quote,entry_premium,exit_price,status,assigned_or_exercised,underlying_entry,underlying_exit,premium_inr,option_pnl,stock_pnl,transaction_costs,margin_requirement,leveraged_capital_requirement,total_pnl,exit_reason
3,3,2020-01-01,ONGC,Oil Gas & Consumable Fuels,PE,2020-01-30,2020-01-30,122.5,1.0,4100.0,4100,1.8,1.7,6.900000000000006,assigned,True,127.45,115.6,6970.0,-21320.000000000022,0.0,2091.0231796000003,502250.0,125562.5,-23411.023179600023,CONTRACT_EXPIRY
1,1,2020-01-01,TATASTEEL,Metals & Mining,PE,2020-01-30,2020-01-30,450.0,5.0,1500.0,7500,8.95,8.7262,1.4499999999999886,assigned,True,467.75,448.55,65446.5,54571.50000000009,0.0,13936.49641187,3375000.0,843750.0,40635.00358813009,CONTRACT_EXPIRY
2,2,2020-01-01,VEDL,Metals & Mining,PE,2020-01-30,2020-01-30,145.0,7.0,3500.0,24500,2.2,2.1,4.050000000000011,assigned,True,154.6,140.95,51450.0,-47775.00000000028,0.0,14649.183161,3552500.0,888125.0,-62424.18316100028,CONTRACT_EXPIRY
4,4,2020-01-01,HINDALCO,Metals & Mining,PE,2020-01-30,2020-01-30,205.0,5.0,3500.0,17500,2.95,2.85,11.550000000000011,assigned,True,214.3,193.45,49875.0,-152250.0000000002,0.0,14791.005852499999,3587500.0,896875.0,-167041.0058525002,CONTRACT_EXPIRY
5,4,2020-01-31,HINDALCO,Metals & Mining,CE,2020-02-27,2020-02-27,205.0,5.0,3500.0,17500,2.6,2.5,0.0,expired_otm,False,189.35,168.35,43750.0,43750.0,0.0,71.339125,0.0,0.0,43678.660875,CONTRACT_EXPIRY
10,3,2020-02-07,ONGC,Oil Gas & Consumable Fuels,CE,2020-02-27,2020-02-27,122.5,1.0,4100.0,4100,0.55,0.45,0.0,expired_otm,False,109.25,93.35,1845.0,1845.0,0.0,25.613227099999996,0.0,0.0,1819.3867729,CONTRACT_EXPIRY
6,1,2020-01-31,TATASTEEL,Metals & Mining,CE,2020-02-27,2020-02-27,470.0,5.0,1500.0,7500,9.35,9.1162,0.0,expired_otm,False,438.7,412.8,68371.5,68371.5,0.0,98.20561337,0.0,0.0,68273.29438663,CONTRACT_EXPIRY
7,2,2020-01-31,VEDL,Metals & Mining,CE,2020-02-27,2020-02-27,150.0,7.0,3500.0,24500,3.1,3.0,0.0,expired_otm,False,137.9,130.55,73500.0,73500.0,0.0,103.80172999999999,0.0,0.0,73396.19827,CONTRACT_EXPIRY
9,6,2020-02-04,BAJFINANCE,Financial Services,PE,2020-02-27,2020-02-27,4100.0,3.0,250.0,750,15.05,14.6738,0.0,expired_otm,False,4519.25,4759.8,11005.35,11005.35,0.0,35.608817813,3075000.0,768750.0,10969.741182187001,CONTRACT_EXPIRY
8,5,2020-02-04,DRREDDY,Healthcare,PE,2020-02-27,2020-02-27,3000.0,5.0,250.0,1250,15.0,14.625,0.0,expired_otm,False,3241.85,3067.05,18281.25,18281.25,0.0,43.548134375000004,3750000.0,937500.0,18237.701865625,CONTRACT_EXPIRY
