cycle_id,symbol,start,end,status,n_puts,n_calls,assigned,called_away,premium,option_pnl,stock_pnl,costs,max_margin_lev,max_margin_unlev,put_strike,assign_fsp,assign_date,first_call_spot,min_spot_while_held,shares_assigned,shares_ca_delta,shares_called_away,shares_sold,cash_settled,stopped_out,stop_level,max_uncovered_at_call,residual_after_call_away,n_call_topups,option_pnl_t,stock_pnl_t,costs_t,total_pnl,sector,duration_days,assignment_gap_pct,drawdown_while_held_pct
23,DRREDDY,2020-07-31,2020-08-27,put_expired_otm,1,0,False,False,59377.5,59377.5,0.0,88.356507725,805940.625,3223762.5,4300.0,0.0,,,,0,0,0,0,False,False,3842.8925,0,0,0,59377.5,0.0,88.356507725,59289.143492275,Healthcare,27,,
24,WIPRO,2020-07-31,2020-08-27,put_expired_otm,1,0,False,False,86735.36,86735.36,0.0,118.1927162624,860800.0,3443200.0,270.0,0.0,,,,0,0,0,0,False,False,238.80749999999998,0,0,0,86735.36,0.0,118.1927162624,86617.1672837376,Information Technology,27,,
25,INFY,2020-07-31,2020-08-27,put_expired_otm,1,0,False,False,58265.99999999999,58265.99999999999,0.0,87.14431694,827550.0,3310200.0,920.0,0.0,,,,0,0,0,0,False,False,821.1,0,0,0,58265.99999999999,0.0,87.14431694,58178.85568305999,Information Technology,27,,
26,SUNPHARMA,2020-07-31,2020-08-27,put_expired_otm,1,0,False,False,62653.92,62653.92,0.0,91.9297386128,1007685.0,4030740.0,480.0,0.0,,,,0,0,0,0,False,False,451.94500000000005,0,0,0,62653.92,0.0,91.9297386128,62561.9902613872,Healthcare,27,,
27,RELIANCE,2020-07-31,2020-08-27,put_expired_otm,1,0,False,False,134418.476,134418.476,0.0,170.19544574084,1019797.0,4079188.0,2020.0,0.0,,,,0,0,0,0,False,False,1757.0349999999999,0,0,0,134418.476,0.0,170.19544574084,134248.28055425917,Oil Gas & Consumable Fuels,27,,
28,CIPLA,2020-07-31,2020-08-27,put_expired_otm,1,0,False,False,62741.25,62741.25,0.0,92.0249798375,1056168.75,4224675.0,650.0,0.0,,,,0,0,0,0,False,False,612.1274999999999,0,0,0,62741.25,0.0,92.0249798375,62649.2250201625,Healthcare,27,,
29,MARUTI,2020-07-31,2020-08-27,put_expired_otm,1,0,False,False,114933.0,114933.0,0.0,148.94478046999998,1049947.5,4199790.0,6000.0,0.0,,,,0,0,0,0,False,False,5323.3375,0,0,0,114933.0,0.0,148.94478046999998,114784.05521953,Automobile,27,,
30,TATAMOTORS,2020-09-01,2020-11-26,completed,1,2,True,True,505732.5,-875092.5000000001,1452075.0,35977.534688424996,1002487.5,4009950.0,135.0,122.8,2020-09-24,131.7,126.95,28500,0,28500,0,False,False,122.23,0,0,0,-875092.5000000001,1452075.0,35977.534688424996,541004.965311575,Automobile,86,-0.09037037037037043,0.033794788273615595
31,INDUSINDBK,2020-09-01,2020-09-23,stop_loss,1,0,False,False,194103.36000000002,-319544.6400000001,0.0,577.6519957024001,1060110.0,4240440.0,600.0,0.0,,,,0,0,0,0,False,True,533.3325,0,0,0,-319544.6400000001,0.0,577.6519957024001,-320122.2919957025,Financial Services,22,,
32,SBIN,2020-09-01,2020-09-23,stop_loss,1,0,False,False,65100.0,-277147.5,0.0,330.592785025,1033200.0,4132800.0,200.0,0.0,,,,0,0,0,0,False,True,185.385,0,0,0,-277147.5,0.0,330.592785025,-277478.092785025,Financial Services,22,,
33,AXISBANK,2020-09-01,2020-09-22,stop_loss,1,0,False,False,152568.0,-414216.0,0.0,565.32961768,1088880.0,4355520.0,470.0,0.0,,,,0,0,0,0,False,True,412.84499999999997,0,0,0,-414216.0,0.0,565.32961768,-414781.32961768,Financial Services,21,,
34,ASIANPAINT,2020-09-01,2020-09-24,put_expired_otm,1,0,False,False,25037.999999999996,25037.999999999996,0.0,50.906192419999996,1079700.0,4318800.0,1800.0,0.0,,,,0,0,0,0,False,False,1682.405,0,0,0,25037.999999999996,0.0,50.906192419999996,24987.093807579997,Consumer Durables,23,,
35,M&M,2020-09-01,2020-11-26,completed,1,2,True,True,412570.9,-451229.09999999986,1073799.9999999998,37330.514802831,1099612.5,4398450.0,580.0,575.1,2020-09-24,592.3,591.95,7000,0,7000,0,False,False,516.4174999999999,0,0,0,-451229.09999999986,1073799.9999999998,37330.514802831,585240.385197169,Automobile,86,-0.008448275862068977,0.029299252303947254
36,MARUTI,2020-09-01,2020-09-24,put_cash_settled,1,0,False,False,54156.340000000004,-87453.66000000012,0.0,194.14411274060006,1135452.5,4541810.0,6500.0,0.0,,,,0,0,0,0,True,False,5869.8025,0,0,0,-87453.66000000012,0.0,194.14411274060006,-87647.80411274072,Automobile,23,,
37,BAJFINANCE,2020-09-01,2020-10-29,completed,1,1,True,True,180557.875,-258379.62500000012,438937.5000000001,33865.87802477126,1031984.375,4127937.5,3300.0,3028.9,2020-09-24,3138.95,3138.95,1250,0,1250,0,False,False,3097.2725,0,0,0,-258379.62500000012,438937.5000000001,33865.87802477126,146691.99697522877,Financial Services,58,-0.08215151515151509,0.03633332232823783
38,ICICIBANK,2020-09-01,2020-09-24,put_cash_settled,1,0,False,False,99542.025,-324920.47500000015,0.0,419.1767199197501,1123185.9375,4492743.75,370.0,0.0,,,,0,0,0,0,True,False,332.3075,0,0,0,-324920.47500000015,0.0,419.1767199197501,-325339.65171991993,Financial Services,23,,
39,KOTAKBANK,2020-09-01,2020-09-24,put_cash_settled,1,0,False,False,63492.16,-236987.8400000003,0.0,302.91879797440015,1055720.0,4222880.0,1340.0,0.0,,,,0,0,0,0,True,False,1216.0525,0,0,0,-236987.8400000003,0.0,302.91879797440015,-237290.75879797467,Financial Services,23,,
40,EICHERMOT,2020-09-01,2020-09-24,put_expired_otm,1,0,False,False,93366.0,93366.0,0.0,125.42402593999998,1048766.25,4195065.0,2000.0,0.0,,,,0,0,0,0,False,False,1811.435,0,0,0,93366.0,0.0,125.42402593999998,93240.57597406,Automobile,23,,
41,SUNPHARMA,2020-09-01,2020-09-24,cash_settlement_forced_sale,1,0,True,False,85585.08,50305.0800000001,-2040.3599999996914,21247.8100975788,1027320.0,4109280.0,490.0,485.8,2020-09-24,,,8400,0,0,8400,False,False,443.2325,0,0,0,50305.0800000001,-2040.3599999996914,21247.8100975788,27016.90990242161,Healthcare,23,-0.008571428571428563,
42,TITAN,2020-09-01,2020-09-24,put_expired_otm,1,0,False,False,35465.625,35465.625,0.0,62.27845596875,974765.625,3899062.5,1040.0,0.0,,,,0,0,0,0,False,False,952.0424999999999,0,0,0,35465.625,0.0,62.27845596875,35403.34654403125,Consumer Durables,23,,
43,DRREDDY,2020-09-28,2020-10-29,put_expired_otm,1,0,False,False,102009.37499999999,102009.37499999999,0.0,134.85040428124998,913809.375,3655237.5,4900.0,0.0,,,,0,0,0,0,False,False,4360.3725,0,0,0,102009.37499999999,0.0,134.85040428124998,101874.52459571873,Healthcare,31,,
44,KOTAKBANK,2020-11-02,2020-11-26,put_expired_otm,1,0,False,False,77805.0,77805.0,0.0,108.45335495,1035860.0,4143440.0,1480.0,0.0,,,,0,0,0,0,False,False,1343.595,0,0,0,77805.0,0.0,108.45335495,77696.54664505,Financial Services,24,,
45,ASIANPAINT,2020-11-02,2020-11-26,put_expired_otm,1,0,False,False,64496.25,64496.25,0.0,93.9389652875,1101817.5,4407270.0,2100.0,0.0,,,,0,0,0,0,False,False,1846.9225,0,0,0,64496.25,0.0,93.9389652875,64402.3110347125,Consumer Durables,24,,
46,BHARTIARTL,2020-11-02,2020-11-26,put_expired_otm,1,0,False,False,41508.675,41508.675,0.0,68.86894586825001,948406.125,3793624.5,410.0,0.0,,,,0,0,0,0,False,False,388.78999999999996,0,0,0,41508.675,0.0,68.86894586825001,41439.80605413175,Telecommunication,24,,
47,BAJFINANCE,2020-11-27,2020-12-31,put_expired_otm,1,0,False,False,129479.99999999999,129479.99999999999,0.0,164.8095932,1149937.5,4599750.0,4600.0,0.0,,,,0,0,0,0,False,False,4172.4800000000005,0,0,0,129479.99999999999,0.0,164.8095932,129315.19040679999,Financial Services,34,,
48,JSWSTEEL,2020-11-27,2020-12-31,put_expired_otm,1,0,False,False,144787.5,144787.5,0.0,181.503799625,1147331.25,4589325.0,340.0,0.0,,,,0,0,0,0,False,False,297.66999999999996,0,0,0,144787.5,0.0,181.503799625,144605.996200375,Metals & Mining,34,,
49,ADANIPORTS,2020-11-27,2020-12-31,put_expired_otm,1,0,False,False,100425.0,100425.0,0.0,133.12250075,974875.0,3899500.0,390.0,0.0,,,,0,0,0,0,False,False,349.8175,0,0,0,100425.0,0.0,133.12250075,100291.87749925,Services,34,,
50,INDUSINDBK,2020-11-27,2020-12-31,put_expired_otm,1,0,False,False,166530.0,166530.0,0.0,205.2159527,1119860.0,4479440.0,800.0,0.0,,,,0,0,0,0,False,False,729.0024999999999,0,0,0,166530.0,0.0,205.2159527,166324.7840473,Financial Services,34,,
51,KOTAKBANK,2020-11-27,2020-12-31,put_expired_otm,1,0,False,False,94418.88,94418.88,0.0,126.5722863392,1079940.0,4319760.0,1800.0,0.0,,,,0,0,0,0,False,False,1621.0349999999999,0,0,0,94418.88,0.0,126.5722863392,94292.3077136608,Financial Services,34,,
52,SBIN,2020-11-27,2020-12-31,put_expired_otm,1,0,False,False,131625.0,131625.0,0.0,167.14890875,1057275.0,4229100.0,235.0,0.0,,,,0,0,0,0,False,False,207.61249999999998,0,0,0,131625.0,0.0,167.14890875,131457.85109125,Financial Services,34,,
53,HDFCBANK,2020-11-27,2020-12-31,put_expired_otm,1,0,False,False,51962.46,51962.46,0.0,80.2697392514,1121876.25,4487505.0,1360.0,0.0,,,,0,0,0,0,False,False,1224.7224999999999,0,0,0,51962.46,0.0,80.2697392514,51882.1902607486,Financial Services,34,,
54,ITC,2020-11-27,2020-12-31,put_expired_otm,1,0,False,False,65279.99999999999,65279.99999999999,0.0,94.79371520000001,1183680.0,4734720.0,185.0,0.0,,,,0,0,0,0,False,False,164.6025,0,0,0,65279.99999999999,0.0,94.79371520000001,65185.20628479999,FMCG,34,,
55,AXISBANK,2020-11-27,2020-12-31,put_expired_otm,1,0,False,False,124956.0,124956.0,0.0,159.87576404,1043820.0,4175280.0,580.0,0.0,,,,0,0,0,0,False,False,511.36,0,0,0,124956.0,0.0,159.87576404,124796.12423596,Financial Services,34,,
56,DIVISLAB,2020-11-27,2020-12-31,put_expired_otm,1,0,False,False,87906.0,87906.0,0.0,119.46940454000001,1189807.5,4759230.0,3400.0,0.0,,,,0,0,0,0,False,False,3064.335,0,0,0,87906.0,0.0,119.46940454000001,87786.53059546,Healthcare,34,,
57,ASIANPAINT,2021-01-01,2021-05-27,completed,1,4,True,True,279922.58999999997,-525847.4100000001,913770.0000000001,41005.1102369197,1218420.0,4873680.0,2640.0,2441.7,2021-01-28,2453.65,2277.2,1800,0,1800,0,False,False,2359.2175,1200,0,4,-525847.4100000001,913770.0000000001,41005.110236919696,346917.47976308025,Consumer Durables,146,-0.07511363636363644,-0.06737109390998075
58,TITAN,2021-01-01,2021-04-29,completed,1,3,True,True,427488.6,257388.59999999986,170100.00000000015,36904.656960714,1120987.5,4483950.0,1500.0,1450.1,2021-01-28,1420.3,1405.25,3000,0,3000,0,False,False,1324.81,0,0,0,257388.59999999986,170100.00000000015,36904.656960714,390583.943039286,Consumer Durables,118,-0.03326666666666678,-0.03092890145507199
59,HCLTECH,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,98894.25,98894.25,0.0,134.9539365575,1102071.25,4408285.0,900.0,0.0,,,,0,0,0,0,False,False,807.925,0,0,0,98894.25,0.0,134.9539365575,98759.2960634425,Information Technology,27,,
60,TATASTEEL,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,86521.84000000001,86521.84000000001,0.0,121.0227266216,1035555.0,4142220.0,610.0,0.0,,,,0,0,0,0,False,False,546.635,0,0,0,86521.84000000001,0.0,121.0227266216,86400.81727337842,Metals & Mining,27,,
61,INFY,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,85117.68,85117.68,0.0,119.4416565032,1079820.0,4319280.0,1200.0,0.0,,,,0,0,0,0,False,False,1071.3825,0,0,0,85117.68,0.0,119.4416565032,84998.23834349679,Information Technology,27,,
62,ICICIBANK,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,95720.625,95720.625,0.0,131.38046654375,1225743.75,4902975.0,510.0,0.0,,,,0,0,0,0,False,False,448.375,0,0,0,95720.625,0.0,131.38046654375,95589.24453345625,Financial Services,27,,
63,BAJFINANCE,2021-01-01,2021-02-25,completed,1,1,True,True,243896.3,-475803.6999999998,719699.9999999998,42686.679965336996,1251512.5,5006050.0,5000.0,4810.25,2021-01-28,4734.55,4734.55,1000,0,1000,0,False,False,4488.1275,0,0,0,-475803.6999999998,719699.9999999998,42686.679965336996,201209.620034663,Financial Services,55,-0.03795000000000004,-0.015737227794813125
64,WIPRO,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,93600.0,93600.0,0.0,128.99266400000002,1183840.0,4735360.0,370.0,0.0,,,,0,0,0,0,False,False,329.885,0,0,0,93600.0,0.0,128.99266400000002,93471.007336,Information Technology,27,,
65,TECHM,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,72072.0,72072.0,0.0,104.75235128,1103520.0,4414080.0,920.0,0.0,,,,0,0,0,0,False,False,831.2575,0,0,0,72072.0,0.0,104.75235128,71967.24764872,Information Technology,27,,
66,LT,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,62397.5625,62397.5625,0.0,93.85903139937498,1227071.5625,4908286.25,1220.0,0.0,,,,0,0,0,0,False,False,1102.45,0,0,0,62397.5625,0.0,93.85903139937498,62303.70346860062,Capital Goods,27,,
67,SUNPHARMA,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,88042.08,88042.08,0.0,122.7345016592,1173690.0,4694760.0,560.0,0.0,,,,0,0,0,0,False,False,506.8125,0,0,0,88042.08,0.0,122.7345016592,87919.3454983408,Healthcare,27,,
68,ULTRACEMCO,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,80632.5,80632.5,0.0,114.39138867500002,1249675.0,4998700.0,5000.0,0.0,,,,0,0,0,0,False,False,4497.18,0,0,0,80632.5,0.0,114.39138867500002,80518.108611325,Construction Materials,27,,
69,SBILIFE,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,73051.65,73051.65,0.0,105.8554273835,965475.0,3861900.0,860.0,0.0,,,,0,0,0,0,False,False,761.0899999999999,0,0,0,73051.65,0.0,105.8554273835,72945.79457261649,Financial Services,27,,
70,UPL,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,92274.0,92274.0,0.0,127.49960126,1143610.0,4574440.0,440.0,0.0,,,,0,0,0,0,False,False,398.905,0,0,0,92274.0,0.0,127.49960126,92146.50039874,Chemicals,27,,
71,HDFCLIFE,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,67943.26000000001,67943.26000000001,0.0,100.10343132740002,1231807.5,4927230.0,640.0,0.0,,,,0,0,0,0,False,False,576.64,0,0,0,67943.26000000001,0.0,100.10343132740002,67843.15656867261,Financial Services,27,,
72,TATAMOTORS,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,162555.45,162555.45,0.0,206.6358111455,1246162.5,4984650.0,175.0,0.0,,,,0,0,0,0,False,False,158.525,0,0,0,162555.45,0.0,206.6358111455,162348.8141888545,Automobile,27,,
73,BAJAJ-AUTO,2021-02-01,2021-02-25,put_expired_otm,1,0,False,False,50090.625,50090.625,0.0,80.00154284375,1186843.75,4747375.0,3800.0,0.0,,,,0,0,0,0,False,False,3497.495,0,0,0,50090.625,0.0,80.00154284375,50010.62345715625,Automobile,24,,
74,TATAMOTORS,2021-02-01,2021-02-25,put_expired_otm,1,0,False,False,135880.02,135880.02,0.0,176.5995437198,1068536.25,4274145.0,250.0,0.0,,,,0,0,0,0,False,False,237.66000000000003,0,0,0,135880.02,0.0,176.5995437198,135703.42045628018,Automobile,24,,
75,GRASIM,2021-02-01,2021-02-25,put_expired_otm,1,0,False,False,46312.5,46312.5,0.0,75.747411875,1187381.25,4749525.0,1000.0,0.0,,,,0,0,0,0,False,False,956.8025,0,0,0,46312.5,0.0,75.747411875,46236.752588125,Construction Materials,24,,
76,UPL,2021-02-01,2021-02-25,put_expired_otm,1,0,False,False,224918.33000000002,224918.33000000002,0.0,276.8557903967,1204612.5,4818450.0,530.0,0.0,,,,0,0,0,0,False,False,453.985,0,0,0,224918.33000000002,0.0,276.8557903967,224641.47420960333,Chemicals,24,,
77,AXISBANK,2021-02-01,2021-02-25,put_expired_otm,1,0,False,False,38259.36,38259.36,0.0,66.6796567664,1133910.0,4535640.0,630.0,0.0,,,,0,0,0,0,False,False,602.9475,0,0,0,38259.36,0.0,66.6796567664,38192.6803432336,Financial Services,24,,
78,HEROMOTOCO,2021-02-01,2021-02-25,put_expired_otm,1,0,False,False,116195.70000000001,116195.70000000001,0.0,154.435196243,1162293.75,4649175.0,3100.0,0.0,,,,0,0,0,0,False,False,2839.5525,0,0,0,116195.70000000001,0.0,154.435196243,116041.26480375702,Automobile,24,,
79,COALINDIA,2021-03-01,2021-03-25,put_cash_settled,1,0,False,False,170352.0,-397488.0000000002,0.0,611.5120100800002,1192800.0,4771200.0,145.0,0.0,,,,0,0,0,0,True,False,131.1975,0,0,0,-397488.0000000002,0.0,611.5120100800002,-398099.51201008016,Oil Gas & Consumable Fuels,24,,
80,ADANIPORTS,2021-03-01,2021-03-25,put_expired_otm,1,0,False,False,117366.0,117366.0,0.0,155.75294234,1199437.5,4797750.0,640.0,0.0,,,,0,0,0,0,False,False,588.9649999999999,0,0,0,117366.0,0.0,155.75294234,117210.24705766,Services,24,,
81,ONGC,2021-03-01,2021-06-24,completed,1,3,True,True,593670.0,247170.0,924000.0,42940.8911859,1361745.0,5446980.0,105.0,102.0,2021-03-25,104.35,98.05,46200,0,46200,0,False,False,99.49249999999999,0,0,0,247170.0,924000.0,42940.8911859,1128229.1088141,Oil Gas & Consumable Fuels,115,-0.02857142857142858,-0.038725490196078405
82,BPCL,2021-03-01,2021-05-27,completed,1,2,True,True,376973.99999999994,-97146.00000000038,528120.0000000003,39518.2533900736,1180980.0,4723920.0,430.0,418.95,2021-03-25,424.2,403.95,10800,0,10800,0,False,False,386.9625,0,0,0,-97146.00000000038,528120.0000000003,39518.2533900736,391455.74660992634,Oil Gas & Consumable Fuels,87,-0.02569767441860471,-0.03580379520229149
83,UPL,2021-03-01,2021-03-25,put_expired_otm,1,0,False,False,86506.42,86506.42,0.0,121.00536385580001,1205181.25,4820725.0,530.0,0.0,,,,0,0,0,0,False,False,502.01,0,0,0,86506.42,0.0,121.00536385580001,86385.4146361442,Chemicals,24,,
84,GAIL,2021-03-01,2021-03-25,put_cash_settled,1,0,False,False,111630.0,-144570.0,0.0,340.9589017,1226100.0,4904400.0,135.0,0.0,,,,0,0,0,0,True,False,122.825,0,0,0,-144570.0,0.0,340.9589017,-144910.9589017,Oil Gas & Consumable Fuels,24,,
85,INDUSINDBK,2021-03-01,2021-05-27,completed,1,2,True,True,459810.44999999995,149085.44999999966,220725.00000000032,37327.7776399345,1120837.5,4483350.0,1020.0,957.8,2021-03-25,952.75,832.0,4500,0,4500,0,False,False,907.7575,0,0,0,149085.44999999966,220725.00000000032,37327.7776399345,332482.67236006545,Financial Services,87,-0.060980392156862795,-0.13134266026310293
86,NTPC,2021-03-01,2021-03-25,put_expired_otm,1,0,False,False,92340.0,92340.0,0.0,127.57391659999999,878940.0,3515760.0,103.0,0.0,,,,0,0,0,0,False,False,92.1825,0,0,0,92340.0,0.0,127.57391659999999,92212.4260834,Power,24,,
87,TATAMOTORS,2021-03-01,2021-03-25,put_cash_settled,1,0,False,False,228413.25,-189681.7499999998,0.0,578.6571744174998,1300882.5,5203530.0,310.0,0.0,,,,0,0,0,0,True,False,279.055,0,0,0,-189681.7499999998,0.0,578.6571744174998,-190260.40717441728,Automobile,24,,
88,TATASTEEL,2021-03-01,2021-03-25,put_expired_otm,1,0,False,False,98124.0,98124.0,0.0,134.08664276,1155065.0,4620260.0,680.0,0.0,,,,0,0,0,0,False,False,620.8399999999999,0,0,0,98124.0,0.0,134.08664276,97989.91335724,Metals & Mining,24,,
