date,nav,cash,stock_value,option_liability,borrowed,notional_exposure,unleveraged_requirement,leveraged_requirement,available_capital,margin_utilization,n_short_puts,n_covered_calls,n_stock_names,n_active_names,cash_interest_accrued,cash_interest,financing_cost,available_liquidity,margin_liquidity,cash_liquidity
2019-12-31,20000000.0,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,20000000.0,0.0,0,0,0,0,0.0,0.0,0,16376450.0,16431041.0,16376450.0
2020-01-01,19994379.585222892,20226984.585222892,0.0,232605.0,0.0,14099750.0,13867145.0,2773429.0,17220950.585222892,0.1387104305076682,4,0,0,4,2728.9589041095887,2728.9589041095887,0,17220950.585222892,17220950.585222892,17407034.585222892
2020-01-02,20090271.690244198,20229796.690244198,0.0,139525.0,0.0,14099750.0,13960225.0,2792045.0,17298226.690244198,0.13897497470657963,4,0,0,4,2812.105021307221,2812.105021307221,0,17298226.690244198,17298226.690244198,17409846.690244198
2020-01-03,20065514.186225146,20232609.186225146,0.0,167095.0,0.0,14099750.0,13932655.0,2786531.0,17278983.186225146,0.1388716468533329,4,0,0,4,2812.4959809491556,2812.4959809491556,0,17278983.186225146,17278983.186225146,17412659.186225146
2020-01-06,19933697.847209983,20241047.847209983,0.0,307350.0,0.0,14099750.0,13792400.0,2758480.0,17175217.847209983,0.13838275372404577,4,0,0,4,8438.660984835577,8438.660984835577,0,17175217.847209983,17175217.847209983,17421097.847209983
2020-01-07,20002316.90741,20243861.90741,0.0,241545.0,0.0,14099750.0,13858205.0,2771641.0,17230675.90741,0.13856599777064957,4,0,0,4,2814.0602000182753,2814.0602000182753,0,17230675.90741,17230675.90741,17423911.90741
2020-01-08,19993886.358841483,20246676.358841483,0.0,252790.0,0.0,14099750.0,13846960.0,2769392.0,17224494.358841483,0.1385119406150545,4,0,0,4,2814.4514314836174,2814.4514314836174,0,17224494.358841483,17224494.358841483,17426726.358841483
2020-01-09,20071791.201558825,20249491.201558825,0.0,177700.0,0.0,14099750.0,13922050.0,2784410.0,17287381.201558825,0.13872254708308024,4,0,0,4,2814.8427173408522,2814.8427173408522,0,17287381.201558825,17287381.201558825,17429541.201558825
2020-01-10,20100511.435616422,20252306.435616422,0.0,151795.0,0.0,14099750.0,13947955.0,2789591.0,17310920.435616422,0.13878209064158828,4,0,0,4,2815.234057597541,2815.234057597541,0,17310920.435616422,17310920.435616422,17432356.435616422
2020-01-13,20126028.311973207,20260753.311973207,0.0,134725.0,0.0,14099750.0,13965025.0,2793005.0,17333023.311973207,0.13877576622201257,4,0,0,4,8446.876356783743,8446.876356783743,0,17333023.311973207,17333023.311973207,17440803.311973207
2020-01-14,20162740.1117727,20263570.1117727,0.0,100830.0,0.0,14099750.0,13998920.0,2799784.0,17362956.1117727,0.13885930109098868,4,0,0,4,2816.7997994961106,2816.7997994961106,0,17362956.1117727,17362956.1117727,17443620.1117727
