trade_id,cycle_id,date,symbol,sector,instrument,expiry,exit_date,strike,lots,lot_size,quantity,entry_quote,entry_premium,exit_price,status,assigned_or_exercised,underlying_entry,underlying_exit,premium_inr,option_pnl,stock_pnl,transaction_costs,margin_requirement,leveraged_capital_requirement,total_pnl,exit_reason
3,3,2020-01-01,ONGC,Oil Gas & Consumable Fuels,PE,2020-01-30,2020-01-30,122.5,1.0,4100.0,4100,1.8,1.7,6.900000000000006,assigned,True,127.45,115.6,6970.0,-21320.000000000022,0.0,2091.0231796000003,502250.0,100450.0,-23411.023179600023,CONTRACT_EXPIRY
4,4,2020-01-01,HINDALCO,Metals & Mining,PE,2020-01-30,2020-01-30,205.0,6.0,3500.0,21000,2.95,2.85,11.550000000000011,assigned,True,214.3,193.45,59850.0,-182700.00000000023,0.0,17744.487023,4305000.0,861000.0,-200444.48702300023,CONTRACT_EXPIRY
2,2,2020-01-01,VEDL,Metals & Mining,PE,2020-01-30,2020-01-30,145.0,9.0,3500.0,31500,2.2,2.1,4.050000000000011,assigned,True,154.6,140.95,66150.0,-61425.00000000036,0.0,18827.921206999996,4567500.0,913500.0,-80252.92120700036,CONTRACT_EXPIRY
1,1,2020-01-01,TATASTEEL,Metals & Mining,PE,2020-01-30,2020-01-30,450.0,7.0,1500.0,10500,8.95,8.7262,1.4499999999999886,assigned,True,467.75,448.55,91625.1,76400.10000000012,0.0,19501.654976618,4725000.0,945000.0,56898.445023382126,CONTRACT_EXPIRY
5,4,2020-01-31,HINDALCO,Metals & Mining,CE,2020-02-27,2020-02-27,205.0,6.0,3500.0,21000,2.6,2.5,0.0,expired_otm,False,189.35,168.35,52500.0,52500.0,0.0,80.88695,0.0,0.0,52419.11305,CONTRACT_EXPIRY
10,3,2020-02-07,ONGC,Oil Gas & Consumable Fuels,CE,2020-02-27,2020-02-27,122.5,1.0,4100.0,4100,0.55,0.45,0.0,expired_otm,False,109.25,93.35,1845.0,1845.0,0.0,25.613227099999996,0.0,0.0,1819.3867729,CONTRACT_EXPIRY
6,1,2020-01-31,TATASTEEL,Metals & Mining,CE,2020-02-27,2020-02-27,470.0,7.0,1500.0,10500,9.35,9.1162,0.0,expired_otm,False,438.7,412.8,95720.09999999999,95720.09999999999,0.0,128.047858718,0.0,0.0,95592.052141282,CONTRACT_EXPIRY
7,2,2020-01-31,VEDL,Metals & Mining,CE,2020-02-27,2020-02-27,150.0,9.0,3500.0,31500,3.1,3.0,0.0,expired_otm,False,137.9,130.55,94500.0,94500.0,0.0,126.71651,0.0,0.0,94373.28349,CONTRACT_EXPIRY
9,6,2020-02-04,BAJFINANCE,Financial Services,PE,2020-02-27,2020-02-27,4100.0,4.0,250.0,1000,15.05,14.6738,0.0,expired_otm,False,4519.25,4759.8,14673.8,14673.8,0.0,39.611757084,4100000.0,820000.0,14634.188242916,CONTRACT_EXPIRY
8,5,2020-02-04,DRREDDY,Healthcare,PE,2020-02-27,2020-02-27,3000.0,6.0,250.0,1500,15.0,14.625,0.0,expired_otm,False,3241.85,3067.05,21937.5,21937.5,0.0,47.53776125,4500000.0,900000.0,21889.96223875,CONTRACT_EXPIRY
11,4,2020-02-28,HINDALCO,Metals & Mining,CE,2020-03-26,2020-03-26,205.0,2.0,3500.0,7000,0.3,0.2,0.0,expired_otm,False,155.9,94.55,1400.0,1400.0,0.0,25.127651999999998,0.0,0.0,1374.872348,CONTRACT_EXPIRY
12,1,2020-02-28,TATASTEEL,Metals & Mining,CE,2020-03-26,2020-03-26,450.0,7.0,1500.0,10500,2.9,2.8,0.0,expired_otm,False,381.75,284.45,29399.999999999996,29399.999999999996,0.0,55.68069200000001,0.0,0.0,29344.319307999995,CONTRACT_EXPIRY
13,2,2020-02-28,VEDL,Metals & Mining,CE,2020-03-26,2020-03-26,145.0,9.0,3500.0,31500,0.75,0.65,0.0,expired_otm,False,114.0,65.8,20475.0,20475.0,0.0,45.9419105,0.0,0.0,20429.0580895,CONTRACT_EXPIRY
14,1,2020-03-27,TATASTEEL,Metals & Mining,CE,2020-04-30,2020-04-30,450.0,7.0,1500.0,10500,0.9785714285714285,0.8785714285714286,0.0,expired_otm,False,277.25,298.3,9225.0,9225.0,0.0,80.86613549999998,0.0,0.0,9144.1338645,CONTRACT_EXPIRY
15,7,2020-03-30,KOTAKBANK,Financial Services,PE,2020-04-30,2020-04-30,1340.0,6.0,400.0,2400,158.9,154.9275,0.0,expired_otm,False,1293.7,1357.2,371826.0,371826.0,0.0,429.32909468,3216000.0,643200.0,371396.67090532,CONTRACT_EXPIRY
22,14,2020-05-04,BHARTIARTL,Telecommunication,PE,2020-05-28,2020-05-28,490.0,4.0,1851.0,7404,15.95,15.5512,0.0,expired_otm,False,532.5,562.75,115141.0848,115141.0848,0.0,149.23964891206398,3627960.0,725592.0,114991.84515108794,CONTRACT_EXPIRY
19,11,2020-05-04,INFY,Information Technology,PE,2020-05-28,2020-05-28,680.0,4.0,1200.0,4800,32.45,31.6388,0.0,expired_otm,False,673.7,707.4,151866.24,151866.24,0.0,189.3134037632,3264000.0,652800.0,151676.9265962368,CONTRACT_EXPIRY
18,10,2020-05-04,RELIANCE,Oil Gas & Consumable Fuels,PE,2020-05-28,2020-05-28,1386.8547,5.0,505.0,2525,66.58415841584159,64.91960396039603,0.0,expired_otm,False,1435.2,1472.25,163921.99999999997,163921.99999999997,0.0,202.46840796,3500000.0,700000.0,163719.53159203997,CONTRACT_EXPIRY
17,9,2020-05-04,TCS,Information Technology,PE,2020-05-28,2020-05-28,1920.0,8.0,250.0,2000,83.5,81.4125,0.0,expired_otm,False,1930.45,2004.3,162825.0,162825.0,0.0,201.2713835,3840000.0,768000.0,162623.7286165,CONTRACT_EXPIRY
20,12,2020-05-04,COALINDIA,Oil Gas & Consumable Fuels,PE,2020-05-28,2020-05-28,140.0,10.0,2700.0,27000,6.2,6.045,6.099999999999994,assigned,True,142.3,133.9,163215.0,-1484.9999999998483,0.0,15704.1573437,3780000.0,756000.0,-17189.157343699848,CONTRACT_EXPIRY
21,13,2020-05-04,HDFCBANK,Financial Services,PE,2020-05-28,2020-05-28,960.0,8.0,500.0,4000,76.4,74.49,14.75,assigned,True,923.0,945.25,297960.0,238959.99999999997,0.0,16097.2591928,3840000.0,768000.0,222862.74080719997,CONTRACT_EXPIRY
16,8,2020-05-04,UPL,Chemicals,PE,2020-05-28,2020-05-28,400.0,11.0,900.0,9900,43.35,42.2662,8.899999999999977,cash_settled_insufficient_cash,False,385.4,391.1,418435.38,330325.3800000002,0.0,558.5204877483999,3960000.0,792000.0,329766.8595122518,CONTRACT_EXPIRY
27,12,2020-05-28,COALINDIA,Oil Gas & Consumable Fuels,STOCK,,2020-06-25,,,,27000,,,140.4,called_away,True,133.9,140.4,0.0,0.0,175500.0,0.0,3615300.0,723060.0,175500.0,CONTRACT_EXPIRY
23,12,2020-05-29,COALINDIA,Oil Gas & Consumable Fuels,CE,2020-06-25,2020-06-25,140.0,10.0,2700.0,27000,5.8,5.655,0.4000000000000057,exercised,True,141.3,140.4,152685.0,141884.99999999985,0.0,15181.443390299997,0.0,0.0,126703.55660969985,CONTRACT_EXPIRY
28,13,2020-05-28,HDFCBANK,Financial Services,STOCK,,2020-06-25,,,,4000,,,1028.75,called_away,True,945.25,1028.75,0.0,0.0,334000.0,0.0,3781000.0,756200.0,334000.0,CONTRACT_EXPIRY
24,13,2020-05-29,HDFCBANK,Financial Services,CE,2020-06-25,2020-06-25,980.0,8.0,500.0,4000,25.75,25.1062,48.75,exercised,True,951.65,1028.75,100424.8,-94575.2,0.0,16405.199383264,0.0,0.0,-110980.399383264,CONTRACT_EXPIRY
26,16,2020-06-01,ADANIPORTS,Services,PE,2020-06-25,2020-06-25,310.0,2.0,2500.0,5000,4.65,4.5338,0.0,expired_otm,False,329.35,344.0,22669.0,22669.0,0.0,48.322584709999994,1550000.0,310000.0,22620.67741529,CONTRACT_EXPIRY
25,15,2020-06-01,HEROMOTOCO,Automobile,PE,2020-06-25,2020-06-25,2250.0,9.0,200.0,1800,78.1,76.1475,0.0,expired_otm,False,2326.3,2559.7,137065.5,137065.5,0.0,173.082263645,4050000.0,810000.0,136892.417736355,CONTRACT_EXPIRY
29,3,2020-01-30,ONGC,Oil Gas & Consumable Fuels,STOCK,,2020-06-25,,,,4100,,,81.5592,uncoverable_odd_lot,False,110.6,81.5592,0.0,0.0,-119067.27999999996,362.75397251680005,453460.0,90692.0,-119430.03397251676,ODD_LOT_SALE
30,17,2020-06-26,BAJFINANCE,Financial Services,PE,2020-07-30,2020-07-30,2850.0,6.0,250.0,1500,215.3,209.9175,0.0,expired_otm,False,2903.5,3218.3,314876.25,314876.25,0.0,367.00088948750005,4275000.0,855000.0,314509.2491105125,CONTRACT_EXPIRY
32,19,2020-06-26,HDFCBANK,Financial Services,PE,2020-07-30,2020-07-30,980.0,8.0,550.0,4400,24.3,23.6925,0.0,expired_otm,False,1056.45,1050.65,104247.0,104247.0,0.0,137.29073573,4312000.0,862400.0,104109.70926427,CONTRACT_EXPIRY
35,22,2020-06-26,HINDUNILVR,FMCG,PE,2020-07-30,2020-07-30,2060.0,7.0,300.0,2100,38.1,37.1475,0.0,expired_otm,False,2154.2,2195.6,78009.75,78009.75,0.0,108.6766532525,4326000.0,865200.0,77901.0733467475,CONTRACT_EXPIRY
33,20,2020-06-26,M&M,Automobile,PE,2020-07-30,2020-07-30,480.0,7.0,1400.0,9800,16.65,16.2337,0.0,expired_otm,False,501.4,598.35,159090.25999999998,159090.25999999998,0.0,197.1022466534,4704000.0,940800.0,158893.15775334658,CONTRACT_EXPIRY
34,21,2020-06-26,POWERGRID,Power,PE,2020-07-30,2020-07-30,170.0,5.0,4000.0,20000,3.65,3.55,0.0,expired_otm,False,179.2,176.85,71000.0,71000.0,0.0,101.03189,3400000.0,680000.0,70898.96811,CONTRACT_EXPIRY
31,18,2020-06-26,RELIANCE,Oil Gas & Consumable Fuels,PE,2020-07-30,2020-07-30,1640.0,5.0,505.0,2525,40.65,39.6338,0.0,expired_otm,False,1741.65,2108.85,100075.345,100075.345,0.0,132.74117050355,4141000.0,828200.0,99942.60382949645,CONTRACT_EXPIRY
43,2,2020-01-30,VEDL,Metals & Mining,STOCK,,2020-08-03,,,,31500,,,115.24235,universe_removal_sale,False,137.04999999999998,115.24235,0.0,0.0,-686940.9749999994,3786.8314439335,4317074.999999999,863414.9999999998,-690727.8064439329,UNIVERSE_REMOVAL
45,4,2020-08-12,HINDALCO,Metals & Mining,CE,2020-08-27,2020-08-27,205.0,4.0,4300.0,17200,1.05,0.95,0.0,expired_otm,False,175.8,194.9,16340.0,16340.0,0.0,41.4202406,0.0,0.0,16298.5797594,CONTRACT_EXPIRY
44,1,2020-08-07,TATASTEEL,Metals & Mining,CE,2020-08-27,2020-08-27,450.0,6.0,1700.0,10200,3.75,3.65,0.0,expired_otm,False,404.05,426.85,37230.0,37230.0,0.0,64.2026657,0.0,0.0,37165.7973343,CONTRACT_EXPIRY
41,28,2020-07-31,CIPLA,Healthcare,PE,2020-08-27,2020-08-27,650.0,6.0,1300.0,7800,9.9,9.6525,0.0,expired_otm,False,720.15,756.2,75289.5,75289.5,0.0,105.709975805,5070000.0,1014000.0,75183.790024195,CONTRACT_EXPIRY
36,23,2020-07-31,DRREDDY,Healthcare,PE,2020-08-27,2020-08-27,4300.0,4.0,250.0,1000,81.2,79.17,0.0,expired_otm,False,4521.05,4437.0,79170.0,79170.0,0.0,109.9420103,4300000.0,860000.0,79060.0579897,CONTRACT_EXPIRY
38,25,2020-07-31,INFY,Information Technology,PE,2020-08-27,2020-08-27,920.0,4.0,1200.0,4800,16.6,16.185,0.0,expired_otm,False,966.0,947.05,77688.0,77688.0,0.0,108.32575592,4416000.0,883200.0,77579.67424408,CONTRACT_EXPIRY
