date,symbol,kind,amount
2020-01-01,,cash_interest,2728.9589041095887
2020-01-01,TATASTEEL,premium,91625.1
2020-01-01,TATASTEEL,option_sale_costs,-123.579476618
2020-01-01,VEDL,premium,66150.0
2020-01-01,VEDL,option_sale_costs,-95.78155699999999
2020-01-01,ONGC,premium,6970.0
2020-01-01,ONGC,option_sale_costs,-31.205524599999997
2020-01-01,HINDALCO,premium,59850.0
2020-01-01,HINDALCO,option_sale_costs,-88.90712299999998
2020-01-02,,cash_interest,2812.105021307221
2020-01-03,,cash_interest,2812.4959809491556
2020-01-06,,cash_interest,8438.660984835577
2020-01-07,,cash_interest,2814.0602000182753
2020-01-08,,cash_interest,2814.4514314836174
2020-01-09,,cash_interest,2814.8427173408522
2020-01-10,,cash_interest,2815.234057597541
2020-01-13,,cash_interest,8446.876356783743
2020-01-14,,cash_interest,2816.7997994961106
2020-01-15,,cash_interest,2817.1914118408376
2020-01-16,,cash_interest,2817.58307863041
2020-01-17,,cash_interest,2817.9747998723965
2020-01-20,,cash_interest,8455.099726723103
2020-01-21,,cash_interest,2819.5420660829495
2020-01-22,,cash_interest,2819.934059677863
2020-01-23,,cash_interest,2820.326107770626
2020-01-24,,cash_interest,2820.718210368814
2020-01-27,,cash_interest,8463.33110244002
2020-01-28,,cash_interest,2822.2870023753308
2020-01-29,,cash_interest,2822.679377591592
2020-01-30,,cash_interest,2823.071807358759
2020-01-30,ONGC,put_assignment_pay_strike,-502250.0
2020-01-30,ONGC,assignment_costs,-2059.8176550000003
2020-01-30,HINDALCO,put_assignment_pay_strike,-4305000.0
2020-01-30,HINDALCO,assignment_costs,-17655.5799
2020-01-30,VEDL,put_assignment_pay_strike,-4567500.0
2020-01-30,VEDL,assignment_costs,-18732.139649999997
2020-01-30,TATASTEEL,put_assignment_pay_strike,-4725000.0
2020-01-30,TATASTEEL,assignment_costs,-19378.0755
2020-01-31,,cash_interest,855.17340273451
2020-01-31,HINDALCO,premium,52500.0
2020-01-31,HINDALCO,option_sale_costs,-80.88695
2020-01-31,TATASTEEL,premium,95720.09999999999
2020-01-31,TATASTEEL,option_sale_costs,-128.047858718
2020-01-31,VEDL,premium,94500.0
2020-01-31,VEDL,option_sale_costs,-126.71651
2020-02-03,,cash_interest,2666.9711229102704
2020-02-04,,cash_interest,891.6395473381232
2020-02-04,DRREDDY,premium,21937.5
2020-02-04,DRREDDY,option_sale_costs,-47.53776125
2020-02-04,BAJFINANCE,premium,14673.8
2020-02-04,BAJFINANCE,option_sale_costs,-39.611757084
2020-02-05,,cash_interest,896.8546934140838
2020-02-06,,cash_interest,896.9797002155287
2020-02-07,,cash_interest,897.104724440867
2020-02-07,ONGC,premium,1845.0
2020-02-07,ONGC,option_sale_costs,-25.613227099999996
2020-02-10,,cash_interest,2692.4500761028244
2020-02-11,,cash_interest,897.8586419820971
2020-02-12,,cash_interest,897.9837887174691
2020-02-13,,cash_interest,898.1089528962391
2020-02-14,,cash_interest,898.234134520838
2020-02-17,,cash_interest,2695.0780007810927
2020-02-18,,cash_interest,898.7349831643543
2020-02-19,,cash_interest,898.8602520472816
2020-02-20,,cash_interest,898.9855383906321
2020-02-24,,cash_interest,3596.4433687873575
2020-02-25,,cash_interest,899.6121272828312
2020-02-26,,cash_interest,899.7375184252298
2020-02-27,,cash_interest,899.8629270450925
2020-02-28,,cash_interest,899.9883531448553
2020-02-28,HINDALCO,premium,1400.0
2020-02-28,HINDALCO,option_sale_costs,-25.127651999999998
2020-02-28,TATASTEEL,premium,29399.999999999996
2020-02-28,TATASTEEL,option_sale_costs,-55.68069200000001
2020-02-28,VEDL,premium,20475.0
2020-02-28,VEDL,option_sale_costs,-45.9419105
2020-03-02,,cash_interest,2721.7290658449924
2020-03-03,,cash_interest,889.1621943148139
2020-03-04,,cash_interest,889.283608194417
2020-03-05,,cash_interest,889.4050386529193
2020-03-05,VEDL,dividend,122850.0
2020-03-06,,cash_interest,906.301484904913
2020-03-09,,cash_interest,2719.2757173935042
2020-03-11,,cash_interest,1813.5931050106858
2020-03-12,,cash_interest,907.0441961594578
2020-03-13,,cash_interest,907.1680518019173
2020-03-16,,cash_interest,2721.875773070084
2020-03-17,,cash_interest,907.6635927649105
2020-03-18,,cash_interest,907.7875329851278
2020-03-19,,cash_interest,907.9114901292123
2020-03-20,,cash_interest,908.0354641994752
2020-03-23,,cash_interest,2724.4783655946817
2020-03-23,ONGC,dividend,20500.0
2020-03-24,,cash_interest,911.3307259046954
2020-03-25,,cash_interest,911.4551668669194
2020-03-26,,cash_interest,911.5796248213863
2020-03-27,,cash_interest,911.7040997704165
2020-03-27,TATASTEEL,premium,4725.0
2020-03-27,TATASTEEL,option_sale_costs,-28.7558255
2020-03-30,,cash_interest,2737.409572275442
2020-03-30,TATASTEEL,premium,3375.0
2020-03-30,TATASTEEL,option_sale_costs,-27.282732499999998
2020-03-30,KOTAKBANK,premium,371826.0
2020-03-30,KOTAKBANK,option_sale_costs,-429.32909468
2020-03-31,,cash_interest,964.014479808887
2020-03-31,TATASTEEL,premium,1125.0
2020-03-31,TATASTEEL,option_sale_costs,-24.827577499999997
2020-04-01,,cash_interest,964.2963417027439
2020-04-03,,cash_interest,1599.9285144062617
2020-04-07,,cash_interest,3200.5818797135
2020-04-08,,cash_interest,800.5079774776605
2020-04-09,,cash_interest,800.5986454236793
2020-04-13,,cash_interest,3202.7572945560923
2020-04-15,,cash_interest,1602.1041551646997
2020-04-16,,cash_interest,801.2335367272228
2020-04-17,,cash_interest,801.3242868522689
2020-04-20,,cash_interest,2404.245141767843
2020-04-21,,cash_interest,801.6873593063746
2020-04-22,,cash_interest,801.7781608327336
2020-04-23,,cash_interest,801.8689726435474
2020-04-24,,cash_interest,801.9597947399803
2020-04-27,,cash_interest,2406.151881369594
2020-04-28,,cash_interest,802.3231551366985
2020-04-29,,cash_interest,802.4140286752094
2020-04-30,,cash_interest,802.5049125063312
2020-05-04,,cash_interest,3210.3832265249184
2020-05-04,UPL,premium,418435.38
2020-05-04,UPL,option_sale_costs,-480.1883179484
2020-05-04,TCS,premium,162825.0
2020-05-04,TCS,option_sale_costs,-201.2713835
2020-05-04,RELIANCE,premium,163922.0
2020-05-04,RELIANCE,option_sale_costs,-202.46840796
2020-05-04,INFY,premium,151866.24
2020-05-04,INFY,option_sale_costs,-189.3134037632
2020-05-04,COALINDIA,premium,163215.0
2020-05-04,COALINDIA,option_sale_costs,-201.69694370000002
2020-05-04,HDFCBANK,premium,297960.0
2020-05-04,HDFCBANK,option_sale_costs,-348.7279928
2020-05-04,BHARTIARTL,premium,115141.0848
2020-05-04,BHARTIARTL,option_sale_costs,-149.23964891206398
2020-05-05,,cash_interest,802.90702361649
2020-05-06,,cash_interest,802.9823261764769
2020-05-07,,cash_interest,803.057635798895
2020-05-08,,cash_interest,803.1329524844067
2020-05-11,,cash_interest,2409.624828701022
2020-05-12,,cash_interest,803.4342686747319
2020-05-13,,cash_interest,803.5096206836605
2020-05-14,,cash_interest,803.5849797596579
2020-05-15,,cash_interest,803.6603459033871
2020-05-18,,cash_interest,2411.2071573465314
2020-05-19,,cash_interest,803.9618599590534
2020-05-20,,cash_interest,804.0372614493956
2020-05-21,,cash_interest,804.1126700114471
2020-05-22,,cash_interest,804.1880856458715
2020-05-26,,cash_interest,3217.054033413328
2020-05-27,,cash_interest,804.5652274779713
2020-05-28,,cash_interest,804.6406855565828
2020-05-28,COALINDIA,put_assignment_pay_strike,-3780000.0
2020-05-28,COALINDIA,assignment_costs,-15502.4604
2020-05-28,HDFCBANK,put_assignment_pay_strike,-3840000.0
2020-05-28,HDFCBANK,assignment_costs,-15748.5312
2020-05-28,UPL,put_cash_settled_intrinsic,-88109.99999999978
2020-05-28,UPL,put_cash_settled_costs,-78.33216979999987
2020-05-29,,cash_interest,78.85428028202655
2020-05-29,COALINDIA,premium,152685.0
2020-05-29,COALINDIA,option_sale_costs,-190.2068183
2020-05-29,HDFCBANK,premium,100424.8
2020-05-29,HDFCBANK,option_sale_costs,-133.181533264
2020-06-01,,cash_interest,307.7095662930242
2020-06-01,HEROMOTOCO,premium,137065.5
2020-06-01,HEROMOTOCO,option_sale_costs,-173.082263645
2020-06-01,ADANIPORTS,premium,22669.0
2020-06-01,ADANIPORTS,option_sale_costs,-48.322584709999994
2020-06-02,,cash_interest,113.70540667805619
2020-06-03,,cash_interest,113.71572123816979
2020-06-04,,cash_interest,113.7260367339482
2020-06-05,,cash_interest,113.73635316547636
2020-06-08,,cash_interest,341.2400115985173
2020-06-09,,cash_interest,113.77762544268575
2020-06-10,,cash_interest,113.78794655398113
2020-06-11,,cash_interest,113.79826860153561
2020-06-12,,cash_interest,113.80859158543414
2020-06-15,,cash_interest,341.45674651728496
2020-06-16,,cash_interest,113.84989007628594
2020-06-17,,cash_interest,113.86021774292404
2020-06-18,,cash_interest,113.87054634641588
2020-06-19,,cash_interest,113.88087588684647
2020-06-22,,cash_interest,341.67361909290247
2020-06-23,,cash_interest,113.92220060799005
2020-06-24,,cash_interest,113.93253483413437
2020-06-25,,cash_interest,113.94286999772751
