date,symbol,event,opening_cash,premium_received,margin_requirement,leveraged_requirement,stock_cash_flow,transaction_costs,interest_income,borrowing_cost,closing_cash,available_liquidity,required_liquidity,remaining_liquidity,lots_considered,lots_executed,lots_rejected,rejection_reason
2019-12-31,TATASTEEL,put_decision,20000000.0,80325.0,4725000.0,928935.0,0.0,0.0,0.0,0.0,20000000.0,20000000.0,929046.2490335,19070953.7509665,7,7,0,
2019-12-31,VEDL,put_decision,20000000.0,86625.0,4567500.0,896175.0,0.0,0.0,0.0,0.0,20000000.0,19055000.0,896293.1234675,18158706.8765325,9,9,0,
2019-12-31,ONGC,put_decision,20000000.0,53504.99999999999,4520250.0,893349.0,0.0,0.0,0.0,0.0,20000000.0,18141500.0,893430.9835859,17248069.0164141,9,9,0,
2019-12-31,HINDALCO,put_decision,20000000.0,52500.0,4305000.0,850500.0,0.0,0.0,0.0,0.0,20000000.0,17237450.0,850580.88695,16386869.11305,6,6,0,
2020-01-01,,cash_interest,20000000.0,0.0,0.0,0.0,0.0,0.0,2728.9589041095887,0.0,20002728.95890411,16379178.95890411,0.0,16379178.95890411,0,0,0,
2020-01-01,TATASTEEL,option_sale,20002728.95890411,91625.1,4725000.0,926205.0,0.0,123.579476618,0.0,0.0,20094230.479427494,20002728.95890411,928678.4794766158,19074050.479427494,7,7,0,
2020-01-01,VEDL,option_sale,20094230.479427494,66150.0,4567500.0,899640.0,0.0,95.78155699999999,0.0,0.0,20160284.697870493,19074050.479427494,902885.7815570012,18171164.697870493,9,9,0,
2020-01-01,ONGC,option_sale,20160284.697870493,6970.0,502250.0,98974.0,0.0,31.205524599999997,0.0,0.0,20167223.492345892,18171164.697870493,99415.20552460104,18071749.492345892,1,1,0,
2020-01-01,HINDALCO,option_sale,20167223.492345892,59850.0,4305000.0,848610.0,0.0,88.90712299999998,0.0,0.0,20226984.585222892,18071749.492345892,850798.9071229994,17220950.585222892,6,6,0,
2020-01-02,,cash_interest,20226984.585222892,0.0,0.0,0.0,0.0,0.0,2812.105021307221,0.0,20229796.690244198,17223762.690244198,0.0,17223762.690244198,0,0,0,
2020-01-03,,cash_interest,20229796.690244198,0.0,0.0,0.0,0.0,0.0,2812.4959809491556,0.0,20232609.186225146,17301039.186225146,0.0,17301039.186225146,0,0,0,
2020-01-06,,cash_interest,20232609.186225146,0.0,0.0,0.0,0.0,0.0,8438.660984835577,0.0,20241047.847209983,17287421.847209983,0.0,17287421.847209983,0,0,0,
2020-01-07,,cash_interest,20241047.847209983,0.0,0.0,0.0,0.0,0.0,2814.0602000182753,0.0,20243861.90741,17178031.90741,0.0,17178031.90741,0,0,0,
2020-01-08,,cash_interest,20243861.90741,0.0,0.0,0.0,0.0,0.0,2814.4514314836174,0.0,20246676.358841483,17233490.358841483,0.0,17233490.358841483,0,0,0,
2020-01-09,,cash_interest,20246676.358841483,0.0,0.0,0.0,0.0,0.0,2814.8427173408522,0.0,20249491.201558825,17227309.201558825,0.0,17227309.201558825,0,0,0,
2020-01-10,,cash_interest,20249491.201558825,0.0,0.0,0.0,0.0,0.0,2815.234057597541,0.0,20252306.435616422,17290196.435616422,0.0,17290196.435616422,0,0,0,
