symbol,days_active,total_pnl,cagr,annualized_vol,sharpe,sortino,max_drawdown,max_dd_peak,max_dd_trough,max_dd_recovered,calmar,csp_cycles,puts_sold,calls_sold,delivered,itm_cash_settled,called_away,avg_days_held_post_delivery,assignment_rate,itm_put_rate,call_away_rate,premium_sold,premium_income,delivery_leg_price_pnl,dividends,costs,premium_capture
ASIANPAINT,193,17824.34902201315,-0.026257859539345785,0.25807489986188786,-0.1723648550488044,-0.23251359661650167,-0.42960782378793194,2021-01-11,2021-02-26,2021-04-28,-0.06112053385765967,7,7,3,1,1,1,91.0,0.14285714285714285,0.2857142857142857,1.0,604624.29,604624.29,-535117.4999999998,0.0,51682.4409779872,1.0
IOC,75,139862.01176481345,0.012509136663896747,0.07566938124850295,-0.48531224498443265,-0.5457446753259259,-0.18436100782896103,2021-03-23,2021-03-25,,0.0678513141754029,4,4,0,1,0,0,6.0,0.25,0.25,0.0,379665.0,379665.0,-207735.12500000017,0.0,32067.863235187502,1.0
ICICIBANK,155,142928.59462404827,-0.022626655975322096,0.20223175445417366,-0.2673354740622959,-0.3326701563553799,-0.46280333818447983,2019-12-31,2021-12-20,,-0.04889043381597822,6,6,2,1,1,1,63.0,0.16666666666666666,0.3333333333333333,1.0,606158.05,606158.05,-393112.50000000023,0.0,70116.95537595026,1.0
POWERGRID,204,176784.1830684404,0.026935729246634565,0.13867639704490695,-0.11272688262683771,-0.15210828902708143,-0.2428310040042706,2024-05-30,2024-10-25,,0.11092376509780792,10,10,0,0,1,0,,0.0,0.1,,791670.0,791670.0,-613439.9999999995,0.0,1445.8169315599998,1.0
BRITANNIA,116,195417.93611360854,0.016289131783898014,0.02248550133212656,-1.5921271305669211,-3.2130101612752116,-0.030244745378945503,2024-01-04,2024-01-18,2024-01-19,0.5385772496943382,5,5,2,1,0,0,33.0,0.2,0.2,0.0,193444.88999999998,188494.13999999998,9834.960000000057,0.0,2911.16388639148,0.9744074397623013
BAJFINANCE,414,202660.89594885893,0.020509954365784955,0.38094537700867775,0.11173002908301448,0.15942302735121522,-0.6839542977316839,2022-04-26,2024-10-22,,0.029987317038295786,17,17,4,3,1,2,39.666666666666664,0.17647058823529413,0.23529411764705882,0.6666666666666666,2210026.6,2210026.6,-1853747.5124999993,0.0,153618.19155114063,1.0
HINDUNILVR,122,238328.882270841,0.026899424326708,0.03890216847882001,-0.6340952239092011,-1.2007448624598394,-0.06347267603673334,2021-09-30,2022-05-09,2022-05-13,0.42379534007894326,6,6,0,0,0,0,,0.0,0.0,,238738.65,238738.65,0.0,0.0,409.767729159,1.0
BEL,71,254986.19457848588,0.011174518624190721,0.13298023605496398,-0.2434807842070194,-0.3588160408708121,-0.2941831424525857,2025-02-05,2025-04-07,2025-06-16,0.037984904678865984,4,4,0,0,1,0,,0.0,0.25,,557276.46,557276.46,-301245.00000000047,0.0,1045.2654215136404,1.0
ULTRACEMCO,254,282987.2940309939,0.028232051395725932,0.1173166470346221,-0.145641456924369,-0.19544331527968398,-0.2195602578109278,2024-10-30,2025-04-07,,0.12858452470955692,13,13,0,1,1,0,0.0,0.07692307692307693,0.15384615384615385,0.0,856018.49,856018.49,-502591.89000000106,0.0,70439.30596900436,1.0
APOLLOHOSP,83,307309.007462843,0.02232825953040729,0.03496743707574364,-0.8412869700190202,-1.5409393306297925,-0.03952496609338363,2024-01-31,2024-02-07,2024-02-09,0.5649153367431978,4,4,0,0,0,0,,0.0,0.0,,307771.025,307771.025,0.0,0.0,462.017537157,1.0
GRASIM,83,334087.46183178434,0.02962148139830134,0.04563663437352646,-0.4749493704808593,-0.689558627985855,-0.07028187219037718,2020-06-10,2020-06-11,2020-06-19,0.42146688008059413,4,4,0,0,0,0,,0.0,0.0,,334608.05,334608.05,0.0,0.0,520.58816821565,1.0
ETERNAL,42,338953.1274577776,0.02213593713338824,0.034197673311956486,-0.8658036339558509,-1.8185520161642845,-0.05267156843410259,2025-07-14,2025-07-18,2025-07-22,0.4202634892310548,2,2,0,0,0,0,,0.0,0.0,,339482.54000000004,339482.54000000004,0.0,0.0,529.41254222236,1.0
JIOFIN,67,354280.15189293,0.023634233041970765,0.040542935775459046,-0.6880577730189712,-1.4692676903561501,-0.055539636955579064,2025-05-05,2025-05-09,2025-05-12,0.42553812623718745,3,3,0,0,0,0,,0.0,0.0,,354855.0,354855.0,0.0,0.0,574.8481070700001,1.0
SBILIFE,116,359956.6767067286,0.02401544639440334,0.04090466904461004,-0.6718287516089103,-1.0437885265444236,-0.06208276322531725,2024-08-01,2024-08-06,2024-08-20,0.38682953442719636,6,6,0,0,0,0,,0.0,0.0,,360543.9375,360543.9375,0.0,0.0,587.26079327145,1.0
UPL,54,405578.27831096353,0.0441016089254489,0.047895706705097,-0.15343542417459116,-0.33243260421783216,-0.044177067817536275,2021-03-04,2021-03-05,2021-03-08,0.9982918990368703,3,3,0,0,0,0,,0.0,0.0,,406106.35,406106.35,0.0,0.0,528.0716890365,1.0
NTPC,587,464515.8175446212,0.030390756682747044,0.11786894437062406,-0.1276930217909008,-0.18614743803722997,-0.24923084552894992,2024-10-15,2025-01-13,2026-04-20,0.1219381839284293,9,9,9,1,0,0,607.0,0.1111111111111111,0.1111111111111111,0.0,758124.6,758124.6,-350100.0,68100.0,11608.782455379202,1.0
LT,202,538071.1293340322,0.05049146403862825,0.04785571259225622,-0.023493558613344623,-0.043882334545650076,-0.07198920723559421,2024-04-08,2024-04-19,2024-04-24,0.701375469706011,11,11,0,0,0,0,,0.0,0.0,,538993.3200000001,538993.3200000001,0.0,0.0,922.190665967905,1.0
HDFCBANK,131,563991.8080403911,0.05994371289440559,0.1829306652054349,0.12734217043423973,0.21306719870009874,-0.31145429422930726,2020-05-06,2020-05-18,2020-05-28,0.19246391526800466,6,6,0,0,0,0,,0.0,0.0,,564761.905,564761.905,0.0,0.0,770.0969596089,1.0
SUNPHARMA,241,579475.4209422048,0.04392249158876638,0.13013965940983202,0.0006383982325174756,0.0008237900458531145,-0.15663010636213304,2025-01-24,2025-01-28,,0.2804217695365436,12,12,0,0,2,0,,0.0,0.16666666666666666,,891601.97,891601.97,-310590.00000000035,0.0,1536.5490577948,1.0
BPCL,119,605688.7196958268,0.03403415616476346,0.08345513389407255,-0.1782142081642701,-0.24683244023612672,-0.1251796595557183,2024-09-05,2024-09-19,2024-09-25,0.2718824790349796,6,6,0,0,1,0,,0.0,0.16666666666666666,,785923.56,785923.56,-179010.00000000023,0.0,1224.8403041732004,1.0
ONGC,467,620916.5992625781,0.02598686765119007,0.17595258607951203,-0.06199876410485098,-0.08879784633739361,-0.4075810793130106,2020-01-02,2020-03-17,2023-02-09,0.06375876842711067,6,6,8,1,0,1,512.0,0.16666666666666666,0.16666666666666666,1.0,574032.2474999999,574032.2474999999,419.7750000000524,55350.0,8885.423237422001,1.0
EICHERMOT,120,651039.4696361154,0.05959317673930098,0.14567186031465743,0.11810282424826077,0.17280363412577507,-0.15444815638587628,2020-09-18,2022-06-07,2024-11-05,0.3858458277120008,6,6,0,0,1,0,,0.0,0.16666666666666666,,858840.085,858840.085,-206482.49999999977,0.0,1318.11536388479,1.0
ITC,156,661404.7222152704,0.07482222788075465,0.06020525083663637,0.3796087847685773,1.036954284607039,-0.055698226408717355,2020-06-05,2020-06-17,2020-06-22,1.343350277111233,7,7,0,0,0,0,,0.0,0.0,,662317.4400000001,662317.4400000001,0.0,0.0,912.7177847296,1.0
RELIANCE,236,662101.05002354,0.07477537745319562,0.1685108549419334,0.20463903813895098,0.3891754485925037,-0.3465535987222047,2022-04-28,2022-05-12,,0.2157685787390571,9,9,3,1,1,1,89.0,0.1111111111111111,0.2222222222222222,1.0,808336.7,808336.7,-138700.00000000017,5500.0,13035.64997645985,1.0
INDUSINDBK,220,690784.3598548245,-0.005590718132541639,0.3163221299379404,-0.010226577732013737,-0.013105197832841831,-0.7008539193135029,2020-09-18,2021-04-19,,-0.007977009157654183,9,9,2,1,1,1,63.0,0.1111111111111111,0.2222222222222222,1.0,1525473.35,1525473.35,-781200.0,0.0,53488.9901451757,1.0
TATASTEEL,448,695414.5526330902,0.09387152400520549,0.2431311305535668,0.28719092346152175,0.37728931987131525,-0.49843396968563924,2020-09-03,2020-11-27,,0.18833291812837308,23,23,0,0,3,0,,0.0,0.13043478260869565,,2801890.08,2801890.08,-2101439.999999999,0.0,5035.5273669105,1.0
BAJAJ-AUTO,712,704901.1885577813,-0.15168933122898465,0.660954251498219,0.028694671320139517,0.038653959895200936,-0.9451783098868566,2024-08-28,2025-04-07,,-0.1604875287998756,11,11,7,2,0,1,367.0,0.18181818181818182,0.18181818181818182,0.5,1670666.01,1670666.01,-1338647.3943750001,542000.0,169117.42706721812,1.0
DIVISLAB,164,708221.9157905396,0.06042032838633271,0.17952835281686935,0.1294033431790975,0.20301425420374133,-0.25694558497613873,2021-01-06,2021-01-29,2021-02-08,0.23514834236962526,6,6,2,1,1,0,62.0,0.16666666666666666,0.3333333333333333,0.0,1068807.925,1068807.925,-325520.51999999874,0.0,35065.48920946121,1.0
TCS,129,745902.9861852587,0.08188366824654159,0.0797694938911921,0.3869927335041522,0.8773037619047747,-0.04810782104592415,2020-05-13,2020-05-14,2020-05-18,1.7020864064571688,5,5,1,1,0,1,28.0,0.2,0.2,1.0,332747.9325,332747.9325,480000.0,0.0,66844.94631474085,1.0
AXISBANK,296,772485.856006576,0.024221435237455236,0.22469842706584447,-0.012248720803803358,-0.01696343944844522,-0.35253088921596,2019-12-31,2020-12-21,2022-11-21,0.0687072707056238,13,13,2,1,2,1,63.0,0.07692307692307693,0.23076923076923078,1.0,1483701.7175,1483701.7175,-596345.0000000007,0.0,114870.86149342282,1.0
TATACONSUM,196,841478.9176971398,0.040848048550498284,0.17756492659970755,0.021367804745238642,0.03411793596724745,-0.24976151806997982,2024-04-23,2024-05-31,2024-07-12,0.16354820737057343,6,6,4,1,0,1,119.0,0.16666666666666666,0.16666666666666666,1.0,860193.63,860193.63,-2.3283064365386963e-10,76725.0,95439.71230286208,1.0
COALINDIA,301,893748.5008458839,0.017578483885092977,0.3924856020152915,0.10476271608415341,0.16387274547945263,-0.6611478266278833,2020-06-01,2021-12-20,,0.02658782677204012,6,6,9,3,1,3,91.33333333333333,0.5,0.6666666666666666,1.0,1683018.82,1683018.82,-1141634.6700000004,470400.0,118035.649154115,1.0
ADANIPORTS,260,909633.3156060459,0.049389879778069634,0.3293743402800341,0.15819695732619754,0.2219481336972191,-0.5721136247427914,2022-04-28,2022-06-20,2022-08-11,0.08632879491425177,10,10,3,1,1,1,91.0,0.1,0.2,1.0,1722235.98,1722235.98,-796320.0000000005,43750.0,60032.6643939524,1.0
VEDL,87,913781.43974799,0.13915560795855186,0.1332504049199298,0.6649557056737133,2.1726365552294116,-0.07283502066747616,2020-05-06,2020-05-08,2020-05-11,1.9105590508974837,5,5,0,0,0,0,,0.0,0.0,,1012738.5,915088.5,0.0,0.0,1307.06025201,0.9035782682301502
DRREDDY,492,964050.6423734929,0.043491109093203084,0.34541735743657004,0.14685696377457866,0.20632368661293168,-0.5093473115375629,2022-01-04,2022-03-03,2023-03-31,0.08538595985108237,8,8,16,2,1,2,241.5,0.25,0.375,1.0,1257305.0125,1257305.0125,-188437.49999999977,37500.0,142316.87012650576,1.0
ADANIENT,100,1148532.3151250097,0.07309587922765726,0.20648313030790802,0.19844718807105322,0.3016660217868659,-0.3158206232395765,2024-03-05,2024-03-13,2024-03-28,0.23144745418416798,5,5,0,0,0,0,,0.0,0.0,,1150236.1056,1150236.1056,0.0,0.0,1703.7904749903305,1.0
HDFCLIFE,706,1293448.442090624,-0.06972938632665227,0.5931157717380517,0.09345325166322313,0.13134619030321334,-0.9096253419708835,2021-09-16,2023-03-16,,-0.07665725998307142,6,6,19,1,0,1,854.0,0.16666666666666666,0.16666666666666666,1.0,1316848.17,1316848.17,4.0745362639427185e-10,39600.0,62999.7279093758,1.0
BHARTIARTL,404,1398561.4517878497,0.10224199931568423,0.24954492158609526,0.31506509153939916,0.448063664061022,-0.39019954092309883,2022-02-10,2022-03-04,2023-06-02,0.2620249092907935,17,17,3,1,1,1,92.0,0.058823529411764705,0.11764705882352941,1.0,1557835.8315,1557835.8315,-92452.43050000083,0.0,66821.94921214908,1.0
CIPLA,377,1793692.5361003052,0.10252814396041598,0.2622732630704896,0.3150109911539392,0.4298856068643577,-0.6503905750984891,2022-11-30,2023-03-21,2023-11-10,0.15764088208825916,7,7,11,2,0,2,182.0,0.2857142857142857,0.2857142857142857,1.0,1040541.19,1040541.19,819000.0,55250.0,121098.65389969372,1.0
HEROMOTOCO,245,1937458.5546453474,0.16010550755815633,0.17475029849386145,0.6525322788712471,1.1473432119913374,-0.15150947327159225,2023-09-18,2023-10-09,2023-10-11,1.056735952551,9,9,3,1,0,1,91.0,0.1111111111111111,0.1111111111111111,1.0,1121276.76,1121276.76,900000.0,0.0,83818.20535465296,1.0
SHRIRAMFIN,345,2223075.707890197,-0.05453577838432577,0.7168840898719158,0.2095132563394035,0.3116295348817848,-0.8296542812410859,2024-09-26,2025-01-27,,-0.0657331368226598,6,6,11,2,0,2,163.5,0.3333333333333333,0.3333333333333333,1.0,2084900.295,2084900.295,210000.00000000093,144900.0,216724.587109808,1.0
M&M,415,2392593.1623626635,0.24270123432203516,0.33969732758891513,0.6697136903171793,0.9908916713176867,-0.43628740043259306,2024-10-14,2024-10-30,,0.5562875161679871,13,13,7,3,1,3,74.66666666666667,0.23076923076923078,0.3076923076923077,1.0,2575651.6625,2575651.6625,-49104.99999999907,79625.0,213578.5001373391,1.0
HINDALCO,645,2497281.5967745367,-0.09306060034130537,0.7212228419572639,0.17710743525118017,0.23803708932337797,-0.9540393048263189,2020-01-02,2020-04-03,,-0.09754378029346168,17,17,11,4,1,4,114.0,0.23529411764705882,0.29411764705882354,1.0,2624257.5725000002,2624257.5725000002,88374.93499999912,21000.0,236350.91072546205,1.0
JSWSTEEL,419,3787006.233638885,0.2807841626800245,0.29272038066941974,0.8254790863311643,1.4460346347209287,-0.23248875350030584,2025-12-01,2025-12-17,2025-12-31,1.207732238452795,16,16,5,2,1,2,77.0,0.125,0.1875,1.0,3107255.5949999997,3107255.5949999997,869265.0000000007,0.0,189514.36136111405,1.0
