date,starting_cash,starting_nav,assigned_stock_value,n_assigned_stocks,assignments_today,open_put_exposure,covered_call_exposure,gross_exposure,borrowed,uncovered_usable_shares,covered_call_opportunities,covered_call_lots_ordered,covered_call_lots_sold,covered_call_premium,cash_after_calls,margin_utilization_after_calls,breach,new_put_capacity,new_put_lots_decided,new_put_lots_attempted,new_put_lots_executed,new_put_lots_rejected,rejection_reason
2019-12-31,20000000.0,20000000.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20000000.0,0.0,False,20000000.0,18,0,0,0,
2020-01-01,20002728.95890411,20002728.95890411,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,20002728.95890411,0.14116489040489238,False,17174626.71663634,0,14,14,0,
2020-01-02,20141263.18145201,20056513.18145201,0.0,0,0,8609750.0,0.0,8609750.0,0.0,0,0,0,0,0.0,20141263.18145201,0.141682985519866,False,17214846.514785342,0,0,0,0,
2020-01-03,20144063.36884966,20041493.36884966,0.0,0,0,8609750.0,0.0,8609750.0,0.0,0,0,0,0,0.0,20144063.36884966,0.1414927827221805,False,17205766.702182993,0,0,0,0,
2020-01-06,20152465.09895091,19963540.09895091,0.0,0,0,8609750.0,0.0,8609750.0,0.0,0,0,0,0,0.0,20152465.09895091,0.1406034026407056,False,17156598.432284243,0,0,0,0,
2020-01-07,20155266.843721997,20004446.843721997,0.0,0,0,8609750.0,0.0,8609750.0,0.0,0,0,0,0,0.0,20155266.843721997,0.14095082735158074,False,17184803.510388665,0,0,0,0,
2020-01-08,20158068.978012364,19997878.978012364,0.0,0,0,8609750.0,0.0,8609750.0,0.0,0,0,0,0,0.0,20158068.978012364,0.1408409363361364,False,17181358.978012364,0,0,0,0,
2020-01-09,20160871.50187617,20048246.50187617,0.0,0,0,8609750.0,0.0,8609750.0,0.0,0,0,0,0,0.0,20160871.50187617,0.14127794167609314,False,17215871.50187617,0,0,0,0,
2020-01-10,20163674.415367577,20067154.415367577,0.0,0,0,8609750.0,0.0,8609750.0,0.0,0,0,0,0,0.0,20163674.415367577,0.14141234350397824,False,17229411.082034245,0,0,0,0,
2020-01-13,20172084.324887093,20086034.324887093,0.0,0,0,8609750.0,0.0,8609750.0,0.0,0,0,0,0,0.0,20172084.324887093,0.14145317524490014,False,17244800.99155376,0,0,0,0,
