date,nav,cash,stock_value,option_liability,borrowed,notional_exposure,unleveraged_requirement,leveraged_requirement,available_capital,margin_utilization,n_short_puts,n_covered_calls,n_stock_names,n_active_names,cash_interest_accrued,cash_interest,financing_cost,available_liquidity,margin_liquidity,cash_liquidity
2019-12-31,20000000.0,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,20000000.0,0.0,0,0,0,0,0.0,0.0,0,16460416.666666666,16513333.333333334,16460416.666666666
2020-01-01,19997583.38330301,20138463.38330301,0.0,140880.0,0.0,8609750.0,8468870.0,2822956.666666667,17174626.71663634,0.1411648904048924,4,0,0,4,2728.9589041095887,2728.9589041095887,0,17174626.71663634,17174626.71663634,17268546.71663634
2020-01-02,20056513.18145201,20141263.18145201,0.0,84750.0,0.0,8609750.0,8525000.0,2841666.666666667,17214846.514785342,0.14168298551986602,4,0,0,4,2799.7981490019483,2799.7981490019483,0,17214846.514785342,17214846.514785342,17271346.514785342
2020-01-03,20041493.36884966,20144063.36884966,0.0,102570.0,0.0,8609750.0,8507180.0,2835726.6666666665,17205766.702182993,0.1414927827221805,4,0,0,4,2800.187397651458,2800.187397651458,0,17205766.702182993,17205766.702182993,17274146.702182993
2020-01-06,19963540.09895091,20152465.09895091,0.0,188925.0,0.0,8609750.0,8420825.0,2806941.666666667,17156598.432284243,0.14060340264070562,4,0,0,4,8401.730101251584,8401.730101251584,0,17156598.432284243,17156598.432284243,17282548.432284243
2020-01-07,20004446.843721997,20155266.843721997,0.0,150820.0,0.0,8609750.0,8458930.0,2819643.3333333335,17184803.510388665,0.14095082735158074,4,0,0,4,2801.7447710856545,2801.7447710856545,0,17184803.510388665,17184803.510388665,17285350.17705533
2020-01-08,19997878.978012364,20158068.978012364,0.0,160190.0,0.0,8609750.0,8449560.0,2816520.0,17181358.978012364,0.1408409363361364,4,0,0,4,2802.1342903689665,2802.1342903689665,0,17181358.978012364,17181358.978012364,17288152.311345696
2020-01-09,20048246.50187617,20160871.50187617,0.0,112625.0,0.0,8609750.0,8497125.0,2832375.0,17215871.50187617,0.14127794167609314,4,0,0,4,2802.52386380613,2802.52386380613,0,17215871.50187617,17215871.50187617,17290954.835209504
2020-01-10,20067154.415367577,20163674.415367577,0.0,96520.0,0.0,8609750.0,8513230.0,2837743.333333333,17229411.082034245,0.14141234350397822,4,0,0,4,2802.9134914046745,2802.9134914046745,0,17229411.082034245,17229411.082034245,17293757.74870091
2020-01-13,20086034.324887093,20172084.324887093,0.0,86050.0,0.0,8609750.0,8523700.0,2841233.333333333,17244800.99155376,0.14145317524490011,4,0,0,4,8409.909519516392,8409.909519516392,0,17244800.99155376,17244800.99155376,17302167.658220425
