trade_id,cycle_id,date,symbol,sector,instrument,expiry,exit_date,strike,lots,lot_size,quantity,entry_quote,entry_premium,exit_price,status,assigned_or_exercised,underlying_entry,underlying_exit,premium_inr,option_pnl,stock_pnl,transaction_costs,margin_requirement,leveraged_capital_requirement,total_pnl,exit_reason
3,3,2020-01-01,ONGC,Oil Gas & Consumable Fuels,PE,2020-01-30,2020-01-30,122.5,1.0,4100.0,4100,1.8,1.7,6.900000000000006,assigned,True,127.45,115.6,6970.0,-21320.000000000022,0.0,2091.0231796000003,502250.0,167416.66666666666,-23411.023179600023,CONTRACT_EXPIRY
2,2,2020-01-01,VEDL,Metals & Mining,PE,2020-01-30,2020-01-30,145.0,5.0,3500.0,17500,2.2,2.1,4.050000000000011,assigned,True,154.6,140.95,36750.0,-34125.0000000002,0.0,10470.445115,2537500.0,845833.3333333334,-44595.4451150002,CONTRACT_EXPIRY
1,1,2020-01-01,TATASTEEL,Metals & Mining,PE,2020-01-30,2020-01-30,450.0,4.0,1500.0,6000,8.95,8.7262,1.4499999999999886,assigned,True,467.75,448.55,52357.200000000004,43657.20000000007,0.0,11153.917129496002,2700000.0,900000.0,32503.282870504067,CONTRACT_EXPIRY
4,4,2020-01-01,HINDALCO,Metals & Mining,PE,2020-01-30,2020-01-30,205.0,4.0,3500.0,14000,2.95,2.85,11.550000000000011,assigned,True,214.3,193.45,39900.0,-121800.00000000016,0.0,11837.524682000001,2870000.0,956666.6666666666,-133637.52468200016,CONTRACT_EXPIRY
5,4,2020-01-31,HINDALCO,Metals & Mining,CE,2020-02-27,2020-02-27,205.0,4.0,3500.0,14000,2.6,2.5,0.0,expired_otm,False,189.35,168.35,35000.0,35000.0,0.0,61.79129999999999,0.0,0.0,34938.2087,CONTRACT_EXPIRY
10,3,2020-02-07,ONGC,Oil Gas & Consumable Fuels,CE,2020-02-27,2020-02-27,122.5,1.0,4100.0,4100,0.55,0.45,0.0,expired_otm,False,109.25,93.35,1845.0,1845.0,0.0,25.613227099999996,0.0,0.0,1819.3867729,CONTRACT_EXPIRY
6,1,2020-01-31,TATASTEEL,Metals & Mining,CE,2020-02-27,2020-02-27,470.0,4.0,1500.0,6000,9.35,9.1162,0.0,expired_otm,False,438.7,412.8,54697.2,54697.2,0.0,83.284490696,0.0,0.0,54613.915509303995,CONTRACT_EXPIRY
7,2,2020-01-31,VEDL,Metals & Mining,CE,2020-02-27,2020-02-27,150.0,5.0,3500.0,17500,3.1,3.0,0.0,expired_otm,False,137.9,130.55,52500.0,52500.0,0.0,80.88695,0.0,0.0,52419.11305,CONTRACT_EXPIRY
9,6,2020-02-04,BAJFINANCE,Financial Services,PE,2020-02-27,2020-02-27,4100.0,2.0,250.0,500,15.05,14.6738,0.0,expired_otm,False,4519.25,4759.8,7336.9,7336.9,0.0,31.605878542,2050000.0,683333.3333333334,7305.294121458,CONTRACT_EXPIRY
8,5,2020-02-04,DRREDDY,Healthcare,PE,2020-02-27,2020-02-27,3000.0,3.0,250.0,750,15.0,14.625,0.0,expired_otm,False,3241.85,3067.05,10968.75,10968.75,0.0,35.568880625,2250000.0,750000.0,10933.181119375,CONTRACT_EXPIRY
