date,symbol,mark_value
2020-01-01,TATASTEEL,-53699.99999999999
2020-01-01,VEDL,-38500.0
2020-01-01,ONGC,-7380.0
2020-01-01,HINDALCO,-41300.0
2020-01-02,TATASTEEL,-31500.0
2020-01-02,VEDL,-23625.0
2020-01-02,ONGC,-5125.0
2020-01-02,HINDALCO,-24500.0
2020-01-03,TATASTEEL,-33300.0
2020-01-03,VEDL,-28000.0
2020-01-03,ONGC,-6970.0
2020-01-03,HINDALCO,-34300.0
2020-01-06,TATASTEEL,-45900.0
2020-01-06,VEDL,-62125.0
2020-01-06,ONGC,-12300.0
2020-01-06,HINDALCO,-68600.0
2020-01-07,TATASTEEL,-39300.0
2020-01-07,VEDL,-36750.0
2020-01-07,ONGC,-11070.0
2020-01-07,HINDALCO,-63700.0
2020-01-08,TATASTEEL,-39000.0
2020-01-08,VEDL,-34125.0
2020-01-08,ONGC,-14965.0
2020-01-08,HINDALCO,-72100.0
2020-01-09,TATASTEEL,-26099.999999999996
2020-01-09,VEDL,-26250.0
2020-01-09,ONGC,-11275.0
2020-01-09,HINDALCO,-49000.0
2020-01-10,TATASTEEL,-21900.0
2020-01-10,VEDL,-21875.0
2020-01-10,ONGC,-10045.0
2020-01-10,HINDALCO,-42700.0
2020-01-13,TATASTEEL,-15900.0
2020-01-13,VEDL,-19250.0
2020-01-13,ONGC,-8200.0
2020-01-13,HINDALCO,-42700.0
2020-01-14,TATASTEEL,-10500.0
2020-01-14,VEDL,-11375.0
2020-01-14,ONGC,-7380.0
2020-01-14,HINDALCO,-36400.0
2020-01-15,TATASTEEL,-10800.0
2020-01-15,VEDL,-11375.0
2020-01-15,ONGC,-7585.0
2020-01-15,HINDALCO,-28699.999999999996
2020-01-16,TATASTEEL,-9900.0
2020-01-16,VEDL,-8750.0
2020-01-16,ONGC,-7995.0
2020-01-16,HINDALCO,-40600.0
2020-01-17,TATASTEEL,-7800.0
2020-01-17,VEDL,-12250.0
2020-01-17,ONGC,-6560.0
2020-01-17,HINDALCO,-37100.0
2020-01-20,TATASTEEL,-6600.000000000001
2020-01-20,VEDL,-12250.0
2020-01-20,ONGC,-12915.0
2020-01-20,HINDALCO,-40600.0
2020-01-21,TATASTEEL,-13200.000000000002
2020-01-21,VEDL,-14875.0
2020-01-21,ONGC,-10045.0
2020-01-21,HINDALCO,-48300.0
2020-01-22,TATASTEEL,-11400.0
2020-01-22,VEDL,-14875.0
2020-01-22,ONGC,-29725.0
2020-01-22,HINDALCO,-53200.0
2020-01-23,TATASTEEL,-5400.0
2020-01-23,VEDL,-10500.0
2020-01-23,ONGC,-24190.0
2020-01-23,HINDALCO,-42700.0
2020-01-24,TATASTEEL,-3300.0000000000005
2020-01-24,VEDL,-4375.0
2020-01-24,ONGC,-20295.0
2020-01-24,HINDALCO,-33600.0
2020-01-27,TATASTEEL,-13200.000000000002
2020-01-27,VEDL,-17500.0
2020-01-27,ONGC,-23780.0
2020-01-27,HINDALCO,-104300.0
2020-01-28,TATASTEEL,-40500.0
2020-01-28,VEDL,-61250.0
2020-01-28,ONGC,-27675.0
2020-01-28,HINDALCO,-124600.0
2020-01-29,TATASTEEL,-12299.999999999998
2020-01-29,VEDL,-55125.0
2020-01-29,ONGC,-22140.0
2020-01-29,HINDALCO,-109200.0
2020-01-30,TATASTEEL,2691300.0
2020-01-30,VEDL,2466625.0
2020-01-30,ONGC,473960.0
2020-01-30,HINDALCO,2708300.0
2020-01-31,TATASTEEL,2576100.0
2020-01-31,VEDL,2359000.0
2020-01-31,ONGC,446695.0
2020-01-31,HINDALCO,2614500.0
2020-02-03,TATASTEEL,2576100.0
2020-02-03,VEDL,2316125.0
2020-02-03,ONGC,424145.0
2020-02-03,HINDALCO,2529800.0
2020-02-04,TATASTEEL,2653500.0
2020-02-04,VEDL,2386125.0
2020-02-04,ONGC,435215.0
2020-02-04,HINDALCO,2627800.0
2020-02-04,DRREDDY,-11250.0
2020-02-04,BAJFINANCE,-7525.0
2020-02-05,TATASTEEL,2735400.0
2020-02-05,VEDL,2448250.0
2020-02-05,ONGC,437880.0
2020-02-05,HINDALCO,2704100.0
2020-02-05,DRREDDY,-20662.5
2020-02-05,BAJFINANCE,-5500.0
2020-02-06,TATASTEEL,2735100.0
2020-02-06,VEDL,2459625.0
2020-02-06,ONGC,439725.0
2020-02-06,HINDALCO,2680300.0
2020-02-06,DRREDDY,-17025.0
2020-02-06,BAJFINANCE,-4625.0
2020-02-07,TATASTEEL,2723400.0
2020-02-07,VEDL,2474500.0
2020-02-07,ONGC,445670.0
2020-02-07,HINDALCO,2718800.0
2020-02-07,DRREDDY,-12900.0
2020-02-07,BAJFINANCE,-4050.0
2020-02-10,TATASTEEL,2632800.0
2020-02-10,VEDL,2419375.0
2020-02-10,ONGC,433575.0
2020-02-10,HINDALCO,2649500.0
2020-02-10,DRREDDY,-14437.5
2020-02-10,BAJFINANCE,-2900.0
2020-02-11,TATASTEEL,2636100.0
2020-02-11,VEDL,2430750.0
2020-02-11,ONGC,436035.0
2020-02-11,HINDALCO,2684500.0
2020-02-11,DRREDDY,-10462.5
2020-02-11,BAJFINANCE,-2625.0
2020-02-12,TATASTEEL,2658000.0
