date,symbol,event,opening_cash,premium_received,margin_requirement,leveraged_requirement,stock_cash_flow,transaction_costs,interest_income,borrowing_cost,closing_cash,available_liquidity,required_liquidity,remaining_liquidity,lots_considered,lots_executed,lots_rejected,rejection_reason
2019-12-31,TATASTEEL,put_decision,20000000.0,45900.0,2700000.0,884700.0,0.0,0.0,0.0,0.0,20000000.0,20000000.0,884773.685162,19115226.314838,4,4,0,
2019-12-31,VEDL,put_decision,20000000.0,48125.0,2537500.0,829791.6666666666,0.0,0.0,0.0,0.0,20000000.0,19100000.0,829867.7797041668,18270132.22029583,5,5,0,
2019-12-31,ONGC,put_decision,20000000.0,29725.0,2511250.0,827175.0,0.0,0.0,0.0,0.0,20000000.0,18254166.666666668,827231.0353255,17426935.631341167,5,5,0,
2019-12-31,HINDALCO,put_decision,20000000.0,35000.0,2870000.0,945000.0,0.0,0.0,0.0,0.0,20000000.0,17417083.333333332,945061.7913,16472021.542033331,4,4,0,
2020-01-01,,cash_interest,20000000.0,0.0,0.0,0.0,0.0,0.0,2728.9589041095887,0.0,20002728.95890411,16463145.625570776,0.0,16463145.625570776,0,0,0,
2020-01-01,TATASTEEL,option_sale,20002728.95890411,52357.200000000004,2700000.0,882100.0,0.0,80.73112949600001,0.0,0.0,20055005.42777461,20002728.95890411,883523.531129498,19119205.42777461,4,4,0,
2020-01-01,VEDL,option_sale,20055005.42777461,36750.0,2537500.0,833000.0,0.0,63.700865,0.0,0.0,20091691.72690961,19119205.42777461,834813.7008650005,18284391.72690961,5,5,0,
2020-01-01,ONGC,option_sale,20091691.72690961,6970.0,502250.0,164956.66666666666,0.0,31.205524599999997,0.0,0.0,20098630.52138501,18284391.72690961,165397.87219126895,18118993.854718342,1,1,0,
2020-01-01,HINDALCO,option_sale,20098630.52138501,39900.0,2870000.0,942900.0,0.0,67.13808200000001,0.0,0.0,20138463.38330301,18118993.854718342,944367.1380820014,17174626.71663634,4,4,0,
2020-01-02,,cash_interest,20138463.38330301,0.0,0.0,0.0,0.0,0.0,2799.7981490019483,0.0,20141263.18145201,17177426.514785342,0.0,17177426.514785342,0,0,0,
2020-01-03,,cash_interest,20141263.18145201,0.0,0.0,0.0,0.0,0.0,2800.187397651458,0.0,20144063.36884966,17217646.702182993,0.0,17217646.702182993,0,0,0,
2020-01-06,,cash_interest,20144063.36884966,0.0,0.0,0.0,0.0,0.0,8401.730101251584,0.0,20152465.09895091,17214168.432284243,0.0,17214168.432284243,0,0,0,
2020-01-07,,cash_interest,20152465.09895091,0.0,0.0,0.0,0.0,0.0,2801.7447710856545,0.0,20155266.843721997,17159400.17705533,0.0,17159400.17705533,0,0,0,
2020-01-08,,cash_interest,20155266.843721997,0.0,0.0,0.0,0.0,0.0,2802.1342903689665,0.0,20158068.978012364,17187605.644679032,0.0,17187605.644679032,0,0,0,
2020-01-09,,cash_interest,20158068.978012364,0.0,0.0,0.0,0.0,0.0,2802.52386380613,0.0,20160871.50187617,17184161.50187617,0.0,17184161.50187617,0,0,0,
2020-01-10,,cash_interest,20160871.50187617,0.0,0.0,0.0,0.0,0.0,2802.9134914046745,0.0,20163674.415367577,17218674.415367577,0.0,17218674.415367577,0,0,0,
2020-01-13,,cash_interest,20163674.415367577,0.0,0.0,0.0,0.0,0.0,8409.909519516392,0.0,20172084.324887093,17237820.99155376,0.0,17237820.99155376,0,0,0,
2020-01-14,,cash_interest,20172084.324887093,0.0,0.0,0.0,0.0,0.0,2804.472381003823,0.0,20174888.797268096,17247605.463934764,0.0,17247605.463934764,0,0,0,
2020-01-15,,cash_interest,20174888.797268096,0.0,0.0,0.0,0.0,0.0,2804.862279499642,0.0,20177693.659547597,17264006.99288093,0.0,17264006.99288093,0,0,0,
2020-01-16,,cash_interest,20177693.659547597,0.0,0.0,0.0,0.0,0.0,2805.252232202035,0.0,20180498.9117798,17271608.9117798,0.0,17271608.9117798,0,0,0,
2020-01-17,,cash_interest,20180498.9117798,0.0,0.0,0.0,0.0,0.0,2805.6422391185365,0.0,20183304.55401892,17268557.88735225,0.0,17268557.88735225,0,0,0,
2020-01-20,,cash_interest,20183304.55401892,0.0,0.0,0.0,0.0,0.0,8418.096900770053,0.0,20191722.650919687,17279332.650919687,0.0,17279332.650919687,0,0,0,
2020-01-21,,cash_interest,20191722.650919687,0.0,0.0,0.0,0.0,0.0,2807.2026463586835,0.0,20194529.853566047,17276369.853566047,0.0,17276369.853566047,0,0,0,
2020-01-22,,cash_interest,20194529.853566047,0.0,0.0,0.0,0.0,0.0,2807.592924436189,0.0,20197337.44649048,17269807.44649048,0.0,17269807.44649048,0,0,0,
2020-01-23,,cash_interest,20197337.44649048,0.0,0.0,0.0,0.0,0.0,2807.9832567730396,0.0,20200145.429747254,17257428.763080586,0.0,17257428.763080586,0,0,0,
2020-01-24,,cash_interest,20200145.429747254,0.0,0.0,0.0,0.0,0.0,2808.373643376779,0.0,20202953.80339063,17277843.80339063,0.0,17277843.80339063,0,0,0,
2020-01-27,,cash_interest,20202953.80339063,0.0,0.0,0.0,0.0,0.0,8426.292252764855,0.0,20211380.095643394,17300416.76231006,0.0,17300416.76231006,0,0,0,
2020-01-28,,cash_interest,20211380.095643394,0.0,0.0,0.0,0.0,0.0,2809.935569735408,0.0,20214190.03121313,17238420.03121313,0.0,17238420.03121313,0,0,0,
2020-01-29,,cash_interest,20214190.03121313,0.0,0.0,0.0,0.0,0.0,2810.326227764138,0.0,20217000.357440896,17177733.69077423,0.0,17177733.69077423,0,0,0,
2020-01-30,,cash_interest,20217000.357440896,0.0,0.0,0.0,0.0,0.0,2810.7169401050364,0.0,20219811.074381,17217384.407714333,0.0,17217384.407714333,0,0,0,
