date,zero,low,base,high,stress
2021-03-09,27649992.62175614,27445952.489090778,27233508.460407086,26689495.082786217,26089150.528899778
2021-03-10,27985284.470055774,27778174.834754962,27565766.578238536,27023830.598693434,26415172.813354556
2021-03-12,27890143.651174687,27683368.36604662,27471980.00935763,26930263.034862254,26332474.711490385
2021-03-15,28160206.58561778,27954290.283827998,27742321.85497201,27195452.16810661,26588654.36902447
2021-03-16,28430568.11285734,28224522.281887647,28012039.598813005,27462759.75097692,26856793.62357944
2021-03-17,27738092.290133316,27538481.92823338,27327079.989214413,26785477.475911908,26179253.014747288
2021-03-18,27534811.61745915,27344771.722878497,27134780.526189364,26593747.84292431,25981860.042540263
2021-03-19,28058836.094848286,27857326.665836282,27644786.209751,27095043.35202686,26465182.206970606
2021-03-22,27942854.977245968,27735321.939687524,27523328.700235356,26971925.305643156,26362531.610210486
2021-03-23,28299345.054982483,28091827.47598904,27878109.970235683,27324573.883195445,26720456.821276035
2021-03-24,27613630.28284956,27420588.1606697,27207181.386888392,26658320.102901563,26063117.169040192
2021-03-25,26660111.553750332,26478425.762575477,26269726.8538693,25741131.558814548,25118096.398796912
2021-03-26,27313039.293111615,27127305.532309107,26904764.232235022,26353942.803102165,25637121.34580057
2021-03-30,27628531.820287183,27453471.68917094,27217249.63593626,26651199.59603741,25924521.69041985
2021-03-31,27658605.996320993,27488139.20960822,27247286.95038175,26676577.14331894,25904434.922299847
2021-04-01,27827842.709251694,27655204.259623922,27416486.79842037,26847882.22555886,26146555.685166415
2021-04-05,27554099.193494964,27374857.718748674,27142592.94594036,26580320.498851523,25842003.22201877
2021-04-06,27682356.592958823,27512106.831505537,27270812.74748765,26699480.8375182,25949358.3600621
2021-04-07,27809361.530787453,27638918.475017555,27397780.083964515,26826573.71253403,26072386.030324757
2021-04-08,27975734.006984368,27809057.649287537,27564114.95537416,26989074.123902336,26214351.23280969
2021-04-09,27963006.52155307,27793331.85431829,27551349.861719772,26979239.571626447,26190941.46751984
2021-04-12,27284331.680385053,27111272.06170132,26872562.185574077,26303633.52387613,25432819.768334776
2021-04-13,27657426.848465446,27493468.889794856,27245619.7316859,26667521.617046684,25804912.63196641
2021-04-15,27775844.761404864,27607045.107531577,27363962.393813394,26790570.37613262,25807240.92370956
2021-04-16,27909135.044660226,27738492.027955223,27497215.044787385,26925598.57842705,26003063.88406691
2021-04-19,27569078.509625837,27382180.38157595,27157045.602593884,26601480.794457484,25635610.361885294
2021-04-20,27589523.946491092,27417832.425141092,27177453.393423498,26606614.142291408,25730608.4512466
2021-04-22,27505457.397049353,27329804.07386041,27093311.54503129,26526298.410750613,25497532.194490343
2021-04-23,27537137.949163258,27366021.209814727,27124954.440790154,26553336.86777822,25601115.38063924
2021-04-26,27868909.72077819,27704472.710086558,27456613.233018365,26878112.348077998,25860985.03589416
2021-04-27,28123250.426600248,27951909.96926115,27710916.268722314,27139250.9507382,26119048.35112954
2021-04-28,28461036.17086076,28286477.25924996,28048664.339422923,27480149.589817364,26543271.69864612
2021-04-29,28423689.70373503,28252237.3302276,28011280.195295192,27439591.015490614,26625817.828618653
2021-04-30,28142926.903936714,27957721.669288814,27724460.943327837,27157853.619384497,26393407.11670582
2021-05-03,28205234.26560564,28006431.08999501,27748954.832174093,27139189.986842204,26296537.027427413
2021-05-04,28168613.850889325,27967800.300800823,27712292.28286478,27104463.145738356,26247298.572052866
2021-05-05,28571581.081345394,28376842.148895215,28115217.374836985,27501238.946904853,26607380.251989245
2021-05-06,28715692.206987254,28519052.884290863,28259286.358103752,27647133.640354846,26718592.067249045
2021-05-07,28919398.477828313,28724378.757000446,28462950.482678123,27849103.476101466,26881914.017844766
2021-05-10,29225833.97598931,29037378.03710904,28769259.530363224,28148624.66027063,27173194.025677163
2021-05-11,29203037.07772102,29007510.709163126,28746420.470259383,28132781.31529575,27130025.267704036
2021-05-12,29009261.57471898,28812494.768594556,28552602.8015284,27940129.362683207,26837846.645129323
2021-05-14,29206670.85927422,29012098.162237473,28749927.746838275,28135110.74220909,27020525.920801725
2021-05-17,29827113.15786555,29629424.077118155,29370243.513196923,28758318.66582971,27646447.521850854
2021-05-18,30015383.526689064,29818763.96102933,29558471.692925073,28945402.567614704,27873680.961879186
2021-05-19,30054029.040872745,29857378.98240667,29597075.014117487,28983961.611854084,27858690.78739348
2021-05-20,30034793.45043002,29839487.891262867,29577797.226787228,28963264.548561,27879904.498406235
2021-05-21,30300564.255374312,30109793.18761062,29843525.83094737,29224383.87774861,28165494.59492997
2021-05-24,30397005.856408518,30206858.239166625,29939840.817938164,29319851.042792987,28213180.291071653
2021-05-25,30502270.992994864,30300322.83556948,30045063.73815135,29436799.69199547,28281549.679726906
2021-05-26,30466320.025035363,30263901.319527373,30009070.54992026,29401202.23374445,28334500.45395571
2021-05-27,30498688.22976415,30302563.968273718,30041396.53047868,29427158.945273776,28387939.740883086
2021-05-28,30517407.74171322,30325969.96630268,30059167.33672959,29439261.955894984,28398738.149178714
2021-05-31,30515740.473166414,30300665.16551855,30016041.02496512,29360072.7535213,28242657.509836074
2021-06-01,30682023.125734817,30467356.35236978,30185544.566236194,29522198.51489781,28398169.510445856
2021-06-02,30856862.723260324,30650357.73866363,30359067.836271178,29683599.049856286,28556899.139513344
2021-06-03,30986421.335918993,30782523.131781198,30484928.866839804,29807422.34556176,28671676.519116066
2021-06-04,31060018.963735793,30857242.53174668,30559275.157966614,29877175.902038794,28740766.649277627
2021-06-07,31283617.642735533,31081126.502259463,30777864.813095234,30090867.35385827,28952385.291509625
2021-06-08,31398646.331359725,31202501.929785974,30893237.146626603,30195951.9535935,29055468.924071755
2021-06-09,31158487.785266954,30959890.11428139,30656684.740838893,29966516.81422313,28828762.807310753
2021-06-10,31375583.254482213,31180857.305769917,30870037.595756665,30172771.93577173,29030481.941250227
2021-06-11,31405052.73903049,31205178.50427576,30899788.211404473,30203929.818263885,29060681.325913794
2021-06-14,31471081.988749377,31270557.870917894,30964014.59061169,30267847.99864475,29123102.732147634
2021-06-15,31580586.284804706,31388663.8476625,31069281.249351576,30365146.925083186,29220360.619872913
2021-06-16,31552725.846318044,31361980.0815455,31042334.41894432,30335872.362588096,29191633.75844039
2021-06-17,31547798.173314396,31362409.072591107,31035395.349414498,30322140.56118407,29177349.647873696
2021-06-18,31645195.76581877,31464888.320823554,31130174.040786676,30419991.520895705,29273453.288196463
2021-06-21,31737191.839930993,31558159.33715408,31220714.64768295,30511838.933451373,29362392.461904045
2021-06-22,31817675.494642537,31639049.614303466,31300013.132835183,30589294.68779783,29438127.105950095
2021-06-23,31924473.164987177,31746033.898760837,31406239.37901232,30690528.203382943,29538122.00100379
2021-06-24,32015724.42508753,31833134.168607235,31496257.96033655,30779547.019429725,29626237.186287172
2021-06-25,32040149.946516685,31855514.567353275,31516578.70276849,30794718.827293694,29633811.79912506
2021-06-28,32060624.618720368,31863058.776760075,31511148.81441209,30762835.632738702,29557815.20817929
2021-06-29,31959860.623234402,31762276.170707118,31410333.058681715,30667589.81555148,29464304.44722461
2021-06-30,31972761.8567474,31775158.791900016,31423182.52707452,30683514.220597662,29477247.64732246
2021-07-01,32026958.319280926,31829336.64036018,31477327.219611615,30735408.847898185,29527567.308492728
2021-07-02,32150061.23045042,31952421.00292132,31600378.542857848,30853680.176476542,29640895.338461075
2021-07-05,32201830.64619626,32004134.767619226,31651993.1803079,30898089.82429291,29692503.80713719
2021-07-06,31955679.467079595,31757965.032929886,31405790.393898606,30658547.03570848,29463235.175525986
2021-07-07,31942618.515460763,31744885.52399677,31392677.830143332,30646454.46790068,29449483.00358383
2021-07-08,31923212.79136112,31725461.24084107,31373220.489062972,30629419.62089023,29430511.041330405
2021-07-09,31951107.29480202,31753337.183483973,31401063.37067843,30658752.494697858,29457890.53878539
2021-07-12,32028666.487810425,31830840.688872088,31478467.683674954,30732706.77863714,29528918.410334636
2021-07-13,32187001.901563004,31989157.534857776,31636751.456219994,30884590.53586216,29673619.996761054
2021-07-14,32319157.542962924,32121294.60674805,31768855.451565374,31013182.014008895,29792893.042994313
2021-07-15,32461093.412031554,32263211.90456411,31910739.669732008,31152478.713098083,29924160.049054105
2021-07-16,32491851.982327312,32293951.90186422,31941446.58427786,31183015.031800054,29952810.413609713
2021-07-19,32237608.378453314,32039652.57377354,31687047.998609047,30930724.652800262,29714608.388816804
2021-07-20,32079847.86246502,31881873.477816124,31529235.807476018,30782086.858090367,29573748.34548538
2021-07-22,32261572.28748577,32063560.739410825,31710856.87250692,30966084.212099876,29744649.930007465
2021-07-23,32412777.457036376,32214747.32376028,31862010.352361318,31110807.082575545,29883433.018492967
2021-07-26,32301278.65137723,32103192.7572645,31750356.463058893,31005578.85933379,29779327.915904768
2021-07-27,32252124.735244244,32054020.248952303,31701150.837822124,30962495.11698023,29733088.097056646
2021-07-28,32065331.047760088,31867207.96754389,31514305.43638081,30785816.596487015,29556292.238939382
2021-07-29,31890818.981097724,31692677.305212054,31339741.65090746,30612291.225748576,29385232.626022756
2021-07-30,31928286.387699813,31726566.269372698,31370036.73481626,30691770.480623633,29408924.87710238
2021-08-02,32308277.276311353,32102215.34749806,31741747.485350855,30936721.477664884,29634888.587272808
2021-08-03,32660408.627675623,32450827.84374729,32086477.787977,31304989.38812559,29998667.367872063
2021-08-04,32553086.262076724,32343882.871188857,31982168.118612573,31184998.58039002,29943329.927831937
2021-08-05,32490370.17951769,32283835.429825604,31925813.47726014,31073744.054461088,29862861.26715512
2021-08-06,32634285.758443333,32427022.148102187,32067172.99236405,31216781.1887835,29979775.135844305
2021-08-09,32685152.595494315,32473812.397670943,32106051.62286346,31264977.68832443,30056511.83001795
2021-08-10,32622163.30812789,32413439.242274895,32049791.25155875,31177649.95142063,30037475.816190008
2021-08-11,32777099.054198418,32565621.118470103,32197595.908660352,31332857.246719882,30190019.831741538
2021-08-12,32896574.833708964,32682898.026259474,32310630.594170876,31455924.574225135,30304318.876675244
2021-08-13,33022594.396662593,32808237.465645894,32436115.30809292,31561035.683939345,30459194.200993814
2021-08-16,33100313.18586195,32883195.878605027,32504369.535101447,31669869.109717704,30713910.262112208
2021-08-17,33081784.1326094,32863967.944399964,32483899.362687837,31718116.598288424,30716099.45398911
2021-08-18,33047737.612815283,32829410.041806456,32447724.218698785,31674866.619082876,30714141.175264366
2021-08-20,32601770.89015004,32383196.79984834,31993903.987575017,31256317.975125164,30277728.426616963
2021-08-23,32561657.881939586,32342400.87661528,31956933.811468013,31227239.577566467,30259282.60506831
2021-08-24,32975024.062948227,32755743.16374038,32375558.83807065,31585597.29175358,30634962.002779502
2021-08-25,33140976.527436785,32921457.982497346,32541553.893116105,31786061.288185123,30923905.179907925
2021-08-26,33097497.57935614,32877868.886836864,32498875.030554786,31746902.12843506,30945865.173790284
2021-08-27,33294766.3215487,33069530.510867313,32684916.53393583,31926578.82392636,31091106.712818
2021-08-30,33661320.632975884,33428797.611532226,33037171.27988459,32257599.745470442,31210096.707292207
2021-08-31,34009631.446634546,33772345.66710773,33377225.97752706,32590110.04606054,31542525.830497093
2021-09-01,33743666.120803684,33507167.581105813,33111842.030187696,32338835.449545223,31359850.10671792
2021-09-02,33672990.46172685,33437039.45155228,33040839.76165455,32277450.326481774,31332731.902088977
2021-09-03,33795534.91036521,33558361.42767885,33160156.345483206,32397071.553710267,31410797.59660555
2021-09-06,33887597.32945511,33647116.42312757,33248951.404082436,32482211.786298826,31506893.877632357
2021-09-07,33829269.70902251,33592636.322041534,33194234.647423245,32428239.664758675,31404853.918825567
2021-09-08,33732318.44635387,33496082.57668346,33097156.74317222,32331632.643555894,31426234.109231845
2021-09-09,33833471.041458964,33595682.68706293,33196351.44133865,32430244.472699564,31511878.198864702
2021-09-13,33982643.10301329,33744794.80156924,33344673.14371124,32578608.440696403,31596008.90435651
2021-09-14,34107942.48707488,33866681.690722585,33466248.35404838,32697587.02165413,31694279.990243908
2021-09-15,34198694.47896877,33955851.18567093,33554687.41685863,32782214.453012846,31765602.475438986
2021-09-16,34226862.82870473,33986067.036423855,33584635.332151264,32811271.984781645,31821137.60995527
2021-09-17,34248357.53629252,34005709.24299095,33605184.59993558,32832914.616969615,31775375.39380628
2021-09-20,33865641.98264071,33629646.18016348,33228967.710791357,32465915.314818338,31432569.193404064
2021-09-21,33882869.62170422,33641391.310054325,33238807.388607323,32472838.34874668,31626457.574688658
2021-09-22,34181846.118668415,33937075.29580726,33534054.668961376,32758290.23313967,31863099.855375614
2021-09-23,34328892.723543055,34082779.387431875,33679003.301862806,32898120.968006417,31992728.53547846
2021-09-24,34659786.936337925,34412841.08493775,34008290.7873209,33213475.553356014,32212848.61501073
2021-09-27,35164628.64851253,34917975.245127946,34513002.301393025,33701357.110880665,32419434.30193641
2021-09-28,35220625.79305673,34973769.86622602,34568660.19714279,33756717.09822538,32438752.47928111
2021-09-29,35325153.045570016,35079204.5932533,34673833.19549565,33856792.18609846,32532635.806122907
2021-09-30,35280250.79322999,35031489.8133872,34625875.43362872,33810727.76167679,32511406.466042142
2021-10-01,35508040.75846316,35254825.99684456,34844743.62954908,34004744.756400645,32688944.238354415
2021-10-04,35644326.74330999,35372309.09078017,34943354.8230948,34057312.719795,32673408.48145152
2021-10-05,36108011.603062086,35833595.76470177,35404600.76210889,34497700.42003422,33096113.091327384
2021-10-06,35709929.23178437,35443910.204916954,35014874.46354823,34107170.87954223,32720934.197477236
2021-10-07,36278599.6295024,35996807.411451,35567730.92743775,34649214.098343655,33252463.049924448
2021-10-08,36349226.546241716,36066376.1343292,35637258.903802365,34716573.8264631,33316563.39869243
2021-10-11,36772339.35360013,36485194.352072135,36055954.87039628,35131355.03884946,33713210.18402879
2021-10-12,36808719.8466034,36521306.64050401,36092026.396835774,35167253.30441344,33751514.01824354
2021-10-13,36867144.35875571,36577707.94540651,36148386.935875006,35225120.5794186,33806918.098896004
2021-10-14,36868510.3900826,36577225.76680496,36147863.98753892,35223899.363889575,33809257.42600961
2021-10-18,36922265.59219081,36630958.11848373,36201433.24479305,35279400.539735325,33859813.22040217
2021-10-19,36895080.469620734,36604034.772589654,36174469.109804824,35253138.12175716,33832427.53003208
2021-10-20,36845519.36637865,36556915.44334337,36127308.98759094,35206889.71339267,33788092.08626358
2021-10-21,37011277.28249012,36720990.13077022,36291342.87817635,35364940.31466651,33939568.13912007
2021-10-22,36903126.717980735,36610216.33489553,36180528.28158601,35251992.42560334,33836279.43862498
2021-10-25,36900403.33266674,36607178.24744277,36177367.780362606,35245337.03747675,33831407.82715523
2021-10-26,37098492.595852986,36804539.268539175,36374687.985243976,35442238.93723814,34021915.113417774
2021-10-27,37062829.6285463,36766193.05646068,36336300.95307441,35407143.59678583,33991450.14644587
2021-10-28,36759596.698860966,36462111.87932132,36032178.951967575,35102807.859543286,33718129.01174174
2021-10-29,36664764.067249805,36362132.52206076,35926981.85564525,34987168.684651546,33590537.12609359
2021-11-01,37028747.90876022,36720885.369674526,36285610.73324527,35345529.819006026,33922237.14485416
2021-11-02,37042224.27307132,36723212.14809414,36287895.05748116,35347722.45315824,33930870.90591267
2021-11-03,37044535.918414116,36723779.20417215,36288419.65523472,35348155.35188517,33928924.924828425
2021-11-04,37120310.34481602,36793961.53793562,36358559.5265326,35418203.51521264,33994914.20162657
2021-11-08,37278469.17476973,36939441.983839735,36503870.10600815,35563147.22702789,34135382.34044934
2021-11-09,37296253.0168979,36950644.189621925,36514610.301779,35572956.61642871,34148484.70237863
2021-11-10,37115943.4207555,36768336.8323305,36330582.30890525,35385480.56538102,33970187.13142761
2021-11-11,37097107.81209621,36751821.63939671,36313814.65649563,35368201.20634851,33952451.556879334
2021-11-12,37188690.40726911,36838666.88985798,36400617.186275825,35454911.50643329,34037621.24122844
2021-11-15,36930239.03990061,36579113.4781589,36140935.60003334,35194953.20411792,33802021.071043685
2021-11-16,36908880.26463985,36554584.84459129,36116364.22911653,35170289.56752084,33779386.79115911
2021-11-17,36781141.771860175,36425956.4901049,35987693.13311257,35041526.19683756,33662522.77029819
2021-11-18,36683616.06158915,36328253.41472694,35889947.31204829,34943688.09209402,33575534.0084862
2021-11-22,36488534.3506499,36134742.22975779,35696265.12765716,34749636.736982554,33392749.99753499
2021-11-23,36789565.05317012,36433030.55016705,35994510.68153262,35047789.962171145,33667102.531195015
2021-11-24,37005233.53836435,36648094.1498481,36209531.51050869,35262718.45345513,33869780.3240556
2021-11-25,36915686.44146015,36557942.1640282,36119336.74981218,35172431.34606045,33781522.511342
2021-11-26,36477875.795458734,36119128.617476895,35679512.41598093,34730577.54130066,33346854.862681042
2021-11-29,36376606.78631614,36012700.04874867,35567900.62516923,34608580.15977961,33214280.1727808
2021-11-30,36151988.70603536,35788046.475098416,35343203.66834232,34383789.63635387,33007051.52252072
2021-12-01,36578350.43331913,36214372.70555089,35769486.51138679,34809978.90367358,33403630.155629873
2021-12-02,36840656.84701945,36476643.40416104,36031713.55581339,35072111.79700765,33639124.44970237
2021-12-03,36757449.47084468,36393400.30939158,35948426.802576825,34988730.88344004,33554089.92940598
2021-12-06,36492681.97275691,36128525.645005144,35683421.14993722,34723442.72208902,33299500.925464865
2021-12-07,36927093.83734475,36562901.77697781,36117753.60630569,35157680.98116602,33720464.33883749
2021-12-08,37244169.71616408,36879941.91967572,36434750.06911376,35474583.23743957,34033424.24157186
2021-12-09,37353449.409235924,36989185.87311956,36543950.33838169,35583689.290929034,34133787.933686554
2021-12-10,37305727.716581315,36941428.43733001,36496149.21412976,35535793.94165376,34092920.21520017
2021-12-13,37133469.48150115,36769062.96232322,36323652.6608751,35363014.685591765,33929686.32799349
2021-12-14,37126330.44608787,36761888.16974488,36316434.16268549,35355701.925393,33921963.66723284
2021-12-15,36995036.425053254,36630558.38803656,36185060.671077326,35224234.16252629,33794650.99596405
2021-12-16,36997195.21841837,36632681.41721896,36187139.98607087,35226219.19701098,33788313.61420569
2021-12-17,36549899.42620422,36185349.85731277,35739764.7076864,34778749.62886643,33357124.121976368
2021-12-20,35962699.29288717,35598042.41039055,35152326.09245979,34191028.1166032,32797812.813931312
2021-12-21,36435699.75850333,36071007.09427489,35625247.04070519,34663854.738077305,33246531.97994833
2021-12-22,36802246.63864544,36437518.189174145,35991714.39567397,35030227.75701902,33608197.53558738
2021-12-23,36862737.933334574,36497973.69510901,36052126.1573864,35090545.173447736,33657127.48086707
2021-12-24,36718271.04259178,36353471.01210019,35907579.725862786,34945904.38738282,33520154.215806022
2021-12-27,36833288.61413075,36468381.19630481,36022358.65164462,35060400.22176534,33632905.08965644
2021-12-28,37034724.38180762,36669781.15766624,36223714.8473188,35261662.02586157,33821451.88336267
2021-12-29,36913489.16415784,36548510.13018756,36102400.049858384,35140252.827561095,33708532.66682123
2021-12-30,36883403.894186474,36518389.04687348,36072235.192267664,35109993.55986729,33680315.8730347
2021-12-31,36976797.92724905,36607946.31997518,36157948.787516154,35188010.84954079,33743680.400169745
2022-01-03,37669094.4544052,37288906.048570774,36828024.51661787,35838298.418592,34317783.731116004
2022-01-04,37714560.07261005,37331683.98330331,36866995.95157571,35873111.54839903,34362478.56035411
2022-01-05,37618964.49493861,37248955.71816321,36784272.431912065,35819260.9633106,34330117.1656664
2022-01-06,37336832.17140624,36982953.20316541,36519605.907641396,35585414.863340154,34116305.2470654
2022-01-07,37486722.40202823,37127650.738324836,36664876.92877816,35731946.29850112,34255703.35456365
2022-01-10,37745872.406403355,37377455.144319594,36910608.02845416,35955704.859418556,34448811.90539378
2022-01-11,37848683.88415599,37471311.51301807,36999670.46652731,36022250.37520425,34507934.43519883
2022-01-12,38077595.73822017,37701052.92215213,37229608.85840708,36241423.6707618,34716740.50192155
2022-01-13,38343607.84719233,37960874.58217183,37483826.24639703,36471043.45210174,34914095.545254245
2022-01-14,38262179.06108789,37871462.84309216,37394618.9805117,36375262.31923756,34816584.6652095
2022-01-17,38179556.267590985,37790256.17860009,37312268.22127345,36303334.928073205,34742375.50498076
2022-01-18,37551073.051287994,37180759.993228026,36702878.98998872,35709868.03848712,34170098.83151443
2022-01-19,37391755.089985445,37014561.55883165,36536270.00490138,35557748.88476445,34019394.88473363
2022-01-20,37149053.63369877,36774249.62542598,36296553.76602596,35343246.21691872,33819989.91465099
2022-01-21,35885001.30500976,35539472.1006644,35051948.466087356,34118447.57865816,32620024.307050675
2022-01-24,34585904.45708567,34276110.80492545,33780017.722262114,32909583.32176022,31380941.515117764
2022-01-25,35180007.65040739,34873893.64019054,34376687.725311264,33519166.098513298,31975867.49235729
2022-01-27,34422838.82962962,34130986.23396386,33657123.965242736,32892540.49501787,31412646.456083555
2022-01-28,34468866.47682531,34170524.30733707,33690881.132699504,32913349.31433589,31405695.125894327
2022-01-31,34890870.14229384,34577110.94585197,34082239.40257789,33224726.496006295,31651954.680169325
2022-02-01,35372873.05711508,35047447.883495376,34532488.57348291,33610117.86093439,31938182.361760087
2022-02-02,35722113.210254386,35401210.209372655,34891270.38962886,34006958.50303969,32372302.946328174
2022-02-03,35446077.139731616,35135636.3138879,34620617.23850916,33795552.954338945,32251044.859534033
2022-02-04,35420333.59554951,35110304.947044075,34593075.370127246,33736491.21483831,32177735.601385824
2022-02-07,35160846.792033374,34853734.682444274,34343879.86320495,33559412.42395508,31974491.81290347
2022-02-08,35306949.60323304,35001539.680184945,34486309.37579785,33719375.92129782,32108720.369396098
2022-02-09,35925459.94078703,35616982.2065814,35096458.921145506,34327544.47787135,32769071.50457545
2022-02-10,36106104.05469808,35792128.511636615,35271562.2492513,34492428.09368184,32886362.718449693
2022-02-11,35719255.694968924,35416267.34535355,34901429.360118635,34149040.51873542,32630317.761026986
2022-02-14,34938354.44486904,34637487.682498485,34122877.04101546,33211327.971643887,31641698.12489253
2022-02-15,35687353.69059819,35378964.13088316,34858633.032952756,34085379.383712865,32523617.23233919
2022-02-16,35801545.462700814,35494558.10794443,34970606.55766858,34155223.355055675,32642166.418529727
2022-02-17,35708446.01117964,35401165.863685265,34876526.365166344,34040479.885678455,32539980.683472313
2022-02-18,35930255.336037405,35629297.398108646,35101824.95544945,34328291.47558736,32851885.027175117
2022-02-21,35994679.639755726,35688538.33743537,35165429.574664965,34364251.4231909,32831848.294588685
2022-02-22,35840144.2822847,35532285.19874607,35007029.75824952,34079450.96242365,32495810.98714982
2022-02-23,35832546.453691944,35523314.59123984,34997026.22712207,34066479.313458934,32481832.510771707
2022-02-24,34776186.45896995,34484003.68725092,33939837.11843486,32711793.195524342,31034631.93204645
2022-02-25,35739458.52582286,35566632.04969627,34993073.057028726,33735500.461374134,32015456.849961895
2022-02-28,35726205.79448113,35740660.5981826,35151209.26779051,33879123.088719785,32206161.322819773
2022-03-02,35498234.995482646,35532513.5964873,34939867.39531829,33706940.15435919,31929149.806883007
2022-03-03,35246340.00894093,35280308.94889919,34690209.0115171,33456386.678471602,31708311.672953375
2022-03-04,35199611.372978196,35035953.08720341,34471143.167104654,33221287.004778128,31457157.324425615
2022-03-07,35314793.26685822,35175308.10980427,34622505.75204578,33369210.640296265,31515751.885058947
2022-03-08,35639645.03328435,35435394.89170389,34887051.315216854,33589502.42541708,31820358.928164333
2022-03-09,35772954.400341555,35732216.709514424,35165325.66779708,33830348.012759045,32039947.256689925
2022-03-10,35776018.868040256,35761918.56323961,35185030.05979052,33845171.15232755,32145190.620639388
2022-03-11,35915845.93639087,35972355.45288317,35389688.24120127,34044840.59412802,32375015.270016387
2022-03-14,36152994.94342973,36231426.22958009,35639391.65369766,34267790.32624152,32527780.574441016
2022-03-15,35819591.16446097,35977602.012923144,35381588.742806196,34041672.47700769,32306392.86555386
2022-03-16,36109039.98619625,36210857.832203165,35611709.62135245,34244548.430032864,32559626.442112587
2022-03-17,36253495.15864599,36346872.43742388,35743858.039340496,34370705.68532245,32682918.804120872
2022-03-21,36142643.75134455,36270816.00208436,35667768.11907623,34301481.16556013,32543712.14396692
2022-03-22,36459396.92746049,36587025.78704201,35981592.98431004,34596249.93222052,32843943.43325603
2022-03-23,36551881.45435349,36705824.35796268,36098925.38901016,34697415.0011778,32989078.50801672
2022-03-24,36909157.33203398,37030351.7148501,36427705.33318067,34997361.3724374,33272832.368252672
2022-03-25,36965308.310512386,37024039.10770799,36427482.81682567,34994162.79600473,33243398.76396756
2022-03-28,36866521.54837271,36939521.394204244,36336260.38619638,34906149.72364615,33191678.05756003
2022-03-29,37050277.93011589,37130668.930970095,36525735.527767934,35093828.85648231,33335847.095216364
2022-03-30,37148155.6627092,37221792.75372504,36614736.95883441,35170530.54165328,33391483.66837
2022-03-31,37033184.69747077,37057374.448081866,36450660.30944283,35024621.90636256,33328841.536512345
2022-04-01,37006105.31796171,37029669.03243792,36422263.52454139,34997047.18519466,33388641.099991795
2022-04-04,37082818.69022503,37086159.85897377,36459360.34689326,34992902.80982076,33314289.749566272
2022-04-05,37140312.700185336,37143654.22826991,36507314.83552411,35047464.4017542,33360097.991757974
2022-04-06,36913866.61371597,36917208.50117502,36280174.12018387,34831442.028246924,33149167.248386756
2022-04-07,36861555.98085494,36864898.22772713,36229611.65090976,34776650.389334895,33104740.969486438
2022-04-08,37583917.5516403,37587260.15796427,36943494.427739,35457188.98505413,33760051.15509085
2022-04-11,37475143.37504957,37478487.05984487,36831948.99664843,35352278.476213515,33654284.10551974
2022-04-12,37310249.11068667,37313593.155088395,36667776.65815163,35196653.160709664,33502705.299379833
2022-04-13,37283642.70016033,37286987.10420716,36638954.665944315,35176498.18001703,33474291.807913803
2022-04-18,36721428.666901805,36724774.86936755,36074232.6865414,34616744.950789995,32945795.924122214
2022-04-19,36347064.28053193,36335181.97046264,35671582.37837464,34185155.860115096,32483381.69056255
2022-04-20,36460142.36726052,36448258.7792732,35781916.95491018,34300062.84207567,32591096.227519594
2022-04-21,36806605.39403816,36794720.52799537,36126616.5135889,34616808.54433898,32905591.96488891
2022-04-22,36419139.8609014,36407253.716665685,35738567.0544465,34259056.46693946,32548033.652702812
2022-04-25,36123233.981857724,36111344.00263085,35443060.97366317,33986853.74585577,32276339.66757519
2022-04-26,36548970.809319474,36537079.55134976,35866099.34348646,34378221.95004613,32662582.807393614
2022-04-27,35758150.02704974,35746257.49019967,35075082.49566727,33661683.67474595,31942854.4478182
2022-04-28,35937349.26633513,35925455.450467154,35253176.51149137,33828660.757239684,32107343.926131282
2022-04-29,35831424.55966596,35816506.606474966,35141132.507113144,33722594.71773976,31990134.808977783
2022-05-02,35825578.9814263,35797616.38203334,35110534.45498487,33666579.54962169,31895447.70690871
2022-05-04,34443454.33488434,34415484.54090608,33745508.050457135,32365096.034612797,30652141.05871962
2022-05-05,34404663.06135334,34376689.66915687,33701802.12229939,32310714.073134497,30607214.96785456
2022-05-06,33453603.250246964,33425626.25936939,32817352.643746044,31412412.32222344,29796824.056150332
2022-05-09,33164553.20428372,33136565.415973954,32536456.05697626,31107498.95127324,29536598.10858927
2022-05-10,33057595.493067175,33029604.104224287,32384411.127020292,31045654.29282076,29414041.663689695
2022-05-11,32595711.74441192,32567716.75457272,31914752.646797143,30632492.345070988,28989725.39806622
2022-05-12,30908878.317745306,30867495.944689035,30275584.412217505,28915936.840421032,27438894.516414396
2022-05-13,31406694.74904356,31365307.052286718,30709860.14273059,29405041.931796126,27840674.779494237
2022-05-16,31696698.377706982,31655294.70779379,30956594.12920921,29701627.782454133,28060308.55560178
2022-05-17,32704034.338772006,32662625.342418473,31933679.336378224,30653086.1426137,28956361.967901606
2022-05-18,32704626.74486023,32663212.421381127,31924493.475287184,30665607.19504975,28950860.54257429
2022-05-19,32025903.095996737,31984483.444706753,31257724.045959458,29980975.939787015,28345559.27964072
2022-05-20,33472353.39220663,33430928.412420355,32693648.548418436,31382378.62685023,29670686.92912179
2022-05-23,33601387.36613174,33559946.39880011,32828400.101225637,31521064.765091963,29793347.864871588
