date,nav,cash,stock_value,option_liability,borrowed,notional_exposure,unleveraged_requirement,leveraged_requirement,available_capital,margin_utilization,n_short_puts,n_covered_calls,n_stock_names,n_active_names,cash_interest_accrued,cash_interest,financing_cost,available_liquidity,margin_liquidity,cash_liquidity
2019-12-31,20000000.0,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,20000000.0,0.0,0,0,0,0,0.0,0.0,0.0,7792250.0,7923721.0,7792250.0
2020-01-01,19979038.29061704,20558458.29061704,0.0,579420.0,0.0,50858750.0,50279330.0,10055866.0,9923172.290617041,0.5033208232411587,13,0,0,13,2728.9589041095887,2728.9589041095887,0.0,9923172.290617041,9923172.290617041,10386708.290617041
2020-01-02,20124131.479564868,20561316.479564868,0.0,437185.0,0.0,50858750.0,50421565.0,10084313.0,10039818.479564868,0.5011055016332088,13,0,0,13,2858.1889478283883,2858.1889478283883,0.0,10039818.479564868,10039818.479564868,10389566.479564868
2020-01-03,20075023.815879267,20564175.065879267,0.0,489151.25,0.0,50858750.0,50369598.75,10073919.75,10001104.065879267,0.5018135889847148,13,0,0,13,2858.5863143986826,2858.5863143986826,0.0,10001104.065879267,10001104.065879267,10392425.065879267
2020-01-06,19733922.017087907,20572752.017087907,0.0,838830.0,0.0,50858750.0,50019920.0,10003984.0,9729938.017087907,0.5069435255362515,13,0,0,13,8576.951208641452,8576.951208641452,0.0,9729938.017087907,9729938.017087907,10401002.017087907
2020-01-07,19832010.943255324,20575612.193255324,0.0,743601.25,0.0,50858750.0,50115148.75,10023029.75,9808981.193255324,0.5053965419179408,13,0,0,13,2860.1761674167833,2860.1761674167833,0.0,9808981.193255324,9808981.193255324,10403862.193255324
2020-01-08,19762044.01706559,20578472.76706559,0.0,816428.75,0.0,50858750.0,50042321.25,10008464.25,9753579.767065588,0.5064488390652886,13,0,0,13,2860.573810265045,2860.573810265045,0.0,9753579.767065588,9753579.767065588,10406722.767065588
2020-01-09,20022186.238573983,20581333.738573983,0.0,559147.5,0.0,50858750.0,50299602.5,10059920.5,9962265.738573983,0.5024386637968106,13,0,0,13,2860.971508396557,2860.971508396557,0.0,9962265.738573983,9962265.738573983,10409583.738573983
2020-01-10,20151827.607835803,20584195.107835803,0.0,432367.5,0.0,50858750.0,50426382.5,10085276.5,10066551.107835803,0.5004646077896407,13,0,0,13,2861.369261819005,2861.369261819005,0.0,10066551.107835803,10066551.107835803,10412445.107835803
2020-01-13,20236164.159047425,20592780.409047425,0.0,356616.25,0.0,50858750.0,50502133.75,10100426.75,10135737.409047425,0.4991275357629564,13,0,0,13,8585.301211620228,8585.301211620228,0.0,10135737.409047425,10135737.409047425,10421030.409047425
2020-01-14,20313060.869710047,20595643.369710047,0.0,282582.5,0.0,50858750.0,50576167.5,10115233.5,10197827.369710047,0.49796697626616165,13,0,0,13,2862.9606626222235,2862.9606626222235,0.0,10197827.369710047,10197827.369710047,10423893.369710047
2020-01-15,20332947.978402637,20598506.728402637,0.0,265558.75,0.0,50858750.0,50593191.25,10118638.25,10214309.728402637,0.49764737807561754,13,0,0,13,2863.3586925916065,2863.3586925916065,0.0,10214309.728402637,10214309.728402637,10426756.728402637
2020-01-16,20317677.985180534,20601370.485180534,0.0,283692.5,0.0,50858750.0,50575057.5,10115011.5,10202666.485180534,0.49784288870892457,13,0,0,13,2863.7567778980597,2863.7567778980597,0.0,10202666.485180534,10202666.485180534,10429620.485180534
2020-01-17,20297522.140099082,20604234.640099082,0.0,306712.5,0.0,50858750.0,50552037.5,10110407.5,10187114.640099082,0.4981104309292132,13,0,0,13,2864.154918549277,2864.154918549277,0.0,10187114.640099082,10187114.640099082,10432484.640099082
2020-01-20,20211687.049442742,20612828.299442742,0.0,401141.25,0.0,50858750.0,50457608.75,10091521.75,10120165.299442742,0.49929141121736464,13,0,0,13,8593.65934365886,8593.65934365886,0.0,10120165.299442742,10120165.299442742,10441078.299442742
2020-01-21,20202171.547311388,20615694.047311388,0.0,413522.5,0.0,50858750.0,50445227.5,10089045.5,10113126.047311388,0.49940401091895015,13,0,0,13,2865.7478686444438,2865.7478686444438,0.0,10113126.047311388,10113126.047311388,10443944.047311388
2020-01-22,19884982.6935975,20618560.1935975,0.0,733577.5,0.0,50858750.0,50125172.5,10025034.5,9859948.1935975,0.5041510296726498,13,0,0,13,2866.1462861118257,2866.1462861118257,0.0,9859948.1935975,9859948.1935975,10446810.1935975
