date,symbol,event,opening_cash,premium_received,margin_requirement,leveraged_requirement,stock_cash_flow,transaction_costs,interest_income,borrowing_cost,closing_cash,available_liquidity,required_liquidity,remaining_liquidity,lots_considered,lots_executed,lots_rejected,rejection_reason
2019-12-31,TATASTEEL,put_decision,20000000.0,56700.00000000001,4620000.0,912660.0,0.0,0.0,0.0,0.0,20000000.0,20000000.0,912745.469906,19087254.530094,7,7,0,
2019-12-31,VEDL,put_decision,20000000.0,56000.0,4900000.0,968800.0,0.0,0.0,0.0,0.0,20000000.0,19076000.0,968884.70608,18107115.29392,10,10,0,
2019-12-31,ONGC,put_decision,20000000.0,36900.0,4920000.0,976620.0,0.0,0.0,0.0,0.0,20000000.0,18096000.0,976683.864542,17119316.135458,10,10,0,
2019-12-31,HINDALCO,put_decision,20000000.0,52500.0,4305000.0,850500.0,0.0,0.0,0.0,0.0,20000000.0,17112000.0,850580.88695,16261419.11305,6,6,0,
2019-12-31,BAJFINANCE,put_decision,20000000.0,32812.5,5000000.0,993437.5,0.0,0.0,0.0,0.0,20000000.0,16251000.0,993496.9043437501,15257503.09565625,5,5,0,
2019-12-31,COALINDIA,put_decision,20000000.0,77760.0,4860000.0,956448.0,0.0,0.0,0.0,0.0,20000000.0,15251000.0,956556.4501568,14294443.5498432,9,9,0,
2019-12-31,NTPC,put_decision,20000000.0,30240.0,4860000.0,965952.0,0.0,0.0,0.0,0.0,20000000.0,14279000.0,966008.5972832,13312991.4027168,9,9,0,
2019-12-31,TCS,put_decision,20000000.0,45675.00000000001,4590000.0,908865.0,0.0,0.0,0.0,0.0,20000000.0,13307000.0,908938.4396464999,12398061.5603535,9,9,0,
2019-12-31,INDUSINDBK,put_decision,20000000.0,57440.0,4544000.0,897312.0,0.0,0.0,0.0,0.0,20000000.0,12389000.0,897398.2773792,11491601.7226208,8,8,0,
2019-12-31,HEROMOTOCO,put_decision,20000000.0,36000.0,4600000.0,912800.0,0.0,0.0,0.0,0.0,20000000.0,11480200.0,912862.8824799999,10567337.11752,10,10,0,
2019-12-31,TATAMOTORS,put_decision,20000000.0,107070.00000000001,4515000.0,881586.0,0.0,0.0,0.0,0.0,20000000.0,10560200.0,881726.4326426,9678473.5673574,6,6,0,
2019-12-31,ICICIBANK,put_decision,20000000.0,37537.5,4908750.0,974242.5,0.0,0.0,0.0,0.0,20000000.0,9657200.0,974307.0601692499,8682892.93983075,7,7,0,
2019-12-31,WIPRO,put_decision,20000000.0,30720.000000000004,4416000.0,877056.0,0.0,0.0,0.0,0.0,20000000.0,8675450.0,877113.1210496,7798336.8789504,6,6,0,
2020-01-01,,cash_interest,20000000.0,0.0,0.0,0.0,0.0,0.0,2728.9589041095887,0.0,20002728.95890411,7794978.95890411,0.0,7794978.95890411,0,0,0,
