put_otm,0.02,0.03,0.04,0.05,0.06,0.07
0.02,42703980.21969114,46874539.215821385,45929995.767642766,38275880.12810793,34977987.909147836,42565280.191248976
0.03,41041643.45390471,40658477.785363294,42560661.72480668,42186730.58559573,43518965.55629534,36467449.11423247
0.04,37243217.51766656,38774324.095849894,35742969.78162336,38376608.61964983,29843163.315986946,37459550.488050714
0.05,30316528.3562247,29368849.80745682,35901785.61571152,40527071.71887184,30781430.78274782,37101033.85852884
0.06,34842644.86656983,32115583.3218221,33564958.84494876,35289234.956902556,36222841.61608378,35327248.07254512
0.07,34947664.395747,35046969.11099829,35027223.44367862,33242393.827807814,34186314.53172225,35698342.92613085
