trade_date,close,ntr_close,source
2016-07-18,11431.25,10800.57,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-07-19,11457.95,10825.79,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-07-20,11508.07,10873.15,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-07-21,11435.64,10804.71,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-07-22,11477.47,10844.24,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-07-25,11606.29,10965.95,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-07-26,11545.78,10908.78,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-07-27,11579.64,10940.77,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-07-28,11652.18,11009.31,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-07-29,11614.8,10973.99,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-08-01,11612.19,10971.53,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-08-02,11594.65,10954.95,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-08-03,11489.74,10855.83,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-08-04,11498.13,10863.76,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-08-05,11675.68,11031.51,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-08-08,11713.58,11067.32,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-08-09,11669.7,11025.86,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-08-10,11532.49,10896.22,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-08-11,11555.84,10918.28,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-08-12,11663.43,11019.94,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-08-16,11623.61,10982.31,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-08-17,11598.72,10958.79,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-08-18,11670.37,11026.5,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-08-19,11661.82,11018.41,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-08-22,11611.02,10970.42,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-08-23,11615.7,10974.84,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-08-24,11639.48,10997.31,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-08-25,11561.34,10923.48,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-08-26,11534.92,10898.51,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-08-29,11581.83,10942.84,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-08-30,11766.04,11116.89,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-08-31,11826.19,11173.72,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-09-01,11810.69,11159.07,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-09-02,11857.76,11203.54,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-09-06,12037.72,11373.57,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-09-07,12005.43,11343.07,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-09-08,12055.6,11390.47,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-09-09,11940.12,11281.36,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-09-12,11737.0,11089.45,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-09-14,11751.93,11103.56,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-09-15,11774.9,11125.25,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-09-16,11825.12,11172.71,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-09-19,11863.61,11209.08,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-09-20,11819.83,11167.71,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-09-21,11821.52,11169.31,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-09-22,11943.44,11284.49,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-09-23,11895.07,11238.8,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-09-26,11748.91,11100.7,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-09-27,11726.49,11079.52,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-09-28,11778.71,11128.86,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-09-29,11571.4,10932.98,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-09-30,11598.22,10958.32,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-10-03,11769.16,11119.84,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-10-04,11811.04,11159.4,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-10-05,11777.1,11127.33,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-10-06,11730.75,11083.54,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-10-07,11714.65,11068.34,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-10-10,11729.75,11082.6,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-10-13,11547.3,10910.22,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-10-14,11560.81,10922.98,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-10-17,11475.97,10842.82,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-10-18,11688.13,11043.28,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-10-19,11662.81,11019.35,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-10-20,11717.04,11070.59,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-10-21,11716.57,11070.14,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-10-24,11739.24,11091.56,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-10-25,11715.45,11069.09,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-10-26,11612.99,10972.28,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-10-27,11614.18,10973.4,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-10-28,11644.89,11002.42,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-10-30,11628.32,10986.76,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-11-01,11631.33,10989.61,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-11-02,11479.94,10846.57,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-11-03,11443.72,10812.35,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-11-04,11374.71,10747.14,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-11-07,11460.08,10827.81,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-11-08,11522.76,10887.02,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-11-09,11372.35,10744.91,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-11-10,11498.79,10864.38,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-11-11,11189.3,10571.97,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-11-15,10935.99,10332.63,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-11-16,10940.23,10336.64,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-11-17,10897.55,10296.31,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-11-18,10889.64,10288.84,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-11-21,10694.09,10104.08,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-11-22,10792.82,10197.36,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-11-23,10834.59,10236.83,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-11-24,10743.28,10150.56,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-11-25,10943.99,10340.19,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-11-28,10960.97,10356.23,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-11-29,10981.54,10375.66,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-11-30,11092.59,10480.59,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-12-01,11050.0,10440.35,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-12-02,10906.86,10305.11,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-12-05,10963.49,10358.61,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-12-06,10982.89,10376.94,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-12-07,10927.43,10324.54,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-12-08,11122.75,10509.09,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-12-09,11142.82,10528.05,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-12-12,11020.15,10412.15,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-12-13,11088.99,10477.19,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-12-14,11035.88,10427.01,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-12-15,10997.01,10378.88,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-12-16,10977.91,10360.85,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-12-19,10930.55,10316.16,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-12-20,10900.96,10288.23,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-12-21,10872.49,10261.36,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-12-22,10761.65,10156.75,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-12-23,10770.6,10165.19,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-12-26,10666.06,10066.53,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-12-27,10834.12,10225.15,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-12-28,10836.85,10227.72,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-12-29,10929.53,10315.19,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2016-12-30,11040.41,10419.84,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2017-01-02,11031.91,10411.82,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2017-01-03,11049.08,10428.02,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2017-01-04,11046.76,10425.83,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2017-01-05,11159.12,10531.88,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2017-01-06,11118.62,10493.66,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2017-01-09,11108.2,10483.82,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2017-01-10,11179.04,10550.68,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2017-01-11,11303.19,10667.85,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2017-01-12,11339.04,10701.69,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2017-01-13,11329.78,10692.94,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
2017-01-16,11346.57,10708.79,"niftyindices.com Historical Data - Total Return Index (NIFTY 50, gross TRI)"
