threshold,final_nav,total_pnl,cagr,ann_vol,sharpe,sortino,max_drawdown,calmar,avg_names_selected,n_puts_sold,assignment_rate,margin_call_liquidations,financing_cost,cash_interest_income,avg_margin_util
2.0,132460361.13927296,112460361.13927296,0.3377537676318616,0.3938971053922657,0.8189328630260956,1.1754963108546495,-0.5014899874069749,0.6735005206749298,6.2405063291139244,282,0.1950354609929078,2,32592106.438008945,4739761.016164914,0.5322782856947748
1.5,105768408.08925748,85768408.08925748,0.2922117187817046,0.4288944304351366,0.703131714379115,1.0115097739201653,-0.48830410452915196,0.598421590298673,7.215189873417722,289,0.20069204152249134,4,33710775.53560205,2702425.0589530733,0.5960690860891176
1.0,71317003.70239118,51317003.70239118,0.21615363060778736,0.5355967126825953,0.5471924705124315,0.7659986283465098,-0.6463601651189621,0.33441669563285115,8.139240506329115,294,0.20748299319727892,11,32475480.450383514,1112028.014853586,0.6874390854308362
0.5,760384.2334173191,-19239615.766582683,-0.39544562157954144,0.7371024933021513,-0.1799231120362064,-0.21862959899343623,-0.9945775919852898,-0.3976015795712701,8.89873417721519,62,0.1774193548387097,7,107924.74721780528,250214.80840154292,0.24334581457187532
