date,rank>2,rank>1.5,rank>1,rank>0.5
2020-03-24,20311025.588429324,14860788.661751155,7786251.275686877,118484.36922029738
2020-03-25,20311025.588429324,15116898.661751155,8545832.148296654,110586.64438994677
2020-03-26,20311025.588429324,15144308.661751155,9260046.205734544,137538.89004594402
2020-03-27,20311025.588429324,15005348.661751155,9516831.447547723,134971.1061802032
2020-03-30,20311025.588429324,14871203.661751155,9123462.632641599,125627.66599350201
2020-03-31,20311025.588429324,15225743.661751155,9939591.798088899,166109.76398418518
2020-04-01,20394228.870052643,15062798.616343081,9383790.41433495,145812.4515027235
2020-04-03,20394228.870052643,14966743.616343081,9171764.048123628,179216.92407888937
2020-04-07,20394228.870052643,15681078.616343081,10369891.919683214,203795.633036784
2020-04-08,20394228.870052643,15552738.616343081,10122456.68835984,216397.69211432833
2020-04-09,20394228.870052643,15880958.616343081,10670307.156630624,239659.7216190172
2020-04-13,20394228.870052643,16146883.616343081,11564750.577487204,220777.72131394217
2020-04-15,20394228.870052643,16200293.616343081,11777283.50725569,214821.4844489087
2020-04-16,20394228.870052643,16457288.616343081,12257017.619517952,223733.30677341524
2020-04-17,20394228.870052643,16628058.616343081,12681347.430167135,230595.0994602025
2020-04-20,20394228.870052643,16258848.616343081,12002283.956822066,211410.3885830465
2020-04-21,20394228.870052643,15795293.616343081,10959749.059960922,173172.06266211037
2020-04-22,20394228.870052643,15817093.616343081,10972366.110730775,140263.7070628397
2020-04-23,20394228.870052643,15967718.616343081,11068781.35898029,156555.32177710347
2020-04-24,20394228.870052643,15623968.616343081,10608961.054558093,158496.90679676842
2020-04-27,20394228.870052643,15837963.616343081,10910092.232822113,165141.57274756028
2020-04-28,20394228.870052643,15869138.616343081,10823289.716653023,171183.03893187467
2020-04-29,20394228.870052643,16223323.616343081,11525111.647054845,181734.4753808971
2020-04-30,20394228.870052643,16932853.61634308,12812303.023875955,258705.8820864809
2020-05-04,20395754.490862314,16264632.366375353,11465544.370627102,230801.3899024661
2020-05-05,20594289.490862314,16277112.366375353,11165857.842714943,246272.64781750785
2020-05-06,20836354.490862314,16430572.366375353,11116549.58048007,252723.87594019755
2020-05-07,20573511.990862314,16289154.866375353,10735337.083789792,222685.07426237297
2020-05-08,20643114.490862314,16250147.366375353,10554217.852511376,225856.2427758695
2020-05-11,21191829.490862314,16648007.366375353,10923944.95451344,234139.65886582225
2020-05-12,21640819.490862314,17054607.366375353,11167663.783953033,227880.70808742935
2020-05-13,21983706.990862314,17329124.866375353,11951572.128140418,243351.7274595081
2020-05-14,21566209.490862314,16952152.366375353,11559551.236942649,226432.7169738806
2020-05-15,21811134.490862314,17113902.366375353,11705692.360226743,226323.6766223666
2020-05-18,21586156.990862314,16990164.866375353,10808264.27312556,199346.46594561788
2020-05-19,22200774.490862314,17231877.366375353,11002367.203405866,234087.30607327423
2020-05-20,22598289.490862314,17453272.366375353,11470958.39750269,240948.11629411625
2020-05-21,22900661.990862314,17920509.866375353,11879907.855282828,232638.89659995027
2020-05-22,22932654.490862314,17727877.366375353,11679819.326613043,225559.64698258037
2020-05-26,23074264.490862314,17904222.366375353,12023919.51560111,232092.52878749277
2020-05-27,23206116.990862314,18157024.866375353,12618036.0534821,239773.12948031124
2020-05-28,23258316.990862314,18410229.866375353,13408053.354113188,247043.7002007168
2020-05-29,23213918.156262908,18440075.337731205,13996357.337644178,282604.2409404978
2020-06-01,23712198.368309017,18765477.0408573,14519400.582099777,288425.7731933256
2020-06-02,23897333.368309017,18975492.0408573,14551278.670272954,291186.1939531046
2020-06-03,24034845.868309017,19185572.0408573,14745760.065867547,307476.584691174
2020-06-04,23959393.368309017,19086009.5408573,14399666.768762307,295886.9453993085
2020-06-05,24232325.868309017,19563069.5408573,15207017.778835941,312587.2760692809
2020-06-08,24153708.368309017,19410729.5408573,15188274.730229504,345058.1779400228
2020-06-09,24088833.368309017,19260952.0408573,14865379.968169294,337158.38839973236
2020-06-10,24250405.868309017,19497409.540857296,14856513.26268112,322698.56878011586
2020-06-11,23882773.368309017,19081982.0408573,14247603.3636435,311518.7190729323
2020-06-12,24185355.868309017,19328827.0408573,14262410.27093491,286808.8392699386
2020-06-15,24060218.368309017,19195867.0408573,13875971.91143157,288119.1095487906
2020-06-16,24304065.868309017,19544079.5408573,14109909.043188125,286369.10930483136
2020-06-17,24396030.868309017,19524509.5408573,13924522.73066571,288719.078923819
2020-06-18,24658570.868309017,19816604.5408573,14614247.473742606,283689.0183974968
2020-06-19,24799173.368309017,19940037.0408573,14686629.272297056,301208.92771760566
2020-06-22,24863688.368309017,19934024.5408573,15020054.334027711,293498.56519244204
2020-06-23,24933985.868309017,20356864.5408573,15846026.353639774,299948.35384044
2020-06-24,24946135.868309017,20025264.5408573,15312766.928120222,278928.11229354696
2020-06-25,24973513.368309017,19814504.5408573,14947306.057347104,266517.8405434904
2020-06-26,24887768.97569459,19970771.671762027,15337226.964642737,287317.53858199547
2020-06-29,25076728.97569459,19870646.171762027,14661466.947558882,272636.5420383642
2020-06-30,24992365.22569459,19811053.671762027,14571268.029119857,263916.11917316925
2020-07-01,25841682.510081388,20511394.893635012,14995284.30618263,256425.6660551345
2020-07-02,26235522.510081388,20839141.393635012,15356642.778663777,267795.18267597153
2020-07-03,26316286.260081388,20846054.893635012,15448184.946479848,272194.6690273896
2020-07-06,27032947.510081388,21778698.893635012,16316787.535682434,282933.037248508
2020-07-07,27096483.760081388,21715972.893635012,16045490.734253854,268062.40246419254
2020-07-08,27034953.760081388,21787403.393635012,16108366.627742691,262621.7373689772
2020-07-09,27300367.510081388,22431452.893635012,16606832.716065362,253491.04195455776
2020-07-10,27181435.010081388,22274699.89363501,16420439.749138253,239850.3162126275
2020-07-13,27259461.260081388,22592648.393635012,16655813.682356723,242388.04797937762
2020-07-14,26884416.260081388,22036976.393635012,15957162.743845042,229567.20086923498
2020-07-15,26912672.510081388,22122645.893635012,16019144.499665271,220436.32339002105
2020-07-16,27214416.260081388,22386908.393635012,16196785.699733675,219505.41553341557
2020-07-17,27481293.760081388,22452682.393635012,16456789.593966478,253834.47729109594
2020-07-20,27489692.510081388,22400132.893635012,16475604.858906724,253091.57138202013
2020-07-21,27752553.760081388,22584660.893635012,16740373.029210534,270610.5115385632
2020-07-22,27755951.260081388,22584183.893635012,16665094.643259633,271729.42126775184
2020-07-23,28006873.760081388,22877391.893635012,16843915.950970113,272028.30056124984
2020-07-24,27983935.010081388,22581457.39363501,16375460.702258052,258387.1494107187
2020-07-27,27977746.260081388,22665815.39363501,16373888.286602372,256413.60460201517
2020-07-28,28176290.010081388,23110430.39363501,16870377.0616124,248922.3316169746
2020-07-29,28198385.010081388,23094908.893635012,16946047.529779967,245531.02814618475
2020-07-30,28241706.260081388,23021029.393635012,16638111.691021003,230659.6941812933
2020-07-31,28201510.43954579,23041748.26397022,16734395.696391653,235468.32971394574
2020-08-03,28279170.265666947,22981539.77414263,16607578.992238,215454.14477946406
2020-08-04,28676493.265666947,23358717.77414263,16965986.388605736,216982.65824378718
2020-08-05,28864405.765666947,24139321.27414263,17713857.050698504,223841.141163854
2020-08-06,29009782.765666947,24373367.27414263,17907437.978452124,232749.59353129612
2020-08-07,29043337.515666947,24386887.52414263,17909286.421802383,237558.01533774304
2020-08-10,29038312.765666947,24431855.27414263,18245164.54845044,240503.18904897955
2020-08-11,29109735.765666947,24503599.27414263,18355875.053737685,235471.4885528286
2020-08-12,29211810.765666947,24440190.85390203,18114264.654059757,232489.75745380198
2020-08-13,29194636.265666947,24781851.35390203,18771156.905197855,236477.99574351538
2020-08-14,28833162.515666947,24539468.10390203,18697953.172706127,224066.20341358212
2020-08-17,29211866.765666947,25201633.85390203,19600715.024149448,241770.73453967547
2020-08-18,29472145.765666947,25593741.85390203,20003533.85669031,252728.8196724261
2020-08-19,29542244.265666947,25683788.35390203,20035810.205281183,243596.8741435692
2020-08-20,29540878.015666947,25796111.60390203,20216425.319857974,264804.89794470445
2020-08-21,29663222.515666947,25786503.10390203,20216361.450356565,255672.89106742904
2020-08-24,29731073.765666947,25726778.85390203,20134451.389425352,256976.7783751557
2020-08-25,29763632.265666947,25659368.35390203,20011855.58316218,250714.64872539544
2020-08-26,29803884.015666947,25802230.60390203,20135821.54250003,257982.48835518322
2020-08-27,29820903.265666947,25872875.35390203,20181712.26737469,247620.29725610244
2020-08-28,29765493.796306405,25776766.663489304,20071609.964886025,249148.07541973423
2020-08-31,28804878.796306405,24558990.343073804,18680493.220126595,261931.3176735039
2020-09-01,29496927.95933797,25443032.059554167,19419213.4412143,240498.97282903088
2020-09-02,30041957.95933797,25982002.059554167,19827176.022294085,248176.59720514843
2020-09-03,30067587.95933797,25860612.059554167,19699664.71332759,237814.1907934238
2020-09-04,29402582.95933797,25163677.059554167,18881772.014276445,228271.753585422
2020-09-07,29526122.95933797,25236822.059554167,18942128.496753935,216044.349547273
2020-09-08,29013947.95933797,24507392.059554167,18101580.237095512,199531.7890950942
2020-09-09,28742687.95933797,24362337.059554167,17748143.08716047,185069.19780443533
2020-09-10,29532632.95933797,24791287.059554167,18086847.046910375,192746.57566684752
2020-09-11,29959292.95933797,25246187.059554167,18339420.86630679,189763.92267387954
2020-09-14,29986142.95933797,25154007.059554167,18102790.653320193,192295.87110347452
2020-09-15,30424732.95933797,25585802.059554167,18461363.911033433,193413.09462980425
2020-09-16,30589977.95933797,26030382.059554167,18849147.02820084,187150.28725846997
2020-09-17,30528567.95933797,25640032.059554167,18374096.254783906,187857.4489810065
2020-09-18,30610672.95933797,25893082.059554167,18508477.840744123,197174.5797889465
2020-09-21,29023957.95933797,23948962.059554167,16678185.926640622,171005.87944356754
2020-09-22,28589582.95933797,23401912.059554167,15911918.199839704,157362.88653382607
2020-09-23,28582162.95933797,23476007.059554167,16049091.582223222,142079.86266712303
2020-09-24,24144987.514722966,19378606.63816417,12866625.082337596,133766.80783497705
2020-09-25,27044149.514042065,22014931.339982845,15022788.391949192,152103.72202890442
2020-09-28,30857247.90953306,25555557.557522558,17721060.57590148,175954.37166344875
2020-09-29,29930476.694528062,25131713.265896466,17330315.155640602,153701.16190226068
2020-09-30,29410752.413929865,24632268.366107322,16967201.8625132,154407.92112469964
2020-10-01,31692469.448370337,26508263.457849286,18419490.106859095,153474.64932226803
2020-10-05,31932810.17927266,26921365.839485206,18825740.103315845,153431.43797905953
2020-10-06,33421305.42178753,28103779.753413834,19387192.90574141,154548.0109757661
2020-10-07,33373491.612314045,27893729.497181892,18988913.2065375,163864.55289658142
2020-10-08,33499243.749742076,28044350.069646873,18974356.004676275,146941.06373299146
2020-10-09,33963121.83296119,28272866.469665952,19368216.299129613,161997.54347647994
2020-10-12,33574088.91665951,28025888.14895609,19068083.418348074,152226.88940262498
2020-10-13,33330640.77526682,27858892.851188682,18962776.19085995,151703.24471479008
2020-10-14,33631678.57410936,28147088.3752575,19175016.454542376,134369.56889142428
2020-10-15,32764762.31207487,27369729.720017843,18434799.208365537,126465.86192399729
2020-10-16,33674151.98805078,28420901.8843247,19528265.70129934,136192.12380397646
2020-10-19,34507813.82667109,29275575.832448803,20563021.394341506,152660.8159605277
2020-10-20,34943857.24689758,29550251.26692345,20729820.33650434,136966.95317037991
2020-10-21,35318631.599567965,30103482.515215755,21344034.26262393,140133.05918494717
2020-10-22,35518921.88356785,30218364.576178826,21480936.921668485,148629.13399568276
2020-10-23,36544408.09778252,31005477.448665448,21883488.312605925,149745.17759403773
2020-10-26,35590339.527725905,29710723.49725339,21110772.427999847,142843.2147263068
2020-10-27,35691974.45499378,29874754.60780058,21438774.98928149,131659.13341527293
2020-10-28,35732595.30689926,29719856.524131484,21111226.27729225,127445.02084908535
2020-10-29,35023572.625595406,28973502.115147002,20253876.447206963,111340.87701918097
2020-10-30,35021323.3747323,29098714.90366287,20480287.454261575,115326.70191699447
2020-11-02,36494437.02287591,30361254.783419304,21465989.747347273,121544.08276788512
2020-11-03,37097545.10249861,31288896.702099685,22447549.591634214,126349.78251658863
2020-11-04,37830372.63545821,31773353.772100262,22616273.48865932,127465.4509501548
2020-11-05,38829611.22135834,33137316.39288714,24052362.837861694,136781.08806000417
2020-11-06,39373768.95980254,33633289.65980679,24406426.234560784,139946.69383755483
2020-11-09,39722132.23157772,34159606.56689704,24851755.985000152,143293.4171475583
2020-11-10,40166815.67742199,34451017.00620304,25685469.909352206,162038.89753581793
2020-11-11,40544663.07382676,35112343.10067049,26351673.390094493,175044.34654884145
2020-11-12,40178635.22039493,34912565.04976656,26133374.62666712,168369.76417803293
2020-11-13,40476237.016729295,35248620.95295828,26436445.718510043,173175.15041479404
2020-11-17,41105979.19954214,35876286.97997522,27177447.60472211,165746.56975771434
2020-11-18,42009074.34113106,36623504.548846446,27884169.617874086,170961.7989549082
2020-11-19,41896337.530101225,36492640.668613255,27332960.08293378,172486.99670804653
2020-11-20,42104498.56605468,36727511.53874165,27458318.481130164,168272.1630085145
2020-11-23,41871881.51367062,36593243.0986091,27384978.069237944,207697.56752605573
2020-11-24,42350106.834770255,36971288.06644434,27760381.16720212,204302.60795551492
2020-11-25,42112376.80086197,36844906.98196939,27605676.61412464,242727.61688920134
2020-11-26,41931944.71591859,36629614.106309086,27439496.36019913,237692.59431848605
2020-11-27,41796231.31163339,36521891.55262072,27425549.597260855,223637.54023473768
2020-12-01,42417763.979572326,36941525.15582523,27737033.47345961,248187.19781307713
2020-12-02,42884393.979572326,37267670.15582523,28135868.47345961,275131.9860864506
2020-12-03,43192893.979572326,37500675.15582523,28579248.47345961,306586.74279496743
2020-12-04,43447723.979572326,37723745.15582523,28903952.223459613,315901.4679299797
2020-12-07,43456423.979572326,37716455.15582523,29207167.223459613,329495.54858855234
2020-12-08,43387408.979572326,37668540.15582523,29057934.72345961,322820.14736898756
2020-12-09,43526603.979572326,37775865.15582523,29225634.72345961,326394.7145326503
2020-12-10,43519713.979572326,37763150.15582523,29287063.47345961,329969.2500708784
2020-12-11,43608918.979572326,37865140.15582523,29565397.22345961,372083.75397500745
2020-12-14,43712243.979572326,37985255.15582523,30230625.97345961,410277.1707590965
2020-12-15,44015223.979572326,38241140.15582523,30405390.97345961,401551.5480661538
2020-12-16,44106208.979572326,38340385.15582523,30720635.97345961,421525.8936957609
2020-12-17,44121853.979572326,38352740.15582523,30685909.72345961,409930.2076392392
2020-12-18,44158688.979572326,38354500.15582523,30620998.47345961,389314.48988790746
2020-12-21,43465608.979572326,37703945.15582523,29425910.97345961,313937.2415234318
2020-12-22,43906493.979572326,38064495.15582523,30003642.22345961,319561.39693206834
2020-12-23,44221323.979572326,38331405.15582523,30214964.723459613,321495.52060246066
2020-12-24,44334023.979572326,38449170.15582523,30370629.72345961,340649.6125259134
2020-12-28,44490793.979572326,38581585.15582523,30711224.72345961,345515.85319717467
2020-12-29,44524293.979572326,38615230.15582523,30612335.97345961,340069.7863076397
2020-12-30,44567448.979572326,38644025.15582523,30727455.97345961,340773.68761895684
2020-12-31,44586998.979572326,38649690.15582523,30732854.72345961,339017.5571224141
2021-01-01,44648637.31098394,38701287.27400815,30788771.06183519,340131.394809297
2021-01-04,45174812.31098394,39194972.27400815,31379911.06183519,370532.8123940718
2021-01-05,45112194.81098394,39123799.77400815,31182658.56183519,354016.5227536318
2021-01-06,45042344.81098394,39081054.77400815,31193436.06183519,370300.20125301636
2021-01-07,45164769.81098394,39196094.77400815,31487794.81183519,377973.84788349667
2021-01-08,45405824.81098394,39428309.77400815,31968108.56183519,400407.46263634146
2021-01-11,45245707.31098394,39302787.27400815,31878933.56183519,415638.21123576857
2021-01-12,45210502.31098394,39282966.304403596,32095430.09223064,422100.72881237906
2021-01-13,44801579.81098394,38934648.804403596,31778337.59223064,432510.9687380811
2021-01-14,44720609.81098394,38866053.804403596,31864237.59223064,431911.1772226669
2021-01-15,44467709.81098394,38621533.804403596,31426371.34223064,404561.35425752244
2021-01-18,44074567.31098394,38242986.304403596,30841013.842230637,370271.7909870492
2021-01-19,45441552.31098394,39450281.304403596,32020641.34223064,382431.84216266207
2021-01-20,45735589.81098394,39711688.804403596,32373643.84223064,389236.86184544634
2021-01-21,46201822.31098394,40089071.304403596,32463980.09223064,355861.8500267739
2021-01-22,45693577.31098394,39632321.304403596,31882552.592230637,339756.8066980141
2021-01-25,45416297.31098394,39383081.304403596,31612602.59223064,327931.5821555741
2021-01-27,44612689.81098394,38676418.804403596,31032358.84223064,314556.24329648126
2021-01-28,44361592.88788394,38464007.1971036,30786249.24843064,322616.0107603981
2021-01-29,43689763.56579532,37830991.01532627,30079480.650157355,302434.5456168571
2021-02-01,46837133.86959475,40962361.29009847,33253135.826423034,323000.5356543504
2021-02-02,47985361.20707756,41899393.29431284,34258298.080748424,338515.7714175434
2021-02-03,48208168.70707756,42257300.79431284,34870880.11926369,342115.9757384797
2021-02-04,48423353.70707756,42609080.79431284,35487938.84635117,374566.148608545
2021-02-05,48354306.20707756,42609058.29431284,35349563.01178852,373681.2900191227
2021-02-08,48671848.70707756,43059770.79431284,35698098.07248314,389351.6198465357
2021-02-09,49117671.20707756,43488458.29431284,36000717.739763275,400306.6353588224
2021-02-10,49364981.20707756,43785223.29431284,36220490.34428102,394686.61936850974
2021-02-11,49611068.70707756,44044675.79431284,36359048.3858137,390831.57186696684
2021-02-12,49677913.70707756,44086780.79431284,36221615.61413857,372166.49284556054
2021-02-15,49789573.70707756,44247485.79431284,36290213.60882143,384866.1611958446
2021-02-16,49824341.20707756,44325533.29431284,36461521.33275536,426285.9560345284
2021-02-17,49407553.70707756,43998580.79431284,36283155.74236707,415410.71931015427
2021-02-18,49915871.20707756,44492763.29431284,36902078.08743347,477655.45101407485
2021-02-19,49526191.20707756,44103453.29431284,36579948.3677314,438550.15113764035
2021-02-22,49212571.20707756,43857723.29431284,36129331.76365008,448814.15674131515
2021-02-23,49200266.20707756,43917583.29431284,36304481.28331135,495153.7304828881
2021-02-24,49400281.20707756,44123813.29431284,36818629.98708761,508443.2726008286
2021-02-25,49467512.96510294,44229708.33492347,37444796.82173585,554557.7830864727
2021-02-26,48491577.112567455,43319173.03723316,36497478.51263074,488432.2619311539
2021-03-01,50847929.332638614,45472504.26401116,38384628.17118582,536636.7090946952
2021-03-02,52105864.332638614,46591264.26401116,39270653.17118582,517816.63559033757
2021-03-03,53234954.332638614,47607214.26401116,40204493.17118582,521426.5332987185
2021-03-04,53105789.332638614,47481089.26401116,39949503.17118582,511816.402211951
2021-03-05,51484674.332638614,46047419.26401116,38693698.17118582,526311.242322146
2021-03-08,51689294.332638614,46256744.26401116,38965668.17118582,543815.6762199451
2021-03-09,52185744.332638614,46685904.26401116,39248293.17118582,542190.401062745
2021-03-10,53184394.332638614,47570189.26401116,39959363.17118582,531285.0970630362
2021-03-12,52549439.332638614,47019294.26401116,39475573.17118582,537944.4313627968
2021-03-15,52961494.332638614,47400299.26401116,39646498.17118582,535353.2596625469
2021-03-16,54014759.332638614,48319879.26401116,40325663.17118582,543707.7824734135
2021-03-17,52640919.332638614,47053884.26401116,38975538.17118582,506462.27638641984
2021-03-18,52846499.332638614,47253934.26401116,39017763.17118582,515251.741393649
2021-03-19,53753519.332638614,48070744.26401116,39676188.17118582,517606.1774871815
2021-03-22,53097954.332638614,47477224.26401116,39123233.17118582,511449.3990029244
2021-03-23,53760334.332638614,48062179.26401116,39606208.17118582,492408.7193862129
2021-03-24,51806824.332638614,46273749.26401116,37918033.17118582,473033.0108161817
2021-03-25,50312054.92034361,44913699.392201155,36574435.44920582,450352.2732848985
2021-03-26,52803782.42754188,47125487.583746225,38482701.11886076,452722.9361429786
2021-03-30,53340194.91239398,47600605.1098654,39024741.93652526,462484.42155245034
2021-03-31,53358894.71784943,47625479.7318133,38918864.134316094,451695.92961314967
2021-04-01,56518444.65842225,50448372.03729778,41419514.55138996,470017.409319893
2021-04-05,55270565.45530819,49338150.24227016,40349564.58377504,463378.21469996957
2021-04-06,55681136.99926855,49698613.34781599,40649177.27544183,468144.5525670106
2021-04-07,56298026.06419986,50249494.21448662,41166977.51031181,474165.86203346733
2021-04-08,57011642.64942293,50882017.84166867,41713700.2877119,466222.1430915587
2021-04-09,56875386.75425838,50772209.22874858,41508520.60696881,468528.3957335016
2021-04-12,52563406.62556325,46851466.667840704,37918174.188289605,422607.0683875291
2021-04-13,54839555.804090805,48938164.09021546,39865899.670259,454918.207310375
2021-04-15,54781429.1935725,48909484.44862105,39839735.711174205,478950.4282458875
2021-04-16,56010105.91937896,50022965.14025082,40756448.80725946,497271.4817878727
2021-04-19,54449423.6393127,48602135.480092116,39389885.704909265,463649.5569783833
2021-04-20,54284280.41976182,48451287.18981269,39259298.94482842,462290.49658303487
2021-04-22,53843829.00355347,48063406.11430026,38967185.49219544,464517.3187729434
2021-04-23,54294783.3169791,48455141.08035897,39352366.33205632,459058.1728328812
2021-04-26,55025238.78545881,49100669.230562,39921416.44684979,462025.64941329183
2021-04-27,56305118.13444113,50248540.19747449,40920902.41162975,465201.3893172407
2021-04-28,58033839.9900944,51789063.91259708,42276830.90544116,470837.10065677966
2021-04-29,57974474.94355442,51728928.13285516,42212709.71428403,472347.7834240829
2021-04-30,57136555.072450176,51012172.83607974,41870252.558834516,505057.2593456224
2021-05-03,57232522.71574956,51120969.001165845,41835902.766196616,501448.283120427
2021-05-04,56824262.71574956,50790466.501165845,41653240.26619662,517336.87443087087
2021-05-05,58345146.46574956,51936084.001165845,42560327.76619662,526430.4379581122
2021-05-06,59501256.46574956,52962425.251165845,43343340.26619662,522053.97369453916
2021-05-07,60242370.21574956,53577876.501165845,43874677.76619662,531022.4816325377
2021-05-10,61808872.71574956,54949455.251165845,45491700.26619662,547727.9220284
2021-05-11,61764650.21574956,54967331.501165845,45939312.766196616,565896.3187193668
2021-05-12,61081013.96574956,54518594.001165845,45449225.26619662,548894.6875738103
2021-05-14,59896706.46574956,53457709.001165845,44265577.76619662,539916.3695943988
2021-05-17,62878500.21574956,55820256.501165845,46290505.26619662,551426.2255146133
2021-05-18,64136225.21574956,56967135.251165845,47155642.766196616,561104.4272202337
2021-05-19,63209296.46574956,56064874.001165845,46656075.26619662,556552.6010359105
2021-05-20,62962131.46574956,55804544.001165845,46212145.26619662,539500.7469540027
2021-05-21,64339637.71574956,56955282.751165845,47196232.766196616,549498.8649668667
2021-05-24,64345310.21574956,56946940.251165845,47263235.26619662,552808.1352668395
2021-05-25,64839865.21574956,57400365.251165845,47569345.266196616,565416.1416052687
2021-05-26,64981066.46574956,57515119.001165845,47580717.766196616,556604.1200002291
2021-05-27,65390113.94155736,57869636.98838775,47817228.764832616,544587.0704440648
2021-05-28,65472201.913021415,57946290.512477726,48002497.75388491,547767.103864318
2021-05-31,66423961.913021415,58804675.512477726,48729452.75388491,559678.4686072201
2021-06-01,66420761.88848375,58786338.49576912,48700316.81004801,582347.1777767015
2021-06-02,67187524.38848375,59473574.74576912,49285189.31004801,585405.8605651336
2021-06-03,67775256.88848375,59913364.74576912,49726006.81004801,606549.5169652884
2021-06-04,68345004.38848375,60410452.24576912,50324569.31004801,618708.1469699363
2021-06-07,68924576.88848375,60940733.49576912,50858191.81004801,619808.9577756651
2021-06-08,69029111.88848375,61042982.24576912,50923986.81004801,617612.4821476585
2021-06-09,68382926.88848375,60477450.99576912,50528251.81004801,615985.9800879728
