symbol,expiry,lot_at_listing,lot_size_at_expiry,mid_contract_change
ABCAPITAL,2022-11-24,5400,5400,False
ABCAPITAL,2022-12-29,5400,5400,False
ABCAPITAL,2023-01-25,5400,5400,False
ABCAPITAL,2023-02-23,5400,5400,False
ABCAPITAL,2023-03-29,5400,5400,False
ABCAPITAL,2023-04-27,5400,5400,False
ABCAPITAL,2023-05-25,5400,5400,False
ABCAPITAL,2023-06-28,5400,5400,False
ABCAPITAL,2023-07-27,5400,5400,False
ABCAPITAL,2023-08-31,5400,5400,False
ABCAPITAL,2023-09-28,5400,5400,False
ABCAPITAL,2023-10-26,5400,5400,False
ABCAPITAL,2023-11-30,5400,5400,False
ABCAPITAL,2023-12-28,5400,5400,False
ABCAPITAL,2024-01-25,5400,5400,False
ABCAPITAL,2024-02-29,5400,5400,False
ABCAPITAL,2024-03-28,5400,5400,False
ABCAPITAL,2024-04-25,5400,5400,False
ABCAPITAL,2024-05-30,5400,5400,False
ABCAPITAL,2024-06-27,5400,5400,False
ABCAPITAL,2024-07-25,5400,5400,False
ABCAPITAL,2024-08-29,5400,5400,False
ABCAPITAL,2024-09-26,5400,5400,False
ABCAPITAL,2024-10-31,5400,5400,False
ABCAPITAL,2024-11-28,5400,2700,True
ABCAPITAL,2024-12-26,5400,2700,True
ABCAPITAL,2025-01-30,2700,2700,False
ABCAPITAL,2025-02-27,2700,2700,False
ABCAPITAL,2025-03-27,2700,2700,False
ABCAPITAL,2025-04-24,2700,2700,False
ABCAPITAL,2025-05-29,2700,2700,False
ABCAPITAL,2025-06-26,2700,2700,False
ABCAPITAL,2025-07-31,3100,3100,False
ABCAPITAL,2025-08-28,3100,3100,False
ABCAPITAL,2025-09-30,3100,3100,False
ABCAPITAL,2025-10-28,3100,3100,False
ABCAPITAL,2025-11-25,3100,3100,False
ABCAPITAL,2025-12-30,3100,3100,False
ABCAPITAL,2026-01-27,3100,3100,False
ABCAPITAL,2026-02-24,3100,3100,False
ABCAPITAL,2026-03-30,3100,3100,False
ABCAPITAL,2026-04-28,3100,3100,False
ABCAPITAL,2026-05-26,3100,3100,False
ABCAPITAL,2026-06-30,3100,3100,False
ABCAPITAL,2026-07-28,3100,3100,False
ABCAPITAL,2026-08-25,3100,3100,False
ABFRL,2021-07-29,2600,2600,False
ABFRL,2021-08-26,2600,2600,False
ABFRL,2021-09-30,2600,2600,False
ABFRL,2021-10-28,2600,2600,False
ABFRL,2021-11-25,2600,2600,False
ABFRL,2021-12-30,2600,2600,False
ABFRL,2022-01-27,2600,2600,False
ABFRL,2022-02-24,2600,2600,False
ABFRL,2022-03-31,2600,2600,False
ABFRL,2022-04-28,2600,2600,False
ABFRL,2022-05-26,2600,2600,False
ABFRL,2022-06-30,2600,2600,False
ABFRL,2022-07-28,2600,2600,False
ABFRL,2022-08-25,2600,2600,False
ABFRL,2022-09-29,2600,2600,False
ABFRL,2022-10-27,2600,2600,False
ABFRL,2022-11-24,2600,2600,False
ABFRL,2022-12-29,2600,2600,False
ABFRL,2023-01-25,2600,2600,False
ABFRL,2023-02-23,2600,2600,False
ABFRL,2023-03-29,2600,2600,False
ABFRL,2023-04-27,2600,2600,False
ABFRL,2023-05-25,2600,2600,False
ABFRL,2023-06-28,2600,2600,False
ABFRL,2023-07-27,2600,2600,False
ABFRL,2023-08-31,2600,2600,False
ABFRL,2023-09-28,2600,2600,False
ABFRL,2023-10-26,2600,2600,False
ABFRL,2023-11-30,2600,2600,False
ABFRL,2023-12-28,2600,2600,False
ABFRL,2024-01-25,2600,2600,False
ABFRL,2024-02-29,2600,2600,False
ABFRL,2024-03-28,2600,2600,False
ABFRL,2024-04-25,2600,2600,False
ABFRL,2024-05-30,2600,2600,False
ABFRL,2024-06-27,2600,2600,False
ABFRL,2024-07-25,2600,2600,False
ABFRL,2024-08-29,2600,2600,False
ABFRL,2024-09-26,2600,2600,False
ABFRL,2024-10-31,2600,2600,False
ABFRL,2024-11-28,2600,2600,False
ABFRL,2024-12-26,2600,2600,False
ABFRL,2025-01-30,2600,2600,False
ABFRL,2025-02-27,2600,2600,False
ABFRL,2025-03-27,2600,2600,False
ABFRL,2025-04-24,2600,2600,False
ABFRL,2025-05-29,2600,2600,False
ABFRL,2025-06-26,2600,2600,False
ABFRL,2025-07-31,2600,2600,False
ABFRL,2025-08-28,2600,2600,False
ACC,2019-10-31,400,400,False
ACC,2019-11-28,400,400,False
ACC,2019-12-26,400,400,False
ACC,2020-01-30,400,400,False
ACC,2020-02-27,400,400,False
ACC,2020-03-26,400,400,False
ACC,2020-04-30,400,400,False
ACC,2020-05-28,400,400,False
ACC,2020-06-25,400,400,False
ACC,2020-07-30,500,500,False
ACC,2020-08-27,500,500,False
ACC,2020-09-24,500,500,False
ACC,2020-10-29,500,500,False
ACC,2020-11-26,500,500,False
ACC,2020-12-31,500,500,False
ACC,2021-01-28,500,500,False
ACC,2021-02-25,500,500,False
ACC,2021-03-25,500,500,False
ACC,2021-04-29,500,500,False
ACC,2021-05-27,500,500,False
ACC,2021-06-24,500,500,False
ACC,2021-07-29,500,500,False
ACC,2021-08-26,500,500,False
ACC,2021-09-30,500,500,False
ACC,2021-10-28,500,500,False
ACC,2021-11-25,500,250,True
ACC,2021-12-30,500,250,True
ACC,2022-01-27,250,250,False
ACC,2022-02-24,250,250,False
ACC,2022-03-31,250,250,False
ACC,2022-04-28,250,250,False
ACC,2022-05-26,250,250,False
ACC,2022-06-30,250,250,False
ACC,2022-07-28,250,250,False
ACC,2022-08-25,250,250,False
ACC,2022-09-29,250,250,False
ACC,2022-10-27,250,250,False
ACC,2022-11-24,250,250,False
ACC,2022-12-29,250,250,False
ACC,2023-01-25,250,250,False
ACC,2023-02-23,250,250,False
ACC,2023-03-29,250,250,False
ACC,2023-04-27,250,250,False
ACC,2023-05-25,250,250,False
ACC,2023-06-28,250,250,False
ACC,2023-07-27,300,300,False
ACC,2023-08-31,300,300,False
ACC,2023-09-28,300,300,False
ACC,2023-10-26,300,300,False
ACC,2023-11-30,300,300,False
ACC,2023-12-28,300,300,False
ACC,2024-01-25,300,300,False
ACC,2024-02-29,300,300,False
ACC,2024-03-28,300,300,False
ACC,2024-04-25,300,300,False
ACC,2024-05-30,300,300,False
ACC,2024-06-27,300,300,False
ACC,2024-07-25,300,300,False
ACC,2024-08-29,300,300,False
ACC,2024-09-26,300,300,False
ACC,2024-10-31,300,300,False
ACC,2024-11-28,300,300,False
ACC,2024-12-26,300,300,False
ACC,2025-01-30,300,300,False
ACC,2025-02-27,300,300,False
ACC,2025-03-27,300,300,False
ACC,2025-04-24,300,300,False
ACC,2025-05-29,300,300,False
ACC,2025-06-26,300,300,False
ACC,2025-07-31,300,300,False
ADANIENSOL,2024-12-26,625,625,False
ADANIENSOL,2025-01-30,625,625,False
ADANIENSOL,2025-02-27,625,625,False
ADANIENSOL,2025-03-27,625,625,False
ADANIENSOL,2025-04-24,625,625,False
ADANIENSOL,2025-05-29,625,625,False
ADANIENSOL,2025-06-26,625,625,False
ADANIENSOL,2025-07-31,675,675,False
ADANIENSOL,2025-08-28,675,675,False
ADANIENSOL,2025-09-30,675,675,False
ADANIENSOL,2025-10-28,675,675,False
ADANIENSOL,2025-11-25,675,675,False
ADANIENSOL,2025-12-30,675,675,False
ADANIENSOL,2026-01-27,675,675,False
ADANIENSOL,2026-02-24,675,675,False
ADANIENSOL,2026-03-30,675,675,False
ADANIENSOL,2026-04-28,675,675,False
ADANIENSOL,2026-05-26,675,675,False
ADANIENSOL,2026-06-30,675,675,False
ADANIENSOL,2026-07-28,675,675,False
ADANIENSOL,2026-08-25,675,675,False
ADANIENT,2019-10-31,4000,4000,False
ADANIENT,2019-11-28,4000,4000,False
ADANIENT,2019-12-26,4000,4000,False
ADANIENT,2020-01-30,4000,4000,False
ADANIENT,2020-02-27,4000,4000,False
ADANIENT,2020-03-26,4000,4000,False
ADANIENT,2020-04-30,4000,4000,False
ADANIENT,2020-05-28,4000,4000,False
ADANIENT,2020-06-25,4000,4000,False
ADANIENT,2020-07-30,4000,4000,False
ADANIENT,2020-08-27,4000,4000,False
ADANIENT,2020-09-24,4000,4000,False
ADANIENT,2020-10-29,4000,4000,False
ADANIENT,2020-11-26,4000,2000,True
ADANIENT,2020-12-31,4000,2000,True
ADANIENT,2021-01-28,2000,2000,False
ADANIENT,2021-02-25,2000,2000,False
ADANIENT,2021-03-25,2000,2000,False
ADANIENT,2021-04-29,2000,2000,False
ADANIENT,2021-05-27,2000,1000,True
ADANIENT,2021-06-24,2000,1000,True
ADANIENT,2021-07-29,1000,1000,False
ADANIENT,2021-08-26,1000,1000,False
ADANIENT,2021-09-30,1000,1000,False
ADANIENT,2021-10-28,1000,1000,False
ADANIENT,2021-11-25,1000,500,True
ADANIENT,2021-12-30,1000,500,True
ADANIENT,2022-01-27,500,500,False
ADANIENT,2022-02-24,500,500,False
ADANIENT,2022-03-31,500,500,False
ADANIENT,2022-04-28,500,500,False
ADANIENT,2022-05-26,500,500,False
ADANIENT,2022-06-30,500,500,False
ADANIENT,2022-07-28,500,500,False
ADANIENT,2022-08-25,500,500,False
ADANIENT,2022-09-29,500,500,False
ADANIENT,2022-10-27,500,500,False
ADANIENT,2022-11-24,500,250,True
ADANIENT,2022-12-29,500,250,True
ADANIENT,2023-01-25,250,250,False
ADANIENT,2023-02-23,250,250,False
ADANIENT,2023-03-29,250,250,False
ADANIENT,2023-04-27,250,250,False
ADANIENT,2023-05-25,250,250,False
ADANIENT,2023-06-28,250,250,False
ADANIENT,2023-07-27,300,300,False
ADANIENT,2023-08-31,300,300,False
ADANIENT,2023-09-28,300,300,False
ADANIENT,2023-10-26,300,300,False
ADANIENT,2023-11-30,300,300,False
ADANIENT,2023-12-28,300,300,False
ADANIENT,2024-01-25,300,300,False
ADANIENT,2024-02-29,300,300,False
ADANIENT,2024-03-28,300,300,False
ADANIENT,2024-04-25,300,300,False
ADANIENT,2024-05-30,300,300,False
ADANIENT,2024-06-27,300,300,False
ADANIENT,2024-07-25,300,300,False
ADANIENT,2024-08-29,300,300,False
ADANIENT,2024-09-26,300,300,False
ADANIENT,2024-10-31,300,300,False
ADANIENT,2024-11-28,300,300,False
ADANIENT,2024-12-26,300,300,False
ADANIENT,2025-01-30,300,300,False
ADANIENT,2025-02-27,300,300,False
ADANIENT,2025-03-27,300,300,False
ADANIENT,2025-04-24,300,300,False
ADANIENT,2025-05-29,300,300,False
ADANIENT,2025-06-26,300,300,False
ADANIENT,2025-07-31,300,300,False
ADANIENT,2025-08-28,300,300,False
ADANIENT,2025-09-30,300,300,False
ADANIENT,2025-10-28,300,300,False
ADANIENT,2025-11-25,300,309,True
ADANIENT,2025-12-30,300,309,True
ADANIENT,2026-01-27,300,309,True
ADANIENT,2026-02-24,309,309,False
ADANIENT,2026-03-30,309,309,False
ADANIENT,2026-04-28,309,309,False
ADANIENT,2026-05-26,309,309,False
ADANIENT,2026-06-30,309,309,False
ADANIENT,2026-07-28,309,309,False
ADANIENT,2026-08-25,309,309,False
ADANIGREEN,2024-12-26,375,375,False
ADANIGREEN,2025-01-30,375,375,False
ADANIGREEN,2025-02-27,375,375,False
ADANIGREEN,2025-03-27,375,375,False
ADANIGREEN,2025-04-24,375,375,False
ADANIGREEN,2025-05-29,375,375,False
ADANIGREEN,2025-06-26,375,375,False
ADANIGREEN,2025-07-31,600,600,False
ADANIGREEN,2025-08-28,600,600,False
ADANIGREEN,2025-09-30,600,600,False
ADANIGREEN,2025-10-28,600,600,False
ADANIGREEN,2025-11-25,600,600,False
ADANIGREEN,2025-12-30,600,600,False
ADANIGREEN,2026-01-27,600,600,False
ADANIGREEN,2026-02-24,600,600,False
ADANIGREEN,2026-03-30,600,600,False
ADANIGREEN,2026-04-28,600,600,False
ADANIGREEN,2026-05-26,600,600,False
ADANIGREEN,2026-06-30,600,600,False
ADANIGREEN,2026-07-28,600,600,False
ADANIGREEN,2026-08-25,600,600,False
ADANIPORTS,2019-10-31,2500,2500,False
ADANIPORTS,2019-11-28,2500,2500,False
ADANIPORTS,2019-12-26,2500,2500,False
ADANIPORTS,2020-01-30,2500,2500,False
ADANIPORTS,2020-02-27,2500,2500,False
ADANIPORTS,2020-03-26,2500,2500,False
ADANIPORTS,2020-04-30,2500,2500,False
ADANIPORTS,2020-05-28,2500,2500,False
ADANIPORTS,2020-06-25,2500,2500,False
ADANIPORTS,2020-07-30,2500,2500,False
ADANIPORTS,2020-08-27,2500,2500,False
ADANIPORTS,2020-09-24,2500,2500,False
ADANIPORTS,2020-10-29,2500,2500,False
ADANIPORTS,2020-11-26,2500,2500,False
ADANIPORTS,2020-12-31,2500,2500,False
ADANIPORTS,2021-01-28,2500,2500,False
ADANIPORTS,2021-02-25,2500,2500,False
ADANIPORTS,2021-03-25,2500,2500,False
ADANIPORTS,2021-04-29,2500,2500,False
ADANIPORTS,2021-05-27,2500,1250,True
ADANIPORTS,2021-06-24,2500,1250,True
ADANIPORTS,2021-07-29,1250,1250,False
ADANIPORTS,2021-08-26,1250,1250,False
ADANIPORTS,2021-09-30,1250,1250,False
ADANIPORTS,2021-10-28,1250,1250,False
ADANIPORTS,2021-11-25,1250,1250,False
ADANIPORTS,2021-12-30,1250,1250,False
ADANIPORTS,2022-01-27,1250,1250,False
ADANIPORTS,2022-02-24,1250,1250,False
ADANIPORTS,2022-03-31,1250,1250,False
ADANIPORTS,2022-04-28,1250,1250,False
ADANIPORTS,2022-05-26,1250,1250,False
ADANIPORTS,2022-06-30,1250,1250,False
ADANIPORTS,2022-07-28,1250,1250,False
ADANIPORTS,2022-08-25,1250,1250,False
ADANIPORTS,2022-09-29,1250,1250,False
ADANIPORTS,2022-10-27,1250,1250,False
ADANIPORTS,2022-11-24,1250,625,True
ADANIPORTS,2022-12-29,1250,625,True
ADANIPORTS,2023-01-25,625,625,False
ADANIPORTS,2023-02-23,625,625,False
ADANIPORTS,2023-03-29,625,625,False
ADANIPORTS,2023-04-27,625,625,False
ADANIPORTS,2023-05-25,625,625,False
ADANIPORTS,2023-06-28,625,625,False
ADANIPORTS,2023-07-27,800,800,False
ADANIPORTS,2023-08-31,800,800,False
ADANIPORTS,2023-09-28,800,800,False
ADANIPORTS,2023-10-26,800,800,False
ADANIPORTS,2023-11-30,800,800,False
ADANIPORTS,2023-12-28,800,800,False
ADANIPORTS,2024-01-25,800,800,False
ADANIPORTS,2024-02-29,800,800,False
ADANIPORTS,2024-03-28,800,800,False
ADANIPORTS,2024-04-25,800,800,False
ADANIPORTS,2024-05-30,800,400,True
ADANIPORTS,2024-06-27,800,400,True
ADANIPORTS,2024-07-25,400,400,False
ADANIPORTS,2024-08-29,400,400,False
ADANIPORTS,2024-09-26,400,400,False
ADANIPORTS,2024-10-31,400,400,False
ADANIPORTS,2024-11-28,400,400,False
ADANIPORTS,2024-12-26,400,400,False
ADANIPORTS,2025-01-30,400,400,False
ADANIPORTS,2025-02-27,400,400,False
ADANIPORTS,2025-03-27,400,400,False
ADANIPORTS,2025-04-24,400,400,False
ADANIPORTS,2025-05-29,400,400,False
ADANIPORTS,2025-06-26,400,400,False
ADANIPORTS,2025-07-31,475,475,False
ADANIPORTS,2025-08-28,475,475,False
ADANIPORTS,2025-09-30,475,475,False
ADANIPORTS,2025-10-28,475,475,False
ADANIPORTS,2025-11-25,475,475,False
ADANIPORTS,2025-12-30,475,475,False
ADANIPORTS,2026-01-27,475,475,False
ADANIPORTS,2026-02-24,475,475,False
ADANIPORTS,2026-03-30,475,475,False
ADANIPORTS,2026-04-28,475,475,False
ADANIPORTS,2026-05-26,475,475,False
ADANIPORTS,2026-06-30,475,475,False
ADANIPORTS,2026-07-28,475,475,False
ADANIPORTS,2026-08-25,475,475,False
ADANIPOWER,2019-10-31,20000,20000,False
ADANIPOWER,2019-11-28,20000,10000,True
ADANIPOWER,2019-12-26,20000,10000,True
ADANIPOWER,2020-01-30,10000,10000,False
ADANIPOWER,2020-02-27,10000,10000,False
ADANIPOWER,2020-03-26,10000,10000,False
ADANIPOWER,2020-04-30,10000,10000,False
ADANIPOWER,2020-05-28,10000,10000,False
ADANIPOWER,2020-06-25,10000,10000,False
ADANIPOWER,2026-04-28,3550,3550,False
ADANIPOWER,2026-05-26,3550,3550,False
ADANIPOWER,2026-06-30,3550,3550,False
ADANIPOWER,2026-07-28,3550,3550,False
ADANIPOWER,2026-08-25,3550,3550,False
ALKEM,2021-03-25,200,200,False
ALKEM,2021-04-29,200,200,False
ALKEM,2021-05-27,200,200,False
ALKEM,2021-06-24,200,200,False
ALKEM,2021-07-29,200,200,False
ALKEM,2021-08-26,200,200,False
ALKEM,2021-09-30,200,200,False
ALKEM,2021-10-28,200,200,False
ALKEM,2021-11-25,200,200,False
ALKEM,2021-12-30,200,200,False
ALKEM,2022-01-27,200,200,False
ALKEM,2022-02-24,200,200,False
ALKEM,2022-03-31,200,200,False
ALKEM,2022-04-28,200,200,False
ALKEM,2022-05-26,200,200,False
ALKEM,2022-06-30,200,200,False
ALKEM,2022-07-28,200,200,False
ALKEM,2022-08-25,200,200,False
ALKEM,2022-09-29,200,200,False
ALKEM,2022-10-27,200,200,False
ALKEM,2022-11-24,200,200,False
ALKEM,2022-12-29,200,200,False
ALKEM,2023-01-25,200,200,False
ALKEM,2023-02-23,200,200,False
ALKEM,2023-03-29,200,200,False
ALKEM,2023-04-27,200,200,False
ALKEM,2023-05-25,200,200,False
ALKEM,2023-06-28,200,200,False
ALKEM,2023-07-27,200,200,False
ALKEM,2023-08-31,200,200,False
ALKEM,2023-09-28,200,200,False
ALKEM,2023-10-26,200,200,False
ALKEM,2023-11-30,200,200,False
ALKEM,2023-12-28,200,200,False
ALKEM,2024-01-25,200,200,False
ALKEM,2024-02-29,200,200,False
ALKEM,2024-03-28,200,200,False
ALKEM,2024-04-25,200,200,False
ALKEM,2024-05-30,200,100,True
ALKEM,2024-06-27,200,100,True
ALKEM,2024-07-25,100,100,False
ALKEM,2024-08-29,100,100,False
ALKEM,2024-09-26,100,100,False
ALKEM,2024-10-31,100,100,False
ALKEM,2024-11-28,100,100,False
ALKEM,2024-12-26,100,100,False
ALKEM,2025-01-30,100,100,False
ALKEM,2025-02-27,100,100,False
ALKEM,2025-03-27,100,100,False
ALKEM,2025-04-24,100,100,False
ALKEM,2025-05-29,100,100,False
ALKEM,2025-06-26,100,100,False
ALKEM,2025-07-31,125,125,False
ALKEM,2025-08-28,125,125,False
ALKEM,2025-09-30,125,125,False
ALKEM,2025-10-28,125,125,False
ALKEM,2025-11-25,125,125,False
ALKEM,2025-12-30,125,125,False
ALKEM,2026-01-27,125,125,False
ALKEM,2026-02-24,125,125,False
ALKEM,2026-03-30,125,125,False
ALKEM,2026-04-28,125,125,False
ALKEM,2026-05-26,125,125,False
ALKEM,2026-06-30,125,125,False
ALKEM,2026-07-28,125,125,False
ALKEM,2026-08-25,125,125,False
AMARAJABAT,2019-10-31,700,700,False
AMARAJABAT,2019-11-28,700,700,False
AMARAJABAT,2019-12-26,700,700,False
AMARAJABAT,2020-01-30,800,800,False
AMARAJABAT,2020-02-27,800,800,False
AMARAJABAT,2020-03-26,800,800,False
AMARAJABAT,2020-04-30,800,800,False
AMARAJABAT,2020-05-28,800,800,False
AMARAJABAT,2020-06-25,800,800,False
AMARAJABAT,2020-07-30,1000,1000,False
AMARAJABAT,2020-08-27,1000,1000,False
AMARAJABAT,2020-09-24,1000,1000,False
AMARAJABAT,2020-10-29,1000,1000,False
AMARAJABAT,2020-11-26,1000,1000,False
AMARAJABAT,2020-12-31,1000,1000,False
AMARAJABAT,2021-01-28,1000,1000,False
AMARAJABAT,2021-02-25,1000,1000,False
AMARAJABAT,2021-03-25,1000,1000,False
AMARAJABAT,2021-04-29,1000,1000,False
AMARAJABAT,2021-05-27,1000,1000,False
AMARAJABAT,2021-06-24,1000,1000,False
AMARAJABAT,2021-07-29,1000,1000,False
AMARAJABAT,2021-08-26,1000,1000,False
AMARAJABAT,2021-09-30,1000,1000,False
AMARAJABAT,2021-10-28,1000,1000,False
AMARAJABAT,2021-11-25,1000,1000,False
AMARAJABAT,2021-12-30,1000,1000,False
AMARAJABAT,2022-01-27,1000,1000,False
AMARAJABAT,2022-02-24,1000,1000,False
AMARAJABAT,2022-03-31,1000,1000,False
AMARAJABAT,2022-04-28,1000,1000,False
AMARAJABAT,2022-05-26,1000,1000,False
AMARAJABAT,2022-06-30,1000,1000,False
AMARAJABAT,2022-07-28,1000,1000,False
AMARAJABAT,2022-08-25,1000,1000,False
AMARAJABAT,2022-09-29,1000,1000,False
AMARAJABAT,2022-10-27,1000,1000,False
AMARAJABAT,2022-11-24,1000,1000,False
AMARAJABAT,2022-12-29,1000,1000,False
AMBER,2025-07-31,100,100,False
