cycle_id,symbol,assign_date,put_strike,assign_fsp,assignment_gap_pct,drawdown_while_held_pct,status,duration_days,total_pnl
351,DRREDDY,2024-05-30,6000.0,5873.75,-0.021041666666666625,-0.02433709299851028,completed,59,261733.37822635498
344,BAJAJ-AUTO,2024-04-25,8900.0,8734.9,-0.01855056179775283,-0.006525546943868865,completed,85,370449.41610339354
415,NTPC,2024-10-31,415.0,408.15,-0.016506024096385574,-0.26938625505328917,open,638,-40207.87858555879
13,HDFCBANK,2020-05-28,960.0,945.25,-0.015364583333333348,0.004866437450409933,completed,52,278653.01088996
322,M&M,2024-01-25,1660.0,1635.5,-0.014759036144578297,-0.009263222256190806,completed,59,350426.3871826433
239,MARUTI,2022-11-24,9100.0,8967.1,-0.014604395604395526,-0.09205874809024095,completed,206,224800.49128641002
290,CIPLA,2023-09-28,1180.0,1164.05,-0.013516949152542423,-0.011339719084231814,completed,86,353111.75846224
175,AXISBANK,2022-02-24,740.0,730.3,-0.01310810810810814,-0.08592359304395458,completed,58,275055.53787427605
354,ONGC,2024-05-30,270.0,266.7,-0.012222222222222245,-0.11398575178102732,completed,87,47438.610042931716
293,LT,2023-10-26,2900.0,2864.6,-0.012206896551724133,0.010717028555470298,completed,58,206042.61383920003
99,JSWSTEEL,2021-05-27,690.0,681.85,-0.011811594202898568,-0.023978880985554007,completed,86,452983.45482532156
161,ICICIBANK,2021-11-25,760.0,751.05,-0.01177631578947369,-0.05525597496837764,completed,87,118964.81593927796
46,SUNPHARMA,2020-09-24,490.0,485.8,-0.008571428571428563,-0.060621655002058406,completed,86,194412.35245148002
40,M&M,2020-09-24,580.0,575.1,-0.008448275862068977,0.029299252303947254,completed,86,468175.08015773515
251,JSWSTEEL,2023-01-25,730.0,724.65,-0.007328767123287672,-0.09225143172566075,completed,115,149811.0708152895
283,TATAMOTORS,2023-08-31,605.0,601.0,-0.006611570247933907,0.01331114808652245,completed,122,906631.3029626976
369,RELIANCE,2024-07-25,1500.0,1492.4,-0.005066666666666553,-0.2214553738943983,open,729,26841.504039062187
179,CIPLA,2022-02-24,900.0,895.8,-0.004666666666666708,0.030475552578700604,completed,58,68917.70805255999
94,RELIANCE,2021-03-25,2000.0,1991.45,-0.004275000000000029,-0.04534384493710608,completed,115,443870.5593109173
236,CIPLA,2022-11-24,1100.0,1095.35,-0.004227272727272857,-0.2127173962660336,completed,269,292817.00564684
493,COALINDIA,2026-05-26,460.0,458.15,-0.004021739130434798,-0.04965622612681442,open,61,-207274.10224992677
503,EICHERMOT,2026-06-30,7100.0,7073.5,-0.0037323943661972114,,open,32,101157.24106123604
1,TATASTEEL,2020-01-30,450.0,448.55,-0.0032222222222222374,-0.43428826217812955,residual_after_call_away,331,395980.2595290955
318,ULTRACEMCO,2024-01-25,10000.0,9969.35,-0.0030649999999999844,-0.06072612557488699,completed,178,849797.1056966621
435,BHARTIARTL,2025-07-31,1920.0,1914.3,-0.0029687500000000755,-0.033432586323982605,completed,119,241805.17540133477
297,HDFCLIFE,2023-12-28,650.0,648.1,-0.002923076923076917,-0.1753587409350409,completed,234,409976.3614249359
129,HINDUNILVR,2021-07-29,2340.0,2334.75,-0.0022435897435897356,-0.0008352071956311269,completed,59,152664.46866415726
132,HINDALCO,2021-08-26,425.0,424.1,-0.0021176470588234464,0.03253949540202772,completed,59,397594.7618281445
328,TATASTEEL,2024-01-25,134.0,133.75,-0.001865671641791078,0.00710280373831762,completed,59,483206.394775
265,EICHERMOT,2023-06-28,3550.0,3544.85,-0.0014507042253520952,-0.10464476635118547,completed,184,457974.90678629867
125,TCS,2021-07-29,3200.0,3195.8,-0.0013124999999999387,-0.00887101821140257,completed,59,156607.96400145523
461,ASIANPAINT,2025-12-30,2760.0,2758.3,-0.0006159420289854056,-0.2309393466990538,open,214,-792.4610899205436
