cycle_id,symbol,assign_date,put_strike,assign_fsp,assignment_gap_pct,drawdown_while_held_pct,status,duration_days,total_pnl
44,MARUTI,2020-09-24,6800.0,6297.7,-0.07386764705882354,0.03175762579989527,completed,62,22712.787379994203
603,TMPV,2026-06-30,380.0,352.2,-0.07315789473684209,,open,32,-107546.6534216039
490,ADANIPORTS,2025-01-30,1160.0,1077.05,-0.07150862068965524,-0.02228308806462098,completed,86,42098.84962596513
477,BAJFINANCE,2024-10-31,7400.0,6889.75,-0.0689527027027027,-0.061555208824703445,completed,122,16512.499557119794
584,TATASTEEL,2026-03-30,206.0,191.86,-0.06864077669902902,0.011883665172521596,completed,61,18468.701084384615
186,INFY,2022-01-27,1800.0,1678.6,-0.06744444444444453,-0.00026808054330984543,completed,87,20414.844897885203
456,TATAMOTORS,2024-09-26,1060.0,993.15,-0.06306603773584907,-0.41625132155263556,terminated,406,-403726.31846272707
552,TATASTEEL,2025-11-25,177.5,166.33,-0.06292957746478867,-0.03402873805086293,completed,89,61876.74128646112
97,INDUSINDBK,2021-03-25,1020.0,957.8,-0.060980392156862795,-0.13134266026310293,completed,87,66427.62247201308
532,SHRIRAMFIN,2025-07-31,670.0,630.85,-0.058432835820895535,-0.09384164222873903,completed,119,61879.63648025712
573,HINDALCO,2026-02-24,980.0,922.85,-0.05831632653061225,-0.0895053367286125,completed,88,56437.381241899886
43,M&M,2020-09-24,610.0,575.1,-0.05721311475409829,0.029299252303947254,completed,90,79647.47545660002
470,TATASTEEL,2024-10-31,157.5,148.56,-0.05676190476190479,-0.17252288637587498,completed,241,33891.352029500005
609,BAJAJ-AUTO,2026-06-30,10300.0,9716.0,-0.05669902912621361,,open,32,-53504.58439700012
474,POWERGRID,2024-10-31,340.0,320.8,-0.05647058823529405,-0.2180486284289277,open,638,-77078.08463174236
4,HINDALCO,2020-01-30,205.0,193.45,-0.056341463414634196,-0.54561902300336,uncoverable_odd_lot,176,-188814.29639544297
3,ONGC,2020-01-30,122.5,115.6,-0.05632653061224491,-0.4809688581314878,uncoverable_odd_lot,176,-141021.67037921678
534,TITAN,2025-07-31,3540.0,3347.3,-0.05443502824858748,-0.009350820063932175,completed,58,9648.132123290252
560,GRASIM,2025-11-25,2840.0,2686.8,-0.05394366197183087,0.012468363852910613,completed,61,10746.804874044206
216,UPL,2022-05-26,790.0,747.45,-0.05386075949367086,-0.39541106428523654,universe_removal_sale,698,-249602.55642802228
204,BAJFINANCE,2022-04-28,7100.0,6727.65,-0.052443661971831035,-0.21459945151724602,completed,542,250068.36857704227
96,GAIL,2021-03-25,135.0,128.0,-0.051851851851851816,0.02968750000000009,universe_removal_sale,31,20631.997104727285
221,HDFCLIFE,2022-06-30,580.0,550.0,-0.051724137931034475,-0.16109090909090917,completed,393,99442.46378298318
195,ONGC,2022-02-24,165.0,156.65,-0.05060606060606054,-0.22789658474305774,completed,450,211134.54697264082
588,TITAN,2026-03-30,4160.0,3951.4,-0.0501442307692308,0.02887584147390787,completed,60,37080.667544916694
480,AXISBANK,2024-10-31,1220.0,1159.55,-0.049549180327868925,-0.18235522400931392,completed,393,89013.36192260825
331,SBIN,2023-08-31,590.0,561.35,-0.04855932203389823,-0.02556337400908526,completed,150,37950.65421160002
51,SUNPHARMA,2020-09-24,510.0,485.8,-0.047450980392156894,-0.060621655002058406,completed,90,38129.225864421205
388,TATACONSUM,2024-03-28,1150.0,1096.2,-0.046782608695652095,-0.03279511038131733,completed,143,42198.85341095441
185,TITAN,2022-01-27,2420.0,2310.05,-0.0454338842975206,0.0024025453994500623,completed,87,76485.74519812176
12,COALINDIA,2020-05-28,140.0,133.9,-0.04357142857142848,-0.03323375653472749,completed,52,56952.8478532
133,MARUTI,2021-07-29,7300.0,6993.5,-0.04198630136986303,-0.05503681990419673,completed,94,16932.207420705396
101,SBIN,2021-03-25,370.0,355.2,-0.040000000000000036,-0.07418355855855852,completed,87,91220.53408087697
144,JSWSTEEL,2021-08-26,700.0,672.0,-0.040000000000000036,-0.15275297619047612,completed,241,119447.0042657542
138,HDFCLIFE,2021-07-29,690.0,662.65,-0.039637681159420346,0.002112729193390228,completed,59,16659.277796644405
355,HINDALCO,2024-01-25,590.0,567.2,-0.038644067796610115,-0.11168899858956283,completed,115,47417.8998659776
188,ASIANPAINT,2022-01-27,3240.0,3116.95,-0.0379783950617284,-0.17220359646449257,residual_after_call_away,207,76185.69550391959
75,BAJFINANCE,2021-01-28,5000.0,4810.25,-0.03795000000000004,-0.015737227794813125,completed,55,50255.50000866574
550,HINDALCO,2025-11-25,820.0,789.35,-0.03737804878048778,0.014505605878254224,completed,61,34200.294407263005
473,HINDALCO,2024-10-31,710.0,686.05,-0.03373239436619724,-0.18110924859704103,completed,365,128405.66494775817
372,KOTAKBANK,2024-01-25,1830.0,1768.4,-0.03366120218579227,-0.12536756389957027,completed,269,117874.02329545599
70,TITAN,2021-01-28,1500.0,1450.1,-0.03326666666666678,-0.03092890145507199,completed,118,97563.68075982151
557,JSWSTEEL,2025-11-25,1150.0,1112.0,-0.03304347826086962,-0.029406474820143913,completed,89,99407.90184116986
265,HCLTECH,2022-12-29,1080.0,1044.45,-0.032916666666666594,-0.011154195988319349,completed,58,14707.124516075004
363,DIVISLAB,2024-01-25,3700.0,3578.9,-0.03272972972972965,-0.058970633434854314,completed,115,74706.66578124161
537,HDFCLIFE,2025-07-31,780.0,755.5,-0.03141025641025641,-0.27829252150893447,open,364,-298179.1267201221
50,EICHERMOT,2020-09-24,2100.0,2034.45,-0.03121428571428564,0.036201430362014175,completed,62,49651.30198353405
177,BHARTIARTL,2021-12-30,700.0,679.35,-0.02949999999999997,0.00655037903878708,residual_after_call_away,60,36880.828862540504
479,ULTRACEMCO,2024-10-31,11400.0,11065.65,-0.029328947368421066,-0.03928824786614438,completed,87,37217.40423438492
492,BEL,2025-02-27,260.0,252.45,-0.02903846153846157,-0.024559318676965702,completed,51,51459.491243859986
366,JSWSTEEL,2024-01-25,840.0,815.7,-0.028928571428571415,-0.0429692288831679,completed,115,139604.0337944349
93,ONGC,2021-03-25,105.0,102.0,-0.02857142857142858,-0.038725490196078405,completed,115,187946.73480234997
475,BHARTIARTL,2024-10-31,1660.0,1612.6,-0.02855421686746995,-0.05422919508867652,completed,178,123734.43696604254
514,ULTRACEMCO,2025-05-29,11600.0,11269.0,-0.028534482758620694,-0.020942408376963373,completed,58,31399.523124293
427,AXISBANK,2024-07-25,1210.0,1175.9,-0.028181818181818086,-0.04235054001190597,completed,87,48533.17053745748
330,HEROMOTOCO,2023-08-31,3000.0,2915.95,-0.02801666666666669,0.00392667912687128,completed,87,58964.24052055759
2,VEDL,2020-01-30,145.0,140.95,-0.027931034482758688,-0.5633203263568641,uncoverable_odd_lot,176,-87138.47134136871
277,SBIN,2023-01-25,585.0,568.7,-0.027863247863247786,-0.11139440829963076,completed,206,69233.42749708793
243,COALINDIA,2022-09-29,220.0,213.9,-0.02772727272727271,-0.007713884992987419,completed,58,23677.686535060013
540,ADANIENT,2025-07-31,2500.0,2430.7,-0.027720000000000078,-0.10392068128522647,completed,91,17438.703460576995
213,RELIANCE,2022-05-26,2660.0,2587.1,-0.02740601503759399,-0.08099802868076211,completed,113,26967.753999440498
40,HEROMOTOCO,2020-09-24,3000.0,2918.3,-0.02723333333333322,-0.04060583216256042,completed,90,73236.84640722741
264,INFY,2022-12-29,1560.0,1517.55,-0.027211538461538454,-0.19383216368488676,residual_after_call_away,396,46149.28639341913
94,BPCL,2021-03-25,430.0,418.95,-0.02569767441860471,-0.03580379520229149,completed,87,65170.84110165439
296,LT,2023-05-25,2260.0,2204.7,-0.024469026548672668,0.0004308976277953569,completed,57,22984.583502462396
496,BRITANNIA,2025-02-27,4900.0,4782.8,-0.02391836734693875,-0.04340553650581258,universe_removal_sale,56,30686.9768702711
494,ULTRACEMCO,2025-02-27,10700.0,10447.65,-0.02358411214953271,-0.030552325164031946,completed,51,21714.397816088385
129,M&M,2021-06-24,810.0,791.8,-0.02246913580246923,-0.07969184137408425,completed,150,175240.2524637088
8,UPL,2020-05-28,400.0,391.1,-0.022249999999999992,0.035540782408591154,completed,52,126486.87867333999
412,DRREDDY,2024-05-30,6000.0,5873.75,-0.021041666666666625,-0.02433709299851028,completed,59,52296.643645271
404,SUNPHARMA,2024-04-25,1550.0,1520.15,-0.019258064516128992,-0.059402032694142126,completed,113,48244.977697766204
397,BAJAJ-AUTO,2024-04-25,8900.0,8734.9,-0.01855056179775283,-0.006525546943868865,completed,85,123425.7120344645
437,JSWSTEEL,2024-07-25,890.0,874.5,-0.01741573033707866,-0.012235563178959463,completed,59,54990.807006767485
225,SBILIFE,2022-06-30,1100.0,1081.6,-0.016727272727272813,0.016873150887573907,completed,58,42269.954047677995
483,NTPC,2024-10-31,415.0,408.15,-0.016506024096385574,-0.26938625505328917,open,638,-80179.75717111758
543,JIOFIN,2025-08-28,315.0,310.1,-0.015555555555555434,-0.2773298935827153,open,330,-265463.5846840603
13,HDFCBANK,2020-05-28,960.0,945.25,-0.015364583333333348,0.004866437450409933,completed,52,111423.68035598399
365,M&M,2024-01-25,1660.0,1635.5,-0.014759036144578297,-0.009263222256190806,completed,59,58352.28119710719
261,MARUTI,2022-11-24,9100.0,8967.1,-0.014604395604395526,-0.09205874809024095,completed,206,37316.298547735
333,CIPLA,2023-09-28,1180.0,1164.05,-0.013516949152542423,-0.011339719084231814,completed,86,44063.59730778
190,AXISBANK,2022-02-24,740.0,730.3,-0.01310810810810814,-0.08592359304395458,completed,58,54961.075574855204
336,LT,2023-10-26,2900.0,2864.6,-0.012206896551724133,0.010717028555470298,completed,58,29381.053405599996
105,JSWSTEEL,2021-05-27,690.0,681.85,-0.011811594202898568,-0.023978880985554007,completed,86,113181.25870633041
176,ICICIBANK,2021-11-25,760.0,751.05,-0.01177631578947369,-0.05525597496837764,completed,87,29676.5989848195
495,GRASIM,2025-02-27,2360.0,2339.95,-0.008495762711864474,-0.014231073313532239,completed,51,50200.099077912106
402,TITAN,2024-04-25,3600.0,3571.1,-0.008027777777777856,-0.11618268880737026,completed,176,103291.31415335811
276,JSWSTEEL,2023-01-25,730.0,724.65,-0.007328767123287672,-0.09225143172566075,completed,115,29874.422163057905
400,ADANIPORTS,2024-04-25,1340.0,1330.55,-0.007052238805970168,-0.06463492540678661,completed,57,59315.81302944
326,TATAMOTORS,2023-08-31,605.0,601.0,-0.006611570247933907,0.01331114808652245,completed,122,129424.69470895681
481,SUNPHARMA,2024-10-31,1860.0,1848.9,-0.005967741935483772,-0.15447022553951006,open,638,156696.56067229802
263,APOLLOHOSP,2022-12-29,4550.0,4524.45,-0.005615384615384689,-0.07150040336394481,completed,212,180438.9487324395
432,RELIANCE,2024-07-25,1500.0,1492.4,-0.005066666666666553,-0.2214553738943983,open,729,4416.855279829499
189,MARUTI,2022-02-24,8250.0,8210.15,-0.004830303030303074,-0.17552663471434737,completed,149,64251.51404373041
194,CIPLA,2022-02-24,900.0,895.8,-0.004666666666666708,0.030475552578700604,completed,58,68917.70805255999
103,HDFCLIFE,2021-03-25,670.0,667.0,-0.004477611940298498,-0.012743628185907019,completed,115,63359.4067823919
100,RELIANCE,2021-03-25,2000.0,1991.45,-0.004275000000000029,-0.04534384493710608,completed,115,126741.7740888335
258,CIPLA,2022-11-24,1100.0,1095.35,-0.004227272727272857,-0.2127173962660336,completed,269,36423.503205855
597,COALINDIA,2026-05-26,460.0,458.15,-0.004021739130434798,-0.04965622612681442,open,61,-29651.04317856097
224,ICICIBANK,2022-06-30,710.0,707.2,-0.003943661971830936,-0.0046662895927602754,completed,58,41840.039030669504
608,EICHERMOT,2026-06-30,7100.0,7073.5,-0.0037323943661972114,,open,32,16839.873510206
280,INDUSINDBK,2023-01-25,1160.0,1156.15,-0.0033189655172413124,-0.13307096829996123,completed,143,67291.09933567
1,TATASTEEL,2020-01-30,450.0,448.55,-0.0032222222222222374,-0.43428826217812955,uncoverable_odd_lot,176,-161470.53747941242
361,ULTRACEMCO,2024-01-25,10000.0,9969.35,-0.0030649999999999844,-0.06072612557488699,completed,178,121265.06652809458
529,BHARTIARTL,2025-07-31,1920.0,1914.3,-0.0029687500000000755,-0.033432586323982605,completed,119,26769.69504459275
340,HDFCLIFE,2023-12-28,650.0,648.1,-0.002923076923076917,-0.1753587409350409,completed,234,81831.96028498719
139,HINDUNILVR,2021-07-29,2340.0,2334.75,-0.0022435897435897356,-0.0008352071956311269,completed,59,25391.961444026194
142,HINDALCO,2021-08-26,425.0,424.1,-0.0021176470588234464,0.03253949540202772,completed,59,79468.92036562889
371,TATASTEEL,2024-01-25,134.0,133.75,-0.001865671641791078,0.00710280373831762,completed,59,96591.24695500001
135,TCS,2021-07-29,3200.0,3195.8,-0.0013124999999999387,-0.00887101821140257,completed,59,39105.08600036379
