date,nav,nav_index,daily_return,cumulative_return,drawdown,daily_pnl,cash,stock_value,option_liability,borrowed,option_premium,option_buyback,stock_bought_on_assignment,stock_sold_on_call_away,stock_sold_other,dividends_and_distributions,transaction_costs,cash_interest,financing_cost,n_short_puts,n_covered_calls,n_stock_names,n_active_names,notional_exposure,gross_exposure_x_nav,margin_utilization,bench_nifty_50_tri_bh_nav,bench_nifty_50_tri_bh_index,bench_equal_weight_top_20_nav,bench_equal_weight_top_20_index
2021-03-25,35335142.428509,176.675712,-0.043652,0.766757,-0.072337,-1612872.335180,-38807682.571491,74142825.000000,0.000000,38807682.571491,0.000000,0.000000,-62187500.000000,0.000000,0.000000,0.000000,-255005.440625,2118.105445,0.000000,0,0,10,10,74142825.000000,2.098274,0.419655,23852372.715210,119.261864,25036218.615052,125.181093
2021-03-26,36391481.418036,181.957407,0.029895,0.819574,-0.044605,1056338.989527,-37247378.581964,75252610.000000,1613750.000000,37247378.581964,1572872.470000,0.000000,0.000000,0.000000,0.000000,0.000000,-1936.238672,0.000000,-10632.241800,0,7,10,10,75252610.000000,2.067863,0.404704,24156136.946289,120.780685,25333812.192459,126.669061
2021-03-30,37342609.731539,186.713049,0.026136,0.867130,-0.019634,951128.313503,-37195925.268461,76360200.000000,1821665.000000,37195925.268461,92400.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-127.641476,0.000000,-40819.045021,0,8,10,10,76360200.000000,2.044854,0.399214,24718610.814742,123.593054,25333812.192459,126.669061
2021-03-31,37335359.756057,186.676799,-0.000194,0.866768,-0.019825,-7249.975481,-20902795.243943,60161890.000000,1923735.000000,20902795.243943,0.000000,0.000000,0.000000,0.000000,16320345.745000,0.000000,-17025.056024,0.000000,-10190.664457,0,8,8,8,60161890.000000,1.611392,0.311973,24461493.957391,122.307470,25333812.192459,126.669061
2021-04-01,38291664.542205,191.458323,0.025614,0.914583,0.000000,956304.786148,-12058270.457795,52103065.000000,1753130.000000,12058270.457795,28560.000000,-567411.020000,0.000000,0.000000,9399362.967500,0.000000,-10260.368135,0.000000,-5726.793218,0,7,7,7,52103065.000000,1.360689,0.262981,24755654.661868,123.778273,25347523.745543,126.737619
2021-04-05,37336719.999238,186.683600,-0.024939,0.866836,-0.024939,-954944.542967,-12071485.000762,50648305.000000,1240100.000000,12071485.000762,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-13214.542967,0,7,7,7,50648305.000000,1.356528,0.264663,24373762.228393,121.868811,25347523.745543,126.737619
2021-04-06,37459557.743073,187.297789,0.003290,0.872978,-0.021731,122837.743835,-12074792.256927,50901795.000000,1367445.000000,12074792.256927,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3307.256165,0,7,7,7,50901795.000000,1.358847,0.264468,24449840.897672,122.249204,25347523.745543,126.737619
2021-04-07,37898649.580811,189.493248,0.011722,0.894932,-0.010264,439091.837738,-12078100.419189,51378490.000000,1401740.000000,12078100.419189,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3308.162262,0,7,7,7,51378490.000000,1.355681,0.263739,24675582.330916,123.377912,25347523.745543,126.737619
2021-04-08,38004965.512203,190.024828,0.002805,0.900248,-0.007487,106315.931392,-12081409.487797,51516385.000000,1430010.000000,12081409.487797,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3309.068608,0,7,7,7,51516385.000000,1.355517,0.263578,24769591.487059,123.847957,25347523.745543,126.737619
2021-04-09,37757525.537001,188.787628,-0.006511,0.887876,-0.013949,-247439.975202,-12084719.462999,51182490.000000,1340245.000000,12084719.462999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3309.975202,0,7,7,7,51182490.000000,1.355557,0.264012,24704685.701169,123.523429,25347523.745543,126.737619
2021-04-12,35395912.890867,176.979564,-0.062547,0.769796,-0.075624,-2361612.646134,-12094652.109133,48123595.000000,633030.000000,12094652.109133,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-9932.646134,0,7,7,7,48123595.000000,1.359581,0.268339,23831959.365371,119.159797,25347523.745543,126.737619
2021-04-13,36613434.287549,183.067171,0.034397,0.830672,-0.043828,1217521.396682,-12097965.712451,49427705.000000,716305.000000,12097965.712451,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3313.603318,0,7,7,7,49427705.000000,1.349988,0.266085,24155047.765833,120.775239,25347523.745543,126.737619
2021-04-15,36560200.265241,182.801001,-0.001454,0.828010,-0.045218,-53234.022308,-12104594.734759,49320400.000000,655605.000000,12104594.734759,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-6629.022308,0,7,7,7,49320400.000000,1.349019,0.266217,24282727.823173,121.413639,25347523.745543,126.737619
2021-04-16,36938068.937917,184.690345,0.010336,0.846903,-0.035350,377868.672675,-12107911.062083,49877900.000000,831920.000000,12107911.062083,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3316.327325,0,7,7,7,49877900.000000,1.350312,0.265558,24343312.022093,121.716560,25347523.745543,126.737619
2021-04-19,35933847.230194,179.669236,-0.027187,0.796692,-0.061575,-1004221.707722,-12117862.769806,48529260.000000,477550.000000,12117862.769806,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-9951.707722,0,7,7,7,48529260.000000,1.350517,0.267445,23912968.625747,119.564843,25347523.745543,126.737619
2021-04-20,35971842.267792,179.859211,0.001057,0.798592,-0.060583,37995.037597,-12121182.732208,48435625.000000,342600.000000,12121182.732208,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3319.962403,0,7,7,7,48435625.000000,1.346487,0.267393,23808020.818572,119.040104,25347523.745543,126.737619
2021-04-22,36167435.523829,180.837178,0.005437,0.808372,-0.055475,195593.256037,-12127824.476171,48536225.000000,240965.000000,12127824.476171,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-6641.743963,0,7,7,7,48536225.000000,1.341987,0.267065,23990815.749315,119.954079,25347523.745543,126.737619
2021-04-23,36511152.832192,182.555764,0.009504,0.825558,-0.046499,343717.308363,-12131147.167808,48821170.000000,178870.000000,12131147.167808,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3322.691637,0,7,7,7,48821170.000000,1.337158,0.266452,23882846.344746,119.414232,25347523.745543,126.737619
2021-04-26,36960492.026300,184.802460,0.012307,0.848025,-0.034764,449339.194109,-12141117.973700,49226780.000000,125170.000000,12141117.973700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-9970.805891,0,7,7,7,49226780.000000,1.331876,0.265698,24122091.273322,120.610456,25347523.745543,126.737619
2021-04-27,37617565.692609,188.087828,0.017778,0.880878,-0.017604,657073.666309,-12144444.307391,49932720.000000,170710.000000,12144444.307391,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3326.333691,0,7,7,7,49932720.000000,1.327378,0.264568,24401940.380838,122.009702,25347523.745543,126.737619
2021-04-28,38510018.447593,192.550092,0.023724,0.925501,0.000000,892452.754984,-12147771.552407,50839480.000000,181690.000000,12147771.552407,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3327.245016,0,7,7,7,50839480.000000,1.320162,0.263089,24754155.574789,123.770778,25347523.745543,126.737619
2021-04-29,38530156.316890,192.650782,0.000523,0.926508,0.000000,20137.869297,-4382093.683110,42912250.000000,0.000000,4382093.683110,0.000000,0.000000,0.000000,7800000.000000,0.000000,0.000000,-30993.974113,0.000000,-3328.156590,0,0,6,6,42912250.000000,1.113732,0.222746,24812584.836031,124.062924,25347523.745543,126.737619
2021-04-30,38491472.927885,192.457365,-0.001004,0.924574,-0.001004,-38683.389005,-3691262.072115,42893895.000000,711160.000000,3691262.072115,692907.200000,0.000000,0.000000,0.000000,0.000000,0.000000,-875.015393,0.000000,-1200.573612,0,4,6,6,42893895.000000,1.114374,0.219180,24373200.070738,121.866000,25321792.612373,126.608963
2021-05-03,38138112.616927,190.690563,-0.009180,0.906906,-0.010175,-353360.310958,-3454562.383073,42435840.000000,843165.000000,3454562.383073,240051.240000,0.000000,0.000000,0.000000,0.000000,0.000000,-317.636926,0.000000,-3033.914032,0,6,6,6,42435840.000000,1.112689,0.218116,24378236.066396,121.891180,25422564.799832,127.112824
2021-05-04,38255786.161480,191.278931,0.003085,0.912789,-0.007121,117673.544553,-3455508.838520,42486915.000000,775620.000000,3455508.838520,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-946.455447,0,6,6,6,42486915.000000,1.110601,0.218065,24148910.878102,120.744554,25284347.111103,126.421736
2021-05-05,38668899.446730,193.344497,0.010799,0.933445,0.000000,413113.285250,-3456455.553270,42928210.000000,802855.000000,3456455.553270,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-946.714750,0,6,6,6,42928210.000000,1.110148,0.217877,24351076.824699,121.755384,25446809.865632,127.234049
2021-05-06,39094282.472605,195.471412,0.011001,0.954714,0.000000,425383.025876,-3457402.527395,43420425.000000,868740.000000,3457402.527395,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-946.974124,0,6,6,6,43420425.000000,1.110659,0.217688,24529292.512880,122.646463,25614942.927481,128.074715
2021-05-07,39384075.239036,196.920376,0.007413,0.969204,0.000000,289792.766431,-3458349.760964,43871985.000000,1029560.000000,3458349.760964,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-947.233569,0,6,6,6,43871985.000000,1.113952,0.217562,24693079.487921,123.465397,25835016.368293,129.175082
2021-05-10,40270582.759781,201.352914,0.022509,1.013529,0.000000,886507.520744,-3461192.240219,45344015.000000,1612240.000000,3461192.240219,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2842.479256,0,6,6,6,45344015.000000,1.125984,0.217190,24891638.256234,124.458191,26133626.746384,130.668134
2021-05-11,40551184.487934,202.755922,0.006968,1.027559,0.000000,280601.728153,-3462140.512066,46214495.000000,2201170.000000,3462140.512066,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-948.271847,0,6,6,6,46214495.000000,1.139658,0.217075,24739071.011052,123.695355,25990658.332438,129.953292
2021-05-12,40375640.956287,201.878205,-0.004329,1.018782,-0.004329,-175543.531647,-3463089.043713,45875120.000000,2036390.000000,3463089.043713,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-948.531647,0,6,6,6,45875120.000000,1.136208,0.217154,24482118.116350,122.410591,25681882.055291,128.409410
2021-05-14,39774673.373249,198.873367,-0.014884,0.988734,-0.019149,-600967.583038,-3464986.626751,44498715.000000,1259055.000000,3464986.626751,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1897.583038,0,6,6,6,44498715.000000,1.118770,0.217423,24451000.347835,122.255002,25461611.223807,127.308056
2021-05-17,40879825.439036,204.399127,0.027785,1.043991,0.000000,1105152.065786,-3467834.560964,46008370.000000,1660710.000000,3467834.560964,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2847.934214,0,6,6,6,46008370.000000,1.125454,0.216966,24859700.674472,124.298503,25795801.608966,128.979008
2021-05-18,41208020.347375,206.040102,0.008028,1.060401,0.000000,328194.908339,-3468784.652625,46477455.000000,1800650.000000,3468784.652625,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-950.091661,0,6,6,6,46477455.000000,1.127874,0.216835,25167751.357669,125.838757,26028161.600661,130.140808
2021-05-19,41133154.995415,205.665775,-0.001817,1.056658,-0.001817,-74865.351960,-3469735.004585,46238865.000000,1635975.000000,3469735.004585,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-950.351960,0,6,6,6,46238865.000000,1.124126,0.216871,25037928.074270,125.189640,25964356.297140,129.821781
2021-05-20,41098784.383085,205.493922,-0.000836,1.054939,-0.002651,-34370.612330,-3470685.616915,45938900.000000,1369430.000000,3470685.616915,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-950.612330,0,6,6,6,45938900.000000,1.117768,0.216889,24831218.019964,124.156090,25742118.182080,128.710591
2021-05-21,41828548.510314,209.142743,0.017756,1.091427,0.000000,729764.127228,-3471636.489686,47023090.000000,1722905.000000,3471636.489686,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-950.872772,0,6,6,6,47023090.000000,1.124187,0.216599,25279737.847147,126.398689,25951002.128304,129.755011
2021-05-24,41959825.110459,209.799126,0.003138,1.097991,0.000000,131276.600145,-3474489.889541,47489815.000000,2055500.000000,3474489.889541,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2853.399855,0,6,6,6,47489815.000000,1.131792,0.216561,25317039.349865,126.585197,25931423.870646,129.657119
2021-05-25,42104498.195421,210.522491,0.003448,1.105225,0.000000,144673.084962,-3475441.804579,47448315.000000,1868375.000000,3475441.804579,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-951.915038,0,6,6,6,47448315.000000,1.126918,0.216509,25342816.620660,126.714083,26017930.505417,130.089653
2021-05-26,41974146.019584,209.870730,-0.003096,1.098707,-0.003096,-130352.175837,-3476393.980416,47361130.000000,1910590.000000,3476393.980416,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-952.175837,0,6,6,6,47361130.000000,1.128341,0.216564,25497773.035874,127.488865,26011583.787766,130.057919
2021-05-27,42279653.518272,211.398268,0.007278,1.113983,0.000000,305507.498688,32282383.518272,9997270.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35908500.000000,0.000000,0.000000,-148770.064605,0.000000,-952.436707,0,0,2,2,9997270.000000,0.236456,0.047291,25558427.504500,127.792138,26101244.370546,130.506222
2021-05-28,42282694.293059,211.413471,0.000072,1.114135,0.000000,3040.774787,32585804.293059,10005645.000000,308755.000000,0.000000,300825.800000,0.000000,0.000000,0.000000,0.000000,0.000000,-386.104330,2981.079117,0.000000,0,2,2,2,10005645.000000,0.236637,0.045867,25721418.089531,128.607090,25997436.804524,129.987184
2021-05-31,42286903.151215,211.434516,0.000100,1.114345,0.000000,4208.858156,34205113.151215,10016305.000000,1934515.000000,0.000000,1612452.120000,0.000000,0.000000,0.000000,0.000000,0.000000,-2170.556309,9027.294465,0.000000,15,2,2,17,156196305.000000,3.693728,0.729596,26003996.003996,130.019980,26084544.763264,130.422724
2021-06-01,42485146.782561,212.425734,0.004688,1.124257,0.000000,198243.631346,34208271.782561,10030170.000000,1753295.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3158.631346,0.000000,15,2,2,17,156210170.000000,3.676818,0.727110,25990715.029402,129.953575,26081543.794307,130.407719
2021-06-02,42774086.678332,213.870433,0.006801,1.138704,0.000000,288939.895772,34211494.178332,10171050.000000,1608457.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3222.395772,0.000000,15,2,2,17,156351050.000000,3.655275,0.723534,25992975.371639,129.964877,26132193.341218,130.660967
2021-06-03,42945031.877651,214.725159,0.003996,1.147252,0.000000,170945.199319,34214716.877651,10285525.000000,1555210.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3222.699319,0.000000,15,2,2,17,156465525.000000,3.643391,0.721435,26189355.779039,130.946779,26342645.297102,131.713226
2021-06-04,43204919.880546,216.024599,0.006052,1.160246,0.000000,259888.002895,34217939.880546,10574765.000000,1587785.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3223.002895,0.000000,15,2,2,17,156754765.000000,3.628169,0.718284,26155825.417256,130.779127,26350348.947406,131.751745
2021-06-07,43582796.050046,217.913980,0.008746,1.179140,0.000000,377876.169499,34227609.800046,10872980.000000,1517793.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9669.919499,0.000000,15,2,2,17,157052980.000000,3.603554,0.713746,26291691.895443,131.458459,26530091.739016,132.650459
2021-06-08,43736257.767445,218.681289,0.003521,1.186813,0.000000,153461.717400,34230834.017445,11076735.000000,1571311.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3224.217400,0.000000,15,2,2,17,157256735.000000,3.595569,0.711928,26272402.860914,131.362014,26583951.602583,132.919758
2021-06-09,43320546.038564,216.602730,-0.009505,1.166027,-0.009505,-415711.728881,34234058.538564,10802685.000000,1716197.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3224.521119,0.000000,15,2,2,17,156982685.000000,3.623747,0.716826,26097606.965133,130.488035,26377928.033059,131.889640
2021-06-10,43649784.613430,218.248923,0.007600,1.182489,-0.001977,329238.574866,34237283.363430,10841765.000000,1429263.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3224.824866,0.000000,15,2,2,17,157021765.000000,3.597309,0.712913,26291340.546909,131.456703,26567791.694366,132.838958
2021-06-11,43763987.242073,218.819936,0.002616,1.188199,0.000000,114202.628643,34240508.492073,11009485.000000,1486006.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3225.128643,0.000000,15,2,2,17,157189485.000000,3.591754,0.711560,26402975.687853,132.014878,26485512.313562,132.427562
2021-06-14,43913028.539416,219.565143,0.003406,1.195651,0.000000,149041.297343,34250184.789416,11167935.000000,1505091.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9676.297343,0.000000,15,2,2,17,157347935.000000,3.583172,0.709780,26429736.734543,132.148684,26543792.260263,132.718961
2021-06-15,44005432.383364,220.027162,0.002104,1.200272,0.000000,92403.843948,34253411.133364,11079820.000000,1327798.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3226.343948,0.000000,15,2,2,17,157259820.000000,3.573646,0.708694,26525701.730860,132.628509,26648928.820688,133.244644
2021-06-16,43979167.781231,219.895839,-0.000597,1.198958,-0.000597,-26264.602132,34256637.781231,10995415.000000,1272885.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3226.647868,0.000000,15,2,2,17,157175415.000000,3.573861,0.708984,26355707.598381,131.778538,26517886.936730,132.589435
2021-06-17,43958435.983047,219.792180,-0.000471,1.197922,-0.001068,-20731.798184,34259864.733047,10876845.000000,1178273.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3226.951816,0.000000,15,2,2,17,157056845.000000,3.572849,0.709209,26235956.306296,131.179782,26436375.472210,132.181877
2021-06-18,44013384.488839,220.066922,0.001250,1.200669,0.000000,54948.505792,34263091.988839,10601950.000000,851657.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3227.255792,0.000000,15,2,2,17,156781950.000000,3.562143,0.708559,26222441.099346,131.112205,26281662.486922,131.408312
2021-06-21,44158652.168232,220.793261,0.003301,1.207933,0.000000,145267.679392,34272774.668232,10519340.000000,633462.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9682.679392,0.000000,15,2,2,17,156699340.000000,3.548554,0.706842,26328068.180354,131.640341,26307625.493208,131.538127
2021-06-22,44333593.140131,221.667966,0.003962,1.216680,0.000000,174940.971899,34276003.140131,10630960.000000,573370.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3228.471899,0.000000,15,2,2,17,156810960.000000,3.537069,0.704827,26371916.477426,131.859582,26463401.151532,132.317006
2021-06-23,44468183.166150,222.340916,0.003036,1.223409,0.000000,134590.026019,34279231.916150,10566095.000000,377143.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3228.776019,0.000000,15,2,2,17,156746095.000000,3.524904,0.703285,26228460.870899,131.142304,26395591.152756,131.977956
2021-06-24,44656599.023425,223.282995,0.004237,1.232830,0.000000,188415.857276,25081394.023425,19575205.000000,0.000000,0.000000,0.000000,0.000000,-10080000.000000,924000.000000,0.000000,0.000000,-45066.972892,3229.080168,0.000000,0,0,3,3,19575205.000000,0.438350,0.087670,26402975.687853,132.014878,26598205.603469,132.991028
2021-06-25,44820592.342701,224.102962,0.003672,1.241030,0.000000,163993.319276,25555732.342701,19687575.000000,422715.000000,0.000000,412145.700000,0.000000,0.000000,0.000000,60419.775000,0.000000,-589.805862,2362.650138,0.000000,0,2,2,2,19687575.000000,0.439253,0.085964,26519857.633574,132.599288,26683139.813228,133.415699
2021-06-28,44852261.062397,224.261305,0.000707,1.242613,0.000000,31668.719696,26518837.312397,19767900.000000,1434476.250000,0.000000,957173.705000,0.000000,0.000000,0.000000,0.000000,0.000000,-1290.732753,7221.997448,0.000000,9,2,2,11,116603400.000000,2.599722,0.513548,26443497.885467,132.217489,26589655.664642,132.948278
2021-06-29,44712430.368708,223.562152,-0.003118,1.235622,-0.003118,-139830.693689,26521335.368708,19582335.000000,1391240.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2498.056311,0.000000,9,2,2,11,116417835.000000,2.603702,0.514517,26343644.632039,131.718223,26541146.378713,132.705732
2021-06-30,44667899.910335,223.339500,-0.000996,1.233395,-0.004110,-44530.458374,26523833.660335,19477620.000000,1333553.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2498.291626,0.000000,9,2,2,11,116313120.000000,2.603953,0.514820,26299257.600547,131.496288,26510546.434326,132.552732
2021-07-01,44837617.187299,224.188086,0.003800,1.241881,-0.000326,169717.276964,26526332.187299,19632195.000000,1320910.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2498.526964,0.000000,9,2,2,11,116467695.000000,2.597544,0.513617,26229807.706947,131.149039,26487623.016954,132.438115
2021-07-02,45017634.427035,225.088172,0.004015,1.250882,0.000000,180017.239737,26528821.927035,19690410.000000,1201597.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2489.739737,0.000000,9,2,2,11,116525910.000000,2.588450,0.512352,26300381.915857,131.501910,26513258.731097,132.566294
2021-07-05,45142070.597300,225.710353,0.002764,1.257104,0.000000,124436.170265,26536291.847300,19839900.000000,1234121.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7469.920265,0.000000,9,2,2,11,116675400.000000,2.584627,0.511458,26490473.184494,132.452366,26532579.980727,132.662900
2021-07-06,44201378.771842,221.006894,-0.020838,1.210069,-0.020838,-940691.825458,26538782.521842,18883590.000000,1220993.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2490.674542,0.000000,9,2,2,11,115719090.000000,2.617997,0.518075,26463489.617065,132.317448,26485194.690134,132.425973
2021-07-07,44197419.680157,220.987098,-0.000090,1.209871,-0.020926,-3959.091685,26541273.430157,18851490.000000,1195343.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2490.908315,0.000000,9,2,2,11,115686990.000000,2.617506,0.518092,26566235.640093,132.831178,26507713.598683,132.538568
2021-07-08,43902859.572266,219.514298,-0.006665,1.195143,-0.027451,-294560.107891,26543764.572266,18511725.000000,1152630.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2491.142109,0.000000,9,2,2,11,115347225.000000,2.627328,0.520215,26320467.340397,131.602337,26467301.064930,132.336505
2021-07-09,43941770.948192,219.708855,0.000886,1.197089,-0.026589,38911.375926,26546255.948192,18451080.000000,1055565.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2491.375926,0.000000,9,2,2,11,115286580.000000,2.623622,0.519920,26257868.743215,131.289344,26500682.402876,132.503412
2021-07-12,44091777.027486,220.458885,0.003414,1.204589,-0.023266,150006.079293,26553730.777486,18500235.000000,962188.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7474.829293,0.000000,9,2,2,11,115335735.000000,2.615811,0.518798,26262588.525191,131.312943,26546953.459632,132.734767
2021-07-13,44409599.338831,222.047997,0.007208,1.220480,-0.016226,317822.311346,26556223.088831,18704565.000000,851188.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2492.311346,0.000000,9,2,2,11,115540065.000000,2.601691,0.516505,26462974.305882,132.314872,26568565.953739,132.842830
2021-07-14,44545648.134103,222.728241,0.003063,1.227282,-0.013212,136048.795272,26558715.634103,18727665.000000,740732.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2492.545272,0.000000,9,2,2,11,115563165.000000,2.594264,0.515527,26534754.811425,132.673774,26603376.946399,133.016885
2021-07-15,44715862.163324,223.579311,0.003821,1.235793,-0.009441,170214.029220,26671458.413324,18668865.000000,624461.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,110250.000000,0.000000,2492.779220,0.000000,9,2,2,11,115504365.000000,2.583074,0.513822,26658382.649004,133.291913,26648832.830433,133.244164
2021-07-16,44786693.024489,223.933465,0.001584,1.239335,-0.007872,70830.861165,26673961.774489,18696105.000000,583373.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2503.361165,0.000000,9,2,2,11,115531605.000000,2.579597,0.513314,26657047.524574,133.285238,26595546.286648,132.977731
2021-07-19,44455925.062874,222.279625,-0.007385,1.222796,-0.015200,-330767.961615,26681472.562874,18577305.000000,802852.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7510.788385,0.000000,9,2,2,11,115412805.000000,2.596117,0.515612,26370710.180792,131.853551,26513770.259322,132.568851
2021-07-20,44101640.613959,220.508203,-0.007969,1.205082,-0.023048,-354284.448915,26683976.863959,18189795.000000,772131.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2504.301085,0.000000,9,2,2,11,115025295.000000,2.608186,0.518136,26169387.470677,130.846937,26550153.702557,132.750769
2021-07-22,44293734.686231,221.468673,0.004356,1.214687,-0.018793,192094.072273,26688985.936231,18179145.000000,574396.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5009.072273,0.000000,9,2,2,11,115014645.000000,2.596635,0.516733,26493377.665711,132.466888,26722657.567147,133.613288
2021-07-23,44297962.192515,221.489811,0.000095,1.214898,-0.018699,4227.506284,26691490.942515,18052095.000000,445623.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2505.006284,0.000000,9,2,2,11,114887595.000000,2.593519,0.516692,26554160.962133,132.770805,26751823.001665,133.759115
2021-07-26,44074991.666720,220.374958,-0.005033,1.203750,-0.023638,-222970.525795,26699006.666720,17858955.000000,482970.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7515.724205,0.000000,9,2,2,11,114694455.000000,2.602257,0.518260,26501271.296113,132.506356,26801841.943853,134.009210
2021-07-27,43967475.113541,219.837376,-0.002439,1.198374,-0.026020,-107516.553179,26701512.613541,17698830.000000,432867.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2505.946821,0.000000,9,2,2,11,114534330.000000,2.604979,0.519027,26373157.908914,131.865790,26802708.288475,134.013541
