date,nav,nav_index,daily_return,cumulative_return,drawdown,daily_pnl,cash,stock_value,option_liability,borrowed,option_premium,option_buyback,stock_bought_on_assignment,stock_sold_on_call_away,stock_sold_other,dividends_and_distributions,transaction_costs,cash_interest,financing_cost,n_short_puts,n_covered_calls,n_stock_names,n_active_names,notional_exposure,gross_exposure_x_nav,margin_utilization,bench_nifty_50_tri_bh_nav,bench_nifty_50_tri_bh_index,bench_equal_weight_top_20_nav,bench_equal_weight_top_20_index
2020-01-29,20044198.637176,100.220993,0.003977,0.002210,-0.005696,79390.574238,20254753.637176,0.000000,210555.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2815.574238,0.000000,4,0,0,4,14809000.000000,0.738817,0.145663,19939568.052112,99.697840,19701612.975105,98.508065
2020-01-30,19957248.461836,99.786242,-0.004338,-0.002138,-0.010010,-86950.175340,14946878.461836,5010370.000000,0.000000,0.000000,0.000000,0.000000,-5289000.000000,0.000000,0.000000,0.000000,-21691.141020,2815.965680,0.000000,0,0,2,2,5010370.000000,0.251055,0.050211,19785501.719851,98.927509,19633641.165875,98.168206
2020-01-31,19816515.600496,99.082578,-0.007052,-0.009174,-0.016991,-140732.861340,15001375.600496,4869740.000000,54600.000000,0.000000,52500.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-80.886950,2078.025610,0.000000,0,1,2,2,4869740.000000,0.245741,0.048597,19664333.322012,98.321667,19488149.971080,97.440750
2020-02-03,19649774.333273,98.248872,-0.008414,-0.017511,-0.025262,-166741.267223,15011704.333273,4666090.000000,28020.000000,0.000000,4100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-28.073838,6256.806615,0.000000,0,2,2,2,4666090.000000,0.237463,0.047207,19246462.798632,96.232314,19565842.521991,97.829213
2020-02-04,19820180.906333,99.100905,0.008672,-0.008991,-0.016809,170406.573059,15028430.906333,4844680.000000,52930.000000,0.000000,14673.800000,0.000000,0.000000,0.000000,0.000000,0.000000,-39.611757,2092.384816,0.000000,1,2,2,3,8944680.000000,0.451292,0.089724,19693225.883144,98.466129,19632019.530796,98.160098
2020-02-05,19946105.622558,99.730528,0.006353,-0.002695,-0.010562,125924.716226,15030525.622558,4998060.000000,82480.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2094.716226,0.000000,1,2,2,3,9098060.000000,0.456132,0.090399,19873245.160467,99.366226,19600108.690896,98.000543
2020-02-06,19918350.630753,99.591753,-0.001391,-0.004082,-0.011939,-27754.991805,15032620.630753,4953450.000000,67720.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2095.008195,0.000000,1,2,2,3,9053450.000000,0.454528,0.090226,19953411.184361,99.767056,19638905.941874,98.194530
2020-02-07,19994925.930957,99.974630,0.003844,-0.000254,-0.008141,76575.300204,15034715.930957,5041250.000000,81040.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2095.300204,0.000000,1,2,2,3,9141250.000000,0.457178,0.090625,19888376.570674,99.441883,19638641.536460,98.193208
2020-02-10,19875372.707721,99.376864,-0.005979,-0.006231,-0.014071,-119553.223236,15041002.707721,4878690.000000,44320.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6286.776764,0.000000,1,2,2,3,8978690.000000,0.451750,0.089904,19778416.191077,98.892081,19648177.967256,98.240890
2020-02-11,19935439.176250,99.677196,0.003022,-0.003228,-0.011091,60066.468528,15043099.176250,4942410.000000,50070.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2096.468528,0.000000,1,2,2,3,9042410.000000,0.453585,0.090215,19904011.580448,99.520058,19667486.905520,98.337435
2020-02-12,19942275.936991,99.711380,0.000343,-0.002886,-0.010752,6836.760741,15045195.936991,4941590.000000,44510.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2096.760741,0.000000,1,2,2,3,9041590.000000,0.453388,0.090231,20057398.638876,100.286993,19673206.775159,98.366034
2020-02-13,19970272.989986,99.851365,0.001404,-0.001486,-0.009363,27997.052995,15047292.989986,4964120.000000,41140.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2097.052995,0.000000,1,2,2,3,9064120.000000,0.453881,0.090364,20013796.285778,100.068981,19719428.759192,98.597144
2020-02-14,19939920.335276,99.699602,-0.001520,-0.003004,-0.010869,-30352.654710,15049390.335276,4921060.000000,30530.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2097.345290,0.000000,1,2,2,3,9021060.000000,0.452412,0.090176,19913134.930720,99.565675,19710053.248866,98.550266
2020-02-17,19852843.248153,99.264216,-0.004367,-0.007358,-0.015189,-87077.087123,15055683.248153,4814840.000000,17680.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6292.912876,0.000000,1,2,2,3,8914840.000000,0.449046,0.089631,19806594.343523,99.032972,19706181.966024,98.530910
2020-02-18,19733061.762907,98.665309,-0.006033,-0.013347,-0.021130,-119781.485246,15057781.762907,4685610.000000,10330.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2098.514754,0.000000,1,2,2,3,8785610.000000,0.445223,0.088940,19718944.595850,98.594723,19688211.974555,98.441060
2020-02-19,19833490.570159,99.167453,0.005089,-0.008325,-0.016149,100428.807253,15059880.570159,4784040.000000,10430.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2098.807253,0.000000,1,2,2,3,8884040.000000,0.447931,0.089481,19938338.332242,99.691692,19723349.252648,98.616746
2020-02-20,19885159.669951,99.425798,0.002605,-0.005742,-0.013586,51669.099792,15061979.669951,4831910.000000,8730.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2099.099792,0.000000,1,2,2,3,8931910.000000,0.449175,0.089747,19864262.349608,99.321312,19716743.697167,98.583718
2020-02-24,19629677.239438,98.148386,-0.012848,-0.018516,-0.026259,-255482.430513,15070377.239438,4564060.000000,4760.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8397.569487,0.000000,1,2,2,3,8664060.000000,0.441376,0.088227,19450795.394523,97.253977,19675002.474790,98.375012
2020-02-25,19532077.802293,97.660389,-0.004972,-0.023396,-0.031100,-97599.437145,15072477.802293,4463360.000000,3760.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2100.562855,0.000000,1,2,2,3,8563360.000000,0.438425,0.087647,19399018.332195,96.995092,19651969.538022,98.259848
2020-02-26,19426128.657932,97.130643,-0.005424,-0.028694,-0.036356,-105949.144361,15074578.657932,4353460.000000,1910.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2100.855639,0.000000,1,2,2,3,8453460.000000,0.435159,0.087012,19202637.924795,96.013190,19644804.507772,98.224023
2020-02-27,19377499.806396,96.887499,-0.002503,-0.031125,-0.038768,-48628.851536,15076679.806396,4300820.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2101.148464,0.000000,0,0,2,2,4300820.000000,0.221949,0.044390,19128362.844658,95.641814,19631019.861813,98.155099
2020-02-28,19105100.730538,95.525504,-0.014057,-0.044745,-0.052281,-272399.075858,15081770.730538,4027890.000000,4560.000000,0.000000,3040.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-50.517187,2101.441329,0.000000,0,2,2,2,4027890.000000,0.210828,0.042118,18418767.633305,92.093838,19518784.912203,97.593925
2020-03-02,18959297.183299,94.796486,-0.007632,-0.052035,-0.059513,-145803.547239,15088077.183299,3875370.000000,4150.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6306.452761,0.000000,0,2,2,2,3875370.000000,0.204405,0.040837,18307764.919723,91.538825,19588315.500474,97.941578
2020-03-03,19197107.439570,95.985537,0.012543,-0.040145,-0.047717,237810.256271,15090137.439570,4110770.000000,3800.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2060.256271,0.000000,0,2,2,2,4110770.000000,0.214135,0.042787,18596854.493689,92.984272,19588315.500474,97.941578
2020-03-04,19222307.977166,96.111540,0.001313,-0.038885,-0.046467,25200.537596,15092197.977166,4133560.000000,3450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2060.537596,0.000000,0,2,2,2,4133560.000000,0.215040,0.042972,18510832.660891,92.554163,19588315.500474,97.941578
2020-03-05,19115338.796125,95.576694,-0.005565,-0.044233,-0.051773,-106969.181040,15094258.796125,4024820.000000,3740.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2060.818960,0.000000,0,2,2,2,4024820.000000,0.210554,0.042072,18543250.418983,92.716252,19588315.500474,97.941578
2020-03-06,18970669.896487,94.853349,-0.007568,-0.051467,-0.058949,-144668.899638,15096319.896487,3877800.000000,3450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2061.100362,0.000000,0,2,2,2,3877800.000000,0.204410,0.040846,18083300.052819,90.416500,19588315.500474,97.941578
2020-03-09,18723284.041893,93.616420,-0.013040,-0.063836,-0.071221,-247385.854594,15102504.041893,3623760.000000,2980.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6184.145406,0.000000,0,2,2,2,3623760.000000,0.193543,0.038677,17197995.439496,85.989977,19588315.500474,97.941578
2020-03-11,18586788.494370,92.933942,-0.007290,-0.070661,-0.077992,-136495.547523,15106628.494370,3481740.000000,1580.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4124.452477,0.000000,0,2,2,2,3481740.000000,0.187323,0.037448,17209414.266859,86.047071,19588315.500474,97.941578
2020-03-12,18142411.283797,90.712056,-0.023908,-0.092879,-0.100036,-444377.210573,15108691.283797,3036700.000000,2980.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2062.789427,0.000000,0,2,2,2,3036700.000000,0.167381,0.033443,15780678.875638,78.903394,19588315.500474,97.941578
2020-03-13,18324954.354895,91.624772,0.010062,-0.083752,-0.090980,182543.071098,15110754.354895,3216830.000000,2630.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2063.071098,0.000000,0,2,2,2,3216830.000000,0.175544,0.035080,16381402.887851,81.907014,19588315.500474,97.941578
2020-03-16,18035434.413317,90.177172,-0.015799,-0.098228,-0.105342,-289519.941578,15116944.413317,2921880.000000,3390.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6190.058422,0.000000,0,2,2,2,2921880.000000,0.162008,0.032364,15140990.310979,75.704952,19588315.500474,97.941578
2020-03-17,18032188.611369,90.160943,-0.000180,-0.098391,-0.105503,-3245.801949,15119008.611369,2915400.000000,2220.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2064.198051,0.000000,0,2,2,2,2915400.000000,0.161678,0.032311,14761803.261217,73.809016,19588315.500474,97.941578
2020-03-18,17970413.091283,89.852065,-0.003426,-0.101479,-0.108568,-61775.520085,15121073.091283,2852030.000000,2690.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2064.479915,0.000000,0,2,2,2,2852030.000000,0.158707,0.031711,13941533.261580,69.707666,19588315.500474,97.941578
2020-03-19,17715867.853100,88.579339,-0.014165,-0.114207,-0.121194,-254545.238183,15123137.853100,2595360.000000,2630.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2064.761817,0.000000,0,2,2,2,2595360.000000,0.146499,0.029270,13609977.361443,68.049887,19588315.500474,97.941578
2020-03-20,17932042.896857,89.660214,0.012202,-0.103398,-0.110471,216175.043757,15125202.896857,2808770.000000,1930.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2065.043757,0.000000,0,2,2,2,2808770.000000,0.156634,0.031305,14403814.239688,72.019071,19588315.500474,97.941578
2020-03-23,17512818.874066,87.564094,-0.023378,-0.124359,-0.131267,-419224.022792,15172398.874066,2341180.000000,760.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,41000.000000,0.000000,6195.977208,0.000000,0,2,2,2,2341180.000000,0.133684,0.026728,12543622.848429,62.718114,19588315.500474,97.941578
2020-03-24,17549550.644348,87.747753,0.002097,-0.122522,-0.129445,36731.770282,15174470.644348,2376250.000000,1170.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2071.770282,0.000000,0,2,2,2,2376250.000000,0.135402,0.027067,12863045.512518,64.315228,19588315.500474,97.941578
2020-03-25,17665632.697528,88.328163,0.006615,-0.116718,-0.123686,116082.053180,15176542.697528,2490260.000000,1170.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2072.053180,0.000000,0,2,2,2,2490260.000000,0.140966,0.028180,13715135.977739,68.575680,19588315.500474,97.941578
2020-03-26,17695115.033643,88.475575,0.001669,-0.115244,-0.122224,29482.336116,15178615.033643,2516500.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2072.336116,0.000000,0,0,2,2,2516500.000000,0.142214,0.028443,14249701.060955,71.248505,19588315.500474,97.941578
2020-03-27,17631727.652733,88.158638,-0.003582,-0.118414,-0.125368,-63387.380910,15180687.652733,2451040.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2072.619090,0.000000,0,0,2,2,2451040.000000,0.139013,0.027803,14280701.713293,71.403509,19581696.491137,97.908482
2020-03-30,17571176.359044,87.855882,-0.003434,-0.121441,-0.128372,-60551.293689,15186906.359044,2384270.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6218.706311,0.000000,0,0,2,2,2384270.000000,0.135692,0.027138,13655465.285008,68.277326,19524657.330620,97.623287
2020-03-31,17758740.110303,88.793701,0.010675,-0.112063,-0.119068,187563.751259,15188980.110303,2569760.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2073.751259,0.000000,0,0,2,2,2569760.000000,0.144704,0.028941,14177686.323056,70.888432,19641437.387223,98.207187
2020-04-01,17654854.144730,88.274271,-0.005850,-0.117257,-0.124221,-103885.965573,15191054.144730,2463800.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2074.034427,0.000000,0,0,2,2,2463800.000000,0.139554,0.027911,13610480.961009,68.052405,19500381.485120,97.501907
2020-04-03,17632065.313878,88.160327,-0.001291,-0.118397,-0.125352,-22788.830853,15194495.313878,2437570.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3441.169147,0.000000,0,0,2,2,2437570.000000,0.138246,0.027649,13330186.812016,66.650934,19430273.099083,97.151365
2020-04-07,17982109.211201,89.910546,0.019853,-0.100895,-0.107987,350043.897324,15201379.211201,2780730.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6883.897324,0.000000,0,0,2,2,2780730.000000,0.154639,0.030928,14498303.572161,72.491518,19828965.989011,99.144830
2020-04-08,17931440.965223,89.657205,-0.002818,-0.103428,-0.110501,-50668.245978,15203100.965223,2728340.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1721.754022,0.000000,0,0,2,2,2728340.000000,0.152154,0.030431,14426663.606031,72.133318,19799529.306962,98.997647
2020-04-09,18097232.914256,90.486165,0.009246,-0.095138,-0.102277,165791.949033,15204822.914256,2892410.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1721.949033,0.000000,0,0,2,2,2892410.000000,0.159826,0.031965,15025502.047776,75.127510,19875505.523491,99.377528
2020-04-13,18216921.490520,91.084607,0.006614,-0.089154,-0.096339,119688.576264,15211711.490520,3005210.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6888.576264,0.000000,0,0,2,2,3005210.000000,0.164968,0.032994,14830784.690105,74.153923,19884010.618796,99.420053
2020-04-15,18241927.339094,91.209637,0.001373,-0.087904,-0.095099,25005.848574,15215157.339094,3026770.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3445.848574,0.000000,0,0,2,2,3026770.000000,0.165924,0.033185,14717814.424731,73.589072,19937823.873682,99.689119
2020-04-16,18367120.653668,91.835603,0.006863,-0.081644,-0.088889,125193.314574,15216880.653668,3150240.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1723.314574,0.000000,0,0,2,2,3150240.000000,0.171515,0.034303,14829051.370669,74.145257,19899299.915299,99.496500
2020-04-17,18451414.163430,92.257071,0.004589,-0.077429,-0.084707,84293.509762,15218604.163430,3232810.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1723.509762,0.000000,0,0,2,2,3232810.000000,0.175207,0.035041,15280815.315985,76.404077,19882081.170069,99.410406
2020-04-20,18276025.278346,91.380126,-0.009505,-0.086199,-0.093408,-175388.885084,15223775.278346,3052250.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5171.114916,0.000000,0,0,2,2,3052250.000000,0.167008,0.033402,15272710.876462,76.363554,19805034.117975,99.025171
2020-04-21,18043269.569013,90.216348,-0.012736,-0.097837,-0.104954,-232755.709332,15225499.569013,2817770.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1724.290668,0.000000,0,0,2,2,2817770.000000,0.156167,0.031233,14810406.475119,74.052032,19787756.602709,98.938783
2020-04-22,18037394.054980,90.186970,-0.000326,-0.098130,-0.105245,-5875.514034,15227224.054980,2810170.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1724.485966,0.000000,0,0,2,2,2810170.000000,0.155797,0.031159,15149832.582423,75.749163,19877052.263431,99.385261
2020-04-23,18117468.736266,90.587344,0.004439,-0.094127,-0.101273,80074.681287,15228948.736266,2888520.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1724.681287,0.000000,0,0,2,2,2888520.000000,0.159433,0.031887,15358580.458229,76.792902,19888740.199204,99.443701
2020-04-24,17961643.612896,89.808218,-0.008601,-0.101918,-0.109003,-155825.123371,15230673.612896,2730970.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1724.876629,0.000000,0,0,2,2,2730970.000000,0.152045,0.030409,15095560.945502,75.477805,19860215.809916,99.301079
2020-04-27,18069338.828878,90.346694,0.005996,-0.096533,-0.103660,107695.215982,15235848.828878,2833490.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5175.215982,0.000000,0,0,2,2,2833490.000000,0.156812,0.031362,15306487.182220,76.532436,19956856.102157,99.784281
2020-04-28,18088764.487033,90.443822,0.001075,-0.095562,-0.102697,19425.658155,15237574.487033,2851190.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1725.658155,0.000000,0,0,2,2,2851190.000000,0.157622,0.031524,15469044.437391,77.345222,19916072.246973,99.580361
2020-04-29,18259700.340640,91.298502,0.009450,-0.087015,-0.094217,170935.853608,15239300.340640,3020400.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1725.853608,0.000000,0,0,2,2,3020400.000000,0.165413,0.033083,15755065.567492,78.775328,19907693.347797,99.538467
2020-04-30,18630406.389724,93.152032,0.020302,-0.068480,-0.075828,370706.049083,15241026.389724,3389380.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1726.049083,0.000000,0,0,2,2,3389380.000000,0.181927,0.036385,16260620.973399,81.303105,19979421.215881,99.897106
2020-05-04,18255625.175090,91.278126,-0.020117,-0.087219,-0.094420,-374781.214633,17255311.425090,3061610.000000,2061296.250000,0.000000,2009761.869000,0.000000,0.000000,0.000000,0.000000,0.000000,-2381.811956,6904.978323,0.000000,8,0,2,10,37787510.000000,2.069910,0.391400,15326560.895142,76.632804,19903924.543774,99.519623
