expiry,symbol,cm_close,future_settle,diff,diff_bps,oi_strikes_between
2020-02-27,HINDUNILVR,2254.95,2254.9,-0.04999999999972715,-0.22173440652665097,0
2020-02-27,IBULHSGFIN,316.7,316.7,0.0,0.0,0
2020-02-27,ICICIBANK,515.35,515.35,0.0,0.0,0
2020-02-27,INDIGO,1366.5,1366.5,0.0,0.0,0
2020-02-27,INDUSINDBK,1115.55,1115.55,0.0,0.0,0
2020-02-27,INFY,777.85,777.85,0.0,0.0,0
2020-02-27,IOC,105.65,105.65,0.0,0.0,0
2020-02-27,ITC,197.55,197.55,0.0,0.0,0
2020-02-27,JSWSTEEL,252.1,252.1,0.0,0.0,0
2020-02-27,KOTAKBANK,1682.75,1682.75,0.0,0.0,0
2020-02-27,LT,1210.35,1210.35,0.0,0.0,0
2020-02-27,M&M,493.5,493.5,0.0,0.0,0
2020-02-27,MARUTI,6289.8,6289.65,-0.1500000000005457,-0.23848135075923826,0
2020-02-27,NESTLEIND,16263.75,16263.6,-0.1499999999996362,-0.09222965183284064,0
2020-02-27,NTPC,109.05,109.05,0.0,0.0,0
2020-02-27,ONGC,93.35,93.35,0.0,0.0,0
2020-02-27,POWERGRID,186.45,186.45,0.0,0.0,0
2020-02-27,RELIANCE,1386.25,1386.25,0.0,0.0,0
2020-02-27,SBIN,321.95,321.95,0.0,0.0,0
2020-02-27,SHREECEM,23812.55,23812.5,-0.049999999999272404,-0.020997331238893947,0
2020-02-27,SUNPHARMA,388.5,388.5,0.0,0.0,0
2020-02-27,TATACONSUM,363.3,363.3,0.0,0.0,0
2020-02-27,TATAMOTORS,145.25,145.25,0.0,0.0,0
2020-02-27,TATASTEEL,412.8,412.8,0.0,0.0,0
2020-02-27,TCS,2105.5,2105.45,-0.0500000000001819,-0.23747328425638517,0
2020-02-27,TECHM,809.15,809.15,0.0,0.0,0
2020-02-27,TITAN,1277.9,1277.95,0.049999999999954525,0.3912669222940333,0
2020-02-27,ULTRACEMCO,4321.65,4321.6,-0.049999999999272404,-0.11569655108412853,0
2020-02-27,UPL,550.85,550.85,0.0,0.0,0
2020-02-27,VEDL,130.55,130.55,0.0,0.0,0
2020-02-27,WIPRO,231.6,231.6,0.0,0.0,0
2020-02-27,YESBANK,36.8,36.8,0.0,0.0,0
2020-02-27,ZEEL,244.35,244.35,0.0,0.0,0
2020-03-26,ADANIENT,140.25,140.25,0.0,0.0,0
2020-03-26,ADANIPORTS,248.2,248.2,0.0,0.0,0
2020-03-26,APOLLOHOSP,1215.85,1215.85,0.0,0.0,0
2020-03-26,ASIANPAINT,1616.95,1617.4,0.4500000000000455,2.7830174093202973,0
2020-03-26,AXISBANK,341.4,341.45,0.05000000000001137,1.464557703573854,0
2020-03-26,BAJAJ-AUTO,2106.85,2107.05,0.20000000000027285,0.9492844768268878,0
2020-03-26,BAJAJFINSV,5147.25,5147.25,0.0,0.0,0
2020-03-26,BAJFINANCE,2793.7,2793.7,0.0,0.0,0
2020-03-26,BEL,67.35,67.35,0.0,0.0,0
2020-03-26,BHARTIARTL,470.7,470.85,0.1500000000000341,3.1867431485029556,0
2020-03-26,BPCL,282.3,282.3,0.0,0.0,0
2020-03-26,BRITANNIA,2588.45,2588.5,0.0500000000001819,0.1931657942018656,0
2020-03-26,CIPLA,386.15,386.15,0.0,0.0,0
2020-03-26,COALINDIA,123.25,123.25,0.0,0.0,0
2020-03-26,DIVISLAB,1883.3,1883.25,-0.049999999999954525,-0.2654914246267431,0
2020-03-26,DRREDDY,2948.55,2948.4,-0.15000000000009095,-0.5087246273595188,0
2020-03-26,EICHERMOT,14757.95,14758.9,0.9499999999989086,0.6437208419861218,0
2020-03-26,GAIL,73.1,73.1,0.0,0.0,0
2020-03-26,GRASIM,471.4,471.4,0.0,0.0,0
2020-03-26,HCLTECH,447.7,447.85,0.1500000000000341,3.3504578959132036,0
2020-03-26,HDFC,1733.25,1733.65,0.40000000000009095,2.307803259772629,0
2020-03-26,HDFCBANK,901.1,901.7,0.6000000000000227,6.658528465209441,0
2020-03-26,HDFCLIFE,477.45,477.45,0.0,0.0,0
2020-03-26,HEROMOTOCO,1801.9,1802.0,0.09999999999990905,0.5549697541478941,0
2020-03-26,HINDALCO,94.55,94.55,0.0,0.0,0
2020-03-26,HINDUNILVR,2194.9,2195.85,0.9499999999998181,4.328215408446025,0
2020-03-26,IBULHSGFIN,95.65,95.65,0.0,0.0,0
2020-03-26,ICICIBANK,330.25,330.3,0.05000000000001137,1.5140045420139703,0
2020-03-26,INDIGO,1008.9,1008.9,0.0,0.0,0
2020-03-26,INDUSINDBK,435.9,436.0,0.10000000000002274,2.2941041523290373,0
2020-03-26,INFY,643.0,643.15,0.14999999999997726,2.3328149300151986,0
2020-03-26,IOC,78.0,78.0,0.0,0.0,0
2020-03-26,ITC,156.4,156.45,0.04999999999998295,3.1969309462904696,0
2020-03-26,JSWSTEEL,149.8,149.8,0.0,0.0,0
2020-03-26,KOTAKBANK,1372.95,1373.6,0.6499999999998636,4.734331184674341,0
2020-03-26,LT,838.0,838.05,0.049999999999954525,0.5966587112166412,0
2020-03-26,M&M,285.5,285.6,0.10000000000002274,3.502626970228467,0
2020-03-26,MARUTI,4878.0,4878.1,0.1000000000003638,0.205002050021246,0
2020-03-26,NESTLEIND,14919.65,14923.95,4.300000000001091,2.882105143217898,0
2020-03-26,NTPC,79.65,79.65,0.0,0.0,0
2020-03-26,ONGC,64.75,64.75,0.0,0.0,0
2020-03-26,POWERGRID,158.35,158.35,0.0,0.0,0
2020-03-26,RELIANCE,1066.2,1066.6,0.3999999999998636,3.7516413430863214,0
2020-03-26,SBIN,192.75,192.75,0.0,0.0,0
2020-03-26,SHREECEM,17554.05,17554.05,0.0,0.0,0
2020-03-26,SUNPHARMA,338.3,338.3,0.0,0.0,0
2020-03-26,TATACONSUM,279.05,279.05,0.0,0.0,0
2020-03-26,TATAMOTORS,70.8,70.8,0.0,0.0,0
2020-03-26,TATASTEEL,284.45,284.5,0.05000000000001137,1.7577781683955482,0
2020-03-26,TCS,1790.95,1791.55,0.599999999999909,3.3501772802139036,0
2020-03-26,TECHM,515.2,515.2,0.0,0.0,0
2020-03-26,TITAN,928.3,928.3,0.0,0.0,0
2020-03-26,ULTRACEMCO,3229.15,3229.4,0.25,0.7741975442453897,0
2020-03-26,UPL,312.55,312.55,0.0,0.0,0
2020-03-26,VEDL,65.8,65.8,0.0,0.0,0
2020-03-26,WIPRO,182.6,182.65,0.05000000000001137,2.7382256297925176,0
2020-03-26,YESBANK,26.6,26.6,0.0,0.0,0
2020-03-26,ZEEL,128.75,128.75,0.0,0.0,0
2020-04-30,ADANIENT,141.4,141.4,0.0,0.0,0
2020-04-30,ADANIPORTS,290.1,290.1,0.0,0.0,0
2020-04-30,APOLLOHOSP,1394.35,1394.35,0.0,0.0,0
2020-04-30,ASIANPAINT,1758.7,1758.75,0.049999999999954525,0.2843009040766164,0
2020-04-30,AXISBANK,444.9,444.9,0.0,0.0,0
2020-04-30,BAJAJ-AUTO,2623.3,2623.4,0.09999999999990905,0.3811992528491177,0
2020-04-30,BAJAJFINSV,5104.35,5104.2,-0.1500000000005457,-0.293866995798771,0
2020-04-30,BAJFINANCE,2318.1,2318.05,-0.04999999999972715,-0.21569388723405875,0
2020-04-30,BEL,72.1,72.1,0.0,0.0,0
2020-04-30,BHARTIARTL,514.3,514.3,0.0,0.0,0
2020-04-30,BPCL,370.0,370.05,0.05000000000001137,1.3513513513516588,0
2020-04-30,BRITANNIA,3165.75,3165.75,0.0,0.0,0
2020-04-30,CIPLA,589.6,589.6,0.0,0.0,0
2020-04-30,COALINDIA,148.5,148.5,0.0,0.0,0
2020-04-30,DIVISLAB,2332.9,2332.9,0.0,0.0,0
2020-04-30,DRREDDY,3936.3,3936.3,0.0,0.0,0
2020-04-30,EICHERMOT,14707.95,14707.8,-0.1500000000014552,-0.10198566081707863,0
2020-04-30,GAIL,95.7,95.7,0.0,0.0,0
2020-04-30,GRASIM,504.9,504.9,0.0,0.0,0
2020-04-30,HCLTECH,543.55,543.55,0.0,0.0,0
2020-04-30,HDFC,1916.0,1916.05,0.049999999999954525,0.2609603340289902,0
2020-04-30,HDFCBANK,1001.8,1001.8,0.0,0.0,0
2020-04-30,HDFCLIFE,501.05,501.05,0.0,0.0,0
2020-04-30,HEROMOTOCO,2166.7,2166.7,0.0,0.0,0
2020-04-30,HINDALCO,130.2,130.2,0.0,0.0,0
2020-04-30,HINDUNILVR,2195.0,2195.0,0.0,0.0,0
2020-04-30,IBULHSGFIN,132.7,132.7,0.0,0.0,0
2020-04-30,ICICIBANK,380.15,380.15,0.0,0.0,0
2020-04-30,INDIGO,995.25,995.25,0.0,0.0,0
2020-04-30,INDUSINDBK,468.15,468.15,0.0,0.0,0
2020-04-30,INFY,715.5,715.5,0.0,0.0,0
2020-04-30,IOC,84.2,84.2,0.0,0.0,0
2020-04-30,ITC,182.05,182.05,0.0,0.0,0
2020-04-30,JSWSTEEL,180.65,180.65,0.0,0.0,0
2020-04-30,KOTAKBANK,1357.2,1357.2,0.0,0.0,0
2020-04-30,LT,897.55,897.55,0.0,0.0,0
2020-04-30,M&M,366.65,366.65,0.0,0.0,0
2020-04-30,MARUTI,5358.8,5358.85,0.0500000000001819,0.09330447115059695,0
2020-04-30,NESTLEIND,17924.65,17924.35,-0.3000000000029104,-0.16736728471848006,0
2020-04-30,NTPC,95.05,95.05,0.0,0.0,0
2020-04-30,ONGC,79.9,79.9,0.0,0.0,0
2020-04-30,POWERGRID,162.05,162.05,0.0,0.0,0
2020-04-30,RELIANCE,1466.0,1466.05,0.049999999999954525,0.34106412005426007,0
2020-04-30,SBIN,190.5,190.5,0.0,0.0,0
2020-04-30,SHREECEM,19767.9,19767.8,-0.10000000000218279,-0.05058706286564722,0
2020-04-30,SUNPHARMA,464.45,464.45,0.0,0.0,0
2020-04-30,TATACONSUM,351.6,351.6,0.0,0.0,0
2020-04-30,TATAMOTORS,93.25,93.25,0.0,0.0,0
2020-04-30,TATASTEEL,298.3,298.3,0.0,0.0,0
2020-04-30,TCS,2014.45,2014.45,0.0,0.0,0
2020-04-30,TECHM,546.25,546.25,0.0,0.0,0
2020-04-30,TITAN,970.05,970.05,0.0,0.0,0
2020-04-30,ULTRACEMCO,3534.3,3534.25,-0.0500000000001819,-0.14147072970653848,0
2020-04-30,UPL,420.05,420.05,0.0,0.0,0
2020-04-30,VEDL,89.55,89.55,0.0,0.0,0
2020-04-30,WIPRO,190.95,190.95,0.0,0.0,0
2020-04-30,YESBANK,27.9,27.9,0.0,0.0,0
2020-04-30,ZEEL,159.35,159.35,0.0,0.0,0
2020-05-28,ADANIENT,142.65,142.65,0.0,0.0,0
2020-05-28,ADANIPORTS,331.8,331.8,0.0,0.0,0
2020-05-28,APOLLOHOSP,1337.05,1337.0,-0.049999999999954525,-0.37395759320859,0
2020-05-28,ASIANPAINT,1643.6,1643.6,0.0,0.0,0
2020-05-28,AXISBANK,390.95,390.95,0.0,0.0,0
2020-05-28,BAJAJ-AUTO,2600.0,2599.9,-0.09999999999990905,-0.38461538461503486,0
2020-05-28,BAJAJFINSV,4285.95,4285.95,0.0,0.0,0
2020-05-28,BAJFINANCE,1947.7,1947.65,-0.049999999999954525,-0.2567130461567722,0
2020-05-28,BEL,69.65,69.65,0.0,0.0,0
2020-05-28,BHARTIARTL,562.75,562.75,0.0,0.0,0
2020-05-28,BPCL,326.45,326.45,0.0,0.0,0
2020-05-28,BRITANNIA,3323.25,3323.25,0.0,0.0,0
2020-05-28,CIPLA,628.35,628.35,0.0,0.0,0
2020-05-28,COALINDIA,133.9,133.9,0.0,0.0,0
2020-05-28,DIVISLAB,2285.1,2285.05,-0.04999999999972715,-0.21880880486511378,0
2020-05-28,DRREDDY,3887.75,3887.8,0.0500000000001819,0.12860909266331916,0
2020-05-28,EICHERMOT,16236.5,16236.05,-0.4500000000007276,-0.2771533273801174,0
2020-05-28,GAIL,89.1,89.1,0.0,0.0,0
2020-05-28,GRASIM,576.5,576.5,0.0,0.0,0
2020-05-28,HCLTECH,542.65,542.7,0.05000000000006821,0.9214042200325848,0
2020-05-28,HDFC,1623.7,1623.75,0.049999999999954525,0.307938658618923,0
2020-05-28,HDFCBANK,945.25,945.25,0.0,0.0,0
2020-05-28,HDFCLIFE,516.8,516.8,0.0,0.0,0
2020-05-28,HEROMOTOCO,2298.1,2298.0,-0.09999999999990905,-0.43514207388672843,0
2020-05-28,HINDALCO,138.4,138.4,0.0,0.0,0
2020-05-28,HINDUNILVR,2009.95,2009.95,0.0,0.0,0
2020-05-28,IBULHSGFIN,120.8,120.8,0.0,0.0,0
2020-05-28,ICICIBANK,326.85,326.85,0.0,0.0,0
2020-05-28,INDIGO,977.7,977.7,0.0,0.0,0
2020-05-28,INDUSINDBK,386.85,386.85,0.0,0.0,0
2020-05-28,INFY,707.4,707.4,0.0,0.0,0
2020-05-28,IOC,77.7,77.7,0.0,0.0,0
2020-05-28,ITC,190.65,190.65,0.0,0.0,0
2020-05-28,JSWSTEEL,184.15,184.15,0.0,0.0,0
2020-05-28,KOTAKBANK,1229.45,1229.45,0.0,0.0,0
2020-05-28,LT,905.5,905.4,-0.10000000000002274,-1.1043622308119574,0
2020-05-28,M&M,440.4,440.4,0.0,0.0,0
2020-05-28,MARUTI,5468.35,5468.45,0.0999999999994543,0.18287051852835734,0
2020-05-28,NESTLEIND,16989.15,16989.0,-0.1500000000014552,-0.08829164496249382,0
2020-05-28,NTPC,95.7,95.7,0.0,0.0,0
2020-05-28,ONGC,78.85,78.85,0.0,0.0,0
2020-05-28,POWERGRID,157.25,157.25,0.0,0.0,0
2020-05-28,RELIANCE,1472.25,1472.25,0.0,0.0,0
2020-05-28,SBILIFE,748.1,748.1,0.0,0.0,0
2020-05-28,SBIN,158.2,158.2,0.0,0.0,0
2020-05-28,SHREECEM,20808.9,20807.65,-1.25,-0.600704506244924,0
2020-05-28,SUNPHARMA,459.1,459.1,0.0,0.0,0
2020-05-28,TATACONSUM,371.15,371.15,0.0,0.0,0
2020-05-28,TATAMOTORS,87.0,87.0,0.0,0.0,0
2020-05-28,TATASTEEL,295.5,295.45,-0.05000000000001137,-1.6920473773269498,0
2020-05-28,TCS,2004.3,2004.3,0.0,0.0,0
2020-05-28,TECHM,529.7,529.7,0.0,0.0,0
2020-05-28,TITAN,899.45,899.45,0.0,0.0,0
2020-05-28,ULTRACEMCO,3809.2,3809.25,0.0500000000001819,0.1312611571988394,0
2020-05-28,UPL,391.1,391.1,0.0,0.0,0
2020-05-28,VEDL,89.95,89.95,0.0,0.0,0
2020-05-28,WIPRO,199.35,199.35,0.0,0.0,0
2020-05-28,YESBANK,27.0,27.0,0.0,0.0,0
2020-05-28,ZEEL,180.7,180.7,0.0,0.0,0
2020-06-25,ADANIENT,161.65,161.65,0.0,0.0,0
2020-06-25,ADANIPORTS,344.0,344.0,0.0,0.0,0
2020-06-25,APOLLOHOSP,1437.5,1437.5,0.0,0.0,0
2020-06-25,ASIANPAINT,1689.0,1689.0,0.0,0.0,0
2020-06-25,AXISBANK,421.7,421.7,0.0,0.0,0
2020-06-25,BAJAJ-AUTO,2820.45,2820.45,0.0,0.0,0
2020-06-25,BAJAJFINSV,6021.15,6021.05,-0.0999999999994543,-0.16608123032884797,0
2020-06-25,BAJFINANCE,3005.35,3005.3,-0.04999999999972715,-0.16636997354626631,0
2020-06-25,BEL,83.7,83.7,0.0,0.0,0
2020-06-25,BHARTIARTL,559.0,559.0,0.0,0.0,0
2020-06-25,BPCL,370.25,370.25,0.0,0.0,0
2020-06-25,BRITANNIA,3450.4,3450.4,0.0,0.0,0
2020-06-25,CIPLA,634.9,634.9,0.0,0.0,0
2020-06-25,COALINDIA,140.4,140.4,0.0,0.0,0
2020-06-25,DIVISLAB,2330.45,2330.45,0.0,0.0,0
2020-06-25,DRREDDY,4006.6,4006.6,0.0,0.0,0
2020-06-25,EICHERMOT,18090.7,18090.45,-0.25,-0.13819255197421879,0
2020-06-25,GAIL,103.1,103.1,0.0,0.0,0
2020-06-25,GRASIM,607.45,607.45,0.0,0.0,0
2020-06-25,HCLTECH,550.05,550.05,0.0,0.0,0
2020-06-25,HDFC,1777.8,1777.95,0.15000000000009095,0.8437394532573459,0
2020-06-25,HDFCBANK,1028.75,1028.75,0.0,0.0,0
2020-06-25,HDFCLIFE,538.4,538.4,0.0,0.0,0
2020-06-25,HEROMOTOCO,2559.7,2559.65,-0.04999999999972715,-0.1953353908650512,0
2020-06-25,HINDALCO,146.6,146.6,0.0,0.0,0
2020-06-25,HINDUNILVR,2173.15,2173.15,0.0,0.0,0
2020-06-25,IBULHSGFIN,227.3,227.3,0.0,0.0,0
2020-06-25,ICICIBANK,351.0,351.0,0.0,0.0,0
2020-06-25,INDIGO,1044.95,1044.95,0.0,0.0,0
2020-06-25,INDUSINDBK,475.15,475.15,0.0,0.0,0
2020-06-25,INFY,700.5,700.45,-0.049999999999954525,-0.713775874374797,0
2020-06-25,IOC,85.05,85.05,0.0,0.0,0
2020-06-25,ITC,202.1,202.1,0.0,0.0,0
2020-06-25,JSWSTEEL,193.55,193.55,0.0,0.0,0
2020-06-25,KOTAKBANK,1381.7,1381.7,0.0,0.0,0
2020-06-25,LT,943.1,943.1,0.0,0.0,0
2020-06-25,M&M,507.25,507.25,0.0,0.0,0
2020-06-25,MARUTI,5762.3,5762.25,-0.0500000000001819,-0.08677090745046578,0
2020-06-25,NESTLEIND,16787.0,16786.85,-0.1500000000014552,-0.08935485792664276,0
2020-06-25,NTPC,96.1,96.1,0.0,0.0,0
2020-06-25,ONGC,81.6,81.6,0.0,0.0,0
2020-06-25,POWERGRID,179.35,179.35,0.0,0.0,0
2020-06-25,RELIANCE,1717.9,1717.9,0.0,0.0,0
2020-06-25,SBILIFE,786.25,786.3,0.049999999999954525,0.6359300476941753,0
2020-06-25,SBIN,185.25,185.25,0.0,0.0,0
2020-06-25,SHREECEM,22068.8,22068.4,-0.3999999999978172,-0.18125135938420633,0
2020-06-25,SUNPHARMA,487.65,487.65,0.0,0.0,0
2020-06-25,TATACONSUM,384.0,384.0,0.0,0.0,0
2020-06-25,TATAMOTORS,103.8,103.8,0.0,0.0,0
2020-06-25,TATASTEEL,323.1,323.1,0.0,0.0,0
2020-06-25,TCS,2016.1,2014.75,-1.349999999999909,-6.696096423788052,0
2020-06-25,TECHM,554.15,554.15,0.0,0.0,0
2020-06-25,TITAN,977.6,977.6,0.0,0.0,0
2020-06-25,ULTRACEMCO,3802.35,3803.1,0.75,1.9724643970176339,0
2020-06-25,UPL,442.9,442.9,0.0,0.0,0
2020-06-25,VEDL,111.25,111.25,0.0,0.0,0
2020-06-25,WIPRO,218.2,218.2,0.0,0.0,0
2020-06-25,ZEEL,172.35,172.35,0.0,0.0,0
2020-07-30,ADANIENT,175.05,175.05,0.0,0.0,0
2020-07-30,ADANIPORTS,312.5,312.5,0.0,0.0,0
2020-07-30,APOLLOHOSP,1716.15,1716.15,0.0,0.0,0
2020-07-30,ASIANPAINT,1743.35,1743.35,0.0,0.0,0
2020-07-30,AXISBANK,425.85,425.85,0.0,0.0,0
2020-07-30,BAJAJ-AUTO,3048.95,3048.95,0.0,0.0,0
2020-07-30,BAJAJFINSV,6177.6,6177.55,-0.0500000000001819,-0.08093758093787538,0
2020-07-30,BAJFINANCE,3218.3,3218.3,0.0,0.0,0
2020-07-30,BEL,95.65,95.65,0.0,0.0,0
2020-07-30,BHARTIARTL,552.7,552.7,0.0,0.0,0
2020-07-30,BPCL,419.1,419.1,0.0,0.0,0
2020-07-30,BRITANNIA,3805.95,3805.95,0.0,0.0,0
2020-07-30,CIPLA,685.95,685.95,0.0,0.0,0
2020-07-30,COALINDIA,128.6,128.6,0.0,0.0,0
2020-07-30,DIVISLAB,2562.35,2562.3,-0.04999999999972715,-0.1951333736598324,0
2020-07-30,DRREDDY,4516.6,4516.6,0.0,0.0,0
2020-07-30,EICHERMOT,21201.35,21200.5,-0.8499999999985448,-0.4009178660785963,0
2020-07-30,GAIL,96.6,96.6,0.0,0.0,0
2020-07-30,GRASIM,602.95,602.9,-0.05000000000006821,-0.8292561572280986,0
2020-07-30,HCLTECH,695.45,695.45,0.0,0.0,0
2020-07-30,HDFC,1810.65,1810.65,0.0,0.0,0
2020-07-30,HDFCBANK,1050.65,1050.65,0.0,0.0,0
2020-07-30,HDFCLIFE,635.1,635.1,0.0,0.0,0
2020-07-30,HEROMOTOCO,2703.95,2703.95,0.0,0.0,0
2020-07-30,HINDALCO,162.0,162.0,0.0,0.0,0
2020-07-30,HINDUNILVR,2195.6,2195.6,0.0,0.0,0
2020-07-30,IBULHSGFIN,199.7,199.7,0.0,0.0,0
2020-07-30,ICICIBANK,344.95,344.95,0.0,0.0,0
2020-07-30,INDIGO,938.5,938.6,0.10000000000002274,1.0655301012256018,0
2020-07-30,INDUSINDBK,519.85,519.85,0.0,0.0,0
2020-07-30,INFY,961.45,961.45,0.0,0.0,0
2020-07-30,IOC,88.55,88.55,0.0,0.0,0
2020-07-30,ITC,193.35,193.35,0.0,0.0,0
2020-07-30,JSWSTEEL,214.35,214.35,0.0,0.0,0
2020-07-30,KOTAKBANK,1385.0,1385.2,0.20000000000004547,1.4440433212999673,0
2020-07-30,LT,908.25,908.25,0.0,0.0,0
2020-07-30,M&M,598.35,598.35,0.0,0.0,0
2020-07-30,MARUTI,6265.4,6265.4,0.0,0.0,0
2020-07-30,NESTLEIND,16524.0,16524.25,0.25,0.1512950859356088,0
2020-07-30,NTPC,86.6,86.6,0.0,0.0,0
2020-07-30,ONGC,77.7,77.7,0.0,0.0,0
2020-07-30,POWERGRID,176.85,176.85,0.0,0.0,0
2020-07-30,RELIANCE,2108.85,2108.85,0.0,0.0,0
2020-07-30,SBILIFE,913.55,913.55,0.0,0.0,0
2020-07-30,SBIN,186.55,186.55,0.0,0.0,0
