date,ranked_L1,ranked_L2,ranked_L3,ranked_L4,ranked_L5,NIFTY 50 TRI B&H,Equal-weight top-20
2020-01-23,20063043.46192867,20084657.096239988,20117355.429747254,20138969.064058572,20172347.7630233,20021725.051033374,19891864.38140781
2020-01-24,20073758.101477027,20100626.99639519,20141383.80339063,20168252.698308792,20207413.481233668,20134789.009349383,19937478.06750164
2020-01-27,20055883.185716487,20057367.86464929,20052600.095643394,20054084.774576195,20065391.812336106,19922281.704227775,19771408.155217733
2020-01-28,20034134.379552744,20006224.32201817,19960165.03121313,19932254.97367855,19907344.09933848,19818411.365890846,19650188.151630074
2020-01-29,20054590.962136555,20040036.168866377,20018235.357440896,20003680.564170714,19999176.778716072,19939568.052112013,19701612.975105383
2020-01-30,20026010.87386696,19983062.75474306,19914935.939875998,19871987.82075209,19837224.237818427,19785501.719851073,19633641.165875293
2020-01-31,19960250.459499065,19865048.441217203,19714626.38463241,19619424.366350546,19517173.859902445,19664333.3220121,19488149.971079923
2020-02-03,19915351.2098953,19780849.699084666,19569388.89197033,19434887.381159686,19293065.831025355,19246462.798631612,19565842.521990675
2020-02-04,19986502.485489234,19923427.436219566,19826956.39121425,19763685.549378432,19712451.62105436,19693225.88314382,19632019.53079617
2020-02-05,20041493.111771457,20039355.22732369,20044195.68511707,20039738.02793189,20070838.475747775,19873245.160466734,19600108.6908963
2020-02-06,20043714.08311529,20040988.318143047,20039465.207162052,20036070.689423285,20066855.455447987,19953411.184360772,19638905.941873677
2020-02-07,20065292.286341727,20076266.09549231,20095241.844153896,20107210.42065101,20148966.94694533,19888376.57067434,19638641.536460254
2020-02-10,20009690.531953584,19957150.427395597,19872647.54020585,19821167.763760127,19777064.39702143,19778416.191077385,19648177.96725647
2020-02-11,20027940.982881326,19990525.270991128,19930670.957041934,19895779.09394586,19867672.255663414,19904011.580447685,19667486.905519903
2020-02-12,20039969.279194694,20014427.914587975,19972584.60224639,19950143.10725793,19939270.23945213,20057398.638875775,19673206.775159296
2020-02-13,20039545.42094183,20019465.858227953,19981395.97585105,19965804.803721853,19953028.34840503,20013796.285777528,19719428.75919189
2020-02-14,20020959.40817088,19984379.101952884,19918820.07788776,19887154.183363155,19849611.58253955,19913134.930719923,19710053.24886577
2020-02-17,20011239.906448234,19973069.733508017,19897805.569389503,19864640.371895824,19829061.66054033,19806594.343522824,19706181.966023877
2020-02-18,19980755.275942042,19907846.677865565,19771043.085377257,19703565.4844254,19626145.395523496,19718944.59584964,19688211.974555124
2020-02-19,20016000.991158586,19972103.92251724,19880085.82995628,19842170.78026004,19796684.25577554,19938338.3322422,19723349.25264825
2020-02-20,20045572.05214605,20023998.9675049,19976291.303158432,19960626.259425305,19952723.24131393,19864262.349608187,19716743.69716666
2020-02-24,19926972.679372385,19764507.84896692,19496741.610587046,19340088.909511037,19150319.68468272,19450795.394523412,19675002.474790066
2020-02-25,19918830.469648242,19746076.896011278,19460970.72719167,19293705.305559386,19102619.29681,19399018.332195353,19651969.53802184
2020-02-26,19883638.605984252,19671633.743642844,19324262.572610665,19118496.8850917,18880994.034328427,19202637.924795017,19644804.507771578
2020-02-27,19868182.088428646,19648863.39190352,19283677.146875925,19071698.64813356,18821728.897255473,19128362.84465827,19631019.86181304
2020-02-28,19715922.28781317,19289066.899967697,18626201.37837084,18207037.97523704,17703062.135354117,18418767.63330456,19518784.91220318
2020-03-02,19655467.77958318,19161612.063465938,18384756.298238304,17898595.344183195,17302448.864419963,18307764.919722714,19588315.50047425
2020-03-03,19772603.4156298,19405104.06933104,18821945.121614117,18461966.444710646,18026188.02661428,18596854.493689194,19588315.50047425
2020-03-04,19763009.38425919,19385241.364270393,18781679.165355302,18411257.72221885,17950622.31022247,18510832.660891276,19588315.50047425
2020-03-05,19750550.68551676,19364163.94832347,18732648.42949195,18353959.176731966,17883316.715261124,18543250.418983124,19588315.50047425
2020-03-06,19661029.183336727,19178352.413196154,18395337.233498156,17920008.85549578,17316863.01674603,18083300.052819394,19588315.50047425
2020-03-09,19487875.675717246,18824803.677682858,17794089.310701426,17138543.428291757,16311262.292463422,17197995.439496025,19588315.50047425
2020-03-11,19418745.335418284,18682917.92731554,17525153.69272121,16796154.216644637,15861790.885568433,17209414.26685858,19588315.50047425
2020-03-12,19260290.83157965,18358623.132361095,16955408.827429764,16061269.968686137,14943152.929764593,15780678.87563784,19588315.50047425
2020-03-13,19375171.660987426,18586213.62760049,17379149.184048235,16597545.899709033,15650300.097816395,16381402.887850719,19588315.50047425
2020-03-16,19229920.149086483,18278990.98401906,16812775.919724315,15869379.229795225,14704571.973589465,15140990.310978586,19588315.50047425
2020-03-17,19221772.311798435,18261252.640311204,16774237.164194584,15821075.876914792,14636439.63718223,14761803.261217093,19588315.50047425
2020-03-18,19226404.80798436,18227344.58699535,16677028.630726308,15685152.703137975,14459012.424715215,13941533.261580154,19588315.50047425
2020-03-19,19140762.637689795,18069811.824111145,16401395.319349809,15337804.708489232,14026735.336205345,13609977.361442776,19588315.50047425
2020-03-20,19270460.80096028,18301644.35169826,16793877.230095413,15832071.892993022,14661623.371669544,14403814.239687627,19588315.50047425
2020-03-23,19103171.291603528,17942482.805992536,16140613.628789524,14986763.984035382,13584102.850035138,12543622.848429412,19588315.50047425
2020-03-24,19119078.588699985,17963449.294989485,16170779.227482783,15021989.684567476,13625649.180761043,12863045.512517963,19588315.50047425
2020-03-25,19165181.219971508,18061686.075038336,16363615.04883206,15266960.564756675,13945015.63592791,13715135.977738554,19588315.50047425
2020-03-26,19183249.185463727,18087713.146178834,16393791.09286776,15304921.62462751,13987222.215552732,14249701.060955456,19588315.50047425
2020-03-27,19155817.16661378,18024163.471233726,16272638.603794789,15147804.10837902,13783250.163827002,14280701.713292569,19581696.49113675
2020-03-30,19105298.48213021,17910009.246324368,16051350.082450598,14863937.527365405,13401736.961572098,13655465.285008075,19524657.330620255
2020-03-31,19194411.780566167,18084068.555253156,16349776.840102358,15239442.692029024,13877381.148474406,14177686.323055606,19641437.38722346
2020-04-01,19134880.414679408,17940068.159032613,16127673.825347591,14958323.042421265,13532430.444816109,13610480.96100851,19500381.485119738
2020-04-03,19124359.698872603,17894506.30201175,16022134.631989803,14821390.090683302,13345655.373330515,13330186.81201565,19430273.099083204
2020-04-07,19250895.115387082,18145464.21132032,16477477.498328611,15395410.209767729,14071355.955210228,14498303.572160546,19828965.989010546
2020-04-08,19257691.143789068,18162137.000506468,16491241.341582425,15419744.50093483,14103711.463187706,14426663.606030544,19799529.306962166
2020-04-09,19356567.40336408,18392164.992749326,16867660.3415745,15903808.920008853,14710797.06183313,15025502.047776373,19875505.52349133
2020-04-13,19381283.366460986,18449012.774039574,16972321.968566842,16038477.107990574,14871724.819127686,14830784.690104736,19884010.618795678
2020-04-15,19370673.197812617,18405430.78950635,16925971.53625313,15980842.22546861,14806931.92328285,14717814.424731188,19937823.873681903
2020-04-16,19410936.07614874,18488165.203629185,17081056.633785855,16183732.540195344,15063178.156819576,14829051.37066919,19899299.915298827
2020-04-17,19444834.185867425,18559204.820992768,17204306.888198905,16339997.982944932,15259134.48110643,15280815.315985303,19882081.170068942
2020-04-20,19401079.209249765,18471094.282874834,17027938.122132316,16113134.69530575,14971203.726248197,15272710.87646234,19805034.117974762
2020-04-21,19295028.244682133,18249984.713362567,16643639.004191034,15629050.650248254,14356735.413607504,14810406.475119252,19787756.60270866
2020-04-22,19290527.511628114,18257145.34720617,16659820.043218926,15646606.733286122,14379192.191768337,15149832.582423437,19877052.26343107
2020-04-23,19349247.010113932,18399241.184428673,16868556.23923378,15908812.944433864,14697794.06074098,15358580.458228758,19888740.19920393
2020-04-24,19321891.74016581,18341437.225053117,16750492.592253372,15761294.283705989,14516696.020535719,15095560.945502328,19860215.809915617
2020-04-27,19381136.625098307,18477110.957201354,16958387.122379713,16019798.685939051,14831737.17241709,15306487.182219889,19956856.102157146
2020-04-28,19393492.281598028,18498912.81159481,16986189.103542745,16048980.5378103,14865074.495572226,15469044.437391449,19916072.24697332
2020-04-29,19453653.16979497,18624319.869505413,17212096.24179944,16335467.5178785,15225716.9096009,15755065.567492295,19907693.347797006
2020-04-30,19611419.289715372,18943997.13095621,17757143.537167598,17033839.626158178,16100889.41451341,16260620.9733994,19979421.215880744
2020-05-04,19476357.740360435,18645079.76614038,17207308.954962082,16320037.423950316,15188762.79644135,15326560.895142369,19903924.543774024
2020-05-05,19481997.226177145,18637942.017686583,17188199.148094244,16293195.442696184,15157256.503464967,15182929.614348136,19828181.90683649
2020-05-06,19515414.873827368,18682575.414542437,17271720.45726891,16406872.560497364,15308037.285791144,15290676.498179428,20076493.991082568
2020-05-07,19465811.083326284,18589843.25672158,17136966.18249696,16232422.477363156,15102336.743426941,15172178.349200623,19907873.269266278
2020-05-08,19481859.10468907,18610829.544237617,17156245.323789284,16260177.44330285,15123987.876379427,15258621.80023962,19837684.07210553
2020-05-11,19555255.754414573,18761040.54283735,17385619.795891713,16560621.43837149,15487979.90120813,15238395.836285636,20202933.530589662
2020-05-12,19567968.17333911,18817102.41179644,17483839.401517313,16705795.55067182,15684376.335476803,15168055.859732296,20329453.870435357
2020-05-13,19654532.75420343,18995073.426160593,17754758.12326162,17057780.762092516,16097180.845097488,15476411.044992521,20761310.678446475
2020-05-14,19532993.147022724,18768638.385943457,17378035.761135526,16562165.522642875,15522198.030077245,15079305.219985172,20266800.399639387
2020-05-15,19561417.201812178,18835605.491158664,17495695.515149906,16719640.882332189,15724724.290423151,15069526.019115701,20273552.21742024
2020-05-18,19461513.0521366,18637588.643142242,17181516.525647208,16311581.858844899,15238511.097580494,14552352.688343309,19609549.108062834
2020-05-19,19469966.60491304,18606001.530182313,17139076.94429979,16249511.665155131,15146313.059440454,14644464.562401256,19882546.418787513
2020-05-20,19579232.619735602,18812849.162722934,17472622.07914733,16681853.470650818,15668854.296701903,14953627.849290216,20240176.976280797
2020-05-21,19637746.04661949,18945548.940777756,17702314.33020072,16978024.625341266,16027044.609371915,15019119.216071151,20504181.591399226
2020-05-22,19626684.5355799,18945923.664360423,17658701.497470867,16921075.579235766,15939349.59745756,14908584.967201613,20392146.600087754
2020-05-26,19664960.78978844,18994053.94085707,17753226.43146205,17038552.241667237,16072656.451490974,14891778.795647493,20408263.989424918
2020-05-27,19800284.989268273,19263639.192201816,18177963.979914054,17592808.39166578,16729911.416718453,15363288.528587472,20930549.96538131
2020-05-28,19931891.32643585,19514545.435756303,18591002.01676822,18139026.98856421,17402936.933634207,15652167.293433411,21288898.062607344
2020-05-29,20030543.64413002,19729495.813531447,18893798.32685634,18528675.46001638,17716612.199562926,15814724.548604969,21521260.092893086
2020-06-01,20114148.69993177,19895099.293092176,19169826.37382977,18894892.13552559,18094303.004280865,16220590.663732516,21941940.598944563
2020-06-02,20159384.79230342,19994834.012384206,19335242.134441555,19036541.33579897,18244596.709687542,16473046.297196355,22205760.502383158
2020-06-03,20177846.018122297,20014813.829620823,19366112.94728232,19039475.550967455,18275160.42540878,16611700.140422296,22343186.588299204
2020-06-04,20200347.3774005,20096203.744810916,19503513.812356804,19234389.78103239,18513389.151445515,16558107.777334036,22412910.472416747
2020-06-05,20312578.870150134,20324498.757963374,19891084.729669742,19660339.025995128,18989967.88779868,16744744.118718326,22991205.87765076
2020-06-08,20311023.748849675,20304939.09133449,19828712.63833815,19592461.805580813,18889804.12781028,16786496.036202952,22853736.32426044
2020-06-09,20260195.775569804,20197664.496398598,19654653.76463809,19372701.11014423,18717702.905435722,16587047.184936984,22637059.986230396
2020-06-10,20270537.935821913,20230969.999469507,19712674.94320018,19413620.42961221,18709761.693382278,16701832.751070734,22620944.91428523
2020-06-11,20195065.229618117,20060595.600556105,19421706.174029164,19104719.763986103,18335970.491650876,16349102.245936945,22101995.589538258
2020-06-12,20230217.65697053,20143616.299667288,19575387.457129784,19244944.11326726,18528744.30024246,16466171.577543207,22428692.51102194
2020-06-15,20161505.339732733,19992548.691101246,19325216.46326077,18969602.205836594,18233865.75698898,16203339.4507017,22058558.833237756
2020-06-16,20236958.301394783,20140949.782373,19574582.955481127,19265991.614756286,18522659.606879056,16368894.880032042,22194278.173024345
2020-06-17,20235226.396673627,20137575.9717138,19556074.499996826,19168571.038590003,18368073.467096798,16314693.51281778,22167361.8908898
2020-06-18,20360149.62558138,20422182.25913254,20009651.096812613,19703815.477339104,18963707.337643147,16662282.617733965,22517222.39092439
2020-06-19,20395982.988130167,20484173.64463813,20097092.745933242,19767529.931004938,18991546.218519032,16918450.834042862,22668847.012685083
2020-06-22,20447673.47673601,20615588.095442094,20299567.850223854,20025663.336756706,19285102.892138124,17028774.273791857,22853435.49999438
2020-06-23,20491937.373933796,20697014.873357326,20458579.708597034,20203612.850098953,19540681.814338733,17292625.311382636,23328740.494094823
2020-06-24,20437376.404833242,20582241.74940389,20262771.619298775,19960437.378364697,19334380.74687357,17018995.072922386,23077536.2943092
2020-06-25,20435055.67575958,20609674.743738927,20280080.764345355,19973535.265430134,19234486.40134905,16991929.524168678,22971082.045384582
2020-06-26,20432280.560098816,20621981.994368523,20311048.060831495,20007660.162153326,19273264.82105586,17147284.13438847,23047216.76011219
2020-06-29,20442417.222727463,20583214.382434048,20223817.320843946,19896000.381798986,19130427.130683474,17030753.537201367,22955043.955022074
2020-06-30,20436312.86886761,20580489.783936605,20221592.857941892,19888982.44123739,19131981.066215966,17013677.99843767,22854576.055737577
2020-07-01,20470279.434586313,20645176.83175032,20338955.767437737,20043932.607223615,19312033.834767696,17225025.853396308,23128166.11660698
2020-07-02,20495515.799875733,20727770.910013866,20472638.13897696,20209142.161027096,19532570.80318568,17433984.53832217,23288386.80633408
2020-07-03,20503150.825318094,20723287.126456216,20449006.12611089,20181270.815456197,19490740.35000848,17525955.872966424,23422226.649613366
2020-07-06,20550884.38214636,20920497.190356214,20803131.934327368,20635406.580646977,20058506.725712053,17785005.147256024,23861605.108244777
2020-07-07,20549379.048299313,20848901.95959904,20684064.883911453,20477649.13764066,19857679.086202487,17844500.16571939,23887944.312256545
2020-07-08,20544297.624675803,20884131.86708158,20752641.6991412,20571756.795304317,19985545.27513229,17689332.941384524,23678790.21998539
2020-07-09,20562695.111289952,21033079.412816014,21031674.880026802,20924459.553646825,20424585.292508386,17881520.589609686,23882758.39793636
2020-07-10,20563988.008155886,20998627.59681453,20959846.426578447,20832420.912677065,20299039.138337687,17806495.965933245,23803669.927888192
2020-07-13,20567402.429551423,21056548.0636389,21071494.66326213,20976643.791857574,20487309.661205932,17865007.208500758,23824105.61260259
2020-07-14,20544217.21752338,20912461.800779067,20825715.42254934,20657453.053700842,20101427.570896454,17541930.519656193,23427389.090387538
2020-07-15,20549134.66581776,20943183.176244266,20877951.29755359,20723827.416276224,20183468.059074756,17559837.58328424,23341658.914778218
2020-07-16,20554545.274448693,20950860.690046687,20903261.288285073,20755683.879592586,20232888.625747763,17764170.17917604,23458740.71023208
2020-07-17,20577892.543430313,21005448.842198525,20985148.394753993,20860876.44365882,20364196.770922393,18031722.08799407,23806890.36656966
2020-07-20,20588408.831469648,21007676.71373887,20985559.561403662,20858142.938133765,20359358.941971906,18230960.130139496,24030421.66737009
2020-07-21,20618723.741952967,21122474.419373743,21156323.130893737,21078183.905261636,20615702.401201464,18462674.488465812,24223669.67612897
2020-07-22,20627443.562857658,21127406.763419017,21149196.066172265,21072228.97318379,20591614.68896725,18413602.809851345,24132012.610704996
2020-07-23,20638628.544197857,21180899.245886892,21243504.117249448,21194654.1419091,20743072.055276185,18552935.926910136,24372892.514715806
2020-07-24,20643036.18598771,21111919.36678957,21106327.284135498,21018549.411446463,20517172.000135187,18517707.380544424,24223924.93224647
2020-07-27,20649407.092748653,21131592.644838616,21145852.132250868,21060700.52252135,20571214.570383184,18414633.432218425,23976704.01819291
2020-07-28,20657257.87643612,21214130.819565926,21302765.76244384,21259766.19536911,20819847.329490945,18693732.996194895,24333591.68522629
2020-07-29,20659774.57064397,21249700.63278906,21374474.258496728,21346982.469073355,20945031.417183403,18532686.539720535,24264276.484165907
2020-07-30,20664296.675386343,21227256.084520224,21323363.62041974,21285124.84364298,20861106.833467484,18370750.00029279,24049776.737715274
2020-07-31,20661022.78097142,21259083.237696204,21378015.240085453,21358673.036601275,20953492.723020457,18323224.255228944,24033888.17779771
2020-08-03,20664835.343338214,21267608.035832282,21393224.934632473,21374888.553812556,20987481.924131818,18022985.221109487,23878408.887424722
2020-08-04,20710653.921536114,21361801.020767376,21540012.098161552,21578369.020303767,21233606.190051716,18359998.735145275,24096629.372475293
2020-08-05,20726820.413281977,21541267.15721416,21891810.147823185,22024733.115445174,21800106.819652095,18375165.28020631,24301083.63250076
2020-08-06,20752373.068590295,21635555.445186064,22067031.333629433,22254541.33924818,22104757.562943026,18543027.89824478,24493886.54830269
2020-08-07,20755946.13747556,21653969.17570885,22096377.32050608,22291404.168588605,22151717.2707004,18566017.80400139,24488040.29343286
2020-08-10,20777029.33490568,21707930.56526607,22187337.831480913,22415470.633754574,22310716.72470183,18658914.356452458,24808320.712527256
2020-08-11,20783111.80820019,21737095.817333385,22234588.662198916,22473789.343913894,22387510.637213156,18745603.751465414,24790066.960033484
2020-08-12,20781067.695144128,21704919.666230332,22172127.414570518,22393939.763346143,22286604.494351365,18722227.362321146,24874270.439276982
2020-08-13,20785017.74575199,21759245.08155266,22276896.351536836,22524689.17666514,22445271.33072897,18717191.366663814,24872533.268584177
2020-08-14,20790135.460038275,21790005.64882353,22335747.925457373,22599873.71964857,22544085.782122362,18515095.689773295,24753406.665356174
2020-08-17,20807618.84397592,21883892.306522164,22508187.308118034,22818021.73762663,22825543.23138048,18628838.921922155,25058764.154571388
2020-08-18,20825684.71307743,21960460.981681462,22647044.429940384,22997129.29934822,23055998.142908365,18857883.031388305,25209756.000356425
2020-08-19,20829359.74592989,21967550.30885663,22659396.188777633,23013660.4907917,23072080.669502996,18897737.666788075,25249645.32506052
2020-08-20,20827206.942547806,21978623.788061135,22684564.084641922,23044064.811968558,23109133.31117457,18738424.529749263,25166142.704993155
2020-08-21,20843196.55294569,21981474.41930845,22687956.36754539,23055790.762890287,23122319.817933287,18836778.69609874,25205543.148538005
2020-08-24,20858891.125522766,21992027.269219242,22701524.377409756,23076435.004924584,23151550.933501445,18993925.18384312,25196919.368328333
2020-08-25,20859835.6411421,21963834.5087321,22645807.458554942,23006190.974906284,23058391.650680106,19003505.287209857,25164881.528619055
2020-08-26,20869827.570613965,21998178.900355134,22708309.926800024,23087018.574690346,23162106.232996896,19136092.512411386,25215379.27421003
2020-08-27,20876652.663952883,22025394.44410182,22757766.532157153,23150403.304288268,23244715.930462025,19152102.293954577,25293762.189605966
2020-08-28,20872547.220857967,22010981.671160515,22726621.568163097,23110894.588411048,23192328.93013492,19298415.535226785,25276006.18119438
2020-08-31,20701821.72620998,21926384.87001451,22555515.883814532,22896541.49401381,22922293.21746525,18867498.269608468,24330259.32144105
2020-09-01,20788640.391242858,22009387.69514991,22710724.435896914,23083947.462723758,23165991.565562986,19004606.179283787,24741079.9053823
2020-09-02,20820822.971924543,22111401.879446883,22893754.626230583,23314122.177441284,23472727.926529355,19115901.683310825,24915995.418348636
2020-09-03,20838620.722427752,22095898.72406328,22864187.464636054,23274103.285477106,23430400.66862385,19103979.256382536,25068492.207242023
2020-09-04,20768608.642767724,21892533.85712445,22525356.707348533,22810136.10712148,22828705.426191106,18783174.621392675,24538040.457987793
2020-09-07,20769532.913343642,21924432.237521645,22565272.380119275,22876511.252509356,22912583.842855077,18818297.763198115,24462568.818831272
2020-09-08,20739339.01313734,21757583.012244232,22270097.215716053,22484007.148132026,22400936.62574062,18755769.43572254,24074894.70421155
2020-09-09,20746078.913867198,21749938.947428957,22261524.69957713,22450249.43729112,22369643.28999404,18690559.147768993,24064461.815528512
2020-09-10,20793139.565891348,21826185.043090213,22381367.33171581,22637606.86999951,22604170.08562711,18974507.32151787,24242699.125974264
2020-09-11,20830140.387563962,21906278.799242403,22521445.112145398,22826691.946270082,22843144.512651633,18999663.876568917,24334639.808841914
2020-09-14,20813590.861572873,21812563.04921498,22366803.898346804,22604177.605806988,22569245.687934913,18960102.03161434,24262777.057762187
2020-09-15,20873714.861945912,21981392.447431717,22645082.272033174,22995283.256416462,23056365.64060776,19095605.449649997,24415519.25531459
2020-09-16,20914884.03204354,22064289.5062114,22794853.29407699,23186745.300652534,23298276.974731006,19232760.205796547,24543630.56884815
2020-09-17,20897720.871880982,21954124.22556844,22595859.464491565,22925802.48852809,22969968.440316454,19086165.88569695,24309956.476094507
2020-09-18,20913500.381473474,21973264.105517242,22636623.28329021,22980576.070056025,23033166.287375897,19067684.95279632,24433424.872702826
2020-09-21,20743892.93032455,21480379.227182165,21753815.184878316,21785977.245635618,21522327.7230116,18646055.000099547,23420572.98190122
2020-09-22,20744758.828027524,21373377.74691793,21558483.65950486,21520978.311380725,21199586.57044641,18485465.296719693,23210113.350631148
2020-09-23,20728287.39472803,21322926.44460332,21453093.07336599,21389950.35985156,21018197.080233715,18449276.397693746,23040330.15754513
2020-09-24,20445625.30811124,20758404.360272914,20461510.534367505,20098368.151301038,19427837.34680359,17908527.580274355,22119976.01981155
2020-09-25,20625696.119327195,21106815.08664416,20885014.366939507,20587516.08610495,19889779.25283271,18314077.481721092,22697602.0602775
2020-09-28,20806234.917135876,21517979.682415564,21433290.84131953,21149360.656379484,20366221.533318855,18607933.684135325,22701520.055440385
2020-09-29,20813409.828030467,21542452.336155746,21503998.204959147,21309504.625081822,20635454.373329304,18599407.626371283,22691386.54387179
2020-09-30,20800691.336122215,21503938.721745122,21445059.34320017,21256046.172445886,20538687.240962278,18641054.139295638,22714383.95457292
2020-10-01,20874630.458755206,21672037.661969885,21633160.499489352,21360390.252251644,20667480.136220258,18921805.041383,22709200.707607657
2020-10-05,20924131.023855552,21818123.25172331,21893234.37549746,21574968.4945603,20959957.545944385,19065014.703936156,22719733.788088046
2020-10-06,20950614.742317256,21910878.879043035,22039055.66253166,21729429.67128756,20903215.370510153,19328584.66269955,22714628.185326215
2020-10-07,20928738.573865917,21811662.06034522,21888614.46750754,21515128.380208224,20690623.222513795,19455292.65576159,22707624.63023335
2020-10-08,20968730.018511616,21886627.79563469,22003560.7904267,21592939.621325176,20786436.10195777,19614008.500292204,22727480.985322308
2020-10-09,20967124.07626444,21801433.58491625,21871894.631290734,21451525.89464128,20611479.008844506,19745916.451660883,22718290.900351007
2020-10-12,20967601.58887451,21829806.114751633,21896031.20772227,21500632.311195657,20738197.81184038,19773708.12071867,22733274.734543346
2020-10-13,20956393.599126387,21791202.120035242,21863270.12037701,21413761.213328462,20653455.82851533,19779599.06447597,22721787.128329217
2020-10-14,21005148.2225358,21862663.17933501,21924259.05098463,21502527.64767477,20835913.87264528,19845020.161550056,22711631.418487746
2020-10-15,20942980.459112834,21699656.792655744,21744712.999546718,21306679.114237458,20640031.94423268,19363098.80037899,22696814.07134199
2020-10-16,21003632.808867577,21856667.96000227,22001076.966064885,21576050.613019392,21045185.04327998,19499211.222540647,22702208.25165123
2020-10-19,21019067.6976952,21943261.624133646,22119918.919492424,21696305.206031553,21184444.42280891,19682509.752849728,22697235.838526666
2020-10-20,21029565.5002314,21976648.007617027,22172017.957846098,21746124.33371058,21149057.631712936,19721895.923537187,22700121.614000745
2020-10-21,21049770.915995754,22112006.94515027,22393704.514163855,21983248.49362322,21430500.868089095,19789624.2093194,22694705.235418625
2020-10-22,21064631.444998354,22153613.436738204,22431201.08844729,22139132.685772337,21544724.131939843,19722973.392375503,22689211.162881434
2020-10-23,21124952.087249298,22276197.482385635,22624775.18069801,22383729.410160813,21719667.423267625,19796100.73396709,22688378.727648526
2020-10-26,21048934.35377744,22092427.281520903,22286252.511356823,22014177.18005293,21358472.37968942,19526335.329383392,22679466.121088196
2020-10-27,21105682.94909241,22171329.04344008,22395421.675487883,22176891.53341894,21529465.78094249,19728173.350682143,22706392.62608865
2020-10-28,21110224.1577062,22130905.85944286,22310698.357594233,22161153.41903868,21391694.209684838,19468374.532852843,22673450.389138386
2020-10-29,21086151.97287574,22011557.843231305,22140408.833519828,22020548.507253144,21308911.906770267,19376227.523941472,22671441.445442967
2020-10-30,21055584.777713683,22107833.496102814,22305498.898212634,22163223.80089567,21461836.3344551,19329041.415794052,22644529.62221027
2020-11-02,21095542.747934863,22109394.726400852,22297109.261195805,22130168.56081609,21393727.014704745,19373451.87052104,22741251.447661165
2020-11-03,21145865.892337978,22232096.52554003,22516093.749329954,22343149.74829255,21624242.79338167,19613153.552192237,22726932.002106823
2020-11-04,21198237.463011216,22307125.02866915,22618416.500692584,22369834.997063633,21587999.269349672,19779341.408884197,22761107.63920919
2020-11-05,21235192.509965144,22515310.3357969,23010932.71528899,22843072.05713447,22089749.29261688,20131134.984593365,22919688.923751023
2020-11-06,21255160.73321034,22557947.226520054,23097659.53188861,22958099.246862397,22122455.58154366,20369009.653886557,22883800.033151828
2020-11-09,21271811.581851434,22655146.20108038,23274755.954302646,23182755.679127995,22365226.01942228,20697063.780299418,23037385.041765325
2020-11-10,21263038.310335692,22644064.97155316,23275609.21882578,23239446.674677026,22339622.258201163,20979489.443733286,23055411.10300664
2020-11-11,21306553.01516408,22829944.546147417,23566568.946826566,23529891.98183947,22621248.544611003,21175588.772306237,23166145.01744545
2020-11-12,21314447.596347183,22856218.724871874,23607757.738310315,23570873.600620486,22692440.678659983,21078698.55818273,23166620.501883324
2020-11-13,21318545.003895573,22879038.407735243,23629832.393282335,23594331.28102523,22774674.310356267,21127102.674582157,23178530.79187093
