series,final_nav,total_pnl,cagr,ann_vol,sharpe,sortino,max_drawdown,calmar,avg_margin_util,max_margin_util,avg_gross_exposure_x_nav,return_on_deployed_capital,return_on_leveraged_capital,margin_call_liquidations,financing_cost,cash_interest_income
ranked_L1,36499660.36458634,16499660.364586338,0.09701539155866512,0.048892112053082255,0.8829202511501325,1.2246988116173017,-0.06540343148207473,1.4833379435948153,0.4873121969179275,0.7599509505464515,0.49346336455504486,0.17877334716828772,0.17877334716828772,0.0,-0.0,7444518.783514833
ranked_L2,51183169.305971295,31183169.305971295,0.15561706451515955,0.10671280623375298,0.9446921263656803,1.3135126520008231,-0.15671260551006883,0.9930092350175437,0.518511998209126,0.8973631791331655,1.050063037982088,0.24279508050740262,0.12139754025370131,0.0,-0.0,6080376.999939384
ranked_L3,58774324.095849894,38774324.095849894,0.18047936249370178,0.13822497791536772,0.9145900107588749,1.2644713466059416,-0.22252368838177605,0.8110568533452479,0.44225188841432317,0.8987288490016107,1.3439061661739244,0.31750326259973993,0.10583442086657997,0.0,-0.0,5345728.221961188
ranked_L4,57353565.955733284,37353565.955733284,0.1760415539747051,0.1635274111419587,0.7731324762021354,1.0529139915870118,-0.29993632919324065,0.5869297475508091,0.39134923550767814,0.8936445928216534,1.58527713729471,0.3379655564491587,0.08449138911228968,0.0,-0.0,5279380.964069777
ranked_L5,52042768.70023064,32042768.700230643,0.15858333338708963,0.192911705407508,0.6036344911306754,0.8156851325067523,-0.3549894555504456,0.44672688415826545,0.35184734628295516,0.8940160936486699,1.7817243367491054,0.33312705600319864,0.06662541120063974,0.0,-0.0,4971615.089947492
NIFTY 50 TRI B&H,42332673.188476235,22332673.188476235,0.12233650623475434,0.17985615980107403,0.45375043999226666,0.611682191635234,-0.38265399051940385,0.3197052932041769,,,,,,,,
Equal-weight top-20,36883386.150083594,16883386.150083594,0.09878270671425415,0.10458018549433985,0.4695876555116712,0.652928936926239,-0.16995011839565544,0.5812452950711178,,,,,,,,
