date,nav,cash,stock_value,option_liability,borrowed,notional_exposure,unleveraged_requirement,leveraged_requirement,available_capital,margin_utilization,n_short_puts,n_covered_calls,n_stock_names,n_active_names,cash_interest_accrued,cash_interest,financing_cost,available_liquidity,margin_liquidity,cash_liquidity
2019-12-31,20000000.0,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,20000000.0,0.0,0,0,0,0,0.0,0.0,0,17092875.0,17136455.0,17092875.0
2020-01-01,19999721.15825476,20077701.15825476,0.0,77980.0,0.0,4809750.0,4731770.0,2365885.0,17633836.15825476,0.11829589929175066,4,0,0,4,2728.9589041095887,2728.9589041095887,0,17633836.15825476,17633836.15825476,17672826.15825476
2020-01-02,20033192.508789763,20080492.508789763,0.0,47300.0,0.0,4809750.0,4762450.0,2381225.0,17651967.508789763,0.11886398031443135,4,0,0,4,2791.350535001747,2791.350535001747,0,17651967.508789763,17651967.508789763,17675617.508789763
2020-01-03,20025714.247398965,20083284.247398965,0.0,57570.0,0.0,4809750.0,4752180.0,2376090.0,17649624.247398965,0.11865194772309397,4,0,0,4,2791.73860920147,2791.73860920147,0,17649624.247398965,17649624.247398965,17678409.247398965
2020-01-06,19984835.627611026,20091660.627611026,0.0,106825.0,0.0,4809750.0,4702925.0,2351462.5,17633373.127611026,0.1176623387760679,4,0,0,4,8376.380212062415,8376.380212062415,0,17633373.127611026,17633373.127611026,17686785.627611026
2020-01-07,20009833.91889472,20094453.91889472,0.0,84620.0,0.0,4809750.0,4725130.0,2362565.0,17647268.91889472,0.11807019536374547,4,0,0,4,2793.2912836934834,2793.2912836934834,0,17647268.91889472,17647268.91889472,17689578.91889472
2020-01-08,20006257.59852243,20097247.59852243,0.0,90990.0,0.0,4809750.0,4718760.0,2359380.0,17646877.59852243,0.11793210141282261,4,0,0,4,2793.6796277104454,2793.6796277104454,0,17646877.59852243,17646877.59852243,17692372.59852243
2020-01-09,20035466.666548148,20100041.666548148,0.0,64575.0,0.0,4809750.0,4745175.0,2372587.5,17662879.166548148,0.11841937797043417,4,0,0,4,2794.0680257178647,2794.0680257178647,0,17662879.166548148,17662879.166548148,17695166.666548148
2020-01-10,20047366.12302587,20102836.12302587,0.0,55470.0,0.0,4809750.0,4754280.0,2377140.0,17670226.12302587,0.11857617531460556,4,0,0,4,2794.4564777232486,2794.4564777232486,0,17670226.12302587,17670226.12302587,17697961.12302587
2020-01-13,20062170.657977074,20111220.657977074,0.0,49050.0,0.0,4809750.0,4760700.0,2380350.0,17681820.657977074,0.11864867668511885,4,0,0,4,8384.534951202311,8384.534951202311,0,17681820.657977074,17681820.657977074,17706345.657977074
2020-01-14,20076361.66864088,20114016.66864088,0.0,37655.0,0.0,4809750.0,4772095.0,2386047.5,17690314.16864088,0.11884860112512255,4,0,0,4,2796.0106638056072,2796.0106638056072,0,17690314.16864088,17690314.16864088,17709141.66864088
