date,symbol,event,opening_cash,premium_received,margin_requirement,leveraged_requirement,stock_cash_flow,transaction_costs,interest_income,borrowing_cost,closing_cash,available_liquidity,required_liquidity,remaining_liquidity,lots_considered,lots_executed,lots_rejected,rejection_reason
2019-12-31,TATASTEEL,put_decision,20000000.0,22950.0,1350000.0,663525.0,0.0,0.0,0.0,0.0,20000000.0,20000000.0,663573.642581,19336426.357419,2,2,0,
2019-12-31,VEDL,put_decision,20000000.0,28875.0,1522500.0,746812.5,0.0,0.0,0.0,0.0,20000000.0,19325000.0,746867.6078225,18578132.3921775,3,3,0,
2019-12-31,ONGC,put_decision,20000000.0,17835.0,1506750.0,744457.5,0.0,0.0,0.0,0.0,20000000.0,18563750.0,744500.5611953,17819249.4388047,3,3,0,
2019-12-31,HINDALCO,put_decision,20000000.0,17500.0,1435000.0,708750.0,0.0,0.0,0.0,0.0,20000000.0,17810375.0,708792.69565,17101582.30435,2,2,0,
2020-01-01,,cash_interest,20000000.0,0.0,0.0,0.0,0.0,0.0,2728.9589041095887,0.0,20002728.95890411,17095603.95890411,0.0,17095603.95890411,0,0,0,
2020-01-01,TATASTEEL,option_sale,20002728.95890411,26178.600000000002,1350000.0,661575.0,0.0,52.16556474800001,0.0,0.0,20028855.393339362,20002728.95890411,662298.5655647479,19340430.393339362,2,2,0,
2020-01-01,VEDL,option_sale,20028855.393339362,22050.0,1522500.0,749700.0,0.0,47.660518999999994,0.0,0.0,20050857.73282036,19340430.393339362,750797.6605190001,18589632.73282036,3,3,0,
2020-01-01,ONGC,option_sale,20050857.73282036,6970.0,502250.0,247435.0,0.0,31.205524599999997,0.0,0.0,20057796.52729576,18589632.73282036,247876.20552460104,18341756.52729576,1,1,0,
2020-01-01,HINDALCO,option_sale,20057796.52729576,19950.0,1435000.0,707175.0,0.0,45.369041,0.0,0.0,20077701.15825476,18341756.52729576,707920.3690409996,17633836.15825476,2,2,0,
2020-01-02,,cash_interest,20077701.15825476,0.0,0.0,0.0,0.0,0.0,2791.350535001747,0.0,20080492.508789763,17636627.508789763,0.0,17636627.508789763,0,0,0,
2020-01-03,,cash_interest,20080492.508789763,0.0,0.0,0.0,0.0,0.0,2791.73860920147,0.0,20083284.247398965,17654759.247398965,0.0,17654759.247398965,0,0,0,
2020-01-06,,cash_interest,20083284.247398965,0.0,0.0,0.0,0.0,0.0,8376.380212062415,0.0,20091660.627611026,17658000.627611026,0.0,17658000.627611026,0,0,0,
2020-01-07,,cash_interest,20091660.627611026,0.0,0.0,0.0,0.0,0.0,2793.2912836934834,0.0,20094453.91889472,17636166.41889472,0.0,17636166.41889472,0,0,0,
2020-01-08,,cash_interest,20094453.91889472,0.0,0.0,0.0,0.0,0.0,2793.6796277104454,0.0,20097247.59852243,17650062.59852243,0.0,17650062.59852243,0,0,0,
2020-01-09,,cash_interest,20097247.59852243,0.0,0.0,0.0,0.0,0.0,2794.0680257178647,0.0,20100041.666548148,17649671.666548148,0.0,17649671.666548148,0,0,0,
2020-01-10,,cash_interest,20100041.666548148,0.0,0.0,0.0,0.0,0.0,2794.4564777232486,0.0,20102836.12302587,17665673.62302587,0.0,17665673.62302587,0,0,0,
2020-01-13,,cash_interest,20102836.12302587,0.0,0.0,0.0,0.0,0.0,8384.534951202311,0.0,20111220.657977074,17678610.657977074,0.0,17678610.657977074,0,0,0,
2020-01-14,,cash_interest,20111220.657977074,0.0,0.0,0.0,0.0,0.0,2796.0106638056072,0.0,20114016.66864088,17684616.66864088,0.0,17684616.66864088,0,0,0,
2020-01-15,,cash_interest,20114016.66864088,0.0,0.0,0.0,0.0,0.0,2796.399385890908,0.0,20116813.068026774,17693110.568026774,0.0,17693110.568026774,0,0,0,
2020-01-16,,cash_interest,20116813.068026774,0.0,0.0,0.0,0.0,0.0,2796.7881620192293,0.0,20119609.856188793,17697654.856188793,0.0,17697654.856188793,0,0,0,
2020-01-17,,cash_interest,20119609.856188793,0.0,0.0,0.0,0.0,0.0,2797.176992198083,0.0,20122407.03318099,17698284.53318099,0.0,17698284.53318099,0,0,0,
2020-01-20,,cash_interest,20122407.03318099,0.0,0.0,0.0,0.0,0.0,8392.697629304952,0.0,20130799.730810296,17707744.730810296,0.0,17707744.730810296,0,0,0,
2020-01-21,,cash_interest,20130799.730810296,0.0,0.0,0.0,0.0,0.0,2798.732691342379,0.0,20133598.46350164,17706790.96350164,0.0,17706790.96350164,0,0,0,
2020-01-22,,cash_interest,20133598.46350164,0.0,0.0,0.0,0.0,0.0,2799.121791864084,0.0,20136397.585293505,17706662.585293505,0.0,17706662.585293505,0,0,0,
2020-01-23,,cash_interest,20136397.585293505,0.0,0.0,0.0,0.0,0.0,2799.510946481422,0.0,20139197.096239988,17698847.096239988,0.0,17698847.096239988,0,0,0,
2020-01-24,,cash_interest,20139197.096239988,0.0,0.0,0.0,0.0,0.0,2799.9001552019126,0.0,20141996.99639519,17709851.99639519,0.0,17709851.99639519,0,0,0,
2020-01-27,,cash_interest,20141996.99639519,0.0,0.0,0.0,0.0,0.0,8400.868254099236,0.0,20150397.86464929,17724837.86464929,0.0,17724837.86464929,0,0,0,
2020-01-28,,cash_interest,20150397.86464929,0.0,0.0,0.0,0.0,0.0,2801.457368881173,0.0,20153199.32201817,17701809.32201817,0.0,17701809.32201817,0,0,0,
2020-01-29,,cash_interest,20153199.32201817,0.0,0.0,0.0,0.0,0.0,2801.8468482077037,0.0,20156001.168866377,17677638.668866377,0.0,17677638.668866377,0,0,0,
2020-01-30,,cash_interest,20156001.168866377,0.0,0.0,0.0,0.0,0.0,2802.2363816825323,0.0,20158803.40524806,17695945.90524806,0.0,17695945.90524806,0,0,0,
2020-01-30,ONGC,put_assignment,20158803.40524806,0.0,473960.0,236980.0,-502250.0,2059.8176550000003,0.0,0.0,19654493.58759306,17500743.58759306,0.0,17500743.58759306,0,0,0,
2020-01-30,TATASTEEL,put_assignment,19654493.58759306,0.0,1345650.0,672825.0,-1350000.0,5536.593000000001,0.0,0.0,18298956.99459306,16820206.99459306,0.0,16820206.99459306,0,0,0,
2020-01-30,HINDALCO,put_assignment,18298956.99459306,0.0,1354150.0,677075.0,-1435000.0,5885.193300000001,0.0,0.0,16858071.80129306,16096821.80129306,0.0,16096821.80129306,0,0,0,
2020-01-30,VEDL,put_assignment,16858071.80129306,0.0,1479974.9999999998,739987.4999999999,-1522500.0,6244.04655,0.0,0.0,15329327.75474306,15329327.75474306,0.0,15329327.75474306,0,0,0,
