date,starting_cash,starting_nav,assigned_stock_value,n_assigned_stocks,assignments_today,open_put_exposure,covered_call_exposure,gross_exposure,borrowed,uncovered_usable_shares,covered_call_opportunities,covered_call_lots_ordered,covered_call_lots_sold,covered_call_premium,cash_after_calls,margin_utilization_after_calls,breach,new_put_capacity,new_put_lots_decided,new_put_lots_attempted,new_put_lots_executed,new_put_lots_rejected,rejection_reason
2020-01-24,20141996.99639519,20100626.99639519,0.0,0,0,4809750.0,0.0,4809750.0,0.0,0,0,0,0,0.0,20141996.99639519,0.11861271792305665,False,17716436.99639519,0,0,0,0,
2020-01-27,20150397.86464929,20057367.86464929,0.0,0,0,4809750.0,0.0,4809750.0,0.0,0,0,0,0,0.0,20150397.86464929,0.11758073222342212,False,17699007.86464929,0,0,0,0,
2020-01-28,20153199.32201817,20006224.32201817,0.0,0,0,4809750.0,0.0,4809750.0,0.0,0,0,0,0,0.0,20153199.32201817,0.11653310802049512,False,17674836.82201817,0,0,0,0,
2020-01-29,20156001.168866377,20040036.168866377,0.0,0,0,4809750.0,0.0,4809750.0,0.0,0,0,0,0,0.0,20156001.168866377,0.11711019282719981,False,17693143.668866377,0,0,0,0,
2020-01-30,15329327.75474306,19983062.75474306,4653735.0,4,4,0.0,0.0,4653735.0,0.0,24600,3,7,0,0.0,15329327.75474306,0.1164419853231812,False,15329327.75474306,0,0,0,0,SKIP_NEW_PUT:uncovered_assigned_shares_calls_pending
2020-01-31,15331458.951282552,19867653.951282553,4536195.0,4,0,0.0,0.0,4536195.0,0.0,4100,1,1,7,76348.6,15407653.441217203,0.11219189857980733,False,15407653.441217203,0,0,0,0,SKIP_NEW_PUT:uncovered_assigned_shares_calls_pending
2020-02-03,15414079.699084666,19780849.699084666,4413470.0,4,0,0.0,4420000.0,4413470.0,0.0,4100,0,0,0,0.0,15414079.699084666,0.11037872655698068,False,15414079.699084666,3,0,0,0,
2020-02-04,15416228.168412587,19923768.16841259,4570440.0,4,0,0.0,4420000.0,4570440.0,0.0,4100,0,0,0,0.0,15416228.168412587,0.176206566929236,False,14164649.936219566,0,3,3,0,
2020-02-05,15429300.227323689,20039355.22732369,4739680.0,4,0,2525000.0,4420000.0,7264680.0,0.0,4100,0,0,0,0.0,15429300.227323689,0.17802606219264336,False,14166800.227323689,0,0,0,0,
2020-02-06,15431450.818143046,20040988.318143047,4740950.0,4,0,2525000.0,4420000.0,7265950.0,0.0,4100,1,1,0,0.0,15431450.818143046,0.17799864424702858,False,14168950.818143046,0,0,0,0,
2020-02-07,15433601.70871941,20076701.70871941,4761025.0,4,0,2525000.0,4420000.0,7286025.0,0.0,0,0,0,1,1845.0,15435421.09549231,0.17846558134654666,False,14172921.09549231,0,0,0,0,
2020-02-10,15441875.427395597,19957150.427395597,4575920.0,4,0,2525000.0,4922250.0,7100920.0,0.0,0,0,0,0,0.0,15441875.427395597,0.17638477561244584,False,14179375.427395597,0,0,0,0,
2020-02-11,15444027.770991128,19990525.270991128,4603605.0,4,0,2525000.0,4922250.0,7128605.0,0.0,0,0,0,0,0.0,15444027.770991128,0.17687122784766615,False,14181527.770991128,0,0,0,0,
2020-02-12,15446180.414587975,20014427.914587975,4623145.0,4,0,2525000.0,4922250.0,7148145.0,0.0,0,0,0,0,0.0,15446180.414587975,0.17720335375736432,False,14183680.414587975,0,0,0,0,
2020-02-13,15448333.358227953,20019465.858227953,4618685.0,4,0,2525000.0,4922250.0,7143685.0,0.0,0,0,0,0,0.0,15448333.358227953,0.1772308150040753,False,14185833.358227953,0,0,0,0,
2020-02-14,15450486.601952884,19984379.101952884,4566730.0,4,0,2525000.0,4922250.0,7091730.0,0.0,0,0,0,0,0.0,15450486.601952884,0.17661025303783898,False,14187986.601952884,0,0,0,0,
2020-02-17,15456947.233508017,19973069.733508017,4544145.0,4,0,2525000.0,4922250.0,7069145.0,0.0,0,0,0,0,0.0,15456947.233508017,0.1762654062181386,False,14194447.233508017,0,0,0,0,
2020-02-18,15459101.677865565,19907846.677865565,4467555.0,4,0,2525000.0,4922250.0,6992555.0,0.0,0,0,0,0,0.0,15459101.677865565,0.17515066076316838,False,14196601.677865565,0,0,0,0,
2020-02-19,15461256.42251724,19972103.92251724,4531095.0,4,0,2525000.0,4922250.0,7056095.0,0.0,0,0,0,0,0.0,15461256.42251724,0.17614187086387886,False,14198756.42251724,0,0,0,0,
2020-02-20,15463411.4675049,20023998.9675049,4576455.0,4,0,2525000.0,4922250.0,7101455.0,0.0,0,0,0,0,0.0,15463411.4675049,0.17692738377330489,False,14200911.4675049,0,0,0,0,
2020-02-24,15472032.848966919,19764507.84896692,4300305.0,4,0,2525000.0,4922250.0,6825305.0,0.0,0,0,0,0,0.0,15472032.848966919,0.17246761346390788,False,14209532.848966919,0,0,0,0,
2020-02-25,15474189.396011278,19746076.896011278,4278355.0,4,0,2525000.0,4922250.0,6803355.0,0.0,0,0,0,0,0.0,15474189.396011278,0.17210728834376657,False,14211689.396011278,0,0,0,0,
2020-02-26,15476346.243642846,19671633.743642844,4198605.0,4,0,2525000.0,4922250.0,6723605.0,0.0,0,0,0,0,0.0,15476346.243642846,0.17081162621207688,False,14213846.243642846,0,0,0,0,
2020-02-27,15478503.391903518,19648863.39190352,4170360.0,4,0,0.0,0.0,4170360.0,0.0,24600,3,7,0,0.0,15478503.391903518,0.10612216892195485,False,15478503.391903518,0,0,0,0,SKIP_NEW_PUT:uncovered_assigned_shares_calls_pending
2020-02-28,15480660.840835197,19291205.8408352,3810545.0,4,0,0.0,0.0,3810545.0,0.0,4100,0,0,7,16625.0,15497196.899967697,0.09829065396642775,False,15497196.899967697,0,0,0,0,
2020-03-02,15503677.063465936,19161612.063465938,3670685.0,4,0,0.0,4307500.0,3670685.0,0.0,4100,0,0,0,0.0,15503677.063465936,0.09544956311307232,False,15503677.063465936,0,0,0,0,
2020-03-03,15505794.069331039,19405104.06933104,3915760.0,4,0,0.0,4307500.0,3915760.0,0.0,4100,0,0,0,0.0,15505794.069331039,0.10047124679332943,False,15505794.069331039,0,0,0,0,
2020-03-04,15507911.364270393,19385241.364270393,3889305.0,4,0,0.0,4307500.0,3889305.0,0.0,4100,0,0,0,0.0,15507911.364270393,0.10000726653696561,False,15507911.364270393,0,0,0,0,
2020-03-05,15550978.94832347,19364163.94832347,3824960.0,4,0,0.0,4307500.0,3824960.0,0.0,4100,0,0,0,0.0,15550978.94832347,0.09845984082184302,False,15550978.94832347,0,0,0,0,
2020-03-06,15553102.413196152,19178352.413196154,3634075.0,4,0,0.0,4307500.0,3634075.0,0.0,4100,0,0,0,0.0,15553102.413196152,0.09451411471366941,False,15553102.413196152,0,0,0,0,
2020-03-09,15559473.677682858,18824803.677682858,3273155.0,4,0,0.0,4307500.0,3273155.0,0.0,4100,0,0,0,0.0,15559473.677682858,0.08672945694172383,False,15559473.677682858,0,0,0,0,
2020-03-11,15563722.927315539,18682917.92731554,3123820.0,4,0,0.0,4307500.0,3123820.0,0.0,4100,0,0,0,0.0,15563722.927315539,0.08347719055810739,False,15563722.927315539,0,0,0,0,
2020-03-12,15565848.132361095,18358623.132361095,2798425.0,4,0,0.0,4307500.0,2798425.0,0.0,4100,0,0,0,0.0,15565848.132361095,0.07606166812905273,False,15565848.132361095,0,0,0,0,
2020-03-13,15567973.62760049,18586213.62760049,3024965.0,4,0,0.0,4307500.0,3024965.0,0.0,4100,0,0,0,0.0,15567973.62760049,0.08119566632759238,False,15567973.62760049,0,0,0,0,
2020-03-16,15574350.984019062,18278990.98401906,2710890.0,4,0,0.0,4307500.0,2710890.0,0.0,4100,0,0,0,0.0,15574350.984019062,0.07398220181750213,False,15574350.984019062,0,0,0,0,
2020-03-17,15576477.640311202,18261252.640311204,2689550.0,4,0,0.0,4307500.0,2689550.0,0.0,4100,0,0,0,0.0,15576477.640311202,0.07351015433830192,False,15576477.640311202,0,0,0,0,
2020-03-18,15578604.586995346,18227344.58699535,2652340.0,4,0,0.0,4307500.0,2652340.0,0.0,4100,0,0,0,0.0,15578604.586995346,0.07265841679126961,False,15578604.586995346,0,0,0,0,
2020-03-19,15580731.824111147,18069811.824111145,2492280.0,4,0,0.0,4307500.0,2492280.0,0.0,4100,0,0,0,0.0,15580731.824111147,0.06887398784858231,False,15580731.824111147,0,0,0,0,
2020-03-20,15582859.35169826,18301644.35169826,2720610.0,4,0,0.0,4307500.0,2720610.0,0.0,4100,0,0,0,0.0,15582859.35169826,0.0742770689822665,False,15582859.35169826,0,0,0,0,
2020-03-23,15609742.805992536,17942482.805992536,2334215.0,4,0,0.0,4307500.0,2334215.0,0.0,4100,0,0,0,0.0,15609742.805992536,0.06500605365554253,False,15609742.805992536,0,0,0,0,
2020-03-24,15611874.294989485,17963449.294989485,2352600.0,4,0,0.0,4307500.0,2352600.0,0.0,4100,0,0,0,0.0,15611874.294989485,0.06545443921663532,False,15611874.294989485,0,0,0,0,
2020-03-25,15614006.075038336,18061686.075038336,2448705.0,4,0,0.0,4307500.0,2448705.0,0.0,4100,0,0,0,0.0,15614006.075038336,0.0677589010746552,False,15614006.075038336,0,0,0,0,
2020-03-26,15616138.146178834,18087713.146178834,2471575.0,4,0,0.0,0.0,2471575.0,0.0,24600,1,2,0,0.0,15616138.146178834,0.06832193157934227,False,15616138.146178834,0,0,0,0,SKIP_NEW_PUT:uncovered_assigned_shares_calls_pending
2020-03-27,15618270.508450724,18024490.508450724,2406220.0,4,0,0.0,0.0,2406220.0,0.0,21600,0,0,2,3150.0,15621393.471233724,0.06665413359778893,False,15621393.471233724,3,0,0,0,
2020-03-30,15627792.710871708,17915002.710871708,2289760.0,4,0,0.0,1350000.0,2289760.0,0.0,21600,0,0,0,0.0,15627792.710871708,0.10342066129196088,False,15009479.246324368,0,3,3,0,
2020-03-31,15815638.555253154,18084068.555253156,2438080.0,4,0,1608000.0,1350000.0,4046080.0,0.0,21600,0,0,0,0.0,15815638.555253154,0.10717803872939738,False,15011638.555253154,0,0,0,0,
2020-04-01,15817798.159032615,17940068.159032613,2368000.0,4,0,1608000.0,1350000.0,3976000.0,0.0,21600,0,0,0,0.0,15817798.159032615,0.10396476665897875,False,15013798.159032615,0,0,0,0,
2020-04-03,15821381.302011753,17894506.30201175,2328635.0,4,0,1608000.0,1350000.0,3936635.0,0.0,21600,0,0,0,0.0,15821381.302011753,0.10285628834549511,False,15017381.302011753,0,0,0,0,
2020-04-07,15828549.211320316,18145464.21132032,2556015.0,4,0,1608000.0,1350000.0,4164015.0,0.0,21600,0,0,0,0.0,15828549.211320316,0.1081514078199053,False,15024549.211320316,0,0,0,0,
2020-04-08,15830342.000506468,18162137.000506468,2573595.0,4,0,1608000.0,1350000.0,4181595.0,0.0,21600,0,0,0,0.0,15830342.000506468,0.10846176856528875,False,15026342.000506468,0,0,0,0,
2020-04-09,15832134.992749326,18392164.992749326,2730730.0,4,0,1608000.0,1350000.0,4338730.0,0.0,21600,0,0,0,0.0,15832134.992749326,0.11330993392140476,False,15028134.992749326,0,0,0,0,
2020-04-13,15839307.774039576,18449012.774039574,2774105.0,4,0,1608000.0,1350000.0,4382105.0,0.0,21600,0,0,0,0.0,15839307.774039576,0.11430706487273185,False,15035307.774039576,0,0,0,0,
2020-04-15,15842895.789506352,18405430.78950635,2791285.0,4,0,1608000.0,1350000.0,4399285.0,0.0,21600,0,0,0,0.0,15842895.789506352,0.11329631584547817,False,15038895.789506352,0,0,0,0,
2020-04-16,15844690.203629185,18488165.203629185,2888245.0,4,0,1608000.0,1350000.0,4496245.0,0.0,21600,0,0,0,0.0,15844690.203629185,0.11497828349038781,False,15040690.203629185,0,0,0,0,
2020-04-17,15846484.820992768,18559204.820992768,2944980.0,4,0,1608000.0,1350000.0,4552980.0,0.0,21600,0,0,0,0.0,15846484.820992768,0.11640369406109276,False,15042484.820992768,0,0,0,0,
2020-04-20,15851869.282874834,18471094.282874834,2832975.0,4,0,1608000.0,1350000.0,4440975.0,0.0,21600,0,0,0,0.0,15851869.282874834,0.11442811495795355,False,15047869.282874834,0,0,0,0,
2020-04-21,15853664.713362569,18249984.713362567,2655610.0,4,0,1608000.0,1350000.0,4263610.0,0.0,21600,0,0,0,0.0,15853664.713362569,0.10970748915389646,False,15049664.713362569,0,0,0,0,
2020-04-22,15855460.347206172,18257145.34720617,2630135.0,4,0,1608000.0,1350000.0,4238135.0,0.0,21600,0,0,0,0.0,15855460.347206172,0.10981138956133656,False,15051460.347206172,0,0,0,0,
2020-04-23,15857256.184428675,18399241.184428673,2680585.0,4,0,1608000.0,1350000.0,4288585.0,0.0,21600,0,0,0,0.0,15857256.184428675,0.11277598240062593,False,15053256.184428675,0,0,0,0,
2020-04-24,15859052.225053115,18341437.225053117,2623835.0,4,0,1608000.0,1350000.0,4231835.0,0.0,21600,0,0,0,0.0,15859052.225053115,0.11150666520322686,False,15055052.225053115,0,0,0,0,
2020-04-27,15864440.957201356,18477110.957201354,2676720.0,4,0,1608000.0,1350000.0,4284720.0,0.0,21600,0,0,0,0.0,15864440.957201356,0.11421347227324563,False,15060440.957201356,0,0,0,0,
2020-04-28,15866237.811594812,18498912.81159481,2672545.0,4,0,1608000.0,1350000.0,4280545.0,0.0,21600,0,0,0,0.0,15866237.811594812,0.1146195736795412,False,15062237.811594812,0,0,0,0,
2020-04-29,15868034.869505413,18624319.869505413,2782175.0,4,0,1608000.0,1350000.0,4390175.0,0.0,21600,0,0,0,0.0,15868034.869505413,0.11716629199291931,False,15064034.869505413,0,0,0,0,
2020-04-30,15869832.130956208,18943997.13095621,3074165.0,4,0,0.0,0.0,3074165.0,0.0,24600,0,0,0,0.0,15869832.130956208,0.08113823547240026,False,15869832.130956208,22,0,0,0,
2020-05-04,15877021.991012381,18662451.99101238,2785430.0,4,0,0.0,0.0,2785430.0,0.0,24600,0,0,0,0.0,15877021.991012381,0.36313154113159096,False,10811836.666140376,0,22,22,0,
2020-05-05,16521376.017686583,18637942.017686583,2779345.0,4,0,11415980.0,0.0,14195325.0,0.0,24600,0,0,0,0.0,16521376.017686583,0.36303756034754836,False,10813386.017686583,0,0,0,0,
2020-05-06,16522925.51454244,18682575.414542437,2822600.0,4,0,11415980.0,0.0,14238580.0,0.0,24600,0,0,0,0.0,16522925.51454244,0.36332329988703777,False,10814935.51454244,0,0,0,0,
2020-05-07,16524475.156721575,18589843.25672158,2785835.0,4,0,11415980.0,0.0,14201815.0,0.0,24600,0,0,0,0.0,16524475.156721575,0.36259983244144656,False,10816485.156721575,0,0,0,0,
2020-05-08,16526024.944237616,18610829.544237617,2762700.0,4,0,11415980.0,0.0,14178680.0,0.0,24600,0,0,0,0.0,16526024.944237616,0.3627131334449351,False,10818034.944237616,0,0,0,0,
2020-05-11,16530674.74283735,18761040.54283735,2818555.0,4,0,11415980.0,0.0,14234535.0,0.0,24600,0,0,0,0.0,16530674.74283735,0.36368840440489175,False,10822684.74283735,0,0,0,0,
2020-05-12,16532225.111796437,18817102.41179644,2917405.0,4,0,11415980.0,0.0,14333385.0,0.0,24600,0,0,0,0.0,16532225.111796437,0.3640533223492193,False,10824235.111796437,0,0,0,0,
2020-05-13,16533775.626160594,18995073.426160593,2962745.0,4,0,11416703.247000001,0.0,14379448.247000001,0.0,24600,0,0,0,0.0,16533775.626160594,0.3653052751006162,False,10825424.002660595,0,0,0,0,
2020-05-14,16535326.285943456,18768638.385943457,2874340.0,4,0,11416703.247000001,0.0,14291043.247000001,0.0,24600,0,0,0,0.0,16535326.285943456,0.36363893496991806,False,10826974.662443455,0,0,0,0,
2020-05-15,16536877.091158664,18835605.491158664,2943290.0,4,0,11416703.247000001,0.0,14359993.247000001,0.0,24600,0,0,0,0.0,16536877.091158664,0.36408257896030877,False,10828525.467658665,0,0,0,0,
2020-05-18,16541529.943142243,18637588.643142242,2877390.0,4,0,11416703.247000001,0.0,14294093.247000001,0.0,24600,0,0,0,0.0,16541529.943142243,0.36251368687579827,False,10833178.319642242,0,0,0,0,
2020-05-19,16543081.330182312,18606001.530182313,2898415.0,4,0,11416703.247000001,0.0,14315118.247000001,0.0,24600,0,0,0,0.0,16543081.330182312,0.362238588047346,False,10834729.706682313,0,0,0,0,
2020-05-20,16544632.862722935,18812849.162722934,2944775.0,4,0,11416703.247000001,0.0,14361478.247000001,0.0,24600,0,0,0,0.0,16544632.862722935,0.36371204139871155,False,10836281.239222936,0,0,0,0,
2020-05-21,16546184.540777756,18945548.940777756,3020400.0,4,0,11416703.247000001,0.0,14437103.247000001,0.0,24600,0,0,0,0.0,16546184.540777756,0.36462568833945913,False,10837832.917277757,0,0,0,0,
2020-05-22,16547736.364360424,18945923.664360423,2945065.0,4,0,11416703.247000001,0.0,14361768.247000001,0.0,24600,0,0,0,0.0,16547736.364360424,0.36458741182905435,False,10839384.740860425,0,0,0,0,
2020-05-26,16553944.240857074,18994053.94085707,2983700.0,4,0,11416703.247000001,0.0,14400403.247000001,0.0,24600,0,0,0,0.0,16553944.240857074,0.36476712633718933,False,10845592.617357075,0,0,0,0,
2020-05-27,16555496.792201815,19263639.192201816,3039495.0,4,0,11416703.247000001,0.0,14456198.247000001,0.0,24600,0,0,0,0.0,16555496.792201815,0.3666193471044124,False,10847145.168701816,0,0,0,0,
2020-05-28,11406010.435756305,19514545.435756303,8108535.0,7,3,0.0,0.0,8108535.0,0.0,44100,3,13,0,0.0,11406010.435756305,0.20775618439830051,False,11406010.435756305,0,0,0,0,SKIP_NEW_PUT:uncovered_assigned_shares_calls_pending
2020-05-29,11407080.175788198,19735200.175788198,8328120.0,7,0,0.0,0.0,8328120.0,0.0,24600,0,0,13,210746.4,11617525.813531447,0.20557975927687966,False,11617525.813531447,21,0,0,0,
2020-06-01,11620794.546057412,19902864.546057414,8620920.0,7,0,0.0,5205000.0,8620920.0,0.0,24600,0,0,0,0.0,11620794.546057412,0.49163526936485963,False,6117709.293092176,0,21,21,0,
2020-06-02,11903664.012384204,19994834.012384206,8657880.0,7,0,11569750.0,5205000.0,20227630.0,0.0,24600,0,0,0,0.0,11903664.012384204,0.4916499928887284,False,6118789.012384204,0,0,0,0,
2020-06-03,11904743.829620823,20014813.829620823,8657105.0,7,0,11569750.0,5205000.0,20226855.0,0.0,24600,0,0,0,0.0,11904743.829620823,0.4916313528451349,False,6119868.829620823,0,0,0,0,
2020-06-04,11905823.744810918,20096203.744810916,8697840.0,7,0,11569750.0,5205000.0,20267590.0,0.0,24600,0,0,0,0.0,11905823.744810918,0.4916383773503069,False,6120948.744810918,0,0,0,0,
2020-06-05,11906903.757963374,20324498.757963374,9006545.0,7,0,11569750.0,5205000.0,20576295.0,0.0,24600,0,0,0,0.0,11906903.757963374,0.4917057300655133,False,6122028.757963374,0,0,0,0,
2020-06-08,11910144.091334488,20304939.09133449,8971595.0,7,0,11569750.0,5205000.0,20541345.0,0.0,24600,0,0,0,0.0,11910144.091334488,0.4916179484754092,False,6125269.091334488,0,0,0,0,
2020-06-09,11911224.496398598,20197664.496398598,8828800.0,7,0,11569750.0,5205000.0,20398550.0,0.0,24600,0,0,0,0.0,11911224.496398598,0.49154668361632886,False,6126349.496398598,0,0,0,0,
2020-06-10,11912304.999469507,20230969.999469507,8776250.0,7,0,11569750.0,5205000.0,20346000.0,0.0,24600,0,0,0,0.0,11912304.999469507,0.4915338958171929,False,6127429.9994695075,0,0,0,0,
2020-06-11,11913385.600556107,20060595.600556105,8557940.0,7,0,11569750.0,5205000.0,20127690.0,0.0,24600,0,0,0,0.0,11913385.600556107,0.4914350598706406,False,6128510.600556107,0,0,0,0,
2020-06-12,11914466.299667288,20143616.299667288,8548115.0,7,0,11569750.0,5205000.0,20117865.0,0.0,24600,0,0,0,0.0,11914466.299667288,0.4914435349011046,False,6129591.299667288,0,0,0,0,
2020-06-15,11917708.691101247,19992548.691101246,8389835.0,7,0,11569750.0,5205000.0,19959585.0,0.0,24600,0,0,0,0.0,11917708.691101247,0.4912977905799443,False,6132833.691101247,0,0,0,0,
2020-06-16,11918789.782373,20140949.782373,8532215.0,7,0,11569750.0,5205000.0,20101965.0,0.0,24600,0,0,0,0.0,11918789.782373,0.49133507143048255,False,6133914.782373,0,0,0,0,
2020-06-17,11919870.9717138,20137575.9717138,8487920.0,7,0,11569750.0,5205000.0,20057670.0,0.0,24600,0,0,0,0.0,11919870.9717138,0.49130677465337447,False,6134995.9717138,0,0,0,0,
2020-06-18,11920952.259132544,20422182.25913254,8789235.0,7,0,11569750.0,5205000.0,20358985.0,0.0,24600,0,0,0,0.0,11920952.259132544,0.4914014512583373,False,6136077.259132544,0,0,0,0,
2020-06-19,11922033.644638127,20484173.64463813,8844650.0,7,0,11569750.0,5205000.0,20414400.0,0.0,24600,0,0,0,0.0,11922033.644638127,0.4914010774671806,False,6137158.644638127,0,0,0,0,
2020-06-22,11925278.095442092,20615588.095442094,9021510.0,7,0,11569750.0,5205000.0,20591260.0,0.0,24600,0,0,0,0.0,11925278.095442092,0.4913772021977705,False,6140403.095442092,0,0,0,0,
2020-06-23,11926359.873357324,20697014.873357326,9199990.0,7,0,11569750.0,5205000.0,20769740.0,0.0,24600,0,0,0,0.0,11926359.873357324,0.4913849925813123,False,6141484.873357324,0,0,0,0,
2020-06-24,11927441.74940389,20582241.74940389,8989835.0,7,0,11569750.0,5205000.0,20559585.0,0.0,24600,0,0,0,0.0,11927441.74940389,0.49131067077729157,False,6142566.74940389,0,0,0,0,
2020-06-25,17112019.777711444,20610204.777711444,3498185.0,3,0,0.0,0.0,3498185.0,0.0,20500,0,0,0,0.0,17446049.743738927,0.07675096864304196,False,17446049.743738927,16,0,0,0,
2020-06-26,17447632.327488318,20631007.327488318,3183375.0,3,0,0.0,0.0,3183375.0,0.0,20500,0,0,0,0.0,17447632.327488318,0.3262284271141905,False,12471228.494368523,0,16,16,0,
2020-06-29,17780265.882434048,20583214.382434048,3116975.0,3,0,10608400.0,0.0,13725375.0,0.0,20500,0,0,0,0.0,17780265.882434048,0.32578362763994234,False,12476065.882434048,0,0,0,0,
2020-06-30,17781878.783936605,20580489.783936605,3120700.0,3,0,10608400.0,0.0,13729100.0,0.0,20500,0,0,0,0.0,17781878.783936605,0.32572137837225773,False,12477678.783936605,0,0,0,0,
2020-07-01,17783491.83175032,20645176.83175032,3134800.0,3,0,10608400.0,0.0,13743200.0,0.0,20500,0,0,0,0.0,17783491.83175032,0.3262283755129743,False,12479291.831750318,0,0,0,0,
2020-07-02,17785059.410013866,20727770.910013866,3156150.0,3,0,10608400.0,0.0,13764550.0,0.0,20500,0,0,0,0.0,17785059.410013866,0.3268829909118031,False,12480859.410013866,0,0,0,0,
2020-07-03,17786627.126456216,20723287.126456216,3132225.0,3,0,10608400.0,0.0,13740625.0,0.0,20500,0,0,0,0.0,17786627.126456216,0.3268077095430437,False,12482427.126456216,0,0,0,0,
2020-07-06,17791330.690356214,20920497.190356214,3254775.0,3,0,10608400.0,0.0,13863175.0,0.0,20500,0,0,0,0.0,17791330.690356214,0.32832791627755026,False,12487130.690356214,0,0,0,0,
2020-07-07,17792898.95959904,20848901.95959904,3186800.0,3,0,10608400.0,0.0,13795200.0,0.0,20500,0,0,0,0.0,17792898.95959904,0.3277007831510468,False,12488698.95959904,0,0,0,0,
2020-07-08,17794467.36708158,20884131.86708158,3246800.0,3,0,10608400.0,0.0,13855200.0,0.0,20500,0,0,0,0.0,17794467.36708158,0.32795388832014244,False,12490267.367081579,0,0,0,0,
2020-07-09,17796035.912816014,21033079.412816014,3363100.0,3,0,10608400.0,0.0,13971500.0,0.0,20500,0,0,0,0.0,17796035.912816014,0.3291349599422803,False,12491835.912816014,0,0,0,0,
2020-07-10,17797604.59681453,20998627.59681453,3320675.0,3,0,10608400.0,0.0,13929075.0,0.0,20500,0,0,0,0.0,17797604.59681453,0.3288172747559672,False,12493404.596814532,0,0,0,0,
