date,symbol,mark_value
2020-01-01,TATASTEEL,-26849.999999999996
2020-01-01,VEDL,-23100.000000000004
2020-01-01,ONGC,-7380.0
2020-01-01,HINDALCO,-20650.0
2020-01-02,TATASTEEL,-15750.0
2020-01-02,VEDL,-14175.000000000002
2020-01-02,ONGC,-5125.0
2020-01-02,HINDALCO,-12250.0
2020-01-03,TATASTEEL,-16650.0
2020-01-03,VEDL,-16800.0
2020-01-03,ONGC,-6970.0
2020-01-03,HINDALCO,-17150.0
2020-01-06,TATASTEEL,-22950.0
2020-01-06,VEDL,-37275.0
2020-01-06,ONGC,-12300.0
2020-01-06,HINDALCO,-34300.0
2020-01-07,TATASTEEL,-19650.0
2020-01-07,VEDL,-22050.0
2020-01-07,ONGC,-11070.0
2020-01-07,HINDALCO,-31850.0
2020-01-08,TATASTEEL,-19500.0
2020-01-08,VEDL,-20475.0
2020-01-08,ONGC,-14965.0
2020-01-08,HINDALCO,-36050.0
2020-01-09,TATASTEEL,-13049.999999999998
2020-01-09,VEDL,-15750.0
2020-01-09,ONGC,-11275.0
2020-01-09,HINDALCO,-24500.0
2020-01-10,TATASTEEL,-10950.0
2020-01-10,VEDL,-13125.0
2020-01-10,ONGC,-10045.0
2020-01-10,HINDALCO,-21350.0
2020-01-13,TATASTEEL,-7950.0
2020-01-13,VEDL,-11550.000000000002
2020-01-13,ONGC,-8200.0
2020-01-13,HINDALCO,-21350.0
2020-01-14,TATASTEEL,-5250.0
2020-01-14,VEDL,-6825.0
2020-01-14,ONGC,-7380.0
2020-01-14,HINDALCO,-18200.0
2020-01-15,TATASTEEL,-5400.0
2020-01-15,VEDL,-6825.0
2020-01-15,ONGC,-7585.0
2020-01-15,HINDALCO,-14349.999999999998
2020-01-16,TATASTEEL,-4950.0
2020-01-16,VEDL,-5250.0
2020-01-16,ONGC,-7995.0
2020-01-16,HINDALCO,-20300.0
2020-01-17,TATASTEEL,-3900.0
2020-01-17,VEDL,-7349.999999999999
2020-01-17,ONGC,-6560.0
2020-01-17,HINDALCO,-18550.0
2020-01-20,TATASTEEL,-3300.0000000000005
2020-01-20,VEDL,-7349.999999999999
2020-01-20,ONGC,-12915.0
2020-01-20,HINDALCO,-20300.0
2020-01-21,TATASTEEL,-6600.000000000001
2020-01-21,VEDL,-8925.0
2020-01-21,ONGC,-10045.0
2020-01-21,HINDALCO,-24150.0
2020-01-22,TATASTEEL,-5700.0
2020-01-22,VEDL,-8925.0
2020-01-22,ONGC,-29725.0
2020-01-22,HINDALCO,-26600.0
2020-01-23,TATASTEEL,-2700.0
2020-01-23,VEDL,-6300.0
2020-01-23,ONGC,-24190.0
2020-01-23,HINDALCO,-21350.0
2020-01-24,TATASTEEL,-1650.0000000000002
2020-01-24,VEDL,-2625.0
2020-01-24,ONGC,-20295.0
2020-01-24,HINDALCO,-16800.0
2020-01-27,TATASTEEL,-6600.000000000001
2020-01-27,VEDL,-10500.0
2020-01-27,ONGC,-23780.0
2020-01-27,HINDALCO,-52150.0
2020-01-28,TATASTEEL,-20250.0
