symbol,cycle_id,cycle_status,end,shares_assigned,shares_ca_delta,shares_called_away,shares_sold,shares_held_at_end,ledger_shares_open,call_covered_at_end,uncovered_at_end,max_uncovered_at_call,residual_after_call_away,status
ONGC,195,completed,2023-04-27,7700,0,7700,0,0,0,0,0,3850,0,FLAT
BAJFINANCE,204,completed,2023-09-28,125,0,125,0,0,0,0,0,0,0,FLAT
BAJAJFINSV,205,completed,2023-11-30,50,450,500,0,0,0,0,0,0,0,FLAT
ADANIPORTS,210,completed,2022-08-25,1250,0,1250,0,0,0,0,0,0,0,FLAT
RELIANCE,213,completed,2022-08-25,250,0,250,0,0,0,0,0,0,0,FLAT
UPL,216,universe_removal_sale,2024-04-01,1300,0,0,1300,0,0,0,0,0,0,FLAT
INDUSINDBK,217,completed,2022-07-28,900,0,900,0,0,0,0,0,0,0,FLAT
HDFCLIFE,221,completed,2023-06-28,1100,0,1100,0,0,0,0,0,0,0,FLAT
KOTAKBANK,222,completed,2022-07-28,400,0,400,0,0,0,0,0,0,0,FLAT
ICICIBANK,224,completed,2022-07-28,1375,0,1375,0,0,0,0,0,0,0,FLAT
SBILIFE,225,completed,2022-07-28,750,0,750,0,0,0,0,0,0,0,FLAT
COALINDIA,243,completed,2022-10-27,4200,0,4200,0,0,0,0,0,0,0,FLAT
CIPLA,258,completed,2023-07-27,650,0,650,0,0,0,0,0,0,0,FLAT
MARUTI,261,completed,2023-05-25,100,0,100,0,0,0,0,0,0,0,FLAT
APOLLOHOSP,263,completed,2023-06-28,250,0,250,0,0,0,0,0,0,0,FLAT
INFY,264,residual_after_call_away,2023-12-29,600,0,400,200,0,0,0,0,200,200,FLAT
HCLTECH,265,completed,2023-01-25,700,0,700,0,0,0,0,0,0,0,FLAT
JSWSTEEL,276,completed,2023-04-27,1350,0,1350,0,0,0,0,0,0,0,FLAT
SBIN,277,completed,2023-07-27,1500,0,1500,0,0,0,0,0,0,0,FLAT
INDUSINDBK,280,completed,2023-05-25,900,0,900,0,0,0,0,0,0,0,FLAT
LT,296,completed,2023-06-28,600,0,600,0,0,0,0,0,0,0,FLAT
TATAMOTORS,326,completed,2023-11-30,1425,0,1425,0,0,0,0,0,0,0,FLAT
HEROMOTOCO,330,completed,2023-10-26,300,0,300,0,0,0,0,0,0,0,FLAT
SBIN,331,completed,2023-12-28,1500,0,1500,0,0,0,0,0,0,0,FLAT
CIPLA,333,completed,2023-11-30,650,0,650,0,0,0,0,0,0,0,FLAT
LT,336,completed,2023-11-30,300,0,300,0,0,0,0,0,0,0,FLAT
HDFCLIFE,340,completed,2024-07-25,2200,0,2200,0,0,0,0,0,0,0,FLAT
HINDALCO,355,completed,2024-04-25,1400,0,1400,0,0,0,0,0,0,0,FLAT
ULTRACEMCO,361,completed,2024-06-27,100,0,100,0,0,0,0,0,0,0,FLAT
DIVISLAB,363,completed,2024-04-25,400,0,400,0,0,0,0,0,0,0,FLAT
M&M,365,completed,2024-02-29,700,0,700,0,0,0,0,0,0,0,FLAT
JSWSTEEL,366,completed,2024-04-25,1350,0,1350,0,0,0,0,0,0,0,FLAT
TATASTEEL,371,completed,2024-02-29,11000,0,11000,0,0,0,0,0,0,0,FLAT
KOTAKBANK,372,completed,2024-09-26,800,0,800,0,0,0,0,0,0,0,FLAT
TATACONSUM,388,completed,2024-07-25,900,0,900,0,0,0,0,0,0,0,FLAT
BAJAJ-AUTO,397,completed,2024-06-27,125,0,125,0,0,0,0,0,0,0,FLAT
ADANIPORTS,400,completed,2024-05-30,800,0,800,0,0,0,0,0,0,0,FLAT
TITAN,402,completed,2024-09-26,350,0,350,0,0,0,0,0,0,0,FLAT
SUNPHARMA,404,completed,2024-07-25,700,0,700,0,0,0,0,0,0,0,FLAT
DRREDDY,412,completed,2024-06-27,250,0,250,0,0,0,0,0,0,0,FLAT
AXISBANK,427,completed,2024-09-26,1250,0,1250,0,0,0,0,0,0,0,FLAT
RELIANCE,432,open,,500,500,0,0,1000,1000,0,1000,0,0,OPEN_AT_END
JSWSTEEL,437,completed,2024-08-29,1350,0,1350,0,0,0,0,0,0,0,FLAT
TATAMOTORS,456,terminated,2025-10-13,1100,0,0,1100,0,0,0,0,0,0,FLAT
M&M,467,completed,2025-05-29,350,0,350,0,0,0,0,0,0,0,FLAT
TATASTEEL,470,completed,2025-05-29,5500,0,5500,0,0,0,0,0,0,0,FLAT
SHRIRAMFIN,471,completed,2025-06-26,300,1200,1500,0,0,0,0,0,0,0,FLAT
BAJAJFINSV,472,completed,2025-02-27,500,0,500,0,0,0,0,0,0,0,FLAT
HINDALCO,473,completed,2025-09-30,1400,0,1400,0,0,0,0,0,0,0,FLAT
POWERGRID,474,open,,3600,0,0,0,3600,3600,0,3600,1700,0,OPEN_AT_END
BHARTIARTL,475,completed,2025-03-27,950,0,950,0,0,0,0,0,0,0,FLAT
BAJFINANCE,477,completed,2025-01-30,125,0,125,0,0,0,0,0,0,0,FLAT
ULTRACEMCO,479,completed,2024-12-26,100,0,100,0,0,0,0,0,0,0,FLAT
AXISBANK,480,completed,2025-10-28,1250,0,1250,0,0,0,0,0,0,0,FLAT
SUNPHARMA,481,open,,700,0,0,0,700,700,0,700,0,0,OPEN_AT_END
NTPC,483,open,,3000,0,0,0,3000,3000,0,3000,0,0,OPEN_AT_END
DRREDDY,489,completed,2025-06-26,625,0,625,0,0,0,0,0,0,0,FLAT
ADANIPORTS,490,completed,2025-03-27,1200,0,1200,0,0,0,0,0,0,0,FLAT
BEL,492,completed,2025-03-27,5700,0,5700,0,0,0,0,0,0,0,FLAT
ULTRACEMCO,494,completed,2025-03-27,150,0,150,0,0,0,0,0,0,0,FLAT
GRASIM,495,completed,2025-03-27,500,0,500,0,0,0,0,0,0,0,FLAT
BRITANNIA,496,universe_removal_sale,2025-04-01,300,0,0,300,0,0,0,0,0,0,FLAT
ULTRACEMCO,514,completed,2025-06-26,100,0,100,0,0,0,0,0,0,0,FLAT
BHARTIARTL,529,completed,2025-10-28,475,0,475,0,0,0,0,0,0,0,FLAT
SHRIRAMFIN,532,completed,2025-10-28,2475,0,2475,0,0,0,0,0,0,0,FLAT
TITAN,534,completed,2025-08-28,350,0,350,0,0,0,0,0,0,0,FLAT
HDFCLIFE,537,open,,2200,0,0,0,2200,2200,0,2200,0,0,OPEN_AT_END
ADANIENT,540,completed,2025-09-30,600,0,600,0,0,0,0,0,0,0,FLAT
JIOFIN,543,open,,4700,0,0,0,4700,4700,0,4700,0,0,OPEN_AT_END
HINDALCO,550,completed,2025-12-30,2100,0,2100,0,0,0,0,0,0,0,FLAT
TATASTEEL,552,completed,2026-01-27,5500,0,5500,0,0,0,0,0,0,0,FLAT
JSWSTEEL,557,completed,2026-01-27,1350,0,1350,0,0,0,0,0,0,0,FLAT
GRASIM,560,completed,2025-12-30,500,0,500,0,0,0,0,0,0,0,FLAT
HINDALCO,573,completed,2026-04-28,1400,0,1400,0,0,0,0,0,0,0,FLAT
TATASTEEL,584,completed,2026-04-28,5500,0,5500,0,0,0,0,0,0,0,FLAT
MAXHEALTH,587,completed,2026-06-30,1575,0,1575,0,0,0,0,0,0,0,FLAT
TITAN,588,completed,2026-04-28,350,0,350,0,0,0,0,0,0,0,FLAT
COALINDIA,597,open,,2700,0,0,0,2700,2700,0,2700,0,0,OPEN_AT_END
TMPV,603,open,,4800,0,0,0,4800,4800,0,4800,0,0,OPEN_AT_END
EICHERMOT,608,open,,200,0,0,0,200,200,0,200,0,0,OPEN_AT_END
BAJAJ-AUTO,609,open,,150,0,0,0,150,150,0,150,0,0,OPEN_AT_END
