date,symbol,kind,amount
2020-01-01,,cash_interest,2728.9589041095887
2020-01-01,TATASTEEL,premium,13089.300000000001
2020-01-01,TATASTEEL,option_sale_costs,-37.882782374
2020-01-01,VEDL,premium,7350.0
2020-01-01,VEDL,option_sale_costs,-31.620173
2020-01-01,ONGC,premium,6970.0
2020-01-01,ONGC,option_sale_costs,-31.205524599999997
2020-01-01,HINDALCO,premium,9975.0
2020-01-01,HINDALCO,option_sale_costs,-34.4845205
2020-01-02,,cash_interest,2786.105991655562
2020-01-03,,cash_interest,2786.493336720073
2020-01-06,,cash_interest,8360.642206908478
2020-01-07,,cash_interest,2788.043093961611
2020-01-08,,cash_interest,2788.4307083364133
2020-01-09,,cash_interest,2788.8183766002344
2020-01-10,,cash_interest,2789.2060987605646
2020-01-13,,cash_interest,8368.781624474694
2020-01-14,,cash_interest,2790.7573647523877
2020-01-15,,cash_interest,2791.1453564851945
2020-01-16,,cash_interest,2791.5334021594817
2020-01-17,,cash_interest,2791.921501782749
2020-01-20,,cash_interest,8376.928966087491
2020-01-21,,cash_interest,2793.474277993686
2020-01-22,,cash_interest,2793.862647451869
2020-01-23,,cash_interest,2794.251070904047
2020-01-24,,cash_interest,2794.639548357727
2020-01-27,,cash_interest,8385.084239461248
2020-01-28,,cash_interest,2796.193836258036
2020-01-29,,cash_interest,2796.582583809326
2020-01-30,,cash_interest,2796.9713854071765
2020-01-30,ONGC,put_assignment_pay_strike,-502250.0
2020-01-30,ONGC,assignment_costs,-2059.8176550000003
2020-01-30,VEDL,put_assignment_pay_strike,-507500.0
2020-01-30,VEDL,assignment_costs,-2081.34885
2020-01-30,TATASTEEL,put_assignment_pay_strike,-675000.0
2020-01-30,TATASTEEL,assignment_costs,-2768.2965000000004
2020-01-30,HINDALCO,put_assignment_pay_strike,-717500.0
2020-01-30,HINDALCO,assignment_costs,-2942.5966500000004
2020-01-31,,cash_interest,2462.01196977912
2020-01-31,HINDALCO,premium,8750.0
2020-01-31,HINDALCO,option_sale_costs,-33.147825
2020-01-31,TATASTEEL,premium,13674.3
2020-01-31,TATASTEEL,option_sale_costs,-38.521122674
2020-01-31,VEDL,premium,10500.0
2020-01-31,VEDL,option_sale_costs,-35.05739
2020-02-03,,cash_interest,7400.750396237918
2020-02-04,,cash_interest,2474.268160077873
2020-02-04,DRREDDY,premium,3656.25
2020-02-04,DRREDDY,option_sale_costs,-27.589626875
2020-02-04,BAJFINANCE,premium,3668.45
2020-02-04,BAJFINANCE,option_sale_costs,-27.602939271
2020-02-05,,cash_interest,2475.6262822240133
2020-02-06,,cash_interest,2475.971343832529
2020-02-07,,cash_interest,2476.31645353696
2020-02-07,ONGC,premium,1845.0
2020-02-07,ONGC,option_sale_costs,-25.613227099999996
2020-02-10,,cash_interest,7430.745611857277
2020-02-11,,cash_interest,2477.950927741476
2020-02-12,,cash_interest,2478.296313367363
2020-02-13,,cash_interest,2478.6417471343293
2020-02-14,,cash_interest,2478.987229049084
2020-02-17,,cash_interest,7437.998277355016
2020-02-18,,cash_interest,2480.369493809737
2020-02-19,,cash_interest,2480.7152165439766
2020-02-20,,cash_interest,2481.0609874662823
2020-02-24,,cash_interest,9925.627226333483
2020-02-25,,cash_interest,2482.7902758577266
2020-02-26,,cash_interest,2483.13633600919
2020-02-27,,cash_interest,2483.4824443957505
2020-02-28,,cash_interest,2483.82860102413
2020-02-28,HINDALCO,premium,700.0
2020-02-28,HINDALCO,option_sale_costs,-24.363826
2020-02-28,TATASTEEL,premium,4200.0
2020-02-28,TATASTEEL,option_sale_costs,-28.182956000000004
2020-02-28,VEDL,premium,2275.0
2020-02-28,VEDL,option_sale_costs,-26.082434499999998
2020-03-02,,cash_interest,7455.491770006809
2020-03-03,,cash_interest,2435.636046623618
2020-03-04,,cash_interest,2435.9686293892964
2020-03-05,,cash_interest,2436.301257568696
2020-03-05,VEDL,dividend,13650.0
2020-03-06,,cash_interest,2438.4978199693883
2020-03-09,,cash_interest,7316.49238051889
2020-03-11,,cash_interest,4879.6597010365285
2020-03-12,,cash_interest,2440.496161365976
2020-03-13,,cash_interest,2440.829407773665
2020-03-16,,cash_interest,7323.488099057085
