date,nav,cash,stock_value,option_liability,borrowed,notional_exposure,unleveraged_requirement,leveraged_requirement,available_capital,margin_utilization,n_short_puts,n_covered_calls,n_stock_names,n_active_names,cash_interest_accrued,cash_interest,financing_cost,available_liquidity,margin_liquidity,cash_liquidity
2019-12-31,20000000.0,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,20000000.0,0.0,0,0,0,0,0.0,0.0,0,17597750.0,17633545.0,17597750.0
2020-01-01,20001148.065903638,20039978.065903638,0.0,38830.0,0.0,2402250.0,2363420.0,2363420.0,17637728.065903638,0.1181642169845725,4,0,0,4,2728.9589041095887,2728.9589041095887,0,17637728.065903638,17637728.065903638,17637728.065903638
2020-01-02,20018914.17189529,20042764.17189529,0.0,23850.0,0.0,2402250.0,2378400.0,2378400.0,17640514.17189529,0.11880764259127771,4,0,0,4,2786.105991655562,2786.105991655562,0,17640514.17189529,17640514.17189529,17640514.17189529
2020-01-03,20016080.66523201,20045550.66523201,0.0,29470.0,0.0,2402250.0,2372780.0,2372780.0,17643300.66523201,0.11854368693275331,4,0,0,4,2786.493336720073,2786.493336720073,0,17643300.66523201,17643300.66523201,17643300.66523201
2020-01-06,20000561.307438917,20053911.307438917,0.0,53350.0,0.0,2402250.0,2348900.0,2348900.0,17651661.307438917,0.11744170395489655,4,0,0,4,8360.642206908478,8360.642206908478,0,17651661.307438917,17651661.307438917,17651661.307438917
2020-01-07,20012529.35053288,20056699.35053288,0.0,44170.0,0.0,2402250.0,2358080.0,2358080.0,17654449.35053288,0.11783018321655632,4,0,0,4,2788.043093961611,2788.043093961611,0,17654449.35053288,17654449.35053288,17654449.35053288
2020-01-08,20009922.781241216,20059487.781241216,0.0,49565.0,0.0,2402250.0,2352685.0,2352685.0,17657237.781241216,0.11757591599531715,4,0,0,4,2788.4307083364133,2788.4307083364133,0,17657237.781241216,17657237.781241216,17657237.781241216
2020-01-09,20026976.599617817,20062276.599617817,0.0,35300.0,0.0,2402250.0,2366950.0,2366950.0,17660026.599617817,0.11818808436841982,4,0,0,4,2788.8183766002344,2788.8183766002344,0,17660026.599617817,17660026.599617817,17660026.599617817
2020-01-10,20034495.805716578,20065065.805716578,0.0,30570.0,0.0,2402250.0,2371680.0,2371680.0,17662815.805716578,0.11837981963705184,4,0,0,4,2789.2060987605646,2789.2060987605646,0,17662815.805716578,17662815.805716578,17662815.805716578
2020-01-13,20046734.58734105,20073434.58734105,0.0,26700.0,0.0,2402250.0,2375550.0,2375550.0,17671184.58734105,0.1185005961769002,4,0,0,4,8368.781624474694,8368.781624474694,0,17671184.58734105,17671184.58734105,17671184.58734105
2020-01-14,20054845.344705805,20076225.344705805,0.0,21380.0,0.0,2402250.0,2380870.0,2380870.0,17673975.344705805,0.11871794367282498,4,0,0,4,2790.7573647523877,2790.7573647523877,0,17673975.344705805,17673975.344705805,17673975.344705805
2020-01-15,20059281.49006229,20079016.49006229,0.0,19735.0,0.0,2402250.0,2382515.0,2382515.0,17676766.49006229,0.11877369591629384,4,0,0,4,2791.1453564851945,2791.1453564851945,0,17676766.49006229,17676766.49006229,17676766.49006229
2020-01-16,20059438.02346445,20081808.02346445,0.0,22370.0,0.0,2402250.0,2379880.0,2379880.0,17679558.02346445,0.11864140945604482,4,0,0,4,2791.5334021594817,2791.5334021594817,0,17679558.02346445,17679558.02346445,17679558.02346445
2020-01-17,20064364.94496623,20084599.94496623,0.0,20235.0,0.0,2402250.0,2382015.0,2382015.0,17682349.94496623,0.1187186839221444,4,0,0,4,2791.921501782749,2791.921501782749,0,17682349.94496623,17682349.94496623,17682349.94496623
2020-01-20,20065811.873932317,20092976.873932317,0.0,27165.0,0.0,2402250.0,2375085.0,2375085.0,17690726.873932317,0.11836475966793525,4,0,0,4,8376.928966087491,8376.928966087491,0,17690726.873932317,17690726.873932317,17690726.873932317
2020-01-21,20067375.348210312,20095770.348210312,0.0,28395.0,0.0,2402250.0,2373855.0,2373855.0,17693520.348210312,0.11829424420526971,4,0,0,4,2793.474277993686,2793.474277993686,0,17693520.348210312,17693520.348210312,17693520.348210312
2020-01-22,20049714.210857764,20098564.210857764,0.0,48850.0,0.0,2402250.0,2353400.0,2353400.0,17696314.210857764,0.11737823169197768,4,0,0,4,2793.862647451869,2793.862647451869,0,17696314.210857764,17696314.210857764,17696314.210857764
2020-01-23,20063043.46192867,20101358.46192867,0.0,38315.0,0.0,2402250.0,2363935.0,2363935.0,17699108.46192867,0.11782534412018633,4,0,0,4,2794.251070904047,2794.251070904047,0,17699108.46192867,17699108.46192867,17699108.46192867
2020-01-24,20073758.101477027,20104153.101477027,0.0,30395.0,0.0,2402250.0,2371855.0,2371855.0,17701903.101477027,0.11815699820680209,4,0,0,4,2794.639548357727,2794.639548357727,0,17701903.101477027,17701903.101477027,17701903.101477027
2020-01-27,20055883.185716487,20112538.185716487,0.0,56655.0,0.0,2402250.0,2345595.0,2345595.0,17710288.185716487,0.1169529647874345,4,0,0,4,8385.084239461248,8385.084239461248,0,17710288.185716487,17710288.185716487,17710288.185716487
2020-01-28,20034134.379552744,20115334.379552744,0.0,81200.0,0.0,2402250.0,2321050.0,2321050.0,17713084.379552744,0.1158547684680059,4,0,0,4,2796.193836258036,2796.193836258036,0,17713084.379552744,17713084.379552744,17713084.379552744
2020-01-29,20054590.962136555,20118130.962136555,0.0,63540.0,0.0,2402250.0,2338710.0,2338710.0,17715880.962136555,0.11661718777588276,4,0,0,4,2796.582583809326,2796.582583809326,0,17715880.962136555,17715880.962136555,17715880.962136555
2020-01-30,20026010.87386696,17708825.87386696,2317185.0,0.0,0.0,2317185.0,2317185.0,2317185.0,17708825.87386696,0.11570876569451093,0,0,4,4,2796.9713854071765,2796.9713854071765,0,17708825.87386696,17708825.87386696,17708825.87386696
2020-01-31,19960250.459499065,17744105.459499065,2250120.0,33975.0,0.0,2250120.0,2216145.0,2216145.0,17744105.459499065,0.11102791543105807,0,3,4,4,2462.01196977912,2462.01196977912,0,17744105.459499065,17744105.459499065,17744105.459499065
2020-02-03,19915351.2098953,17751506.2098953,2184045.0,20200.0,0.0,2184045.0,2163845.0,2163845.0,17751506.2098953,0.10865211349749407,0,3,4,4,7400.750396237918,7400.750396237918,0,15976506.209895302,15992731.209895302,15976506.209895302
2020-02-04,19986502.485489234,17761249.985489234,2260365.0,35112.5,0.0,4035365.0,4000252.5,4000252.5,15986249.985489234,0.20014769982413363,2,3,4,6,2474.268160077873,2474.268160077873,0,15986249.985489234,15986249.985489234,15986249.985489234
2020-02-05,20041493.111771457,17763725.611771457,2338355.0,60587.5,0.0,4113355.0,4052767.5,4052767.5,15988725.611771457,0.20221884055233338,2,3,4,6,2475.6262822240133,2475.6262822240133,0,15988725.611771457,15988725.611771457,15988725.611771457
2020-02-06,20043714.08311529,17766201.58311529,2338600.0,61087.5,0.0,4113600.0,4052512.5,4052512.5,15991201.58311529,0.20218371122215384,2,3,4,6,2475.971343832529,2475.971343832529,0,15991201.58311529,15991201.58311529,15991201.58311529
2020-02-07,20065292.286341727,17770497.286341727,2351425.0,56630.0,0.0,4126425.0,4069795.0,4069795.0,15995497.286341727,0.20282759612578755,2,4,4,6,2476.31645353696,2476.31645353696,0,15995497.286341727,15995497.286341727,15995497.286341727
2020-02-10,20009690.531953584,17777928.031953584,2260145.0,28382.5,0.0,4035145.0,4006762.5,4006762.5,16002928.031953584,0.20024110285971586,2,4,4,6,7430.745611857277,7430.745611857277,0,16002928.031953584,16002928.031953584,16002928.031953584
