date,symbol,mark_value
2020-01-20,VEDL,-2450.0
2020-01-20,ONGC,-12915.0
2020-01-20,HINDALCO,-10150.0
2020-01-21,TATASTEEL,-3300.0000000000005
2020-01-21,VEDL,-2975.0
2020-01-21,ONGC,-10045.0
2020-01-21,HINDALCO,-12075.0
2020-01-22,TATASTEEL,-2850.0
2020-01-22,VEDL,-2975.0
2020-01-22,ONGC,-29725.0
2020-01-22,HINDALCO,-13300.0
2020-01-23,TATASTEEL,-1350.0
2020-01-23,VEDL,-2100.0
2020-01-23,ONGC,-24190.0
2020-01-23,HINDALCO,-10675.0
2020-01-24,TATASTEEL,-825.0000000000001
2020-01-24,VEDL,-875.0
2020-01-24,ONGC,-20295.0
2020-01-24,HINDALCO,-8400.0
2020-01-27,TATASTEEL,-3300.0000000000005
2020-01-27,VEDL,-3500.0
2020-01-27,ONGC,-23780.0
2020-01-27,HINDALCO,-26075.0
2020-01-28,TATASTEEL,-10125.0
2020-01-28,VEDL,-12250.0
2020-01-28,ONGC,-27675.0
2020-01-28,HINDALCO,-31150.0
2020-01-29,TATASTEEL,-3074.9999999999995
2020-01-29,VEDL,-11025.0
2020-01-29,ONGC,-22140.0
2020-01-29,HINDALCO,-27300.0
2020-01-30,TATASTEEL,672825.0
2020-01-30,VEDL,493324.99999999994
2020-01-30,ONGC,473960.0
2020-01-30,HINDALCO,677075.0
2020-01-31,TATASTEEL,644025.0
2020-01-31,VEDL,471800.0
2020-01-31,ONGC,446695.0
2020-01-31,HINDALCO,653625.0
2020-02-03,TATASTEEL,644025.0
2020-02-03,VEDL,463225.0
2020-02-03,ONGC,424145.0
2020-02-03,HINDALCO,632450.0
2020-02-04,TATASTEEL,663375.0
2020-02-04,VEDL,477225.00000000006
2020-02-04,ONGC,435215.0
2020-02-04,HINDALCO,656950.0
2020-02-04,DRREDDY,-3750.0
2020-02-04,BAJFINANCE,-3762.5
2020-02-05,TATASTEEL,683850.0
2020-02-05,VEDL,489650.0
2020-02-05,ONGC,437880.0
2020-02-05,HINDALCO,676025.0
2020-02-05,DRREDDY,-6887.5
2020-02-05,BAJFINANCE,-2750.0
2020-02-06,TATASTEEL,683775.0
2020-02-06,VEDL,491925.0
2020-02-06,ONGC,439725.0
2020-02-06,HINDALCO,670075.0
2020-02-06,DRREDDY,-5675.0
2020-02-06,BAJFINANCE,-2312.5
2020-02-07,TATASTEEL,680850.0
2020-02-07,VEDL,494900.0
2020-02-07,ONGC,445670.0
2020-02-07,HINDALCO,679700.0
2020-02-07,DRREDDY,-4300.0
2020-02-07,BAJFINANCE,-2025.0
2020-02-10,TATASTEEL,658200.0
2020-02-10,VEDL,483875.00000000006
2020-02-10,ONGC,433575.0
2020-02-10,HINDALCO,662375.0
2020-02-10,DRREDDY,-4812.5
2020-02-10,BAJFINANCE,-1450.0
2020-02-11,TATASTEEL,659025.0
2020-02-11,VEDL,486150.0
2020-02-11,ONGC,436035.0
2020-02-11,HINDALCO,671125.0
2020-02-11,DRREDDY,-3487.5
2020-02-11,BAJFINANCE,-1312.5
2020-02-12,TATASTEEL,664500.0
2020-02-12,VEDL,488775.00000000006
2020-02-12,ONGC,436035.0
2020-02-12,HINDALCO,672000.0
2020-02-12,DRREDDY,-2887.5
2020-02-12,BAJFINANCE,-1337.5
2020-02-13,TATASTEEL,656850.0
2020-02-13,VEDL,492100.0
2020-02-13,ONGC,430295.0
2020-02-13,HINDALCO,677775.0
2020-02-13,DRREDDY,-1875.0
2020-02-13,BAJFINANCE,-962.5
2020-02-14,TATASTEEL,648750.0
2020-02-14,VEDL,489125.0
2020-02-14,ONGC,422505.0
2020-02-14,HINDALCO,675150.0
2020-02-14,DRREDDY,-1375.0
2020-02-14,BAJFINANCE,-1037.5
2020-02-17,TATASTEEL,652500.0
2020-02-17,VEDL,492625.0
2020-02-17,ONGC,409385.0
2020-02-17,HINDALCO,663775.0
2020-02-17,DRREDDY,-1362.5
2020-02-17,BAJFINANCE,-962.5
2020-02-18,TATASTEEL,645225.0
2020-02-18,VEDL,488775.00000000006
2020-02-18,ONGC,406720.0
2020-02-18,HINDALCO,644175.0
2020-02-18,DRREDDY,-1200.0
2020-02-18,BAJFINANCE,-700.0
2020-02-19,TATASTEEL,648000.0
2020-02-19,VEDL,495425.0
2020-02-19,ONGC,416560.0
2020-02-19,HINDALCO,657125.0
2020-02-19,DRREDDY,-887.5
2020-02-19,BAJFINANCE,-462.5
2020-02-20,TATASTEEL,663450.0
2020-02-20,VEDL,495600.0
2020-02-20,ONGC,421275.0
2020-02-20,HINDALCO,663950.0
2020-02-20,DRREDDY,-862.5
2020-02-20,BAJFINANCE,-562.5
2020-02-24,TATASTEEL,622575.0
2020-02-24,VEDL,465324.99999999994
2020-02-24,ONGC,401800.0
2020-02-24,HINDALCO,626150.0
2020-02-24,DRREDDY,-1225.0
2020-02-24,BAJFINANCE,-300.0
2020-02-25,TATASTEEL,631650.0
2020-02-25,VEDL,463924.99999999994
2020-02-25,ONGC,399750.0
2020-02-25,HINDALCO,610225.0
2020-02-25,DRREDDY,-1537.5
2020-02-25,BAJFINANCE,-312.5
2020-02-26,TATASTEEL,624375.0
2020-02-26,VEDL,455700.0
2020-02-26,ONGC,392575.0
2020-02-26,HINDALCO,594475.0
2020-02-26,DRREDDY,-987.5
2020-02-26,BAJFINANCE,-112.5
2020-02-27,TATASTEEL,619200.0
2020-02-27,VEDL,456925.00000000006
2020-02-27,ONGC,382735.0
2020-02-27,HINDALCO,589225.0
2020-02-28,TATASTEEL,568275.0
2020-02-28,VEDL,396375.0
2020-02-28,ONGC,376995.0
2020-02-28,HINDALCO,544600.0
2020-03-02,TATASTEEL,543375.0
2020-03-02,VEDL,386575.0
2020-03-02,ONGC,365310.0
2020-03-02,HINDALCO,523075.0
2020-03-03,TATASTEEL,577650.0
2020-03-03,VEDL,415975.0
2020-03-03,ONGC,382735.0
2020-03-03,HINDALCO,556675.0
2020-03-04,TATASTEEL,563325.0
2020-03-04,VEDL,415800.0
2020-03-04,ONGC,380480.0
2020-03-04,HINDALCO,561400.0
2020-03-05,TATASTEEL,561675.0
2020-03-05,VEDL,407925.0
2020-03-05,ONGC,379660.0
2020-03-05,HINDALCO,543200.0
2020-03-06,TATASTEEL,525900.0
2020-03-06,VEDL,387100.0
2020-03-06,ONGC,362850.0
2020-03-06,HINDALCO,524650.0
2020-03-09,TATASTEEL,482250.0
2020-03-09,VEDL,330925.0
2020-03-09,ONGC,305655.0
2020-03-09,HINDALCO,501199.99999999994
2020-03-11,TATASTEEL,448800.0
2020-03-11,VEDL,321125.0
2020-03-11,ONGC,293970.0
2020-03-11,HINDALCO,482125.00000000006
2020-03-12,TATASTEEL,430275.0
2020-03-12,VEDL,278775.0
2020-03-12,ONGC,256250.0
2020-03-12,HINDALCO,419825.0
2020-03-13,TATASTEEL,488700.0
2020-03-13,VEDL,293300.0
2020-03-13,ONGC,270190.0
2020-03-13,HINDALCO,445375.0
2020-03-16,TATASTEEL,433200.00000000006
2020-03-16,VEDL,261274.99999999997
2020-03-16,ONGC,246615.0
2020-03-16,HINDALCO,403900.0
2020-03-17,TATASTEEL,423225.0
2020-03-17,VEDL,261975.0
2020-03-17,ONGC,246000.0
2020-03-17,HINDALCO,403200.0
2020-03-18,TATASTEEL,420525.00000000006
2020-03-18,VEDL,254975.0
2020-03-18,ONGC,279415.0
2020-03-18,HINDALCO,381675.0
2020-03-19,TATASTEEL,407400.00000000006
2020-03-19,VEDL,242374.99999999997
2020-03-19,ONGC,250305.0
2020-03-19,HINDALCO,348425.0
2020-03-20,TATASTEEL,446325.0
2020-03-20,VEDL,263900.0
2020-03-20,ONGC,296635.0
2020-03-20,HINDALCO,368900.0
2020-03-23,TATASTEEL,406424.99999999994
2020-03-23,VEDL,219100.0
2020-03-23,ONGC,247640.0
2020-03-23,HINDALCO,307475.0
2020-03-24,TATASTEEL,407774.99999999994
2020-03-24,VEDL,219625.0
2020-03-24,ONGC,256250.0
2020-03-24,HINDALCO,310450.0
2020-03-25,TATASTEEL,430125.0
2020-03-25,VEDL,224525.0
2020-03-25,ONGC,252355.0
2020-03-25,HINDALCO,330750.0
2020-03-26,TATASTEEL,426675.0
2020-03-26,VEDL,230300.0
2020-03-26,ONGC,265475.0
2020-03-26,HINDALCO,330925.0
2020-03-27,TATASTEEL,414150.0
2020-03-27,VEDL,223125.0
2020-03-27,ONGC,264245.0
2020-03-27,HINDALCO,320425.0
2020-03-30,TATASTEEL,379800.0
2020-03-30,VEDL,215425.0
2020-03-30,ONGC,259735.0
2020-03-30,HINDALCO,310800.0
2020-03-30,KOTAKBANK,-63560.0
2020-03-31,TATASTEEL,403125.00000000006
2020-03-31,VEDL,226450.0
2020-03-31,ONGC,280030.0
2020-03-31,HINDALCO,334950.0
2020-03-31,KOTAKBANK,-55700.0
2020-04-01,TATASTEEL,398400.00000000006
2020-04-01,VEDL,219275.0
2020-04-01,ONGC,269575.0
2020-04-01,HINDALCO,320775.0
2020-04-01,KOTAKBANK,-81160.0
2020-04-03,TATASTEEL,380100.0
2020-04-03,VEDL,219800.0
2020-04-03,ONGC,286385.0
2020-04-03,HINDALCO,310800.0
2020-04-03,KOTAKBANK,-84820.0
2020-04-07,TATASTEEL,413400.0
2020-04-07,VEDL,233625.0
2020-04-07,ONGC,298890.0
2020-04-07,HINDALCO,363825.0
2020-04-07,KOTAKBANK,-79100.0
2020-04-08,TATASTEEL,410925.0
2020-04-08,VEDL,246050.0
2020-04-08,ONGC,305245.0
2020-04-08,HINDALCO,352975.0
2020-04-08,KOTAKBANK,-79800.0
2020-04-09,TATASTEEL,426375.00000000006
2020-04-09,VEDL,268800.0
2020-04-09,ONGC,316930.0
2020-04-09,HINDALCO,376425.0
2020-04-09,KOTAKBANK,-56300.0
2020-04-13,TATASTEEL,422925.0
2020-04-13,VEDL,274050.0
2020-04-13,ONGC,307705.0
2020-04-13,HINDALCO,398300.0
2020-04-13,KOTAKBANK,-54200.0
2020-04-15,TATASTEEL,427199.99999999994
2020-04-15,VEDL,275100.0
2020-04-15,ONGC,304835.0
2020-04-15,HINDALCO,402850.0
2020-04-15,KOTAKBANK,-75900.0
2020-04-16,TATASTEEL,432824.99999999994
2020-04-16,VEDL,289450.0
2020-04-16,ONGC,309345.0
2020-04-16,HINDALCO,421925.0
2020-04-16,KOTAKBANK,-81240.0
2020-04-17,TATASTEEL,439575.00000000006
2020-04-17,VEDL,294350.0
2020-04-17,ONGC,312830.0
2020-04-17,HINDALCO,434525.0
2020-04-17,KOTAKBANK,-77120.0
2020-04-20,TATASTEEL,429224.99999999994
2020-04-20,VEDL,285075.0
2020-04-20,ONGC,303400.0
2020-04-20,HINDALCO,407575.0
2020-04-20,KOTAKBANK,-71000.0
2020-04-21,TATASTEEL,398700.0
2020-04-21,VEDL,274575.0
2020-04-21,ONGC,284335.0
2020-04-21,HINDALCO,374850.0
2020-04-21,KOTAKBANK,-86280.0
2020-04-22,TATASTEEL,402300.00000000006
2020-04-22,VEDL,266350.0
2020-04-22,ONGC,267935.0
2020-04-22,HINDALCO,379050.0
2020-04-22,KOTAKBANK,-76000.0
2020-04-23,TATASTEEL,405300.0
2020-04-23,VEDL,271600.0
2020-04-23,ONGC,276135.0
2020-04-23,HINDALCO,389375.0
2020-04-23,KOTAKBANK,-46100.0
2020-04-24,TATASTEEL,401250.0
2020-04-24,VEDL,272825.0
2020-04-24,ONGC,277160.0
2020-04-24,HINDALCO,362775.0
2020-04-24,KOTAKBANK,-47100.0
2020-04-27,TATASTEEL,407399.99999999994
2020-04-27,VEDL,274575.0
2020-04-27,ONGC,280645.0
2020-04-27,HINDALCO,378700.0
2020-04-27,KOTAKBANK,-21300.0
2020-04-28,TATASTEEL,410250.0
2020-04-28,VEDL,268975.0
2020-04-28,ONGC,283720.0
2020-04-28,HINDALCO,380625.0
2020-04-28,KOTAKBANK,-13240.0
2020-04-29,TATASTEEL,423899.99999999994
2020-04-29,VEDL,277025.0
2020-04-29,ONGC,289050.0
2020-04-29,HINDALCO,407050.0
2020-04-29,KOTAKBANK,-8580.0
2020-04-30,TATASTEEL,447450.0
2020-04-30,VEDL,313425.0
2020-04-30,ONGC,327590.0
2020-04-30,HINDALCO,455699.99999999994
2020-05-04,TATASTEEL,410400.00000000006
2020-05-04,VEDL,279825.0
2020-05-04,ONGC,313855.0
2020-05-04,HINDALCO,405650.0
2020-05-04,UPL,-78030.0
2020-05-04,TCS,-41750.0
2020-05-04,RELIANCE,-33625.0
2020-05-04,INFY,-38940.0
2020-05-04,COALINDIA,-33480.0
2020-05-04,HDFCBANK,-76400.0
2020-05-04,BHARTIARTL,-29523.449999999997
2020-05-05,TATASTEEL,408974.99999999994
2020-05-05,VEDL,276150.0
2020-05-05,ONGC,321645.0
2020-05-05,HINDALCO,405650.0
2020-05-05,UPL,-75420.0
2020-05-05,TCS,-38450.0
2020-05-05,RELIANCE,-26525.0
2020-05-05,INFY,-36900.0
2020-05-05,COALINDIA,-46440.0
2020-05-05,HDFCBANK,-79950.0
2020-05-05,BHARTIARTL,-26839.5
2020-05-06,TATASTEEL,416625.0
2020-05-06,VEDL,278075.0
2020-05-06,ONGC,324925.0
2020-05-06,HINDALCO,415100.0
2020-05-06,UPL,-81090.0
2020-05-06,TCS,-43250.0
2020-05-06,RELIANCE,-24025.0
2020-05-06,INFY,-39960.0
2020-05-06,COALINDIA,-58860.0
2020-05-06,HDFCBANK,-55350.0
2020-05-06,BHARTIARTL,-18602.550000000003
2020-05-07,TATASTEEL,413775.00000000006
2020-05-07,VEDL,274925.0
2020-05-07,ONGC,309960.0
2020-05-07,HINDALCO,411775.0
2020-05-07,UPL,-90000.0
2020-05-07,TCS,-45575.0
2020-05-07,RELIANCE,-15800.0
2020-05-07,INFY,-40320.0
2020-05-07,COALINDIA,-68850.0
2020-05-07,HDFCBANK,-65050.0
2020-05-07,BHARTIARTL,-22582.199999999997
2020-05-08,TATASTEEL,409349.99999999994
2020-05-08,VEDL,270900.0
2020-05-08,ONGC,311600.0
2020-05-08,HINDALCO,409850.0
2020-05-08,UPL,-88920.0
2020-05-08,TCS,-41450.0
2020-05-08,RELIANCE,-8450.0
2020-05-08,INFY,-31080.0
2020-05-08,COALINDIA,-72090.0
2020-05-08,HDFCBANK,-64250.0
2020-05-08,BHARTIARTL,-18880.199999999997
2020-05-11,TATASTEEL,414300.0
2020-05-11,VEDL,278600.0
2020-05-11,ONGC,315905.0
2020-05-11,HINDALCO,419125.0
2020-05-11,UPL,-72990.0
2020-05-11,TCS,-30200.0
2020-05-11,RELIANCE,-6400.0
2020-05-11,INFY,-24840.0
2020-05-11,COALINDIA,-68310.0
2020-05-11,HDFCBANK,-67250.0
2020-05-11,BHARTIARTL,-13142.099999999999
2020-05-12,TATASTEEL,410925.0
2020-05-12,VEDL,311675.0
2020-05-12,ONGC,312830.0
2020-05-12,HINDALCO,423850.0
2020-05-12,UPL,-72900.0
2020-05-12,TCS,-25850.0
2020-05-12,RELIANCE,-14500.0
2020-05-12,INFY,-21900.0
2020-05-12,COALINDIA,-82620.0
2020-05-12,HDFCBANK,-78600.0
2020-05-12,BHARTIARTL,-7126.35
2020-05-13,TATASTEEL,414825.0
2020-05-13,VEDL,315875.0
2020-05-13,ONGC,320620.0
2020-05-13,HINDALCO,432425.0
2020-05-13,UPL,-59400.0
2020-05-13,TCS,-25150.0
2020-05-13,RELIANCE,-14500.0
2020-05-13,INFY,-20160.0
2020-05-13,COALINDIA,-56700.0
2020-05-13,HDFCBANK,-60550.0
2020-05-13,BHARTIARTL,-6663.6
2020-05-14,TATASTEEL,402825.0
2020-05-14,VEDL,312025.0
2020-05-14,ONGC,312215.0
2020-05-14,HINDALCO,410200.0
2020-05-14,UPL,-55890.0
2020-05-14,TCS,-37075.0
2020-05-14,RELIANCE,-14500.0
2020-05-14,INFY,-46020.0
2020-05-14,COALINDIA,-70200.0
2020-05-14,HDFCBANK,-86600.0
2020-05-14,BHARTIARTL,-9625.2
2020-05-15,TATASTEEL,410175.0
2020-05-15,VEDL,325325.0
2020-05-15,ONGC,312215.0
2020-05-15,HINDALCO,417375.0
2020-05-15,UPL,-66960.0
2020-05-15,TCS,-34700.0
2020-05-15,RELIANCE,-14500.0
2020-05-15,INFY,-48360.0
2020-05-15,COALINDIA,-61560.0
2020-05-15,HDFCBANK,-88850.0
2020-05-15,BHARTIARTL,-6108.299999999999
2020-05-18,TATASTEEL,399900.00000000006
2020-05-18,VEDL,323750.0
2020-05-18,ONGC,298890.0
2020-05-18,HINDALCO,403725.0
2020-05-18,UPL,-67230.0
2020-05-18,TCS,-22575.0
2020-05-18,RELIANCE,-14500.0
2020-05-18,INFY,-36840.0
2020-05-18,COALINDIA,-103409.99999999999
2020-05-18,HDFCBANK,-134600.0
2020-05-18,BHARTIARTL,-8144.400000000001
2020-05-19,TATASTEEL,408000.0
2020-05-19,VEDL,315000.0
2020-05-19,ONGC,316315.0
2020-05-19,HINDALCO,410550.0
2020-05-19,UPL,-116729.99999999999
2020-05-19,TCS,-16975.0
2020-05-19,RELIANCE,-14500.0
2020-05-19,INFY,-26400.0
2020-05-19,COALINDIA,-90990.00000000001
2020-05-19,HDFCBANK,-136450.0
2020-05-19,BHARTIARTL,-2128.6499999999996
2020-05-20,TATASTEEL,424800.0
2020-05-20,VEDL,309925.0
2020-05-20,ONGC,319800.0
2020-05-20,HINDALCO,422800.0
2020-05-20,UPL,-85320.0
2020-05-20,TCS,-13075.0
2020-05-20,RELIANCE,-14500.0
2020-05-20,INFY,-23400.0
2020-05-20,COALINDIA,-85590.0
2020-05-20,HDFCBANK,-101100.0
2020-05-20,BHARTIARTL,-1110.6
2020-05-21,TATASTEEL,425550.0
2020-05-21,VEDL,315700.0
2020-05-21,ONGC,315700.0
2020-05-21,HINDALCO,453250.0
2020-05-21,UPL,-68940.0
2020-05-21,TCS,-6050.0
2020-05-21,RELIANCE,-14500.0
2020-05-21,INFY,-20100.0
2020-05-21,COALINDIA,-84240.0
2020-05-21,HDFCBANK,-105800.0
2020-05-21,BHARTIARTL,-555.3
2020-05-22,TATASTEEL,411675.0
2020-05-22,VEDL,311850.0
2020-05-22,ONGC,312215.0
2020-05-22,HINDALCO,436975.0
2020-05-22,UPL,-38700.0
2020-05-22,TCS,-2075.0
2020-05-22,RELIANCE,-14500.0
2020-05-22,INFY,-7260.0
2020-05-22,COALINDIA,-83970.0
2020-05-22,HDFCBANK,-128800.00000000001
2020-05-22,BHARTIARTL,-185.10000000000002
2020-05-26,TATASTEEL,420675.0
2020-05-26,VEDL,307650.0
2020-05-26,ONGC,315700.0
2020-05-26,HINDALCO,451850.0
2020-05-26,UPL,-63089.99999999999
2020-05-26,TCS,-6150.0
2020-05-26,RELIANCE,-14500.0
2020-05-26,INFY,-8280.0
2020-05-26,COALINDIA,-68040.0
2020-05-26,HDFCBANK,-106950.0
2020-05-26,BHARTIARTL,-277.65
2020-05-27,TATASTEEL,431925.0
2020-05-27,VEDL,307650.0
2020-05-27,ONGC,319595.0
2020-05-27,HINDALCO,466550.00000000006
2020-05-27,UPL,-27180.0
2020-05-27,TCS,-375.0
2020-05-27,RELIANCE,-14500.0
2020-05-27,INFY,-540.0
2020-05-27,COALINDIA,-51300.0
2020-05-27,HDFCBANK,-69550.0
2020-05-27,BHARTIARTL,-92.55000000000001
2020-05-28,TATASTEEL,443250.0
2020-05-28,VEDL,314825.0
2020-05-28,ONGC,323285.0
2020-05-28,HINDALCO,484400.0
2020-05-28,UPL,703980.0
2020-05-28,COALINDIA,723060.0
2020-05-28,HDFCBANK,945250.0
2020-05-29,TATASTEEL,442800.0
2020-05-29,VEDL,322700.0
2020-05-29,ONGC,341120.0
2020-05-29,HINDALCO,485975.0
2020-05-29,UPL,690840.0
2020-05-29,COALINDIA,731700.0000000001
2020-05-29,HDFCBANK,925900.0
2020-06-01,TATASTEEL,472800.0
2020-06-01,VEDL,327775.0
2020-06-01,ONGC,344195.0
2020-06-01,HINDALCO,487025.0
2020-06-01,UPL,707130.0
2020-06-01,COALINDIA,740070.0000000001
2020-06-01,HDFCBANK,944600.0
2020-06-01,HEROMOTOCO,-31239.999999999996
2020-06-01,ADANIPORTS,-11625.0
2020-06-01,MARUTI,-10305.0
2020-06-01,ULTRACEMCO,-20540.0
2020-06-01,BRITANNIA,-9600.0
2020-06-01,HCLTECH,-9590.0
2020-06-01,TATAMOTORS,-33540.0
2020-06-02,TATASTEEL,479099.99999999994
2020-06-02,VEDL,339150.0
2020-06-02,ONGC,345630.0
2020-06-02,HINDALCO,494025.0
2020-06-02,UPL,712530.0
2020-06-02,COALINDIA,729000.0
2020-06-02,HDFCBANK,949600.0
2020-06-02,HEROMOTOCO,-33380.0
2020-06-02,ADANIPORTS,-9000.0
2020-06-02,MARUTI,-11125.0
2020-06-02,ULTRACEMCO,-18010.0
2020-06-02,BRITANNIA,-10000.0
2020-06-02,HCLTECH,-8540.0
2020-06-02,TATAMOTORS,-18060.0
2020-06-03,TATASTEEL,476099.99999999994
2020-06-03,VEDL,338450.0
2020-06-03,ONGC,353830.0
2020-06-03,HINDALCO,501725.0
2020-06-03,UPL,706500.0
2020-06-03,COALINDIA,724139.9999999999
2020-06-03,HDFCBANK,957450.0
2020-06-03,HEROMOTOCO,-34380.0
2020-06-03,ADANIPORTS,-8625.0
2020-06-03,MARUTI,-12520.0
2020-06-03,ULTRACEMCO,-16510.0
2020-06-03,BRITANNIA,-7780.0
2020-06-03,HCLTECH,-7139.999999999999
2020-06-03,TATAMOTORS,-13330.0
2020-06-04,TATASTEEL,479925.0
2020-06-04,VEDL,365400.0
2020-06-04,ONGC,348090.0
2020-06-04,HINDALCO,499275.0
2020-06-04,UPL,709830.0
2020-06-04,COALINDIA,723600.0
2020-06-04,HDFCBANK,949950.0
2020-06-04,HEROMOTOCO,-29339.999999999996
2020-06-04,ADANIPORTS,-9000.0
2020-06-04,MARUTI,-11100.0
2020-06-04,ULTRACEMCO,-20540.0
2020-06-04,BRITANNIA,-9000.0
2020-06-04,HCLTECH,-5250.0
2020-06-04,TATAMOTORS,-12900.0
2020-06-05,TATASTEEL,508425.0
2020-06-05,VEDL,368550.0
2020-06-05,ONGC,356495.0
2020-06-05,HINDALCO,522375.0
2020-06-05,UPL,719550.0
2020-06-05,COALINDIA,732510.0
2020-06-05,HDFCBANK,959999.9999999999
2020-06-05,HEROMOTOCO,-26260.000000000004
2020-06-05,ADANIPORTS,-7500.0
2020-06-05,MARUTI,-8425.0
2020-06-05,ULTRACEMCO,-15930.000000000002
2020-06-05,BRITANNIA,-7809.999999999999
2020-06-05,HCLTECH,-4970.0
2020-06-05,TATAMOTORS,-7310.0
2020-06-08,TATASTEEL,500400.00000000006
2020-06-08,VEDL,367850.0
2020-06-08,ONGC,372895.0
2020-06-08,HINDALCO,512225.0
2020-06-08,UPL,720450.0
2020-06-08,COALINDIA,736829.9999999999
2020-06-08,HDFCBANK,952650.0
2020-06-08,HEROMOTOCO,-23200.0
2020-06-08,ADANIPORTS,-7250.0
2020-06-08,MARUTI,-8480.0
2020-06-08,ULTRACEMCO,-22120.0
2020-06-08,BRITANNIA,-8660.0
2020-06-08,HCLTECH,-4270.0
2020-06-08,TATAMOTORS,-5590.0
2020-06-09,TATASTEEL,498300.0
2020-06-09,VEDL,366100.0
2020-06-09,ONGC,369000.0
2020-06-09,HINDALCO,499100.0
2020-06-09,UPL,703440.0
2020-06-09,COALINDIA,731970.0000000001
2020-06-09,HDFCBANK,941850.0
2020-06-09,HEROMOTOCO,-21560.0
2020-06-09,ADANIPORTS,-6750.0
2020-06-09,MARUTI,-9380.0
2020-06-09,ULTRACEMCO,-22090.0
2020-06-09,BRITANNIA,-7909.999999999999
2020-06-09,HCLTECH,-4620.0
2020-06-09,TATAMOTORS,-6020.0
2020-06-10,TATASTEEL,486000.0
2020-06-10,VEDL,371350.0
2020-06-10,ONGC,361825.0
2020-06-10,HINDALCO,514324.99999999994
2020-06-10,UPL,712710.0
2020-06-10,COALINDIA,725219.9999999999
2020-06-10,HDFCBANK,943900.0
2020-06-10,HEROMOTOCO,-28300.0
2020-06-10,ADANIPORTS,-5500.0
2020-06-10,MARUTI,-8380.0
2020-06-10,ULTRACEMCO,-19200.0
2020-06-10,BRITANNIA,-7730.0
2020-06-10,HCLTECH,-1190.0
2020-06-10,TATAMOTORS,-4730.0
2020-06-11,TATASTEEL,469724.99999999994
2020-06-11,VEDL,353675.0
2020-06-11,ONGC,356290.0
2020-06-11,HINDALCO,505400.0
2020-06-11,UPL,710190.0
2020-06-11,COALINDIA,721169.9999999999
2020-06-11,HDFCBANK,935100.0
2020-06-11,HEROMOTOCO,-24160.0
2020-06-11,ADANIPORTS,-8000.0
2020-06-11,MARUTI,-14185.0
2020-06-11,ULTRACEMCO,-24650.0
2020-06-11,BRITANNIA,-7820.0
2020-06-11,HCLTECH,-3360.0
2020-06-11,TATAMOTORS,-6020.0
2020-06-12,TATASTEEL,476400.00000000006
2020-06-12,VEDL,361550.0
2020-06-12,ONGC,343990.0
2020-06-12,HINDALCO,511175.00000000006
2020-06-12,UPL,706500.0
2020-06-12,COALINDIA,712530.0
2020-06-12,HDFCBANK,946200.0
2020-06-12,HEROMOTOCO,-13880.000000000002
2020-06-12,ADANIPORTS,-5375.0
2020-06-12,MARUTI,-9325.0
2020-06-12,ULTRACEMCO,-16590.0
2020-06-12,BRITANNIA,-6990.000000000001
2020-06-12,HCLTECH,-3990.0
2020-06-12,TATAMOTORS,-5160.0
2020-06-15,TATASTEEL,459300.0
2020-06-15,VEDL,358400.0
2020-06-15,ONGC,344810.0
2020-06-15,HINDALCO,510300.00000000006
2020-06-15,UPL,699570.0
