date,symbol,event,opening_cash,premium_received,margin_requirement,leveraged_requirement,stock_cash_flow,transaction_costs,interest_income,borrowing_cost,closing_cash,available_liquidity,required_liquidity,remaining_liquidity,lots_considered,lots_executed,lots_rejected,rejection_reason
2019-12-31,TATASTEEL,put_decision,20000000.0,11475.0,675000.0,663525.0,0.0,0.0,0.0,0.0,20000000.0,20000000.0,663561.1212905,19336438.8787095,1,1,0,
2019-12-31,VEDL,put_decision,20000000.0,9625.0,507500.0,497875.0,0.0,0.0,0.0,0.0,20000000.0,19325000.0,497909.1026075,18827090.8973925,1,1,0,
2019-12-31,ONGC,put_decision,20000000.0,5945.0,502250.0,496305.0,0.0,0.0,0.0,0.0,20000000.0,18817500.0,496335.0870651,18321164.9129349,1,1,0,
2019-12-31,HINDALCO,put_decision,20000000.0,8750.0,717500.0,708750.0,0.0,0.0,0.0,0.0,20000000.0,18315250.0,708783.147825,17606466.852175,1,1,0,
2020-01-01,,cash_interest,20000000.0,0.0,0.0,0.0,0.0,0.0,2728.9589041095887,0.0,20002728.95890411,17600478.95890411,0.0,17600478.95890411,0,0,0,
2020-01-01,TATASTEEL,option_sale,20002728.95890411,13089.300000000001,675000.0,661575.0,0.0,37.882782374,0.0,0.0,20015780.376121737,20002728.95890411,661948.5827823728,19340780.376121737,1,1,0,
2020-01-01,VEDL,option_sale,20015780.376121737,7350.0,507500.0,499800.0,0.0,31.620173,0.0,0.0,20023098.755948737,19340780.376121737,500181.6201729998,18840598.755948737,1,1,0,
2020-01-01,ONGC,option_sale,20023098.755948737,6970.0,502250.0,494870.0,0.0,31.205524599999997,0.0,0.0,20030037.550424136,18840598.755948737,495311.20552460104,18345287.550424136,1,1,0,
2020-01-01,HINDALCO,option_sale,20030037.550424136,9975.0,717500.0,707175.0,0.0,34.4845205,0.0,0.0,20039978.065903638,18345287.550424136,707559.4845204987,17637728.065903638,1,1,0,
2020-01-02,,cash_interest,20039978.065903638,0.0,0.0,0.0,0.0,0.0,2786.105991655562,0.0,20042764.17189529,17640514.17189529,0.0,17640514.17189529,0,0,0,
2020-01-03,,cash_interest,20042764.17189529,0.0,0.0,0.0,0.0,0.0,2786.493336720073,0.0,20045550.66523201,17643300.66523201,0.0,17643300.66523201,0,0,0,
2020-01-06,,cash_interest,20045550.66523201,0.0,0.0,0.0,0.0,0.0,8360.642206908478,0.0,20053911.307438917,17651661.307438917,0.0,17651661.307438917,0,0,0,
2020-01-07,,cash_interest,20053911.307438917,0.0,0.0,0.0,0.0,0.0,2788.043093961611,0.0,20056699.35053288,17654449.35053288,0.0,17654449.35053288,0,0,0,
2020-01-08,,cash_interest,20056699.35053288,0.0,0.0,0.0,0.0,0.0,2788.4307083364133,0.0,20059487.781241216,17657237.781241216,0.0,17657237.781241216,0,0,0,
2020-01-09,,cash_interest,20059487.781241216,0.0,0.0,0.0,0.0,0.0,2788.8183766002344,0.0,20062276.599617817,17660026.599617817,0.0,17660026.599617817,0,0,0,
2020-01-10,,cash_interest,20062276.599617817,0.0,0.0,0.0,0.0,0.0,2789.2060987605646,0.0,20065065.805716578,17662815.805716578,0.0,17662815.805716578,0,0,0,
2020-01-13,,cash_interest,20065065.805716578,0.0,0.0,0.0,0.0,0.0,8368.781624474694,0.0,20073434.58734105,17671184.58734105,0.0,17671184.58734105,0,0,0,
2020-01-14,,cash_interest,20073434.58734105,0.0,0.0,0.0,0.0,0.0,2790.7573647523877,0.0,20076225.344705805,17673975.344705805,0.0,17673975.344705805,0,0,0,
2020-01-15,,cash_interest,20076225.344705805,0.0,0.0,0.0,0.0,0.0,2791.1453564851945,0.0,20079016.49006229,17676766.49006229,0.0,17676766.49006229,0,0,0,
2020-01-16,,cash_interest,20079016.49006229,0.0,0.0,0.0,0.0,0.0,2791.5334021594817,0.0,20081808.02346445,17679558.02346445,0.0,17679558.02346445,0,0,0,
2020-01-17,,cash_interest,20081808.02346445,0.0,0.0,0.0,0.0,0.0,2791.921501782749,0.0,20084599.94496623,17682349.94496623,0.0,17682349.94496623,0,0,0,
2020-01-20,,cash_interest,20084599.94496623,0.0,0.0,0.0,0.0,0.0,8376.928966087491,0.0,20092976.873932317,17690726.873932317,0.0,17690726.873932317,0,0,0,
2020-01-21,,cash_interest,20092976.873932317,0.0,0.0,0.0,0.0,0.0,2793.474277993686,0.0,20095770.348210312,17693520.348210312,0.0,17693520.348210312,0,0,0,
2020-01-22,,cash_interest,20095770.348210312,0.0,0.0,0.0,0.0,0.0,2793.862647451869,0.0,20098564.210857764,17696314.210857764,0.0,17696314.210857764,0,0,0,
2020-01-23,,cash_interest,20098564.210857764,0.0,0.0,0.0,0.0,0.0,2794.251070904047,0.0,20101358.46192867,17699108.46192867,0.0,17699108.46192867,0,0,0,
2020-01-24,,cash_interest,20101358.46192867,0.0,0.0,0.0,0.0,0.0,2794.639548357727,0.0,20104153.101477027,17701903.101477027,0.0,17701903.101477027,0,0,0,
2020-01-27,,cash_interest,20104153.101477027,0.0,0.0,0.0,0.0,0.0,8385.084239461248,0.0,20112538.185716487,17710288.185716487,0.0,17710288.185716487,0,0,0,
2020-01-28,,cash_interest,20112538.185716487,0.0,0.0,0.0,0.0,0.0,2796.193836258036,0.0,20115334.379552744,17713084.379552744,0.0,17713084.379552744,0,0,0,
2020-01-29,,cash_interest,20115334.379552744,0.0,0.0,0.0,0.0,0.0,2796.582583809326,0.0,20118130.962136555,17715880.962136555,0.0,17715880.962136555,0,0,0,
2020-01-30,,cash_interest,20118130.962136555,0.0,0.0,0.0,0.0,0.0,2796.9713854071765,0.0,20120927.933521964,17718677.933521964,0.0,17718677.933521964,0,0,0,
2020-01-30,ONGC,put_assignment,20120927.933521964,0.0,473960.0,473960.0,-502250.0,2059.8176550000003,0.0,0.0,19616618.115866963,17716618.115866963,0.0,17716618.115866963,0,0,0,
2020-01-30,VEDL,put_assignment,19616618.115866963,0.0,493324.99999999994,493324.99999999994,-507500.0,2081.34885,0.0,0.0,19107036.767016962,17714536.767016962,0.0,17714536.767016962,0,0,0,
2020-01-30,TATASTEEL,put_assignment,19107036.767016962,0.0,672825.0,672825.0,-675000.0,2768.2965000000004,0.0,0.0,18429268.47051696,17711768.47051696,0.0,17711768.47051696,0,0,0,
2020-01-30,HINDALCO,put_assignment,18429268.47051696,0.0,677075.0,677075.0,-717500.0,2942.5966500000004,0.0,0.0,17708825.87386696,17708825.87386696,0.0,17708825.87386696,0,0,0,
2020-01-31,,cash_interest,17708825.87386696,0.0,0.0,0.0,0.0,0.0,2462.01196977912,0.0,17711287.88583674,17711287.88583674,0.0,17711287.88583674,0,0,0,
2020-01-31,HINDALCO,option_sale,17711287.88583674,8750.0,0.0,653625.0,0.0,33.147825,0.0,0.0,17720004.73801174,17711287.88583674,0.0,17711287.88583674,1,1,0,
2020-01-31,TATASTEEL,option_sale,17720004.73801174,13674.3,0.0,644025.0,0.0,38.521122674,0.0,0.0,17733640.516889066,17720004.73801174,0.0,17720004.73801174,1,1,0,
2020-01-31,VEDL,option_sale,17733640.516889066,10500.0,0.0,471800.0,0.0,35.05739,0.0,0.0,17744105.459499065,17733640.516889066,0.0,17733640.516889066,1,1,0,
2020-02-03,,cash_interest,17744105.459499065,0.0,0.0,0.0,0.0,0.0,7400.750396237918,0.0,17751506.2098953,17751506.2098953,0.0,17751506.2098953,0,0,0,
2020-02-03,ONGC,call_fill_rejected,17751506.2098953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17751506.2098953,17751506.2098953,0.0,17751506.2098953,0,0,0,participation_or_shares
2020-02-03,DRREDDY,put_decision,17751506.2098953,8074.999999999999,750000.0,741925.0,0.0,0.0,0.0,0.0,17751506.2098953,17751506.2098953,741957.4112785,17009548.7986168,1,1,0,
2020-02-03,BAJFINANCE,put_decision,17751506.2098953,8150.0,1025000.0,1016850.0,0.0,0.0,0.0,0.0,17751506.2098953,17001506.2098953,1016882.493117,15984623.7167783,1,1,0,
2020-02-04,,cash_interest,17751506.2098953,0.0,0.0,0.0,0.0,0.0,2474.268160077873,0.0,17753980.47805538,15978980.47805538,0.0,15978980.47805538,0,0,0,
2020-02-04,DRREDDY,option_sale,17753980.47805538,3656.25,750000.0,746250.0,0.0,27.589626875,0.0,0.0,17757609.138428506,17753980.47805538,746371.3396268748,17007609.138428506,1,1,0,
2020-02-04,BAJFINANCE,option_sale,17757609.138428506,3668.45,1025000.0,1021237.5,0.0,27.602939271,0.0,0.0,17761249.985489234,17007609.138428506,1021359.1529392712,15986249.985489234,1,1,0,
2020-02-05,,cash_interest,17761249.985489234,0.0,0.0,0.0,0.0,0.0,2475.6262822240133,0.0,17763725.611771457,15988725.611771457,0.0,15988725.611771457,0,0,0,
2020-02-06,,cash_interest,17763725.611771457,0.0,0.0,0.0,0.0,0.0,2475.971343832529,0.0,17766201.58311529,15991201.58311529,0.0,15991201.58311529,0,0,0,
2020-02-07,,cash_interest,17766201.58311529,0.0,0.0,0.0,0.0,0.0,2476.31645353696,0.0,17768677.899568826,15993677.899568826,0.0,15993677.899568826,0,0,0,
2020-02-07,ONGC,option_sale,17768677.899568826,1845.0,0.0,445670.0,0.0,25.613227099999996,0.0,0.0,17770497.286341727,15993677.899568826,0.0,15993677.899568826,1,1,0,
2020-02-10,,cash_interest,17770497.286341727,0.0,0.0,0.0,0.0,0.0,7430.745611857277,0.0,17777928.031953584,16002928.031953584,0.0,16002928.031953584,0,0,0,
2020-02-11,,cash_interest,17777928.031953584,0.0,0.0,0.0,0.0,0.0,2477.950927741476,0.0,17780405.982881326,16005405.982881326,0.0,16005405.982881326,0,0,0,
2020-02-12,,cash_interest,17780405.982881326,0.0,0.0,0.0,0.0,0.0,2478.296313367363,0.0,17782884.279194694,16007884.279194694,0.0,16007884.279194694,0,0,0,
2020-02-13,,cash_interest,17782884.279194694,0.0,0.0,0.0,0.0,0.0,2478.6417471343293,0.0,17785362.92094183,16010362.92094183,0.0,16010362.92094183,0,0,0,
2020-02-14,,cash_interest,17785362.92094183,0.0,0.0,0.0,0.0,0.0,2478.987229049084,0.0,17787841.90817088,16012841.908170879,0.0,16012841.908170879,0,0,0,
2020-02-17,,cash_interest,17787841.90817088,0.0,0.0,0.0,0.0,0.0,7437.998277355016,0.0,17795279.906448234,16020279.906448234,0.0,16020279.906448234,0,0,0,
2020-02-18,,cash_interest,17795279.906448234,0.0,0.0,0.0,0.0,0.0,2480.369493809737,0.0,17797760.275942042,16022760.275942042,0.0,16022760.275942042,0,0,0,
2020-02-19,,cash_interest,17797760.275942042,0.0,0.0,0.0,0.0,0.0,2480.7152165439766,0.0,17800240.991158586,16025240.991158586,0.0,16025240.991158586,0,0,0,
2020-02-20,,cash_interest,17800240.991158586,0.0,0.0,0.0,0.0,0.0,2481.0609874662823,0.0,17802722.05214605,16027722.052146051,0.0,16027722.052146051,0,0,0,
2020-02-24,,cash_interest,17802722.05214605,0.0,0.0,0.0,0.0,0.0,9925.627226333483,0.0,17812647.679372385,16037647.679372385,0.0,16037647.679372385,0,0,0,
2020-02-25,,cash_interest,17812647.679372385,0.0,0.0,0.0,0.0,0.0,2482.7902758577266,0.0,17815130.469648242,16040130.469648242,0.0,16040130.469648242,0,0,0,
2020-02-26,,cash_interest,17815130.469648242,0.0,0.0,0.0,0.0,0.0,2483.13633600919,0.0,17817613.605984252,16042613.605984252,0.0,16042613.605984252,0,0,0,
2020-02-27,,cash_interest,17817613.605984252,0.0,0.0,0.0,0.0,0.0,2483.4824443957505,0.0,17820097.088428646,16045097.088428646,0.0,16045097.088428646,0,0,0,
2020-02-28,,cash_interest,17820097.088428646,0.0,0.0,0.0,0.0,0.0,2483.82860102413,0.0,17822580.91702967,17822580.91702967,0.0,17822580.91702967,0,0,0,
2020-02-28,HINDALCO,option_sale,17822580.91702967,700.0,0.0,544600.0,0.0,24.363826,0.0,0.0,17823256.553203672,17822580.91702967,0.0,17822580.91702967,1,1,0,
2020-02-28,TATASTEEL,option_sale,17823256.553203672,4200.0,0.0,568275.0,0.0,28.182956000000004,0.0,0.0,17827428.370247673,17823256.553203672,0.0,17823256.553203672,1,1,0,
2020-02-28,VEDL,option_sale,17827428.370247673,2275.0,0.0,396375.0,0.0,26.082434499999998,0.0,0.0,17829677.28781317,17827428.370247673,0.0,17827428.370247673,1,1,0,
2020-03-02,,cash_interest,17829677.28781317,0.0,0.0,0.0,0.0,0.0,7455.491770006809,0.0,17837132.77958318,17837132.77958318,0.0,17837132.77958318,0,0,0,
2020-03-03,,cash_interest,17837132.77958318,0.0,0.0,0.0,0.0,0.0,2435.636046623618,0.0,17839568.4156298,17839568.4156298,0.0,17839568.4156298,0,0,0,
2020-03-04,,cash_interest,17839568.4156298,0.0,0.0,0.0,0.0,0.0,2435.9686293892964,0.0,17842004.38425919,17842004.38425919,0.0,17842004.38425919,0,0,0,
2020-03-05,,cash_interest,17842004.38425919,0.0,0.0,0.0,0.0,0.0,2436.301257568696,0.0,17844440.68551676,17844440.68551676,0.0,17844440.68551676,0,0,0,
2020-03-06,,cash_interest,17858090.68551676,0.0,0.0,0.0,0.0,0.0,2438.4978199693883,0.0,17860529.183336727,17860529.183336727,0.0,17860529.183336727,0,0,0,
2020-03-09,,cash_interest,17860529.183336727,0.0,0.0,0.0,0.0,0.0,7316.49238051889,0.0,17867845.675717246,17867845.675717246,0.0,17867845.675717246,0,0,0,
2020-03-11,,cash_interest,17867845.675717246,0.0,0.0,0.0,0.0,0.0,4879.6597010365285,0.0,17872725.335418284,17872725.335418284,0.0,17872725.335418284,0,0,0,
2020-03-12,,cash_interest,17872725.335418284,0.0,0.0,0.0,0.0,0.0,2440.496161365976,0.0,17875165.83157965,17875165.83157965,0.0,17875165.83157965,0,0,0,
2020-03-13,,cash_interest,17875165.83157965,0.0,0.0,0.0,0.0,0.0,2440.829407773665,0.0,17877606.660987426,17877606.660987426,0.0,17877606.660987426,0,0,0,
2020-03-16,,cash_interest,17877606.660987426,0.0,0.0,0.0,0.0,0.0,7323.488099057085,0.0,17884930.149086483,17884930.149086483,0.0,17884930.149086483,0,0,0,
2020-03-17,,cash_interest,17884930.149086483,0.0,0.0,0.0,0.0,0.0,2442.1627119534455,0.0,17887372.311798435,17887372.311798435,0.0,17887372.311798435,0,0,0,
2020-03-18,,cash_interest,17887372.311798435,0.0,0.0,0.0,0.0,0.0,2442.4961859263344,0.0,17889814.80798436,17889814.80798436,0.0,17889814.80798436,0,0,0,
2020-03-19,,cash_interest,17889814.80798436,0.0,0.0,0.0,0.0,0.0,2442.829705434637,0.0,17892257.637689795,17892257.637689795,0.0,17892257.637689795,0,0,0,
2020-03-20,,cash_interest,17892257.637689795,0.0,0.0,0.0,0.0,0.0,2443.1632704845724,0.0,17894700.80096028,17894700.80096028,0.0,17894700.80096028,0,0,0,
2020-03-23,,cash_interest,17894700.80096028,0.0,0.0,0.0,0.0,0.0,7330.490643247074,0.0,17902031.291603528,17902031.291603528,0.0,17902031.291603528,0,0,0,
2020-03-24,,cash_interest,17922531.291603528,0.0,0.0,0.0,0.0,0.0,2447.2970964557335,0.0,17924978.588699985,17924978.588699985,0.0,17924978.588699985,0,0,0,
2020-03-25,,cash_interest,17924978.588699985,0.0,0.0,0.0,0.0,0.0,2447.631271521793,0.0,17927426.219971508,17927426.219971508,0.0,17927426.219971508,0,0,0,
2020-03-26,,cash_interest,17927426.219971508,0.0,0.0,0.0,0.0,0.0,2447.965492219,0.0,17929874.185463727,17929874.185463727,0.0,17929874.185463727,0,0,0,
2020-03-27,,cash_interest,17929874.185463727,0.0,0.0,0.0,0.0,0.0,2448.299758553585,0.0,17932322.48522228,17932322.48522228,0.0,17932322.48522228,0,0,0,
2020-03-27,TATASTEEL,option_sale,17932322.48522228,1575.0,0.0,414150.0,0.0,25.318608500000003,0.0,0.0,17933872.16661378,17932322.48522228,0.0,17932322.48522228,1,1,0,
2020-03-27,KOTAKBANK,put_decision,17933872.16661378,47220.0,536000.0,488780.0,0.0,0.0,0.0,0.0,17933872.16661378,17933872.16661378,488855.1255196,17445017.04109418,1,1,0,
2020-03-30,,cash_interest,17933872.16661378,0.0,0.0,0.0,0.0,0.0,7346.537032208815,0.0,17941218.70364599,17405218.70364599,0.0,17405218.70364599,0,0,0,
2020-03-30,KOTAKBANK,option_sale,17941218.70364599,61971.0,536000.0,472440.0,0.0,91.22151578,0.0,0.0,18003098.48213021,17941218.70364599,474120.22151577845,17467098.48213021,1,1,0,
2020-03-31,,cash_interest,18003098.48213021,0.0,0.0,0.0,0.0,0.0,2458.298435956138,0.0,18005556.780566167,17469556.780566167,0.0,17469556.780566167,0,0,0,
2020-04-01,,cash_interest,18005556.780566167,0.0,0.0,0.0,0.0,0.0,2458.6341132400357,0.0,18008015.414679408,17472015.414679408,0.0,17472015.414679408,0,0,0,
2020-04-03,,cash_interest,18008015.414679408,0.0,0.0,0.0,0.0,0.0,4079.2841931959533,0.0,18012094.698872603,17476094.698872603,0.0,17476094.698872603,0,0,0,
2020-04-07,,cash_interest,18012094.698872603,0.0,0.0,0.0,0.0,0.0,8160.416514477724,0.0,18020255.115387082,17484255.115387082,0.0,17484255.115387082,0,0,0,
2020-04-08,,cash_interest,18020255.115387082,0.0,0.0,0.0,0.0,0.0,2041.028401986897,0.0,18022296.143789068,17486296.143789068,0.0,17486296.143789068,0,0,0,
2020-04-09,,cash_interest,18022296.143789068,0.0,0.0,0.0,0.0,0.0,2041.2595750147505,0.0,18024337.40336408,17488337.40336408,0.0,17488337.40336408,0,0,0,
2020-04-13,,cash_interest,18024337.40336408,0.0,0.0,0.0,0.0,0.0,8165.963096903831,0.0,18032503.366460986,17496503.366460986,0.0,17496503.366460986,0,0,0,
2020-04-15,,cash_interest,18032503.366460986,0.0,0.0,0.0,0.0,0.0,4084.83135163213,0.0,18036588.197812617,17500588.197812617,0.0,17500588.197812617,0,0,0,
2020-04-16,,cash_interest,18036588.197812617,0.0,0.0,0.0,0.0,0.0,2042.8783361254011,0.0,18038631.07614874,17502631.07614874,0.0,17502631.07614874,0,0,0,
